year,nuts_id,nuts_year_spec,total_4_fte
2014,UKI3,2018,3099.7809
2014,UKJ1,2018,1438.3566999999998
2014,UKM7,2018,1163.4821000000002
2014,UKH1,2018,1116.5293000000001
2014,UKG3,2018,757.9252000000001
2014,UKD3,2018,629.4188999999999
2014,UKK1,2018,620.8638000000001
2014,UKM8,2018,537.789
2014,UKF1,2018,484.99510000000004
2014,UKE4,2018,453.5347000000001
2014,UKJ3,2018,416.8442
2014,UKI4,2018,410.57009999999997
2014,UKJ2,2018,410.3751999999999
2014,UKE3,2018,387.8516999999999
2014,UKC2,2018,344.1872
2014,UKF2,2018,333.84069999999997
2014,UKN0,2018,322.8542000000001
2014,UKL2,2018,311.31649999999996
2014,UKK4,2018,267.3855
2014,UKL1,2018,262.5525
2014,UKD7,2018,256.346
2014,UKC1,2018,249.21730000000002
2014,UKD4,2018,232.5551
2014,UKE2,2018,231.48129999999998
2014,UKJ4,2018,158.39299999999997
2014,UKM5,2018,150.53799999999998
2014,UKI7,2018,122.6835
2014,UKH3,2018,112.292
2014,UKH2,2018,102.1466
2014,UKG2,2018,62.55159999999999
2014,UKE1,2018,50.526700000000005
2014,UKK2,2018,27.531000000000002
2014,UKF3,2018,23.739
2014,UKI6,2018,22.619
2014,UKI5,2018,19.685000000000002
2014,UKM6,2018,8.697500000000002
2014,UKD6,2018,7.625
2014,UKG1,2018,4.896000000000001
2014,UKK3,2018,3.617800000000001
2014,UKD1,2018,1.7283999999999997
