,year,nuts_id,nuts_year_spec,mean_ref_stem
0,2014,UKH1,2018,3.349137135165897
1,2014,UKJ1,2018,3.263286317058469
2,2014,UKI3,2018,3.2450659235472115
3,2014,UKL2,2018,3.152367541328937
4,2014,UKK1,2018,3.1509360484512534
5,2014,UKM7,2018,3.1386746555485
6,2014,UKJ3,2018,3.134513156075757
7,2014,UKE3,2018,3.1222986158384387
8,2014,UKE2,2018,3.1178573233386677
9,2014,UKC1,2018,3.09615845581278
10,2014,UKD3,2018,3.0856204400044893
11,2014,UKG3,2018,3.0748130193905814
12,2014,UKD7,2018,3.04308345910895
13,2014,UKM8,2018,3.0312496473110997
14,2014,UKF1,2018,3.0130016811612945
15,2014,UKE4,2018,2.997668105550237
16,2014,UKK4,2018,2.996597199705232
17,2014,UKD4,2018,2.981902924082819
18,2014,UKJ2,2018,2.97793178592135
19,2014,UKM5,2018,2.9670493250450583
20,2014,UKC2,2018,2.9499810606060604
21,2014,UKN0,2018,2.94523489010989
22,2014,UKL1,2018,2.9240566327313653
23,2014,UKI4,2018,2.920432385688034
24,2014,UKM6,2018,2.9099999999999997
25,2014,UKF2,2018,2.849285909115706
26,2014,UKJ4,2018,2.840534235229155
27,2014,UKE1,2018,2.829906890130354
28,2014,UKH2,2018,2.8269728331177237
29,2014,UKG2,2018,2.6681098901098905
30,2014,UKI7,2018,2.5924315922784666
31,2014,UKF3,2018,2.5492592592592587
32,2014,UKH3,2018,2.512525930445394
33,2014,UKI5,2018,2.471031487513572
34,2014,UKI6,2018,2.4422314049586777
35,2014,UKK2,2018,2.31
36,2014,UKG1,2018,2.2399999999999998
37,2014,UKD6,2018,1.7646511627906976
