year,nuts_id,nuts_year_spec,cordis_funding
2016,UKI63,2016,1921604.67
2016,UKI71,2016,2799346.45
2016,UKI74,2016,8562078.8
2016,UKI75,2016,2876930.8
2016,UKJ11,2016,21820223.6
2016,UKJ12,2016,6735615.03
2016,UKJ13,2016,2844370.11
2016,UKJ14,2016,101342148.79
2016,UKJ21,2016,8217378.2
2016,UKJ22,2016,867263.26
2016,UKJ25,2016,16336031.82
2016,UKJ26,2016,843456.25
2016,UKJ27,2016,3499912.38
2016,UKJ28,2016,542684.38
2016,UKJ31,2016,877954.6
2016,UKJ32,2016,24182518.96
2016,UKJ34,2016,18112.5
2016,UKJ35,2016,12250549.26
2016,UKJ36,2016,2007653.65
2016,UKJ37,2016,2519769.78
2016,UKJ41,2016,220000.0
2016,UKJ43,2016,430625.0
2016,UKJ44,2016,2087640.65
2016,UKJ45,2016,151250.0
2016,UKJ46,2016,294037.75
2016,UKK11,2016,32337364.66
2016,UKK12,2016,10174402.69
2016,UKK13,2016,4024116.9
2016,UKK14,2016,20537781.88
2016,UKK15,2016,7130727.5
2016,UKK21,2016,179816.88
2016,UKK22,2016,528810.45
2016,UKK23,2016,3677535.75
2016,UKK30,2016,368516.88
2016,UKK41,2016,6143922.54
2016,UKK42,2016,214487.0
2016,UKK43,2016,28272365.28
2016,UKL12,2016,836648.05
2016,UKL13,2016,650000.0
2016,UKL14,2016,1981050.78
2016,UKL16,2016,585107.5
2016,UKL17,2016,1366192.5
2016,UKL18,2016,2595794.0
2016,UKL21,2016,322000.0
2016,UKL22,2016,7725394.21
2016,UKL23,2016,207041.38
2016,UKL24,2016,18000.0
2016,UKM50,2016,12807675.75
2016,UKM61,2016,208751.13
2016,UKM62,2016,1393103.5
2016,UKM63,2016,2087598.75
2016,UKM65,2016,8282495.0
2016,UKM71,2016,9939705.14
2016,UKM72,2016,7926393.55
2016,UKM73,2016,378705.13
2016,UKM75,2016,67088881.96
2016,UKM76,2016,0.0
2016,UKM77,2016,6112704.78
2016,UKM78,2016,935380.63
2016,UKM82,2016,33190419.15
2016,UKM83,2016,13500.0
2016,UKM84,2016,984143.62
2016,UKM94,2016,949024.13
2016,UKM95,2016,1783810.5
2016,UKN06,2016,14465578.85
2016,UKN08,2016,390049.63
2016,UKN11,2016,460002.5
2016,UKN12,2016,5447594.82
2016,UKN13,2016,466750.0
2016,UKN14,2016,115331.25
2017,UKC12,2016,5276355.5
2017,UKC14,2016,9609415.88
2017,UKC21,2016,2425710.64
2017,UKC22,2016,25062283.78
2017,UKC23,2016,873543.55
2017,UKD11,2016,4515647.65
2017,UKD12,2016,332532.5
2017,UKD33,2016,45085108.9
2017,UKD34,2016,2180403.5
2017,UKD36,2016,551583.38
2017,UKD37,2016,964992.78
2017,UKD44,2016,3905723.39
2017,UKD45,2016,452096.25
2017,UKD46,2016,1380871.0
2017,UKD47,2016,462831.25
2017,UKD61,2016,3097287.14
2017,UKD62,2016,193250.0
2017,UKD63,2016,2426370.44
2017,UKD71,2016,395699.5
2017,UKD72,2016,16491084.05
2017,UKE11,2016,4647702.3
2017,UKE12,2016,637585.5
2017,UKE13,2016,54500.0
2017,UKE21,2016,12480461.39
2017,UKE22,2016,1814375.0
2017,UKE31,2016,4227668.75
2017,UKE32,2016,21202726.83
2017,UKE41,2016,2109183.64
2017,UKE42,2016,30816429.83
2017,UKE44,2016,5092974.3
2017,UKF11,2016,188304.69
2017,UKF12,2016,524666.63
2017,UKF13,2016,105000.0
2017,UKF14,2016,22130415.77
2017,UKF16,2016,444588.0
2017,UKF21,2016,6932265.61
2017,UKF22,2016,4094839.62
2017,UKF24,2016,777326.25
2017,UKF30,2016,3069585.98
2017,UKG11,2016,143281.25
2017,UKG12,2016,1604611.5
2017,UKG13,2016,3094860.63
2017,UKG21,2016,190700.0
2017,UKG22,2016,593325.0
2017,UKG23,2016,183454.8
2017,UKG24,2016,571204.36
2017,UKG31,2016,31065632.87
2017,UKG32,2016,164924.86
2017,UKG33,2016,21803957.7
2017,UKG36,2016,539255.5
2017,UKG39,2016,1692919.38
2017,UKH11,2016,556182.5
2017,UKH12,2016,90265858.3
2017,UKH14,2016,629663.16
2017,UKH15,2016,18326857.83
2017,UKH16,2016,206687.5
2017,UKH17,2016,200106.05
2017,UKH21,2016,2239078.64
2017,UKH23,2016,3175819.18
2017,UKH24,2016,1898170.86
2017,UKH25,2016,3801212.63
2017,UKH31,2016,428935.0
2017,UKH34,2016,1296381.05
2017,UKH35,2016,501374.98
2017,UKH36,2016,831299.6
2017,UKI31,2016,74345976.43
2017,UKI32,2016,109108586.6
2017,UKI33,2016,4622597.08
2017,UKI34,2016,4343900.02
2017,UKI41,2016,18073586.25
2017,UKI42,2016,6367656.26
2017,UKI43,2016,3482124.47
2017,UKI44,2016,3007579.77
2017,UKI45,2016,631603.75
2017,UKI51,2016,1198662.5
2017,UKI53,2016,867954.8
2017,UKI54,2016,3563202.88
2017,UKI63,2016,1161617.35
2017,UKI71,2016,1987247.26
2017,UKI73,2016,404269.0
2017,UKI74,2016,5807773.08
2017,UKI75,2016,2678127.8
2017,UKJ11,2016,8292736.86
2017,UKJ12,2016,4674793.06
2017,UKJ13,2016,1472121.92
2017,UKJ14,2016,83206546.88
2017,UKJ21,2016,12541906.19
2017,UKJ22,2016,318750.0
2017,UKJ25,2016,22961706.21
2017,UKJ26,2016,714497.44
2017,UKJ27,2016,856041.25
2017,UKJ28,2016,1227555.0
2017,UKJ31,2016,830350.32
2017,UKJ32,2016,24770804.83
2017,UKJ34,2016,775950.0
2017,UKJ35,2016,1135500.72
2017,UKJ36,2016,782765.0
2017,UKJ37,2016,3842351.57
2017,UKJ41,2016,197092.5
2017,UKJ43,2016,50000.0
2017,UKJ44,2016,2971108.07
2017,UKJ45,2016,494358.5
2017,UKJ46,2016,50000.0
2017,UKK11,2016,39661074.4
2017,UKK12,2016,6557193.87
2017,UKK13,2016,3485659.56
2017,UKK14,2016,19906467.94
2017,UKK15,2016,699659.8
2017,UKK21,2016,329752.25
2017,UKK22,2016,593750.0
2017,UKK23,2016,447381.63
2017,UKK30,2016,1060486.02
2017,UKK41,2016,2117834.47
2017,UKK42,2016,147762.5
2017,UKK43,2016,23087341.28
2017,UKL12,2016,3665208.5
2017,UKL13,2016,384949.9
2017,UKL14,2016,4350778.13
2017,UKL15,2016,1526242.5
2017,UKL16,2016,822399.38
2017,UKL17,2016,417383.75
2017,UKL18,2016,4958618.61
2017,UKL21,2016,1058406.25
2017,UKL22,2016,10605464.24
2017,UKL23,2016,1025112.5
2017,UKL24,2016,307125.0
2017,UKM50,2016,7575236.35
2017,UKM62,2016,2200991.25
2017,UKM63,2016,1915906.0
2017,UKM65,2016,3619269.99
2017,UKM71,2016,10781779.59
2017,UKM72,2016,7867156.45
2017,UKM73,2016,1111116.43
2017,UKM75,2016,67399234.05
2017,UKM77,2016,1151925.0
2017,UKM78,2016,1263575.0
2017,UKM81,2016,297000.0
2017,UKM82,2016,21143105.92
2017,UKM83,2016,664498.75
2017,UKM84,2016,4249500.0
2017,UKM94,2016,319302.38
2017,UKM95,2016,320750.0
2017,UKN06,2016,9739774.78
2017,UKN07,2016,2517160.88
2017,UKN09,2016,50000.0
2017,UKN12,2016,2266282.51
2017,UKN13,2016,230811.56
2017,UKN14,2016,933801.14
2017,UKN15,2016,50000.0
2018,UKC12,2016,1322995.07
2018,UKC14,2016,9318783.67
2018,UKC21,2016,688595.0
2018,UKC22,2016,18205315.49
2018,UKD11,2016,1144088.8
2018,UKD33,2016,35332311.72
2018,UKD34,2016,1019253.75
2018,UKD35,2016,358875.0
2018,UKD44,2016,6605550.04
2018,UKD45,2016,167000.0
2018,UKD47,2016,472988.75
2018,UKD61,2016,312218.75
2018,UKD62,2016,773074.75
2018,UKD63,2016,2256602.5
2018,UKD72,2016,17396909.85
2018,UKE11,2016,2053581.52
2018,UKE12,2016,50000.0
2018,UKE21,2016,8272727.32
2018,UKE22,2016,0.0
2018,UKE31,2016,521725.0
2018,UKE32,2016,24101098.26
2018,UKE41,2016,877586.25
2018,UKE42,2016,21715721.14
2018,UKE44,2016,1297322.19
2018,UKE45,2016,465473.75
2018,UKF11,2016,497431.05
2018,UKF12,2016,1432648.81
2018,UKF13,2016,687825.76
2018,UKF14,2016,25240542.87
2018,UKF15,2016,1063257.5
2018,UKF16,2016,3254548.83
2018,UKF21,2016,6479398.49
2018,UKF22,2016,740243.75
2018,UKF24,2016,220937.5
2018,UKF25,2016,0.0
2018,UKF30,2016,3310698.6
2018,UKG11,2016,50000.0
2018,UKG12,2016,673285.5
2018,UKG13,2016,1844696.31
2018,UKG21,2016,658931.25
2018,UKG23,2016,126000.0
2018,UKG24,2016,1650479.8
2018,UKG31,2016,35050179.43
2018,UKG32,2016,803310.18
2018,UKG33,2016,18218807.08
2018,UKG36,2016,427693.01
2018,UKG38,2016,46737.8
2018,UKG39,2016,917387.4
2018,UKH11,2016,50000.0
2018,UKH12,2016,81103865.22
2018,UKH14,2016,91000.0
2018,UKH15,2016,6505868.08
2018,UKH17,2016,303172.56
2018,UKH21,2016,161000.0
2018,UKH23,2016,5129436.32
2018,UKH24,2016,2686911.25
2018,UKH25,2016,9176156.36
2018,UKH34,2016,2081758.18
2018,UKH36,2016,989633.66
2018,UKH37,2016,2131800.13
2018,UKI31,2016,96869738.47
2018,UKI32,2016,126767303.23
2018,UKI33,2016,4043971.09
2018,UKI34,2016,1462570.82
2018,UKI41,2016,42281020.09
2018,UKI42,2016,8944709.58
2018,UKI43,2016,4409970.71
2018,UKI44,2016,7095292.03
2018,UKI45,2016,1132627.5
2018,UKI51,2016,245500.0
2018,UKI53,2016,50000.0
2018,UKI54,2016,4552405.75
2018,UKI63,2016,365225.38
2018,UKI71,2016,2849214.56
2018,UKI72,2016,155000.0
2018,UKI74,2016,12416779.17
2018,UKI75,2016,1150598.08
2018,UKJ11,2016,21318846.98
2018,UKJ12,2016,2175942.49
2018,UKJ13,2016,100000.0
2018,UKJ14,2016,76251763.5
2018,UKJ21,2016,11396819.76
2018,UKJ22,2016,661657.5
2018,UKJ25,2016,20145352.85
2018,UKJ26,2016,618750.0
2018,UKJ28,2016,966455.0
2018,UKJ31,2016,1832449.79
2018,UKJ32,2016,20442732.74
2018,UKJ35,2016,2227583.13
2018,UKJ36,2016,981287.88
2018,UKJ37,2016,2291965.31
2018,UKJ44,2016,2325697.16
2018,UKJ45,2016,325000.0
2018,UKJ46,2016,120085.0
2018,UKK11,2016,26141888.63
2018,UKK12,2016,7809590.31
2018,UKK13,2016,6364324.16
2018,UKK14,2016,11794783.32
2018,UKK15,2016,1003400.0
2018,UKK21,2016,7510.0
2018,UKK22,2016,1063481.78
2018,UKK23,2016,232125.0
2018,UKK30,2016,82500.0
2018,UKK41,2016,5461937.32
2018,UKK42,2016,119375.0
2018,UKK43,2016,18266165.13
2018,UKL12,2016,4889000.28
2018,UKL13,2016,310019.5
2018,UKL14,2016,582909.6
2018,UKL15,2016,195454.8
2018,UKL16,2016,4476.69
2018,UKL18,2016,4927520.26
2018,UKL22,2016,6413270.03
2018,UKL24,2016,13500.0
2018,UKM50,2016,4525148.46
2018,UKM62,2016,867683.75
2018,UKM63,2016,766450.0
2018,UKM65,2016,861548.0
2018,UKM71,2016,13888973.62
2018,UKM72,2016,10173023.46
2018,UKM75,2016,53621986.59
2018,UKM76,2016,6525450.0
2018,UKM77,2016,1838073.3
2018,UKM78,2016,950581.25
2018,UKM81,2016,468742.68
2018,UKM82,2016,28653902.84
2018,UKM83,2016,206100.0
2018,UKM94,2016,546575.76
2018,UKM95,2016,90000.0
2018,UKN06,2016,6834867.38
2018,UKN11,2016,249195.0
2018,UKN12,2016,852202.25
2018,UKN13,2016,296475.0
2019,UKC11,2016,249502.5
2019,UKC12,2016,4898841.25
2019,UKC14,2016,8725695.07
2019,UKC21,2016,900375.0
2019,UKC22,2016,22941604.44
2019,UKC23,2016,126150.0
2019,UKD11,2016,4394965.12
2019,UKD12,2016,156617.38
2019,UKD33,2016,36839150.99
2019,UKD34,2016,640737.5
2019,UKD35,2016,631797.56
2019,UKD44,2016,9684064.33
2019,UKD45,2016,212933.76
2019,UKD46,2016,189200.0
2019,UKD61,2016,712330.75
2019,UKD62,2016,986680.0
2019,UKD63,2016,5639189.0
2019,UKD72,2016,15287978.53
2019,UKD73,2016,1029901.25
2019,UKE11,2016,224933.76
2019,UKE12,2016,360500.0
2019,UKE21,2016,15734462.73
2019,UKE22,2016,753770.0
2019,UKE31,2016,87735.0
2019,UKE32,2016,20768418.71
2019,UKE41,2016,0.0
2019,UKE42,2016,27313534.76
2019,UKE44,2016,2845710.61
2019,UKF11,2016,415125.0
2019,UKF12,2016,382937.56
2019,UKF13,2016,1156500.0
2019,UKF14,2016,11891699.77
2019,UKF15,2016,160568.75
2019,UKF16,2016,2363688.75
2019,UKF21,2016,8329371.24
2019,UKF22,2016,96902.75
2019,UKF24,2016,313000.0
2019,UKF25,2016,914337.5
2019,UKF30,2016,50000.0
2019,UKG13,2016,1195836.31
2019,UKG21,2016,2044405.5
2019,UKG22,2016,167300.0
2019,UKG23,2016,423375.0
2019,UKG24,2016,1165767.68
2019,UKG31,2016,29262745.85
2019,UKG32,2016,49519.75
2019,UKG33,2016,20157944.04
2019,UKG39,2016,586183.76
2019,UKH11,2016,303172.56
2019,UKH12,2016,83533927.92
2019,UKH14,2016,1326345.0
2019,UKH15,2016,8004371.26
2019,UKH17,2016,1955323.93
2019,UKH21,2016,779663.87
2019,UKH23,2016,3163033.85
2019,UKH24,2016,6598425.75
2019,UKH25,2016,1775645.0
2019,UKH34,2016,1682376.26
2019,UKH35,2016,766250.0
2019,UKH36,2016,1157860.8
2019,UKI31,2016,77664561.46
2019,UKI32,2016,106672895.84
2019,UKI33,2016,6651047.23
2019,UKI34,2016,1977460.2
2019,UKI41,2016,24277740.77
2019,UKI42,2016,12278827.16
2019,UKI43,2016,9546527.89
2019,UKI44,2016,5218056.1
2019,UKI45,2016,460000.0
2019,UKI51,2016,50000.0
2019,UKI54,2016,781656.25
2019,UKI62,2016,802625.0
2019,UKI63,2016,1275400.0
2019,UKI71,2016,541102.75
2019,UKI74,2016,5769125.12
2019,UKI75,2016,2309448.01
2019,UKJ11,2016,13396229.14
2019,UKJ12,2016,4740647.28
2019,UKJ13,2016,2635894.25
2019,UKJ14,2016,104753728.35
2019,UKJ21,2016,6323406.77
2019,UKJ25,2016,11815355.08
2019,UKJ26,2016,1366437.5
2019,UKJ27,2016,410462.5
2019,UKJ28,2016,1324718.33
2019,UKJ31,2016,1649041.5
2019,UKJ32,2016,16162619.65
2019,UKJ35,2016,3753923.89
2019,UKJ36,2016,733712.5
2019,UKJ37,2016,206150.0
2019,UKJ44,2016,10833536.4
2019,UKJ45,2016,859375.0
2019,UKJ46,2016,100000.0
2019,UKK11,2016,26628590.87
2019,UKK12,2016,3587685.12
2019,UKK13,2016,120755.0
2019,UKK14,2016,21962948.96
2019,UKK22,2016,1405326.88
2019,UKK23,2016,353172.56
2019,UKK41,2016,2403555.37
2019,UKK43,2016,17801772.24
2019,UKL11,2016,50000.0
2019,UKL12,2016,46522.5
2019,UKL14,2016,895620.01
2019,UKL15,2016,440138.76
2019,UKL16,2016,3465400.25
2019,UKL17,2016,826875.0
2019,UKL18,2016,3922498.0
2019,UKL21,2016,756000.0
2019,UKL22,2016,10311689.96
2019,UKL23,2016,303172.56
2019,UKL24,2016,104249.91
2019,UKM50,2016,4129420.18
2019,UKM61,2016,53112.5
2019,UKM62,2016,538600.0
2019,UKM63,2016,1097188.14
2019,UKM71,2016,8149342.6
2019,UKM72,2016,14485576.6
2019,UKM73,2016,963928.0
2019,UKM75,2016,39791210.89
2019,UKM77,2016,1568246.25
2019,UKM78,2016,320000.0
2019,UKM81,2016,50000.0
2019,UKM82,2016,36158843.44
2019,UKN06,2016,13291293.93
2019,UKN07,2016,116900.0
2019,UKN09,2016,50600.0
2019,UKN12,2016,3424056.31
2020,UKC12,2016,1372298.75
2020,UKC14,2016,11835590.67
2020,UKC21,2016,303172.56
2020,UKC22,2016,9576579.3
2020,UKC23,2016,267518.75
2020,UKD11,2016,1784438.82
2020,UKD12,2016,398505.63
2020,UKD33,2016,36908690.8
2020,UKD34,2016,656996.25
2020,UKD44,2016,6328400.56
2020,UKD61,2016,3888281.4
2020,UKD62,2016,12500.0
2020,UKD63,2016,884119.75
2020,UKD72,2016,12777872.02
2020,UKE11,2016,1032322.5
2020,UKE21,2016,10772819.11
2020,UKE22,2016,75625.0
2020,UKE31,2016,1652327.5
2020,UKE32,2016,22220680.35
2020,UKE41,2016,1380236.25
2020,UKE42,2016,16271613.02
2020,UKE44,2016,1206919.37
2020,UKF12,2016,270375.0
2020,UKF13,2016,862759.0
2020,UKF14,2016,12800250.6
2020,UKF15,2016,2288045.04
2020,UKF16,2016,1997450.01
2020,UKF21,2016,7947385.4
2020,UKF22,2016,900075.0
2020,UKF24,2016,82800.0
2020,UKF25,2016,0.0
2020,UKF30,2016,1629879.0
2020,UKG11,2016,343833.75
2020,UKG12,2016,1146256.38
2020,UKG13,2016,269937.5
2020,UKG22,2016,9200.0
2020,UKG24,2016,193050.0
2020,UKG31,2016,14485448.43
2020,UKG32,2016,417160.76
2020,UKG33,2016,16794664.14
2020,UKG39,2016,1526785.2
2020,UKH12,2016,61868605.05
2020,UKH15,2016,6951018.6
2020,UKH17,2016,145000.0
2020,UKH21,2016,437867.52
2020,UKH23,2016,4472431.33
2020,UKH25,2016,5525583.75
2020,UKH34,2016,3064338.48
2020,UKH35,2016,1037694.0
2020,UKH36,2016,303172.56
2020,UKI31,2016,54102375.85
2020,UKI32,2016,80075056.47
2020,UKI33,2016,3502101.47
2020,UKI34,2016,620230.0
2020,UKI41,2016,28091450.48
2020,UKI42,2016,5655623.07
2020,UKI43,2016,6333263.95
2020,UKI44,2016,3120303.01
2020,UKI51,2016,292287.5
2020,UKI53,2016,2676129.01
2020,UKI54,2016,324375.0
2020,UKI61,2016,303172.56
2020,UKI63,2016,358750.0
2020,UKI71,2016,90000.0
2020,UKI72,2016,48125.0
2020,UKI73,2016,818750.0
2020,UKI74,2016,7555556.74
2020,UKI75,2016,417832.5
2020,UKJ11,2016,14851420.76
2020,UKJ12,2016,1891083.81
2020,UKJ13,2016,98200.0
2020,UKJ14,2016,77311932.57
2020,UKJ21,2016,8544412.59
2020,UKJ25,2016,5903943.53
2020,UKJ26,2016,1166641.25
2020,UKJ28,2016,33493.75
2020,UKJ31,2016,4490024.22
2020,UKJ32,2016,19180294.51
2020,UKJ35,2016,997500.0
2020,UKJ36,2016,1950795.23
