year,nuts_id,nuts_year_spec,cordis_funding
2014,UKC1,2013,68000.0
2014,UKC2,2013,125375.0
2014,UKD1,2013,50000.0
2014,UKD4,2013,180562.5
2014,UKD6,2013,100000.0
2014,UKD7,2013,135180.0
2014,UKE1,2013,643108.0
2014,UKE2,2013,157742.0
2014,UKE3,2013,100000.0
2014,UKE4,2013,674160.75
2014,UKF1,2013,329875.0
2014,UKF2,2013,70000.0
2014,UKF3,2013,50000.0
2014,UKG1,2013,100000.0
2014,UKG3,2013,469603.25
2014,UKH1,2013,2131211.25
2014,UKH2,2013,31163.0
2014,UKI3,2013,53066446.93
2014,UKI4,2013,748001.25
2014,UKI5,2013,176250.0
2014,UKJ1,2013,54065714.94
2014,UKJ2,2013,718038.25
2014,UKJ3,2013,732488.75
2014,UKJ4,2013,775750.0
2014,UKK1,2013,1103392.09
2014,UKK4,2013,1108565.53
2014,UKL1,2013,13248.0
2014,UKL2,2013,641858.75
2014,UKM2,2013,977539.75
2014,UKM3,2013,209079.75
2014,UKM5,2013,77834.0
2014,UKM6,2013,9216.0
2014,UKN0,2013,154000.0
2015,UKC1,2013,12258131.39
2015,UKC2,2013,28417928.47
2015,UKD1,2013,10897173.73
2015,UKD3,2013,30216974.35
2015,UKD4,2013,7395654.22
2015,UKD6,2013,6326442.06
2015,UKD7,2013,11860689.0
2015,UKE1,2013,2267173.59
2015,UKE2,2013,11729986.75
2015,UKE3,2013,32398209.35
2015,UKE4,2013,39228438.33
2015,UKF1,2013,35674970.55
2015,UKF2,2013,8844038.95
2015,UKF3,2013,2332810.44
2015,UKG1,2013,3630050.3
2015,UKG2,2013,2321859.31
2015,UKG3,2013,60254404.8
2015,UKH1,2013,126326546.84
2015,UKH2,2013,24588871.86
2015,UKH3,2013,4246640.94
2015,UKI3,2013,251710779.26
2015,UKI4,2013,34393451.87
2015,UKI5,2013,10647603.62
2015,UKI6,2013,2209398.89
2015,UKI7,2013,13781858.02
2015,UKJ1,2013,108643317.64
2015,UKJ2,2013,44138377.72
2015,UKJ3,2013,45058713.71
2015,UKJ4,2013,10215260.46
2015,UKK1,2013,71498689.33
2015,UKK2,2013,2184569.13
2015,UKK3,2013,234020.88
2015,UKK4,2013,26438498.91
2015,UKL1,2013,7000929.02
2015,UKL2,2013,27318738.99
2015,UKM2,2013,86844857.55
2015,UKM3,2013,49891901.95
2015,UKM5,2013,9486996.57
2015,UKM6,2013,6615369.51
2015,UKN0,2013,15294457.32
2016,UKC1,2016,14297194.34
2016,UKC2,2016,17564209.87
2016,UKD1,2016,4830517.45
2016,UKD3,2016,48289710.98
2016,UKD4,2016,5762105.35
2016,UKD6,2016,6345039.39
2016,UKD7,2016,21813907.48
2016,UKE1,2016,2379946.6
2016,UKE2,2016,12035600.1
2016,UKE3,2016,37000518.38
2016,UKE4,2016,19711551.56
2016,UKF1,2016,22780935.84
2016,UKF2,2016,11210260.89
2016,UKF3,2016,2077154.71
2016,UKG1,2016,3410396.55
2016,UKG2,2016,5324446.71
2016,UKG3,2016,68220245.15
2016,UKH1,2016,167743381.94
2016,UKH2,2016,16511486.11
2016,UKH3,2016,4466584.87
2016,UKI3,2016,279232018.74
2016,UKI4,2016,55832505.51
2016,UKI5,2016,1825455.5
2016,UKI6,2016,1921604.67
2016,UKI7,2016,14238356.05
2016,UKJ1,2016,132742357.53
2016,UKJ2,2016,30306726.29
2016,UKJ3,2016,41856558.75
2016,UKJ4,2016,3183553.4
2016,UKK1,2016,74204393.63
2016,UKK2,2016,4386163.08
2016,UKK3,2016,368516.88
2016,UKK4,2016,34630774.82
2016,UKL1,2016,8014792.83
2016,UKL2,2016,8272435.59
2016,UKM5,2016,12807675.75
2016,UKM6,2016,11971948.38
2016,UKM7,2016,92381771.19
2016,UKM8,2016,34188062.77
2016,UKM9,2016,2732834.63
2016,UKN0,2016,21345307.05
2017,UKC1,2016,14885771.38
2017,UKC2,2016,28361537.97
2017,UKD1,2016,4848180.15
2017,UKD3,2016,48782088.56
2017,UKD4,2016,6201521.89
2017,UKD6,2016,5716907.58
2017,UKD7,2016,16886783.55
2017,UKE1,2016,5339787.8
2017,UKE2,2016,14294836.39
2017,UKE3,2016,25430395.58
2017,UKE4,2016,38018587.77
2017,UKF1,2016,23392975.09
2017,UKF2,2016,11804431.48
2017,UKF3,2016,3069585.98
2017,UKG1,2016,4842753.38
2017,UKG2,2016,1538684.16
2017,UKG3,2016,55266690.31
2017,UKH1,2016,110185355.34
2017,UKH2,2016,11114281.31
2017,UKH3,2016,3057990.63
2017,UKI3,2016,192421060.13
2017,UKI4,2016,31562550.5
2017,UKI5,2016,5629820.18
2017,UKI6,2016,1161617.35
2017,UKI7,2016,10877417.14
2017,UKJ1,2016,97646198.72
2017,UKJ2,2016,38620456.09
2017,UKJ3,2016,32137722.44
2017,UKJ4,2016,3762559.07
2017,UKK1,2016,70310055.57
2017,UKK2,2016,1370883.88
2017,UKK3,2016,1060486.02
2017,UKK4,2016,25352938.25
2017,UKL1,2016,16125580.77
2017,UKL2,2016,12996107.99
2017,UKM5,2016,7575236.35
2017,UKM6,2016,7736167.24
2017,UKM7,2016,89574786.52
2017,UKM8,2016,26354104.67
2017,UKM9,2016,640052.38
2017,UKN0,2016,15787830.87
2018,UKC1,2016,10641778.74
2018,UKC2,2016,18893910.49
2018,UKD1,2016,1144088.8
2018,UKD3,2016,36710440.47
2018,UKD4,2016,7245538.79
2018,UKD6,2016,3341896.0
2018,UKD7,2016,17396909.85
2018,UKE1,2016,2103581.52
2018,UKE2,2016,8272727.32
2018,UKE3,2016,24622823.26
2018,UKE4,2016,24356103.33
2018,UKF1,2016,32176254.82
2018,UKF2,2016,7440579.74
2018,UKF3,2016,3310698.6
2018,UKG1,2016,2567981.81
2018,UKG2,2016,2435411.05
2018,UKG3,2016,55464114.9
2018,UKH1,2016,88053905.86
2018,UKH2,2016,17153503.93
2018,UKH3,2016,5203191.97
2018,UKI3,2016,229143583.61
2018,UKI4,2016,63863619.91
2018,UKI5,2016,4847905.75
2018,UKI6,2016,365225.38
2018,UKI7,2016,16571591.81
2018,UKJ1,2016,99846552.97
2018,UKJ2,2016,33789035.11
2018,UKJ3,2016,27776018.85
2018,UKJ4,2016,2770782.16
2018,UKK1,2016,53113986.42
2018,UKK2,2016,1303116.78
2018,UKK3,2016,82500.0
2018,UKK4,2016,23847477.45
2018,UKL1,2016,10909381.13
2018,UKL2,2016,6426770.03
2018,UKM5,2016,4525148.46
2018,UKM6,2016,2495681.75
2018,UKM7,2016,86998088.22
2018,UKM8,2016,29328745.52
2018,UKM9,2016,636575.76
2018,UKN0,2016,8232739.63
2019,UKC1,2016,13874038.82
2019,UKC2,2016,23968129.44
2019,UKD1,2016,4551582.5
2019,UKD3,2016,38111686.05
2019,UKD4,2016,10086198.09
2019,UKD6,2016,7338199.75
2019,UKD7,2016,16317879.78
2019,UKE1,2016,585433.76
2019,UKE2,2016,16488232.73
2019,UKE3,2016,20856153.71
2019,UKE4,2016,30159245.37
2019,UKF1,2016,16370519.83
2019,UKF2,2016,9653611.49
2019,UKF3,2016,50000.0
2019,UKG1,2016,1195836.31
2019,UKG2,2016,3800848.18
2019,UKG3,2016,50056393.4
2019,UKH1,2016,95123140.67
2019,UKH2,2016,12316768.47
2019,UKH3,2016,3606487.06
2019,UKI3,2016,192965964.73
2019,UKI4,2016,51781151.92
2019,UKI5,2016,831656.25
2019,UKI6,2016,2078025.0
2019,UKI7,2016,8619675.88
2019,UKJ1,2016,125526499.02
2019,UKJ2,2016,21240380.18
2019,UKJ3,2016,22505447.54
2019,UKJ4,2016,11792911.4
2019,UKK1,2016,52299979.95
2019,UKK2,2016,1758499.44
2019,UKK4,2016,20205327.61
2019,UKL1,2016,9647054.52
2019,UKL2,2016,11475112.43
2019,UKM5,2016,4129420.18
2019,UKM6,2016,1688900.64
2019,UKM7,2016,65278304.34
2019,UKM8,2016,36208843.44
2019,UKN0,2016,16882850.24
2020,UKC1,2016,13207889.42
2020,UKC2,2016,10147270.61
2020,UKD1,2016,2182944.45
2020,UKD3,2016,37565687.05
2020,UKD4,2016,6328400.56
2020,UKD6,2016,4784901.15
2020,UKD7,2016,12777872.02
2020,UKE1,2016,1032322.5
2020,UKE2,2016,10848444.11
2020,UKE3,2016,23873007.85
2020,UKE4,2016,18858768.64
2020,UKF1,2016,18218879.65
2020,UKF2,2016,8930260.4
2020,UKF3,2016,1629879.0
2020,UKG1,2016,1760027.63
2020,UKG2,2016,202250.0
2020,UKG3,2016,33224058.53
2020,UKH1,2016,68964623.65
2020,UKH2,2016,10435882.6
2020,UKH3,2016,4405205.04
2020,UKI3,2016,138299763.79
2020,UKI4,2016,43200640.51
2020,UKI5,2016,3292791.51
2020,UKI6,2016,661922.56
2020,UKI7,2016,8930264.24
2020,UKJ1,2016,94152637.14
2020,UKJ2,2016,15648491.12
2020,UKJ3,2016,28086271.46
2020,UKJ4,2016,5922230.31
2020,UKK1,2016,39550424.86
2020,UKK2,2016,198625.0
2020,UKK3,2016,292750.0
2020,UKK4,2016,18675665.0
2020,UKL1,2016,6081313.9
2020,UKL2,2016,9484855.11
2020,UKM5,2016,1868228.27
2020,UKM6,2016,840301.25
2020,UKM7,2016,32933470.85
2020,UKM8,2016,27735041.81
2020,UKN0,2016,8204859.05
