year,lep_id,lep_year_spec,cordis_funding
2014,E37000003,2014,100000.0
2014,E37000004,2014,164571.25
2014,E37000005,2014,72000.0
2014,E37000006,2014,569603.25
2014,E37000007,2014,50000.0
2014,E37000008,2014,329875.0
2014,E37000010,2014,620067.0
2014,E37000013,2014,1981677.5
2014,E37000014,2014,50000.0
2014,E37000016,2014,1108565.53
2014,E37000017,2014,31163.0
2014,E37000018,2014,643108.0
2014,E37000019,2014,180562.5
2014,E37000020,2014,831902.75
2014,E37000021,2014,70000.0
2014,E37000022,2014,135180.0
2014,E37000023,2014,53990698.18
2014,E37000024,2014,149533.75
2014,E37000025,2014,125375.0
2014,E37000027,2014,52690404.25
2014,E37000029,2014,665888.75
2014,E37000030,2014,775750.0
2014,E37000033,2014,860164.59
2014,E37000034,2014,68000.0
2014,E37000035,2014,1375310.69
2014,E37000037,2014,243227.5
2014,E37000039,2014,157742.0
2014,E37000040,2014,100000.0
2015,E37000001,2014,805193.0
2015,E37000002,2014,1294425.25
2015,E37000003,2014,6326442.06
2015,E37000004,2014,22305947.12
2015,E37000005,2014,1020895.88
2015,E37000006,2014,29455102.67
2015,E37000007,2014,10897173.73
2015,E37000008,2014,35674970.55
2015,E37000009,2014,1668651.25
2015,E37000010,2014,28682432.69
2015,E37000011,2014,4596419.14
2015,E37000012,2014,32447200.41
2015,E37000013,2014,119025522.87
2015,E37000014,2014,2332810.44
2015,E37000015,2014,30216974.35
2015,E37000016,2014,26954416.79
2015,E37000017,2014,17070899.45
2015,E37000018,2014,2267173.59
2015,E37000019,2014,7395654.22
2015,E37000020,2014,50759050.08
2015,E37000021,2014,8045263.02
2015,E37000022,2014,11860689.0
2015,E37000023,2014,312743091.66
2015,E37000024,2014,9087287.23
2015,E37000025,2014,37334121.35
2015,E37000026,2014,357213.43
2015,E37000027,2014,80907039.87
2015,E37000029,2014,38340404.77
2015,E37000030,2014,14733770.75
2015,E37000031,2014,15917243.52
2015,E37000032,2014,2222359.31
2015,E37000033,2014,24280519.07
2015,E37000034,2014,3341938.51
2015,E37000035,2014,21868203.94
2015,E37000036,2014,199500.0
2015,E37000037,2014,42621751.12
2015,E37000038,2014,1338311.65
2015,E37000039,2014,11729986.75
2015,E37000040,2014,36180201.35
2016,E37000001,2014,853069.5
2016,E37000002,2014,2844370.11
2016,E37000003,2014,6345039.39
2016,E37000004,2014,13103431.21
2016,E37000005,2014,368516.88
2016,E37000006,2014,34300532.48
2016,E37000007,2014,4830517.45
2016,E37000008,2014,22780935.84
2016,E37000009,2014,708627.33
2016,E37000010,2014,19803014.1
2016,E37000011,2014,4024116.9
2016,E37000012,2014,36737722.42
2016,E37000013,2014,153352804.3
2016,E37000014,2014,2077154.71
2016,E37000015,2014,48289710.98
2016,E37000016,2014,38308310.57
2016,E37000017,2014,7032101.65
2016,E37000018,2014,2379946.6
2016,E37000019,2014,5762105.35
2016,E37000020,2014,31747151.66
2016,E37000021,2014,8749018.6
2016,E37000022,2014,21813907.48
2016,E37000023,2014,353049940.47
2016,E37000024,2014,15519445.02
2016,E37000025,2014,26566798.2
2016,E37000026,2014,2232994.79
2016,E37000027,2014,101342148.79
2016,E37000029,2014,38389576.47
2016,E37000030,2014,8517401.53
2016,E37000031,2014,19866750.75
2016,E37000032,2014,4216817.96
2016,E37000033,2014,27668509.38
2016,E37000034,2014,5294606.01
2016,E37000035,2014,21820223.6
2016,E37000036,2014,1246382.5
2016,E37000037,2014,42511767.35
2016,E37000038,2014,355254.8
2016,E37000039,2014,12753106.35
2016,E37000040,2014,41910976.0
2017,E37000001,2017,2232174.88
2017,E37000002,2017,1472121.92
2017,E37000003,2017,5716907.58
2017,E37000004,2017,15339999.88
2017,E37000005,2017,1060486.02
2017,E37000006,2017,24898818.33
2017,E37000007,2017,4848180.15
2017,E37000008,2017,23392975.09
2017,E37000009,2017,873502.25
2017,E37000010,2017,27379447.78
2017,E37000011,2017,3485659.56
2017,E37000012,2017,31389807.73
2017,E37000014,2017,3124085.98
2017,E37000015,2017,48782088.56
2017,E37000016,2017,25800319.88
2017,E37000017,2017,3175819.18
2017,E37000018,2017,5339787.8
2017,E37000019,2017,6201521.89
2017,E37000020,2017,52050299.16
2017,E37000021,2017,10573386.48
2017,E37000022,2017,16886783.55
2017,E37000023,2017,241673465.3
2017,E37000024,2017,19363314.54
2017,E37000025,2017,37970953.85
2017,E37000027,2017,83206546.88
2017,E37000029,2017,27719980.87
2017,E37000030,2017,7139299.7
2017,E37000032,2017,754659.16
2017,E37000033,2017,20606127.74
2017,E37000034,2017,5276355.5
2017,E37000035,2017,8292736.86
2017,E37000036,2017,927306.25
2017,E37000037,2017,46218268.27
2017,E37000038,2017,1604611.5
2017,E37000039,2017,14932421.89
2017,E37000040,2017,25955062.21
2017,E37000041,2017,13731315.29
2017,E37000042,2017,92125416.46
2018,E37000001,2017,1391818.21
2018,E37000002,2017,100000.0
2018,E37000003,2017,3341896.0
2018,E37000004,2017,12982024.76
2018,E37000005,2017,82500.0
2018,E37000006,2017,20063503.39
2018,E37000007,2017,1144088.8
2018,E37000008,2017,32176254.82
2018,E37000009,2017,1070991.78
2018,E37000010,2017,22744818.16
2018,E37000011,2017,6364324.16
2018,E37000012,2017,36577426.61
2018,E37000014,2017,3310698.6
2018,E37000015,2017,36710440.47
2018,E37000016,2017,24079602.45
2018,E37000017,2017,5129436.32
2018,E37000018,2017,2103581.52
2018,E37000019,2017,7245538.79
2018,E37000020,2017,32628830.65
2018,E37000021,2017,7219642.24
2018,E37000022,2017,17396909.85
2018,E37000023,2017,314988232.71
2018,E37000024,2017,6900040.64
2018,E37000025,2017,28212694.16
2018,E37000027,2017,76251763.5
2018,E37000029,2017,25176553.54
2018,E37000030,2017,8635631.63
2018,E37000032,2017,1776479.8
2018,E37000033,2017,12798183.32
2018,E37000034,2017,1322995.07
2018,E37000035,2017,21318846.98
2018,E37000036,2017,708931.25
2018,E37000037,2017,33951478.94
2018,E37000038,2017,673285.5
2018,E37000039,2017,8322727.32
2018,E37000040,2017,26990472.07
2018,E37000041,2017,16494654.73
2018,E37000042,2017,81452382.98
2019,E37000001,2017,586183.76
2019,E37000002,2017,2635894.25
2019,E37000003,2017,7338199.75
2019,E37000004,2017,10227650.1
2019,E37000006,2017,21353780.35
2019,E37000007,2017,4551582.5
2019,E37000008,2017,16370519.83
2019,E37000009,2017,1405326.88
2019,E37000010,2017,12021505.08
2019,E37000011,2017,120755.0
2019,E37000012,2017,29312265.6
2019,E37000014,2017,50000.0
2019,E37000015,2017,38111686.05
2019,E37000016,2017,20558500.17
2019,E37000017,2017,3163033.85
2019,E37000018,2017,585433.76
2019,E37000019,2017,10086198.09
2019,E37000020,2017,46213520.6
2019,E37000021,2017,8426273.99
2019,E37000022,2017,16317879.78
2019,E37000023,2017,256276473.78
2019,E37000024,2017,11286040.19
2019,E37000025,2017,32693824.51
2019,E37000027,2017,104753728.35
2019,E37000029,2017,22299297.54
2019,E37000030,2017,15399398.46
2019,E37000032,2017,1589142.68
2019,E37000033,2017,21962948.96
2019,E37000034,2017,5148343.75
2019,E37000035,2017,13396229.14
2019,E37000036,2017,2211705.5
2019,E37000037,2017,30216275.99
2019,E37000039,2017,16848732.73
2019,E37000040,2017,22395591.27
