year,nuts_id,nuts_year_spec,mean_ref
2014,UKH1,2016,3.2859044138407003
2014,UKI3,2016,3.203021267808124
2014,UKL2,2016,3.2018828988338734
2014,UKJ1,2016,3.184669856329629
2014,UKE3,2016,3.0998041440163875
2014,UKM7,2016,3.0810020717904667
2014,UKC1,2016,3.078847696843733
2014,UKE2,2016,3.0601463949711007
2014,UKK1,2016,3.0490697708606933
2014,UKG3,2016,3.022561926683013
2014,UKD3,2016,3.0032248206645864
2014,UKJ3,2016,2.998748918843395
2014,UKM8,2016,2.9937437318090963
2014,UKJ2,2016,2.976248965781252
2014,UKI4,2016,2.9668979579072463
2014,UKK4,2016,2.965675170561765
2014,UKF1,2016,2.955269846509325
2014,UKN0,2016,2.9540573365237286
2014,UKE4,2016,2.9263235013281017
2014,UKD7,2016,2.915748499771266
2014,UKL1,2016,2.9075252370471496
2014,UKC2,2016,2.8906676149765222
2014,UKM5,2016,2.8759975959818567
2014,UKF2,2016,2.8537294126310107
2014,UKD4,2016,2.85093354053354
2014,UKJ4,2016,2.844886514987161
2014,UKH3,2016,2.785558291650635
2014,UKH2,2016,2.765965931087882
2014,UKM6,2016,2.760660792951541
2014,UKG2,2016,2.7174283129557537
2014,UKI6,2016,2.704122060308758
2014,UKE1,2016,2.7006456059412622
2014,UKK2,2016,2.6884531339850484
2014,UKI7,2016,2.5843837120437447
2014,UKF3,2016,2.5051407328730755
2014,UKI5,2016,2.350118721461187
2014,UKD1,2016,2.1330597014925368
2014,UKD6,2016,2.076749729144096
2014,UKG1,2016,2.075923444976076
2014,UKK3,2016,2.0435919825362165
