year,nuts_id,nuts_year_spec,eurostat_gdp_per_capita
2009,UKI3,2016,151724530000.0
2009,UKI4,2016,88266420000.0
2009,UKI5,2016,32522740000.0
2009,UKI6,2016,29829280000.0
2009,UKI7,2016,57616990000.0
2009,UKJ1,2016,81956970000.0
2009,UKJ2,2016,75575740000.0
2009,UKJ3,2016,50521500000.0
2009,UKJ4,2016,36933000000.0
2009,UKK1,2016,64583030000.0
2009,UKK2,2016,27219360000.0
2009,UKK3,2016,9393570000.0
2009,UKK4,2016,22744380000.0
2009,UKL1,2016,31440180000.0
2009,UKL2,2016,25789680000.0
2009,UKM5,2016,18481210000.0
2009,UKM6,2016,11370430000.0
2009,UKM7,2016,51992370000.0
2009,UKM8,2016,34982040000.0
2009,UKM9,2016,15218230000.0
2009,UKN0,2016,37529590000.0
2009,UKZZ,2016,21788900000.0
2010,UKC1,2016,23441280000.0
2010,UKC2,2016,31267550000.0
2010,UKD1,2016,11981480000.0
2010,UKD3,2016,64773080000.0
2010,UKD4,2016,31301440000.0
2010,UKD6,2016,28490960000.0
2010,UKD7,2016,33348180000.0
2010,UKE1,2016,20225320000.0
2010,UKE2,2016,19482160000.0
2010,UKE3,2016,25984280000.0
2010,UKE4,2016,52078700000.0
2010,UKF1,2016,45839230000.0
2010,UKF2,2016,42048340000.0
2010,UKF3,2016,14098420000.0
2010,UKG1,2016,30523170000.0
2010,UKG2,2016,32100290000.0
2010,UKG3,2016,60889000000.0
2010,UKH1,2016,58545720000.0
2010,UKH2,2016,48393110000.0
2010,UKH3,2016,38689560000.0
2010,UKI3,2016,159577930000.0
2010,UKI4,2016,93541220000.0
2010,UKI5,2016,34760690000.0
2010,UKI6,2016,30765250000.0
2010,UKI7,2016,60890210000.0
2010,UKJ1,2016,86253560000.0
2010,UKJ2,2016,79684870000.0
2010,UKJ3,2016,54130280000.0
2010,UKJ4,2016,39188230000.0
2010,UKK1,2016,68924660000.0
2010,UKK2,2016,28196840000.0
2010,UKK3,2016,9856060000.0
2010,UKK4,2016,24215920000.0
2010,UKL1,2016,33317920000.0
2010,UKL2,2016,26927160000.0
2010,UKM5,2016,19525730000.0
2010,UKM6,2016,11895540000.0
2010,UKM7,2016,52993740000.0
2010,UKM8,2016,35252100000.0
2010,UKM9,2016,15581130000.0
2010,UKN0,2016,38075900000.0
2010,UKZZ,2016,28758450000.0
2011,UKC1,2016,23216770000.0
2011,UKC2,2016,31888780000.0
2011,UKD1,2016,11812520000.0
2011,UKD3,2016,64458820000.0
2011,UKD4,2016,31614600000.0
2011,UKD6,2016,28788980000.0
2011,UKD7,2016,33135170000.0
2011,UKE1,2016,19902650000.0
2011,UKE2,2016,19923000000.0
2011,UKE3,2016,26256700000.0
2011,UKE4,2016,52797160000.0
2011,UKF1,2016,47015420000.0
2011,UKF2,2016,41626390000.0
2011,UKF3,2016,14210710000.0
2011,UKG1,2016,31882790000.0
2011,UKG2,2016,32801120000.000004
2011,UKG3,2016,61590100000.0
2011,UKH1,2016,59229030000.0
2011,UKH2,2016,48036710000.0
2011,UKH3,2016,38372140000.0
2011,UKI3,2016,164024760000.0
2011,UKI4,2016,98902630000.0
2011,UKI5,2016,34925120000.0
2011,UKI6,2016,30599290000.0
2011,UKI7,2016,62057050000.0
2011,UKJ1,2016,88738790000.0
2011,UKJ2,2016,79974580000.0
2011,UKJ3,2016,55151040000.0
2011,UKJ4,2016,39873550000.0
2011,UKK1,2016,68933120000.0
2011,UKK2,2016,28402250000.0
2011,UKK3,2016,9993830000.0
2011,UKK4,2016,24360180000.0
2011,UKL1,2016,34273790000.0
2011,UKL2,2016,27891010000.0
2011,UKM5,2016,19940960000.0
2011,UKM6,2016,12378840000.0
2011,UKM7,2016,53493990000.0
2011,UKM8,2016,35987120000.0
2011,UKM9,2016,15728880000.0
2011,UKN0,2016,38467920000.0
2011,UKZZ,2016,31157230000.0
2012,UKC1,2016,23792240000.0
2012,UKC2,2016,32955160000.000004
2012,UKD1,2016,12245760000.0
2012,UKD3,2016,67559649999.99999
2012,UKD4,2016,32918989999.999996
2012,UKD6,2016,30422100000.0
2012,UKD7,2016,33009420000.0
2012,UKE1,2016,20392320000.0
2012,UKE2,2016,20579190000.0
2012,UKE3,2016,27277770000.0
2012,UKE4,2016,54515750000.0
2012,UKF1,2016,48819070000.0
2012,UKF2,2016,43393660000.0
2012,UKF3,2016,14941590000.0
2012,UKG1,2016,34007690000.000004
2012,UKG2,2016,33714720000.0
2012,UKG3,2016,63339890000.0
2012,UKH1,2016,62315090000.0
2012,UKH2,2016,49178350000.0
2012,UKH3,2016,39751400000.0
2012,UKI3,2016,173467330000.0
2012,UKI4,2016,102340160000.0
2012,UKI5,2016,37653570000.0
2012,UKI6,2016,32459640000.0
2012,UKI7,2016,66625270000.00001
2012,UKJ1,2016,92486410000.0
2012,UKJ2,2016,83863620000.0
2012,UKJ3,2016,57328530000.0
2012,UKJ4,2016,41088460000.0
2012,UKK1,2016,71620270000.0
2012,UKK2,2016,29311700000.0
2012,UKK3,2016,10430050000.0
2012,UKK4,2016,25081080000.0
2012,UKL1,2016,35519570000.0
2012,UKL2,2016,29230920000.0
2012,UKM5,2016,21356840000.0
2012,UKM6,2016,12618300000.0
2012,UKM7,2016,55766010000.0
2012,UKM8,2016,36912100000.0
2012,UKM9,2016,16188230000.0
2012,UKN0,2016,40381950000.0
2012,UKZZ,2016,28036120000.0
2013,UKC1,2016,23935120000.0
2013,UKC2,2016,32687130000.0
2013,UKD1,2016,12604040000.0
2013,UKD3,2016,69376670000.0
2013,UKD4,2016,33183290000.0
2013,UKD6,2016,31057750000.0
2013,UKD7,2016,33082629999.999996
2013,UKE1,2016,20292690000.0
2013,UKE2,2016,20953440000.0
2013,UKE3,2016,27568070000.0
2013,UKE4,2016,55161010000.0
2013,UKF1,2016,49796840000.0
2013,UKF2,2016,44587780000.0
2013,UKF3,2016,15519400000.0
2013,UKG1,2016,35447370000.0
2013,UKG2,2016,34376900000.0
2013,UKG3,2016,65318610000.0
2013,UKH1,2016,63349370000.0
2013,UKH2,2016,51626340000.0
2013,UKH3,2016,40032380000.0
2013,UKI3,2016,180139200000.0
2013,UKI4,2016,103951330000.0
2013,UKI5,2016,38746400000.0
2013,UKI6,2016,32675290000.0
2013,UKI7,2016,69338780000.0
2013,UKJ1,2016,93948860000.0
2013,UKJ2,2016,85971270000.0
2013,UKJ3,2016,58257550000.0
2013,UKJ4,2016,41815700000.0
2013,UKK1,2016,72609380000.0
2013,UKK2,2016,29584670000.0
2013,UKK3,2016,10545990000.0
2013,UKK4,2016,25607130000.0
2013,UKL1,2016,36421920000.0
2013,UKL2,2016,29523100000.0
2013,UKM5,2016,22400470000.0
2013,UKM6,2016,12843230000.0
2013,UKM7,2016,57220240000.0
2013,UKM8,2016,37814480000.0
2013,UKM9,2016,16620650000.000002
2013,UKN0,2016,40884960000.0
2013,UKZZ,2016,26586420000.0
2014,UKC1,2016,24507130000.0
2014,UKC2,2016,33843239999.999996
2014,UKD1,2016,13076470000.0
2014,UKD3,2016,71354610000.0
2014,UKD4,2016,34296720000.0
2014,UKD6,2016,32826150000.0
2014,UKD7,2016,34936100000.0
2014,UKE1,2016,20955030000.0
2014,UKE2,2016,21291290000.0
2014,UKE3,2016,28429830000.0
2014,UKE4,2016,56805200000.0
2014,UKF1,2016,51211830000.0
2014,UKF2,2016,46600010000.0
2014,UKF3,2016,15888550000.0
2014,UKG1,2016,37355080000.0
2014,UKG2,2016,35341040000.0
2014,UKG3,2016,68689350000.00001
2014,UKH1,2016,65937649999.99999
2014,UKH2,2016,55389100000.0
2014,UKH3,2016,42361170000.0
2014,UKI3,2016,193339680000.0
2014,UKI4,2016,110089090000.0
2014,UKI5,2016,40161240000.0
2014,UKI6,2016,34509850000.0
2014,UKI7,2016,75155360000.0
2014,UKJ1,2016,98761440000.0
2014,UKJ2,2016,89287980000.0
2014,UKJ3,2016,60542010000.0
2014,UKJ4,2016,43559420000.0
2014,UKK1,2016,77293720000.0
2014,UKK2,2016,31099830000.0
2014,UKK3,2016,10805490000.0
2014,UKK4,2016,26329360000.0
2014,UKL1,2016,37449800000.0
2014,UKL2,2016,30008150000.0
2014,UKM5,2016,23226010000.0
2014,UKM6,2016,13143960000.0
2014,UKM7,2016,59465730000.0
2014,UKM8,2016,39999030000.0
2014,UKM9,2016,17434900000.0
2014,UKN0,2016,42297240000.0
2014,UKZZ,2016,20664940000.0
2015,UKC1,2016,26066650000.0
2015,UKC2,2016,35857770000.0
2015,UKD1,2016,14040200000.0
2015,UKD3,2016,76286040000.0
2015,UKD4,2016,37460000000.0
2015,UKD6,2016,34089970000.0
2015,UKD7,2016,37207980000.0
2015,UKE1,2016,22496940000.0
2015,UKE2,2016,22332580000.0
2015,UKE3,2016,30375380000.0
2015,UKE4,2016,61215840000.0
2015,UKF1,2016,53966850000.0
2015,UKF2,2016,49787180000.0
2015,UKF3,2016,16684599999.999998
2015,UKG1,2016,40058150000.0
2015,UKG2,2016,37680370000.0
2015,UKG3,2016,73314120000.0
2015,UKH1,2016,69401080000.0
2015,UKH2,2016,59379850000.0
2015,UKH3,2016,45361570000.0
2015,UKI3,2016,205808430000.0
2015,UKI4,2016,117984160000.0
2015,UKI5,2016,42782910000.0
2015,UKI6,2016,35840730000.0
2015,UKI7,2016,80830960000.0
2015,UKJ1,2016,105838390000.0
2015,UKJ2,2016,95790370000.0
2015,UKJ3,2016,63956430000.0
2015,UKJ4,2016,46943100000.0
2015,UKK1,2016,80700690000.0
2015,UKK2,2016,32624100000.0
2015,UKK3,2016,11533370000.0
2015,UKK4,2016,27930640000.0
2015,UKL1,2016,39260680000.0
2015,UKL2,2016,32180930000.0
2015,UKM5,2016,23195790000.0
2015,UKM6,2016,13594590000.0
2015,UKM7,2016,62811980000.0
2015,UKM8,2016,41666460000.0
2015,UKM9,2016,17993410000.0
2015,UKN0,2016,45500360000.0
2015,UKZZ,2016,13265870000.0
2016,UKC1,2016,25147000000.0
2016,UKC2,2016,35302230000.0
2016,UKD1,2016,13376490000.0
2016,UKD3,2016,75814850000.0
2016,UKD4,2016,37884130000.0
2016,UKD6,2016,34640750000.0
2016,UKD7,2016,36325910000.0
2016,UKE1,2016,21875670000.0
2016,UKE2,2016,22208740000.0
2016,UKE3,2016,29729670000.0
2016,UKE4,2016,60023000000.0
2016,UKF1,2016,53450050000.0
2016,UKF2,2016,49590600000.0
2016,UKF3,2016,16129580000.0
2016,UKG1,2016,38878690000.0
2016,UKG2,2016,37432270000.0
2016,UKG3,2016,75084650000.0
2016,UKH1,2016,69230250000.0
2016,UKH2,2016,60012520000.0
2016,UKH3,2016,45488910000.0
2016,UKI3,2016,213109590000.0
2016,UKI4,2016,118261840000.0
2016,UKI5,2016,42483100000.0
2016,UKI6,2016,35989340000.0
2016,UKI7,2016,80291530000.0
2016,UKJ1,2016,103215330000.0
2016,UKJ2,2016,94145500000.0
2016,UKJ3,2016,62468640000.0
2016,UKJ4,2016,47290530000.0
2016,UKK1,2016,79992230000.0
2016,UKK2,2016,32276630000.0
2016,UKK3,2016,11652890000.0
2016,UKK4,2016,27768500000.0
2016,UKL1,2016,38928770000.0
2016,UKL2,2016,32318550000.0
2016,UKM5,2016,20609760000.0
2016,UKM6,2016,13256530000.0
2016,UKM7,2016,62912350000.0
2016,UKM8,2016,40814240000.0
2016,UKM9,2016,17945180000.0
2016,UKN0,2016,46095660000.0
2016,UKZZ,2016,11347770000.0
2017,UKC1,2016,25399480000.0
2017,UKC2,2016,35534990000.0
2017,UKD1,2016,13443010000.0
2017,UKD3,2016,78700810000.0
2017,UKD4,2016,38064860000.0
2017,UKD6,2016,35851080000.0
2017,UKD7,2016,37201330000.0
2017,UKE1,2016,22669190000.0
2017,UKE2,2016,23253270000.0
2017,UKE3,2016,30391650000.0
2017,UKE4,2016,60976840000.0
2017,UKF1,2016,54068660000.0
2017,UKF2,2016,50328250000.0
2017,UKF3,2016,16789450000.0
2017,UKG1,2016,41034510000.0
2017,UKG2,2016,38330560000.0
2017,UKG3,2016,76327840000.0
2017,UKH1,2016,70836340000.0
2017,UKH2,2016,63410510000.0
2017,UKH3,2016,47715930000.0
2017,UKI3,2016,218766710000.0
2017,UKI4,2016,121381050000.0
2017,UKI5,2016,42216410000.0
2017,UKI6,2016,35883150000.0
2017,UKI7,2016,80278980000.0
2017,UKJ1,2016,104780570000.0
2017,UKJ2,2016,94895870000.0
2017,UKJ3,2016,63197490000.0
2017,UKJ4,2016,47542990000.0
2017,UKK1,2016,81397890000.0
2017,UKK2,2016,33545680000.0
2017,UKK3,2016,12281720000.0
2017,UKK4,2016,28256890000.0
2017,UKL1,2016,39583470000.0
2017,UKL2,2016,32552740000.0
2017,UKM5,2016,20235520000.0
2017,UKM6,2016,13798040000.0
2017,UKM7,2016,63874340000.0
2017,UKM8,2016,42024010000.0
2017,UKM9,2016,18287440000.0
2017,UKN0,2016,48295430000.0
2017,UKZZ,2016,11533870000.0
2018,UKC1,2016,25588950000.0
2018,UKC2,2016,36352210000.0
2018,UKD1,2016,13549030000.0
2018,UKD3,2016,80517510000.0
2018,UKD4,2016,38673120000.0
2018,UKD6,2016,36829550000.0
2018,UKD7,2016,38101680000.0
2018,UKE1,2016,22935840000.0
2018,UKE2,2016,23488000000.0
2018,UKE3,2016,30972280000.0
2018,UKE4,2016,62757510000.0
2018,UKF1,2016,54832180000.0
2018,UKF2,2016,51730070000.0
2018,UKF3,2016,16983340000.0
2018,UKG1,2016,41941890000.0
2018,UKG2,2016,39376080000.0
2018,UKG3,2016,79007270000.0
2018,UKH1,2016,72854090000.0
2018,UKH2,2016,65370940000.0
2018,UKH3,2016,48376260000.0
2018,UKI3,2016,227468330000.0
2018,UKI4,2016,122378900000.0
2018,UKI5,2016,42441900000.0
2018,UKI6,2016,36652670000.0
2018,UKI7,2016,81586690000.0
2018,UKJ1,2016,107205120000.0
2018,UKJ2,2016,94753620000.0
2018,UKJ3,2016,64304030000.0
2018,UKJ4,2016,48092810000.0
2018,UKK1,2016,83041370000.0
2018,UKK2,2016,34048309999.999996
2018,UKK3,2016,12426560000.0
2018,UKK4,2016,28515320000.0
2018,UKL1,2016,40394240000.0
2018,UKL2,2016,33404309999.999996
2018,UKM5,2016,20675020000.0
2018,UKM6,2016,13813210000.0
2018,UKM7,2016,65513800000.0
2018,UKM8,2016,42855740000.0
2018,UKM9,2016,18280420000.0
2018,UKN0,2016,47847910000.0
2018,UKZZ,2016,18058190000.0
