year,nuts_id,nuts_year_spec,eurostat_berd_data
2008,UKM2,2006,355143000.0
2008,UKM3,2006,233832000.0
2008,UKM5,2006,83260000.0
2008,UKM6,2006,40722000.0
2008,UKN0,2006,222366000.0
2009,UKC1,2010,164441000.0
2009,UKC2,2010,201594000.0
2009,UKD1,2010,47256000.0
2009,UKD3,2010,218094000.0
2009,UKD4,2010,265012999.99999997
2009,UKD6,2010,1546077000.0
2009,UKD7,2010,319565000.0
2009,UKE1,2010,75654000.0
2009,UKE2,2010,185879000.0
2009,UKE3,2010,80256000.0
2009,UKE4,2010,185879000.0
2009,UKF1,2010,712762000.0
2009,UKF2,2010,411382000.0
2009,UKF3,2010,25480000.0
2009,UKG1,2010,488383000.0
2009,UKG2,2010,116175000.0
2009,UKG3,2010,415872000.0
2009,UKH1,2010,2024357000.0
2009,UKH2,2010,1366147000.0
2009,UKH3,2010,1164104000.0
2009,UKJ1,2010,1555057000.0
2009,UKJ2,2010,853294000.0
2009,UKJ3,2010,999888000.0
2009,UKJ4,2010,796386000.0
2009,UKK1,2010,1199012000.0
2009,UKK2,2010,221237000.0
2009,UKK3,2010,16725000.000000002
2009,UKK4,2010,43215000.0
2009,UKL1,2010,152655000.0
2009,UKL2,2010,222921000.0
2009,UKM2,2010,343291000.0
2009,UKM3,2010,279613000.0
2009,UKM5,2010,89093000.0
2009,UKM6,2010,40902000.0
2009,UKN0,2010,347289000.0
2010,UKC1,2010,157379000.0
2010,UKC2,2010,188855000.0
2010,UKD1,2010,86267000.0
2010,UKD3,2010,260084000.0
2010,UKD4,2010,235836000.0
2010,UKD6,2010,1579769000.0
2010,UKD7,2010,224411000.0
2010,UKE1,2010,107951000.0
2010,UKE2,2010,171252000.0
2010,UKE3,2010,77407000.0
2010,UKE4,2010,215785000.0
2010,UKF1,2010,853113000.0
2010,UKF2,2010,405456000.0
2010,UKF3,2010,73793000.0
2010,UKG1,2010,481231000.0
2010,UKG2,2010,116228000.0
2010,UKG3,2010,442527000.0
2010,UKH1,2010,2083819000.0
2010,UKH2,2010,1093262000.0
2010,UKH3,2010,1469690000.0
2010,UKJ1,2010,1573327000.0
2010,UKJ2,2010,980415000.0
2010,UKJ3,2010,1016204000.0
2010,UKJ4,2010,810912000.0
2010,UKK1,2010,1309280000.0
2010,UKK2,2010,219515000.0
2010,UKK3,2010,16437000.000000002
2010,UKK4,2010,42551000.0
2010,UKL1,2010,79039000.0
2010,UKL2,2010,205409000.0
2010,UKM2,2010,360224000.0
2010,UKM3,2010,244812000.0
2010,UKM5,2010,75775000.0
2010,UKM6,2010,44299000.0
2010,UKN0,2010,377710000.0
2011,UKC1,2013,125591000.0
2011,UKC2,2013,171679000.0
2011,UKD1,2013,122134000.0
2011,UKD3,2013,266160000.00000003
2011,UKD4,2013,258094000.0
2011,UKD6,2013,1732919000.0
2011,UKD7,2013,224680000.0
2011,UKE1,2013,107155000.0
2011,UKE2,2013,199332000.0
2011,UKE3,2013,95633000.0
2011,UKE4,2013,222376000.0
2011,UKF1,2013,882590000.0
2011,UKF2,2013,387141000.0
2011,UKF3,2013,54154000.0
2011,UKG1,2013,806545000.0
2011,UKG2,2013,173983000.0
2011,UKG3,2013,444752000.0
2011,UKH1,2013,1943772000.0
2011,UKH2,2013,1357299000.0
2011,UKH3,2013,890656000.0
2011,UKI3,2013,744671000.0
2011,UKI4,2013,150593000.0
2011,UKI5,2013,47010000.0
2011,UKI6,2013,125014000.0
2011,UKI7,2013,249683000.0
2011,UKJ1,2013,1775550000.0
2011,UKJ2,2013,1109575000.0
2011,UKJ3,2013,1141837000.0
2011,UKJ4,2013,1189077000.0
2011,UKK1,2013,1277797000.0
2011,UKK2,2013,210854000.0
2011,UKK3,2013,21892000.0
2011,UKK4,2013,54154000.0
2011,UKL1,2013,86416000.0
2011,UKL2,2013,206245000.0
2011,UKM2,2013,402120000.0
2011,UKM3,2013,210854000.0
2011,UKM5,2013,120982000.0
2011,UKM6,2013,61067000.0
2011,UKN0,2013,405577000.0
2012,UKC1,2013,142804000.0
2012,UKC2,2013,204834000.0
2012,UKD1,2013,90640000.0
2012,UKD3,2013,296584000.0
2012,UKD4,2013,247503000.0
2012,UKD6,2013,1296831000.0
2012,UKD7,2013,268096999.99999997
2012,UKE1,2013,127759000.0
2012,UKE2,2013,231348000.0
2012,UKE3,2013,107782000.0
2012,UKE4,2013,276236000.0
2012,UKF1,2013,1066839000.0
2012,UKF2,2013,372672000.0
2012,UKF3,2013,43532000.0
2012,UKG1,2013,1015415000.0
2012,UKG2,2013,191762000.0
2012,UKG3,2013,594278000.0
2012,UKH1,2013,2197558000.0
2012,UKH2,2013,1389814000.0
2012,UKH3,2013,666543000.0
2012,UKI3,2013,914169000.0
2012,UKI4,2013,141201000.0
2012,UKI5,2013,50808000.0
2012,UKI6,2013,94340000.0
2012,UKI7,2013,621285000.0
2012,UKJ1,2013,2084967000.0
2012,UKJ2,2013,1189419000.0
2012,UKJ3,2013,1087310000.0
2012,UKJ4,2013,677519000.0
2012,UKK1,2013,1367370000.0
2012,UKK2,2013,231841000.0
2012,UKK3,2013,23801000.0
2012,UKK4,2013,58824000.0
2012,UKL1,2013,74732000.0
2012,UKL2,2013,260204999.99999997
2012,UKM2,2013,475644000.0
2012,UKM3,2013,236034000.0
2012,UKM5,2013,105808000.0
2012,UKM6,2013,54137000.0
2012,UKN0,2013,517820000.00000006
2013,UKC1,2013,156246000.0
2013,UKC2,2013,207112000.0
2013,UKD1,2013,76180000.0
2013,UKD3,2013,243259000.0
2013,UKD4,2013,239727000.0
2013,UKD6,2013,1245967000.0
2013,UKD7,2013,295184000.0
2013,UKE1,2013,0.0
2013,UKE2,2013,312846000.0
2013,UKE3,2013,102320000.0
2013,UKE4,2013,343106000.0
2013,UKF1,2013,1139527000.0
2013,UKF2,2013,424350000.0
2013,UKF3,2013,48157000.0
2013,UKG1,2013,987755000.0
2013,UKG2,2013,209349000.0
2013,UKG3,2013,801248000.0
2013,UKH1,2013,2166490000.0
2013,UKH2,2013,1972330000.0
2013,UKH3,2013,654539000.0
2013,UKI3,2013,878017000.0
2013,UKI4,2013,238078000.0
2013,UKI5,2013,42270000.0
2013,UKI6,2013,95137000.0
2013,UKI7,2013,296715000.0
2013,UKJ1,2013,2174026000.0
2013,UKJ2,2013,1146709000.0
2013,UKJ3,2013,1172731000.0
2013,UKJ4,2013,445661000.0
2013,UKK1,2013,1332274000.0
2013,UKK2,2013,257742000.00000003
2013,UKK3,2013,22607000.0
2013,UKK4,2013,97610000.0
2013,UKL1,2013,75121000.0
2013,UKL2,2013,359473000.0
2013,UKM2,2013,487931000.0
2013,UKM3,2013,291063000.0
2013,UKM5,2013,114683000.0
2013,UKM6,2013,45567000.0
2013,UKN0,2013,521842000.0
2014,UKC1,2016,150354000.0
2014,UKC2,2016,200968000.0
2014,UKD1,2016,133978000.00000001
2014,UKD3,2016,303560000.0
2014,UKD4,2016,265476000.0
2014,UKD6,2016,1185833000.0
2014,UKD7,2016,341645000.0
2014,UKE1,2016,158417000.0
2014,UKE2,2016,193773000.0
2014,UKE3,2016,117727000.0
2014,UKE4,2016,371914000.0
2014,UKF1,2016,1314353000.0
2014,UKF2,2016,460365000.0
2014,UKF3,2016,54088000.0
2014,UKG1,2016,1283588000.0
2014,UKG2,2016,220940000.0
2014,UKG3,2016,935988000.0
2014,UKH1,2016,2630815000.0
2014,UKH2,2016,1874209000.0
2014,UKH3,2016,744076000.0
2014,UKI3,2016,1174916000.0
2014,UKI4,2016,385684000.0
2014,UKI5,2016,48009000.0
2014,UKI6,2016,104081000.0
2014,UKI7,2016,552785000.0
2014,UKJ1,2016,2594715000.0
2014,UKJ2,2016,1186701000.0
2014,UKJ3,2016,1173800000.0
2014,UKJ4,2016,509614000.0
2014,UKK1,2016,1570649000.0
2014,UKK2,2016,281975000.0
2014,UKK3,2016,29029000.0
2014,UKK4,2016,123558000.0
2014,UKL1,2016,185337000.0
2014,UKL2,2016,306910000.0
2014,UKM2,2016,563330000.0
2014,UKM3,2016,270438000.0
2014,UKM5,2016,249597000.0
2014,UKM6,2016,39697000.0
2014,UKM7,2016,563330000.0
2014,UKM8,2016,229128000.0
2014,UKM9,2016,41310000.0
2014,UKN0,2016,436794000.0
2015,UKC1,2016,174979000.0
2015,UKC2,2016,246624000.0
2015,UKD1,2016,183935000.0
2015,UKD3,2016,395977000.0
2015,UKD4,2016,317030000.0
2015,UKD6,2016,1605125000.0
2015,UKD7,2016,409755000.0
2015,UKE1,2016,199780000.0
2015,UKE2,2016,297465000.0
2015,UKE3,2016,158584000.0
2015,UKE4,2016,417470000.0
2015,UKF1,2016,1536925000.0
2015,UKF2,2016,491458000.0
2015,UKF3,2016,59107000.0
2015,UKG1,2016,1613943000.0
2015,UKG2,2016,267428999.99999997
2015,UKG3,2016,1103472000.0
2015,UKH1,2016,2759851000.0
2015,UKH2,2016,2144530000.0000002
2015,UKH3,2016,852577000.0
2015,UKI3,2016,1240011000.0
2015,UKI4,2016,456600000.0
2015,UKI5,2016,65032000.0
2015,UKI6,2016,71645000.0
2015,UKI7,2016,801598000.0
2015,UKJ1,2016,2984844000.0
2015,UKJ2,2016,1526867000.0
2015,UKJ3,2016,1362910000.0
2015,UKJ4,2016,612841000.0
2015,UKK1,2016,1511022000.0
2015,UKK2,2016,316065000.0
2015,UKK3,2016,34720000.0
2015,UKK4,2016,166162000.0
2015,UKL1,2016,228575000.0
2015,UKL2,2016,269909000.0
2015,UKM2,2016,659961000.0
2015,UKM3,2016,313585000.0
2015,UKM5,2016,183384000.0
2015,UKM6,2016,42987000.0
2015,UKM7,2016,659961000.0
2015,UKM8,2016,265637999.99999997
2015,UKM9,2016,47947000.0
2015,UKN0,2016,690962000.0
2016,UKC1,2016,118975000.0
2016,UKC2,2016,249176000.0
2016,UKD1,2016,163392000.0
2016,UKD3,2016,405125000.0
2016,UKD4,2016,353386000.0
2016,UKD6,2016,1399146000.0
2016,UKD7,2016,541184000.0
2016,UKE1,2016,186089000.0
2016,UKE2,2016,234411000.0
2016,UKE3,2016,124954000.0
2016,UKE4,2016,369738000.0
2016,UKF1,2016,1468334000.0
2016,UKF2,2016,485296000.0
2016,UKF3,2016,66016000.00000001
2016,UKG1,2016,1384747000.0
2016,UKG2,2016,289567000.0
2016,UKG3,2016,1135693000.0
2016,UKH1,2016,2441367000.0
2016,UKH2,2016,2099572999.9999998
2016,UKH3,2016,819402000.0
2016,UKI3,2016,1028675999.9999999
2016,UKI4,2016,407688000.0
2016,UKI5,2016,67968000.0
2016,UKI6,2016,75778000.0
2016,UKI7,2016,1221355000.0
2016,UKJ1,2016,2794143000.0
2016,UKJ2,2016,1286882000.0
2016,UKJ3,2016,1064551999.9999999
2016,UKJ4,2016,580476000.0
2016,UKK1,2016,1374497000.0
2016,UKK2,2016,273948000.0
2016,UKK3,2016,32093000.000000004
2016,UKK4,2016,150336000.0
2016,UKL1,2016,224039000.0
2016,UKL2,2016,306650000.0
2016,UKM2,2016,674192000.0
2016,UKM3,2016,356315000.0
2016,UKM5,2016,236486000.0
2016,UKM6,2016,41245000.0
2016,UKM7,2016,674192000.0
2016,UKM8,2016,301769000.0
2016,UKM9,2016,54546000.0
2016,UKN0,2016,586699000.0
2017,UKC1,2016,153644000.0
2017,UKC2,2016,284476000.0
2017,UKD1,2016,160602000.0
2017,UKD3,2016,393521000.0
2017,UKD4,2016,289951000.0
2017,UKD6,2016,1075967000.0
2017,UKD7,2016,559599000.0
2017,UKE1,2016,195392000.0
2017,UKE2,2016,243641000.0
2017,UKE3,2016,170982000.0
2017,UKE4,2016,459678000.0
2017,UKF1,2016,1217862000.0
2017,UKF2,2016,446219000.0
2017,UKF3,2016,70378000.0
2017,UKG1,2016,1768450000.0
2017,UKG2,2016,244211000.0
2017,UKG3,2016,801757000.0
2017,UKH1,2016,2509068000.0
2017,UKH2,2016,2019277000.0
2017,UKH3,2016,806091000.0
2017,UKI3,2016,1438691000.0
2017,UKI4,2016,466066000.0
2017,UKI5,2016,54295000.0
2017,UKI6,2016,79731000.0
2017,UKI7,2016,1149994000.0
2017,UKJ1,2016,2761720000.0
2017,UKJ2,2016,1382229000.0
2017,UKJ3,2016,847268000.0
2017,UKJ4,2016,552298000.0
2017,UKK1,2016,1428653000.0
2017,UKK2,2016,257329000.0
2017,UKK3,2016,33991000.0
2017,UKK4,2016,164937000.0
2017,UKL1,2016,266796000.0
2017,UKL2,2016,254591000.0
2017,UKM2,2016,788411000.0
2017,UKM3,2016,418273000.0
2017,UKM5,2016,183073000.0
2017,UKM6,2016,32965000.000000004
2017,UKM7,2016,788411000.0
2017,UKM8,2016,354283000.0
2017,UKM9,2016,63990000.0
2017,UKN0,2016,583552000.0
2018,UKC1,2016,210241000.0
2018,UKC2,2016,290833000.0
2018,UKD1,2016,181531000.0
2018,UKD3,2016,427716000.0
2018,UKD4,2016,301232000.0
2018,UKD6,2016,873743000.0
2018,UKD7,2016,511134000.0
2018,UKE1,2016,207754000.0
2018,UKE2,2016,262010000.0
2018,UKE3,2016,142986000.0
2018,UKE4,2016,428507000.0
2018,UKF1,2016,1465016000.0
2018,UKF2,2016,468973000.0
2018,UKF3,2016,66010999.99999999
2018,UKG1,2016,1866169000.0
2018,UKG2,2016,323387000.0
2018,UKG3,2016,911948000.0
2018,UKH1,2016,3075619000.0
2018,UKH2,2016,1953091000.0
2018,UKH3,2016,782299000.0
2018,UKI3,2016,1592291000.0
2018,UKI4,2016,562451000.0
2018,UKI5,2016,58551000.0
2018,UKI6,2016,58890000.0
2018,UKI7,2016,1012547000.0
2018,UKJ1,2016,2809879000.0
2018,UKJ2,2016,1343619000.0
2018,UKJ3,2016,906748000.0
2018,UKJ4,2016,626088000.0
2018,UKK1,2016,1491240000.0
2018,UKK2,2016,280886000.0
2018,UKK3,2016,30971000.0
2018,UKK4,2016,177122000.0
2018,UKL1,2016,246072000.0
2018,UKL2,2016,240421000.0
2018,UKM5,2016,193512000.0
2018,UKM6,2016,28032000.0
2018,UKM7,2016,892167000.0
2018,UKM8,2016,354810000.0
2018,UKM9,2016,64090000.0
2018,UKN0,2016,592404000.0
