year,nuts_id,nuts_year_spec,eurostat_gov_rd_workforce_data
2012,UKH2,2013,9989000.0
2012,UKJ1,2013,378838000.0
2012,UKD6,2013,40696000.0
2012,UKK3,2013,0.0
2012,UKD1,2013,493000.0
2012,UKF1,2013,85091000.0
2012,UKK4,2013,8756000.0
2012,UKK2,2013,5673000.0
2012,UKH1,2013,245160000.0
2012,UKE1,2013,0.0
2012,UKL2,2013,26637000.0
2012,UKM2,2013,136762000.0
2012,UKH3,2013,0.0
2012,UKK1,2013,411765000.0
2012,UKD3,2013,12579000.0
2012,UKJ3,2013,295228000.0
2012,UKG1,2013,493000.0
2012,UKM6,2013,2220000.0
2012,UKI4,2013,62153000.0
2012,UKI3,2013,230608000.0
2012,UKJ4,2013,139968000.0
2012,UKD4,2013,16648000.0
2012,UKF2,2013,15908000.0
2012,UKF3,2013,3453000.0
2012,UKD7,2013,22444000.0
2012,UKM5,2013,116167000.0
2012,UKE2,2013,60303000.0
2012,UKN0,2013,25281000.0
2012,UKC2,2013,247000.0
2012,UKI5,2013,36009000.0
2012,UKI6,2013,33543000.0
2012,UKI7,2013,36626000.0
2012,UKG2,2013,0.0
2012,UKM3,2013,32433000.0
2012,UKE3,2013,9372000.0
2012,UKJ2,2013,163645000.0
2012,UKC1,2013,123000.0
2012,UKG3,2013,2096000.0
2012,UKL1,2013,11099000.0
2012,UKE4,2013,1357000.0
2013,UKH2,2013,8242000.000000001
2013,UKJ1,2013,395149000.0
2013,UKD6,2013,41328000.0
2013,UKK3,2013,0.0
2013,UKD1,2013,824000.0
2013,UKF1,2013,83127000.0
2013,UKK4,2013,1177000.0
2013,UKK2,2013,6005000.0
2013,UKH1,2013,241729000.0
2013,UKE1,2013,0.0
2013,UKL2,2013,27434000.0
2013,UKM2,2013,148122000.0
2013,UKH3,2013,0.0
2013,UKK1,2013,414930000.0
2013,UKD3,2013,13423000.0
2013,UKJ3,2013,313906000.0
2013,UKG1,2013,824000.0
2013,UKM6,2013,3415000.0
2013,UKI4,2013,60285000.0
2013,UKI3,2013,223596000.0
2013,UKJ4,2013,116684000.0
2013,UKD4,2013,16366000.0
2013,UKF2,2013,17426000.0
2013,UKF3,2013,1648000.0
2013,UKD7,2013,27081000.0
2013,UKM5,2013,94549000.0
2013,UKE2,2013,73119000.0
2013,UKN0,2013,27199000.0
2013,UKC2,2013,589000.0
2013,UKI5,2013,37443000.0
2013,UKI6,2013,34735000.0
2013,UKI7,2013,38149000.0
2013,UKG2,2013,118000.0
2013,UKM3,2013,16837000.0
2013,UKE3,2013,10715000.0
2013,UKJ2,2013,171435000.0
2013,UKC1,2013,118000.0
2013,UKG3,2013,3415000.0
2013,UKL1,2013,11774000.0
2013,UKE4,2013,2826000.0
2014,UKH2,2013,9180000.0
2014,UKJ1,2013,422652000.0
2014,UKD6,2013,46768000.0
2014,UKK3,2013,372000.0
2014,UKD1,2013,1117000.0
2014,UKF1,2013,86342000.0
2014,UKK4,2013,1117000.0
2014,UKK2,2013,5707000.0
2014,UKH1,2013,253070000.0
2014,UKE1,2013,0.0
2014,UKL2,2013,27168000.0
2014,UKM2,2013,152090000.0
2014,UKH3,2013,124000.0
2014,UKK1,2013,430468000.0
2014,UKD3,2013,16126999.999999998
2014,UKJ3,2013,335690000.0
2014,UKG1,2013,496000.0
2014,UKM6,2013,3474000.0
2014,UKI4,2013,62771000.0
2014,UKI3,2013,232726000.0
2014,UKJ4,2013,117231000.0
2014,UKD4,2013,17368000.0
2014,UKF2,2013,19973000.0
2014,UKF3,2013,1241000.0
2014,UKD7,2013,26300000.0
2014,UKM5,2013,139933000.0
2014,UKE2,2013,72200000.0
2014,UKN0,2013,21958000.0
2014,UKC2,2013,496000.0
2014,UKI5,2013,40070000.0
2014,UKI6,2013,37340000.0
2014,UKI7,2013,40814000.0
2014,UKG2,2013,620000.0
2014,UKM3,2013,17616000.0
2014,UKE3,2013,13398000.0
2014,UKJ2,2013,83737000.0
2014,UKC1,2013,372000.0
2014,UKG3,2013,3101000.0
2014,UKL1,2013,13646000.0
2014,UKE4,2013,1737000.0
2015,UKH2,2013,53458000.0
2015,UKJ1,2013,541747000.0
2015,UKD6,2013,110637000.0
2015,UKK3,2013,19427000.0
2015,UKD1,2013,30449000.0
2015,UKF1,2013,58556000.0
2015,UKK4,2013,55112000.0
2015,UKK2,2013,22734000.0
2015,UKH1,2013,257647000.0
2015,UKE1,2013,0.0
2015,UKL2,2013,17085000.0
2015,UKM2,2013,101957000.0
2015,UKH3,2013,0.0
2015,UKK1,2013,199917000.0
2015,UKD3,2013,28934000.0
2015,UKJ3,2013,130062999.99999999
2015,UKG1,2013,551000.0
2015,UKM6,2013,2342000.0
2015,UKI4,2013,77432000.0
2015,UKI3,2013,287407000.0
2015,UKJ4,2013,87765000.0
2015,UKD4,2013,18049000.0
2015,UKF2,2013,44227000.0
2015,UKF3,2013,551000.0
2015,UKD7,2013,18876000.0
2015,UKM5,2013,77983000.0
2015,UKE2,2013,51254000.0
2015,UKN0,2013,16120000.000000002
2015,UKC2,2013,64756000.0
2015,UKI5,2013,76743000.0
2015,UKI6,2013,71370000.0
2015,UKI7,2013,78121000.0
2015,UKG2,2013,276000.0
2015,UKM3,2013,31689000.0
2015,UKE3,2013,50978000.0
2015,UKJ2,2013,55801000.0
2015,UKC1,2013,276000.0
2015,UKG3,2013,98099000.0
2015,UKL1,2013,551000.0
2015,UKE4,2013,50152000.0
2016,UKH2,2013,51983000.0
2016,UKJ1,2013,506650000.0
2016,UKD6,2013,111409000.0
2016,UKK3,2013,16474000.0
2016,UKD1,2013,28310000.0
2016,UKF1,2013,49664000.0
2016,UKK4,2013,53813000.0
2016,UKK2,2013,19890000.0
2016,UKH1,2013,220012000.0
2016,UKE1,2013,122000.0
2016,UKL2,2013,17816000.0
2016,UKM2,2013,133008000.00000001
2016,UKH3,2013,0.0
2016,UKK1,2013,188774000.0
2016,UKD3,2013,27212000.0
2016,UKJ3,2013,103722000.0
2016,UKG1,2013,366000.0
2016,UKM6,2013,1830000.0
2016,UKI4,2013,66138000.00000001
2016,UKI3,2013,291031000.0
2016,UKJ4,2013,75900000.0
2016,UKD4,2013,15985000.0
2016,UKF2,2013,39414000.0
2016,UKF3,2013,366000.0
2016,UKD7,2013,16718000.0
2016,UKM5,2013,33801000.0
2016,UKE2,2013,45516000.0
2016,UKN0,2013,16840000.0
2016,UKC2,2013,57230000.0
2016,UKI5,2013,61379000.0
2016,UKI6,2013,63331000.0
2016,UKI7,2013,68700000.0
2016,UKG2,2013,366000.0
2016,UKM3,2013,29774000.0
2016,UKE3,2013,48322000.0
2016,UKJ2,2013,53447000.0
2016,UKC1,2013,122000.0
2016,UKG3,2013,86394000.0
2016,UKL1,2013,854000.0
2016,UKE4,2013,46980000.0
2017,UKH2,2013,49960000.0
2017,UKJ1,2013,482377000.0
2017,UKK3,2013,15399000.0
2017,UKF1,2013,57716000.0
2017,UKK4,2013,53724000.0
2017,UKK2,2013,21786000.0
2017,UKH1,2013,191742000.0
2017,UKE1,2013,0.0
2017,UKL2,2013,16539000.000000002
2017,UKM2,2013,96726000.0
2017,UKH3,2013,114000.0
2017,UKK1,2013,184670000.0
2017,UKJ3,2013,95472000.0
2017,UKG1,2013,456000.0
2017,UKM6,2013,2509000.0
2017,UKI4,2013,101061000.0
2017,UKI3,2013,227102000.0
2017,UKJ4,2013,70378000.0
2017,UKF2,2013,26349000.0
2017,UKF3,2013,228000.0
2017,UKM5,2013,70035000.0
2017,UKE2,2013,45283000.0
2017,UKN0,2013,18022000.0
2017,UKI5,2013,56918000.0
2017,UKI6,2013,61937000.0
2017,UKI7,2013,63306000.0
2017,UKG2,2013,228000.0
2017,UKM3,2013,26121000.0
2017,UKE3,2013,47793000.0
2017,UKJ2,2013,48705000.0
2017,UKG3,2013,80757000.0
2017,UKL1,2013,1711000.0
2017,UKE4,2013,44599000.0
