year,nuts_id,nuts_year_spec,eurostat_private_households_income
2009,UKM9,2016,16500.0
2009,UKN0,2016,14800.0
2010,UKC1,2016,15100.0
2010,UKC2,2016,15800.0
2010,UKD1,2016,17700.0
2010,UKD3,2016,16300.0
2010,UKD4,2016,16100.0
2010,UKD6,2016,20300.0
2010,UKD7,2016,15400.0
2010,UKE1,2016,15600.0
2010,UKE2,2016,19800.0
2010,UKE3,2016,15100.0
2010,UKE4,2016,16000.0
2010,UKF1,2016,16400.0
2010,UKF2,2016,18300.0
2010,UKF3,2016,17000.0
2010,UKG1,2016,19500.0
2010,UKG2,2016,17200.0
2010,UKG3,2016,14500.0
2010,UKH1,2016,18500.0
2010,UKH2,2016,23400.0
2010,UKH3,2016,20600.0
2010,UKI3,2016,53000.0
2010,UKI4,2016,24900.0
2010,UKI5,2016,20800.0
2010,UKI6,2016,25800.0
2010,UKI7,2016,25700.0
2010,UKJ1,2016,25000.0
2010,UKJ2,2016,24200.0
2010,UKJ3,2016,20600.0
2010,UKJ4,2016,20100.0
2010,UKK1,2016,20100.0
2010,UKK2,2016,18500.0
2010,UKK3,2016,15700.0
2010,UKK4,2016,16900.0
2010,UKL1,2016,14200.0
2010,UKL2,2016,16900.0
2010,UKM5,2016,24300.0
2010,UKM6,2016,17600.0
2010,UKM7,2016,19100.0
2010,UKM8,2016,17100.0
2010,UKM9,2016,16900.0
2010,UKN0,2016,15200.0
2011,UKC1,2016,14800.0
2011,UKC2,2016,15600.0
2011,UKD1,2016,17300.0
2011,UKD3,2016,16100.0
2011,UKD4,2016,15700.0
2011,UKD6,2016,20000.0
2011,UKD7,2016,15100.0
2011,UKE1,2016,15700.0
2011,UKE2,2016,19700.0
2011,UKE3,2016,14900.0
2011,UKE4,2016,15900.0
2011,UKF1,2016,16400.0
2011,UKF2,2016,18400.0
2011,UKF3,2016,17000.0
2011,UKG1,2016,19400.0
2011,UKG2,2016,16900.0
2011,UKG3,2016,14400.0
2011,UKH1,2016,18300.0
2011,UKH2,2016,23000.0
2011,UKH3,2016,20500.0
2011,UKI3,2016,50500.0
2011,UKI4,2016,24600.0
2011,UKI5,2016,20500.0
2011,UKI6,2016,25900.0
2011,UKI7,2016,25500.0
2011,UKJ1,2016,24900.0
2011,UKJ2,2016,24200.0
2011,UKJ3,2016,20400.0
2011,UKJ4,2016,19900.0
2011,UKK1,2016,20000.0
2011,UKK2,2016,18400.0
2011,UKK3,2016,15500.0
2011,UKK4,2016,16600.0
2011,UKL1,2016,14100.0
2011,UKL2,2016,16800.0
2011,UKM5,2016,25000.0
2011,UKM6,2016,17000.0
2011,UKM7,2016,19200.0
2011,UKM8,2016,16800.0
2011,UKM9,2016,17000.0
2011,UKN0,2016,15300.0
2012,UKC1,2016,15000.0
2012,UKC2,2016,15800.0
2012,UKD1,2016,17600.0
2012,UKD3,2016,16100.0
2012,UKD4,2016,15500.0
2012,UKD6,2016,20300.0
2012,UKD7,2016,15300.0
2012,UKE1,2016,15500.0
2012,UKE2,2016,20100.0
2012,UKE3,2016,15000.0
2012,UKE4,2016,15900.0
2012,UKF1,2016,16400.0
2012,UKF2,2016,18400.0
2012,UKF3,2016,16700.0
2012,UKG1,2016,19600.0
2012,UKG2,2016,16900.0
2012,UKG3,2016,14400.0
2012,UKH1,2016,18600.0
2012,UKH2,2016,23500.0
2012,UKH3,2016,20500.0
2012,UKI3,2016,52900.0
2012,UKI4,2016,25200.0
2012,UKI5,2016,21000.0
2012,UKI6,2016,26500.0
2012,UKI7,2016,26700.0
2012,UKJ1,2016,25200.0
2012,UKJ2,2016,24600.0
2012,UKJ3,2016,20600.0
2012,UKJ4,2016,20100.0
2012,UKK1,2016,20000.0
2012,UKK2,2016,18300.0
2012,UKK3,2016,15400.0
2012,UKK4,2016,16500.0
2012,UKL1,2016,14200.0
2012,UKL2,2016,16600.0
2012,UKM5,2016,25700.0
2012,UKM6,2016,17500.0
2012,UKM7,2016,19200.0
2012,UKM8,2016,16900.0
2012,UKM9,2016,17000.0
2012,UKN0,2016,15200.0
2013,UKC1,2016,14800.0
2013,UKC2,2016,15700.0
2013,UKD1,2016,17700.0
2013,UKD3,2016,16100.0
2013,UKD4,2016,15200.0
2013,UKD6,2016,20400.0
2013,UKD7,2016,15300.0
2013,UKE1,2016,15400.0
2013,UKE2,2016,19700.0
2013,UKE3,2016,15000.0
2013,UKE4,2016,15800.0
2013,UKF1,2016,16500.0
2013,UKF2,2016,18200.0
2013,UKF3,2016,16600.0
2013,UKG1,2016,19800.0
2013,UKG2,2016,17000.0
2013,UKG3,2016,14300.0
2013,UKH1,2016,18500.0
2013,UKH2,2016,24000.0
2013,UKH3,2016,20500.0
2013,UKI3,2016,56700.0
2013,UKI4,2016,25500.0
2013,UKI5,2016,20900.0
2013,UKI6,2016,26900.0
2013,UKI7,2016,27300.0
2013,UKJ1,2016,25400.0
2013,UKJ2,2016,25000.0
2013,UKJ3,2016,20700.0
2013,UKJ4,2016,20200.0
2013,UKK1,2016,20100.0
2013,UKK2,2016,18300.0
2013,UKK3,2016,15200.0
2013,UKK4,2016,16300.0
2013,UKL1,2016,14200.0
2013,UKL2,2016,16400.0
2013,UKM5,2016,26500.0
2013,UKM6,2016,17700.0
2013,UKM7,2016,19400.0
2013,UKM8,2016,16900.0
2013,UKM9,2016,17100.0
2013,UKN0,2016,15200.0
2014,UKC1,2016,15400.0
2014,UKC2,2016,16300.0
2014,UKD1,2016,18200.0
2014,UKD3,2016,16700.0
2014,UKD4,2016,15800.0
2014,UKD6,2016,21200.0
2014,UKD7,2016,15700.0
2014,UKE1,2016,15800.0
2014,UKE2,2016,20000.0
2014,UKE3,2016,15700.0
2014,UKE4,2016,16400.0
2014,UKF1,2016,17100.0
2014,UKF2,2016,18900.0
2014,UKF3,2016,17300.0
2014,UKG1,2016,20600.0
2014,UKG2,2016,17600.0
2014,UKG3,2016,15000.0
2014,UKH1,2016,19300.0
2014,UKH2,2016,24800.0
2014,UKH3,2016,21000.0
2014,UKI3,2016,59800.0
2014,UKI4,2016,26700.0
2014,UKI5,2016,21700.0
2014,UKI6,2016,27600.0
2014,UKI7,2016,28600.0
2014,UKJ1,2016,26400.0
2014,UKJ2,2016,25600.0
2014,UKJ3,2016,21300.0
2014,UKJ4,2016,20800.0
2014,UKK1,2016,21100.0
2014,UKK2,2016,19000.0
2014,UKK3,2016,15700.0
2014,UKK4,2016,16900.0
2014,UKL1,2016,14600.0
2014,UKL2,2016,16900.0
2014,UKM5,2016,27500.0
2014,UKM6,2016,18200.0
2014,UKM7,2016,19900.0
2014,UKM8,2016,17500.0
2014,UKM9,2016,17700.0
2014,UKN0,2016,15700.0
2015,UKC1,2016,15900.0
2015,UKC2,2016,16900.0
2015,UKD1,2016,19200.0
2015,UKD3,2016,17500.0
2015,UKD4,2016,16600.0
2015,UKD6,2016,22600.0
2015,UKD7,2016,16500.0
2015,UKE1,2016,16500.0
2015,UKE2,2016,21200.0
2015,UKE3,2016,16000.0
2015,UKE4,2016,17200.0
2015,UKF1,2016,18100.0
2015,UKF2,2016,19800.0
2015,UKF3,2016,17500.0
2015,UKG1,2016,21900.0
2015,UKG2,2016,18600.0
2015,UKG3,2016,15700.0
2015,UKH1,2016,20300.0
2015,UKH2,2016,26300.0
2015,UKH3,2016,22500.0
2015,UKI3,2016,63600.0
2015,UKI4,2016,28900.0
2015,UKI5,2016,23400.0
2015,UKI6,2016,29700.0
2015,UKI7,2016,31100.0
2015,UKJ1,2016,28100.0
2015,UKJ2,2016,27200.0
2015,UKJ3,2016,22500.0
2015,UKJ4,2016,22000.0
2015,UKK1,2016,22200.0
2015,UKK2,2016,19900.0
2015,UKK3,2016,16200.0
2015,UKK4,2016,17700.0
2015,UKL1,2016,15100.0
2015,UKL2,2016,17600.0
2015,UKM5,2016,27400.0
2015,UKM6,2016,18800.0
2015,UKM7,2016,20700.0
2015,UKM8,2016,18400.0
2015,UKM9,2016,18000.0
2015,UKN0,2016,16400.0
2016,UKC1,2016,15600.0
2016,UKC2,2016,16500.0
2016,UKD1,2016,18800.0
2016,UKD3,2016,17300.0
2016,UKD4,2016,16500.0
2016,UKD6,2016,22100.0
2016,UKD7,2016,16400.0
2016,UKE1,2016,16300.0
2016,UKE2,2016,20700.0
2016,UKE3,2016,15800.0
2016,UKE4,2016,16800.0
2016,UKF1,2016,17900.0
2016,UKF2,2016,19300.0
2016,UKF3,2016,17100.0
2016,UKG1,2016,22000.0
2016,UKG2,2016,18400.0
2016,UKG3,2016,15600.0
2016,UKH1,2016,20100.0
2016,UKH2,2016,26400.0
2016,UKH3,2016,22500.0
2016,UKI3,2016,63000.0
2016,UKI4,2016,28900.0
2016,UKI5,2016,23500.0
2016,UKI6,2016,29700.0
2016,UKI7,2016,31000.0
2016,UKJ1,2016,27900.0
2016,UKJ2,2016,26900.0
2016,UKJ3,2016,22200.0
2016,UKJ4,2016,21800.0
2016,UKK1,2016,21800.0
2016,UKK2,2016,19200.0
2016,UKK3,2016,16200.0
2016,UKK4,2016,17300.0
2016,UKL1,2016,14800.0
2016,UKL2,2016,17300.0
2016,UKM5,2016,24700.0
2016,UKM6,2016,18200.0
2016,UKM7,2016,20300.0
2016,UKM8,2016,18200.0
2016,UKM9,2016,17700.0
2016,UKN0,2016,16200.0
2017,UKC1,2016,15800.0
2017,UKC2,2016,16400.0
2017,UKD1,2016,19100.0
2017,UKD3,2016,17500.0
2017,UKD4,2016,16500.0
2017,UKD6,2016,22300.0
2017,UKD7,2016,16500.0
2017,UKE1,2016,16300.0
2017,UKE2,2016,20700.0
2017,UKE3,2016,15900.0
2017,UKE4,2016,16900.0
2017,UKF1,2016,17800.0
2017,UKF2,2016,19400.0
2017,UKF3,2016,17200.0
2017,UKG1,2016,21800.0
2017,UKG2,2016,18500.0
2017,UKG3,2016,15700.0
2017,UKH1,2016,20000.0
2017,UKH2,2016,26700.0
2017,UKH3,2016,22900.0
2017,UKI3,2016,62400.0
2017,UKI4,2016,29300.0
2017,UKI5,2016,23800.0
2017,UKI6,2016,29800.0
2017,UKI7,2016,31200.0
2017,UKJ1,2016,28100.0
2017,UKJ2,2016,27200.0
2017,UKJ3,2016,22500.0
2017,UKJ4,2016,22000.0
2017,UKK1,2016,21900.0
2017,UKK2,2016,19300.0
2017,UKK3,2016,16000.0
2017,UKK4,2016,17400.0
2017,UKL1,2016,14900.0
2017,UKL2,2016,17700.0
2017,UKM5,2016,23600.0
2017,UKM6,2016,18200.0
2017,UKM7,2016,20500.0
2017,UKM8,2016,18200.0
2017,UKM9,2016,17800.0
2017,UKN0,2016,16500.0
2018,UKC1,2016,16300.0
2018,UKC2,2016,16900.0
2018,UKD1,2016,19800.0
2018,UKD3,2016,18200.0
2018,UKD4,2016,17000.0
2018,UKD6,2016,23100.0
2018,UKD7,2016,17200.0
2018,UKE1,2016,16900.0
2018,UKE2,2016,21500.0
2018,UKE3,2016,16500.0
2018,UKE4,2016,17400.0
2018,UKF1,2016,18200.0
2018,UKF2,2016,19900.0
2018,UKF3,2016,17700.0
2018,UKG1,2016,22700.0
2018,UKG2,2016,19200.0
2018,UKG3,2016,16500.0
2018,UKH1,2016,20800.0
2018,UKH2,2016,27800.0
2018,UKH3,2016,23800.0
2018,UKI3,2016,64300.0
2018,UKI4,2016,30700.0
2018,UKI5,2016,24700.0
2018,UKI6,2016,31000.0
2018,UKI7,2016,32200.0
2018,UKJ1,2016,29000.0
2018,UKJ2,2016,27900.0
2018,UKJ3,2016,23000.0
2018,UKJ4,2016,22400.0
2018,UKK1,2016,22800.0
2018,UKK2,2016,20200.0
2018,UKK3,2016,16400.0
2018,UKK4,2016,18000.0
2018,UKL1,2016,15400.0
2018,UKL2,2016,18300.0
2018,UKM5,2016,23900.0
2018,UKM6,2016,18600.0
2018,UKM7,2016,20900.0
2018,UKM8,2016,18700.0
2018,UKM9,2016,17900.0
2018,UKN0,2016,16900.0
