year,nuts_id,nuts_year_spec,epo_patent_applications
2016,UKC1,2010,30
2016,UKC2,2010,78
2016,UKD1,2010,15
2016,UKD3,2010,292
2016,UKD4,2010,131
2016,UKD6,2010,120
2016,UKD7,2010,115
2016,UKE1,2010,81
2016,UKE2,2010,71
2016,UKE3,2010,85
2016,UKE4,2010,206
2016,UKF1,2010,208
2016,UKF2,2010,157
2016,UKF3,2010,30
2016,UKG1,2010,232
2016,UKG2,2010,120
2016,UKG3,2010,282
2016,UKH1,2010,288
2016,UKH2,2010,295
2016,UKH3,2010,140
2016,UKJ1,2010,526
2016,UKJ2,2010,390
2016,UKJ3,2010,208
2016,UKJ4,2010,138
2016,UKK1,2010,307
2016,UKK2,2010,118
2016,UKK3,2010,52
2016,UKK4,2010,83
2016,UKL1,2010,43
2016,UKL2,2010,104
2016,UKM2,2010,154
2016,UKM3,2010,137
2016,UKM5,2010,37
2016,UKM6,2010,31
2016,UKN0,2010,141
2015,UKC1,2010,50
2015,UKC2,2010,101
2015,UKD1,2010,40
2015,UKD3,2010,413
2015,UKD4,2010,150
2015,UKD6,2010,135
2015,UKD7,2010,134
2015,UKE1,2010,160
2015,UKE2,2010,124
2015,UKE3,2010,139
2015,UKE4,2010,287
2015,UKF1,2010,211
2015,UKF2,2010,249
2015,UKF3,2010,36
2015,UKG1,2010,233
2015,UKG2,2010,141
2015,UKG3,2010,285
2015,UKH1,2010,349
2015,UKH2,2010,471
2015,UKH3,2010,163
2015,UKJ1,2010,728
2015,UKJ2,2010,597
2015,UKJ3,2010,212
2015,UKJ4,2010,179
2015,UKK1,2010,405
2015,UKK2,2010,159
2015,UKK3,2010,79
2015,UKK4,2010,136
2015,UKL1,2010,97
2015,UKL2,2010,128
2015,UKM2,2010,207
2015,UKM3,2010,225
2015,UKM5,2010,38
2015,UKM6,2010,25
2015,UKN0,2010,152
2014,UKC1,2010,38
2014,UKC2,2010,65
2014,UKD1,2010,24
2014,UKD3,2010,364
2014,UKD4,2010,181
2014,UKD6,2010,130
2014,UKD7,2010,125
2014,UKE1,2010,102
2014,UKE2,2010,103
2014,UKE3,2010,127
2014,UKE4,2010,252
2014,UKF1,2010,241
2014,UKF2,2010,229
2014,UKF3,2010,26
2014,UKG1,2010,224
2014,UKG2,2010,160
2014,UKG3,2010,322
2014,UKH1,2010,313
2014,UKH2,2010,463
2014,UKH3,2010,210
2014,UKJ1,2010,686
2014,UKJ2,2010,457
2014,UKJ3,2010,240
2014,UKJ4,2010,197
2014,UKK1,2010,422
2014,UKK2,2010,189
2014,UKK3,2010,59
2014,UKK4,2010,100
2014,UKL1,2010,86
2014,UKL2,2010,97
2014,UKM2,2010,220
2014,UKM3,2010,188
2014,UKM5,2010,46
2014,UKM6,2010,29
2014,UKN0,2010,197
2013,UKC1,2010,36
2013,UKC2,2010,126
2013,UKD1,2010,29
2013,UKD3,2010,369
2013,UKD4,2010,225
2013,UKD6,2010,140
2013,UKD7,2010,88
2013,UKE1,2010,100
2013,UKE2,2010,92
2013,UKE3,2010,76
2013,UKE4,2010,254
2013,UKF1,2010,250
2013,UKF2,2010,232
2013,UKF3,2010,54
2013,UKG1,2010,211
2013,UKG2,2010,112
2013,UKG3,2010,259
2013,UKH1,2010,319
2013,UKH2,2010,438
2013,UKH3,2010,160
2013,UKJ1,2010,647
2013,UKJ2,2010,440
2013,UKJ3,2010,201
2013,UKJ4,2010,145
2013,UKK1,2010,351
2013,UKK2,2010,178
2013,UKK3,2010,43
2013,UKK4,2010,79
2013,UKL1,2010,84
2013,UKL2,2010,95
2013,UKM2,2010,186
2013,UKM3,2010,229
2013,UKM5,2010,32
2013,UKM6,2010,11
2013,UKN0,2010,178
2012,UKC1,2010,43
2012,UKC2,2010,46
2012,UKD1,2010,25
2012,UKD3,2010,312
2012,UKD4,2010,145
2012,UKD6,2010,131
2012,UKD7,2010,105
2012,UKE1,2010,92
2012,UKE2,2010,78
2012,UKE3,2010,80
2012,UKE4,2010,249
2012,UKF1,2010,194
2012,UKF2,2010,197
2012,UKF3,2010,44
2012,UKG1,2010,174
2012,UKG2,2010,104
2012,UKG3,2010,280
2012,UKH1,2010,303
2012,UKH2,2010,541
2012,UKH3,2010,157
2012,UKJ1,2010,556
2012,UKJ2,2010,445
2012,UKJ3,2010,235
2012,UKJ4,2010,149
2012,UKK1,2010,301
2012,UKK2,2010,201
2012,UKK3,2010,33
2012,UKK4,2010,85
2012,UKL1,2010,77
2012,UKL2,2010,79
2012,UKM2,2010,217
2012,UKM3,2010,189
2012,UKM5,2010,34
2012,UKM6,2010,18
2012,UKN0,2010,184
2011,UKC1,2010,49
2011,UKC2,2010,60
2011,UKD1,2010,25
2011,UKD3,2010,314
2011,UKD4,2010,127
2011,UKD6,2010,133
2011,UKD7,2010,80
2011,UKE1,2010,94
2011,UKE2,2010,65
2011,UKE3,2010,84
2011,UKE4,2010,224
2011,UKF1,2010,154
2011,UKF2,2010,232
2011,UKF3,2010,45
2011,UKG1,2010,182
2011,UKG2,2010,96
2011,UKG3,2010,271
2011,UKH1,2010,281
2011,UKH2,2010,372
2011,UKH3,2010,156
2011,UKJ1,2010,598
2011,UKJ2,2010,462
2011,UKJ3,2010,190
2011,UKJ4,2010,121
2011,UKK1,2010,296
2011,UKK2,2010,143
2011,UKK3,2010,36
2011,UKK4,2010,92
2011,UKL1,2010,86
2011,UKL2,2010,65
2011,UKM2,2010,161
2011,UKM3,2010,148
2011,UKM5,2010,46
2011,UKM6,2010,14
2011,UKN0,2010,130
2010,UKC1,2010,31
2010,UKC2,2010,85
2010,UKD1,2010,15
2010,UKD3,2010,335
2010,UKD4,2010,114
2010,UKD6,2010,114
2010,UKD7,2010,92
2010,UKE1,2010,132
2010,UKE2,2010,73
2010,UKE3,2010,79
2010,UKE4,2010,223
2010,UKF1,2010,201
2010,UKF2,2010,170
2010,UKF3,2010,34
2010,UKG1,2010,183
2010,UKG2,2010,119
2010,UKG3,2010,221
2010,UKH1,2010,292
2010,UKH2,2010,295
2010,UKH3,2010,143
2010,UKJ1,2010,515
2010,UKJ2,2010,476
2010,UKJ3,2010,227
2010,UKJ4,2010,135
2010,UKK1,2010,274
2010,UKK2,2010,124
2010,UKK3,2010,35
2010,UKK4,2010,73
2010,UKL1,2010,63
2010,UKL2,2010,50
2010,UKM2,2010,144
2010,UKM3,2010,127
2010,UKM5,2010,32
2010,UKM6,2010,13
2010,UKN0,2010,99
2009,UKC1,2010,47
2009,UKC2,2010,56
2009,UKD1,2010,14
2009,UKD3,2010,298
2009,UKD4,2010,110
2009,UKD6,2010,77
2009,UKD7,2010,76
2009,UKE1,2010,121
2009,UKE2,2010,91
2009,UKE3,2010,60
2009,UKE4,2010,180
2009,UKF1,2010,208
2009,UKF2,2010,186
2009,UKF3,2010,27
2009,UKG1,2010,155
2009,UKG2,2010,69
2009,UKG3,2010,222
2009,UKH1,2010,219
2009,UKH2,2010,276
2009,UKH3,2010,142
2009,UKJ1,2010,432
2009,UKJ2,2010,366
2009,UKJ3,2010,234
2009,UKJ4,2010,108
2009,UKK1,2010,274
2009,UKK2,2010,102
2009,UKK3,2010,19
2009,UKK4,2010,63
2009,UKL1,2010,76
2009,UKL2,2010,78
2009,UKM2,2010,153
2009,UKM3,2010,125
2009,UKM5,2010,35
2009,UKM6,2010,17
2009,UKN0,2010,88
2008,UKC1,2010,42
2008,UKC2,2010,50
2008,UKD1,2010,6
2008,UKD3,2010,327
2008,UKD4,2010,121
2008,UKD6,2010,106
2008,UKD7,2010,108
2008,UKE1,2010,109
2008,UKE2,2010,57
2008,UKE3,2010,108
2008,UKE4,2010,233
2008,UKF1,2010,150
2008,UKF2,2010,166
2008,UKF3,2010,26
2008,UKG1,2010,139
2008,UKG2,2010,90
2008,UKG3,2010,210
2008,UKH1,2010,242
2008,UKH2,2010,243
2008,UKH3,2010,127
2008,UKJ1,2010,480
2008,UKJ2,2010,427
2008,UKJ3,2010,212
2008,UKJ4,2010,104
2008,UKK1,2010,263
2008,UKK2,2010,149
2008,UKK3,2010,23
2008,UKK4,2010,83
2008,UKL1,2010,71
2008,UKL2,2010,82
2008,UKM2,2010,173
2008,UKM3,2010,116
2008,UKM5,2010,22
2008,UKM6,2010,23
2008,UKN0,2010,106
2007,UKC1,2010,19
2007,UKC2,2010,79
2007,UKD1,2010,17
2007,UKD3,2010,247
2007,UKD4,2010,108
2007,UKD6,2010,119
2007,UKD7,2010,107
2007,UKE1,2010,150
2007,UKE2,2010,86
2007,UKE3,2010,74
2007,UKE4,2010,271
2007,UKF1,2010,204
2007,UKF2,2010,220
2007,UKF3,2010,38
2007,UKG1,2010,185
2007,UKG2,2010,78
2007,UKG3,2010,204
2007,UKH1,2010,290
2007,UKH2,2010,327
2007,UKH3,2010,129
2007,UKJ1,2010,511
2007,UKJ2,2010,439
2007,UKJ3,2010,203
2007,UKJ4,2010,107
2007,UKK1,2010,278
2007,UKK2,2010,122
2007,UKK3,2010,29
2007,UKK4,2010,74
2007,UKL1,2010,88
2007,UKL2,2010,114
2007,UKM2,2010,184
2007,UKM3,2010,137
2007,UKM5,2010,18
2007,UKM6,2010,23
2007,UKN0,2010,108
2006,UKC1,2010,39
2006,UKC2,2010,65
2006,UKD1,2010,23
2006,UKD3,2010,219
2006,UKD4,2010,121
2006,UKD6,2010,110
2006,UKD7,2010,88
2006,UKE1,2010,93
2006,UKE2,2010,79
2006,UKE3,2010,103
2006,UKE4,2010,247
2006,UKF1,2010,148
2006,UKF2,2010,186
2006,UKF3,2010,33
2006,UKG1,2010,158
2006,UKG2,2010,83
2006,UKG3,2010,238
2006,UKH1,2010,286
2006,UKH2,2010,281
2006,UKH3,2010,133
2006,UKJ1,2010,521
2006,UKJ2,2010,431
2006,UKJ3,2010,206
2006,UKJ4,2010,119
2006,UKK1,2010,249
2006,UKK2,2010,100
2006,UKK3,2010,17
2006,UKK4,2010,58
2006,UKL1,2010,89
2006,UKL2,2010,94
2006,UKM2,2010,148
2006,UKM3,2010,159
2006,UKM5,2010,14
2006,UKM6,2010,13
2006,UKN0,2010,84
2005,UKC1,2010,23
2005,UKC2,2010,59
2005,UKD1,2010,14
2005,UKD3,2010,237
2005,UKD4,2010,79
2005,UKD6,2010,127
2005,UKD7,2010,59
2005,UKE1,2010,71
2005,UKE2,2010,59
2005,UKE3,2010,87
2005,UKE4,2010,205
2005,UKF1,2010,149
2005,UKF2,2010,120
2005,UKF3,2010,22
2005,UKG1,2010,113
2005,UKG2,2010,75
2005,UKG3,2010,160
2005,UKH1,2010,228
2005,UKH2,2010,252
2005,UKH3,2010,116
2005,UKJ1,2010,457
2005,UKJ2,2010,312
2005,UKJ3,2010,164
2005,UKJ4,2010,133
2005,UKK1,2010,210
