year,nuts_id,nuts_year_spec,epo_patent_applications
2005,UKK2,2010,96
2005,UKK3,2010,19
2005,UKK4,2010,46
2005,UKL1,2010,52
2005,UKL2,2010,39
2005,UKM2,2010,135
2005,UKM3,2010,100
2005,UKM5,2010,16
2005,UKM6,2010,16
2005,UKN0,2010,74
2004,UKC1,2010,20
2004,UKC2,2010,31
2004,UKD1,2010,11
2004,UKD3,2010,174
2004,UKD4,2010,56
2004,UKD6,2010,86
2004,UKD7,2010,66
2004,UKE1,2010,62
2004,UKE2,2010,62
2004,UKE3,2010,61
2004,UKE4,2010,184
2004,UKF1,2010,129
2004,UKF2,2010,115
2004,UKF3,2010,27
2004,UKG1,2010,90
2004,UKG2,2010,58
2004,UKG3,2010,183
2004,UKH1,2010,190
2004,UKH2,2010,230
2004,UKH3,2010,107
2004,UKJ1,2010,449
2004,UKJ2,2010,367
2004,UKJ3,2010,166
2004,UKJ4,2010,88
2004,UKK1,2010,169
2004,UKK2,2010,78
2004,UKK3,2010,16
2004,UKK4,2010,62
2004,UKL1,2010,42
2004,UKL2,2010,43
2004,UKM2,2010,160
2004,UKM3,2010,124
2004,UKM5,2010,7
2004,UKM6,2010,9
2004,UKN0,2010,68
2003,UKC1,2010,32
2003,UKC2,2010,49
2003,UKD1,2010,22
2003,UKD3,2010,234
2003,UKD4,2010,88
2003,UKD6,2010,95
2003,UKD7,2010,105
2003,UKE1,2010,74
2003,UKE2,2010,55
2003,UKE3,2010,67
2003,UKE4,2010,139
2003,UKF1,2010,150
2003,UKF2,2010,112
2003,UKF3,2010,19
2003,UKG1,2010,112
2003,UKG2,2010,70
2003,UKG3,2010,179
2003,UKH1,2010,168
2003,UKH2,2010,242
2003,UKH3,2010,114
2003,UKJ1,2010,432
2003,UKJ2,2010,307
2003,UKJ3,2010,138
2003,UKJ4,2010,88
2003,UKK1,2010,228
2003,UKK2,2010,91
2003,UKK3,2010,16
2003,UKK4,2010,59
2003,UKL1,2010,50
2003,UKL2,2010,49
2003,UKM2,2010,111
2003,UKM3,2010,113
2003,UKM5,2010,19
2003,UKM6,2010,4
2003,UKN0,2010,57
2002,UKC1,2010,12
2002,UKC2,2010,26
2002,UKD1,2010,15
2002,UKD3,2010,203
2002,UKD4,2010,72
2002,UKD6,2010,66
2002,UKD7,2010,55
2002,UKE1,2010,40
2002,UKE2,2010,65
2002,UKE3,2010,46
2002,UKE4,2010,138
2002,UKF1,2010,155
2002,UKF2,2010,142
2002,UKF3,2010,22
2002,UKG1,2010,92
2002,UKG2,2010,45
2002,UKG3,2010,127
2002,UKH1,2010,240
2002,UKH2,2010,221
2002,UKH3,2010,72
2002,UKJ1,2010,436
2002,UKJ2,2010,321
2002,UKJ3,2010,169
2002,UKJ4,2010,87
2002,UKK1,2010,155
2002,UKK2,2010,74
2002,UKK3,2010,15
2002,UKK4,2010,21
2002,UKL1,2010,40
2002,UKL2,2010,32
2002,UKM2,2010,161
2002,UKM3,2010,104
2002,UKM5,2010,15
2002,UKM6,2010,12
2002,UKN0,2010,47
2001,UKC1,2010,10
2001,UKC2,2010,35
2001,UKD1,2010,11
2001,UKD3,2010,189
2001,UKD4,2010,87
2001,UKD6,2010,59
2001,UKD7,2010,51
2001,UKE1,2010,36
2001,UKE2,2010,64
2001,UKE3,2010,59
2001,UKE4,2010,128
2001,UKF1,2010,134
2001,UKF2,2010,121
2001,UKF3,2010,20
2001,UKG1,2010,83
2001,UKG2,2010,59
2001,UKG3,2010,144
2001,UKH1,2010,248
2001,UKH2,2010,234
2001,UKH3,2010,84
2001,UKJ1,2010,513
2001,UKJ2,2010,311
2001,UKJ3,2010,148
2001,UKJ4,2010,67
2001,UKK1,2010,230
2001,UKK2,2010,52
2001,UKK3,2010,23
2001,UKK4,2010,22
2001,UKL1,2010,39
2001,UKL2,2010,32
2001,UKM2,2010,127
2001,UKM3,2010,117
2001,UKM5,2010,32
2001,UKM6,2010,9
2001,UKN0,2010,59
2000,UKC1,2010,32
2000,UKC2,2010,34
2000,UKD1,2010,24
2000,UKD3,2010,236
2000,UKD4,2010,61
2000,UKD6,2010,94
2000,UKD7,2010,67
2000,UKE1,2010,21
2000,UKE2,2010,79
2000,UKE3,2010,87
2000,UKE4,2010,166
2000,UKF1,2010,149
2000,UKF2,2010,134
2000,UKF3,2010,27
2000,UKG1,2010,125
2000,UKG2,2010,76
2000,UKG3,2010,176
2000,UKH1,2010,296
2000,UKH2,2010,287
2000,UKH3,2010,107
2000,UKJ1,2010,547
2000,UKJ2,2010,396
2000,UKJ3,2010,188
2000,UKJ4,2010,89
2000,UKK1,2010,208
2000,UKK2,2010,65
2000,UKK3,2010,18
2000,UKK4,2010,36
2000,UKL1,2010,46
2000,UKL2,2010,61
2000,UKM2,2010,166
2000,UKM3,2010,128
2000,UKM5,2010,22
2000,UKM6,2010,4
2000,UKN0,2010,45
1999,UKC1,2010,20
1999,UKC2,2010,26
1999,UKD1,2010,25
1999,UKD3,2010,160
1999,UKD4,2010,56
1999,UKD6,2010,64
1999,UKD7,2010,50
1999,UKE1,2010,37
1999,UKE2,2010,39
1999,UKE3,2010,52
1999,UKE4,2010,118
1999,UKF1,2010,111
1999,UKF2,2010,124
1999,UKF3,2010,13
1999,UKG1,2010,83
1999,UKG2,2010,51
1999,UKG3,2010,147
1999,UKH1,2010,187
1999,UKH2,2010,189
1999,UKH3,2010,73
1999,UKJ1,2010,388
1999,UKJ2,2010,269
1999,UKJ3,2010,118
1999,UKJ4,2010,79
1999,UKK1,2010,142
1999,UKK2,2010,51
1999,UKK3,2010,20
1999,UKK4,2010,32
1999,UKL1,2010,37
1999,UKL2,2010,33
1999,UKM2,2010,108
1999,UKM3,2010,64
1999,UKM5,2010,20
1999,UKM6,2010,11
1999,UKN0,2010,35
1998,UKC1,2010,11
1998,UKC2,2010,25
1998,UKD1,2010,11
1998,UKD3,2010,126
1998,UKD4,2010,54
1998,UKD6,2010,46
1998,UKD7,2010,50
1998,UKE1,2010,37
1998,UKE2,2010,25
1998,UKE3,2010,48
1998,UKE4,2010,129
1998,UKF1,2010,102
1998,UKF2,2010,89
1998,UKF3,2010,15
1998,UKG1,2010,59
1998,UKG2,2010,55
1998,UKG3,2010,120
1998,UKH1,2010,159
1998,UKH2,2010,132
1998,UKH3,2010,62
1998,UKJ1,2010,325
1998,UKJ2,2010,204
1998,UKJ3,2010,102
1998,UKJ4,2010,67
1998,UKK1,2010,97
1998,UKK2,2010,37
1998,UKK3,2010,14
1998,UKK4,2010,8
1998,UKL1,2010,15
1998,UKL2,2010,25
1998,UKM2,2010,119
1998,UKM3,2010,70
1998,UKM5,2010,7
1998,UKM6,2010,3
1998,UKN0,2010,21
1997,UKC1,2010,8
1997,UKC2,2010,17
1997,UKD1,2010,17
1997,UKD3,2010,130
1997,UKD4,2010,52
1997,UKD6,2010,41
1997,UKD7,2010,34
1997,UKE1,2010,24
1997,UKE2,2010,22
1997,UKE3,2010,37
1997,UKE4,2010,79
1997,UKF1,2010,90
1997,UKF2,2010,70
1997,UKF3,2010,9
1997,UKG1,2010,48
1997,UKG2,2010,51
1997,UKG3,2010,116
1997,UKH1,2010,120
1997,UKH2,2010,164
1997,UKH3,2010,40
1997,UKJ1,2010,277
1997,UKJ2,2010,203
1997,UKJ3,2010,91
1997,UKJ4,2010,49
1997,UKK1,2010,95
1997,UKK2,2010,26
1997,UKK3,2010,9
1997,UKK4,2010,11
1997,UKL1,2010,31
1997,UKL2,2010,19
1997,UKM2,2010,66
1997,UKM3,2010,68
1997,UKM5,2010,6
1997,UKM6,2010,4
1997,UKN0,2010,25
1996,UKC1,2010,20
1996,UKC2,2010,20
1996,UKD1,2010,19
1996,UKD3,2010,189
1996,UKD4,2010,66
1996,UKD6,2010,54
1996,UKD7,2010,49
1996,UKE1,2010,31
1996,UKE2,2010,59
1996,UKE3,2010,55
1996,UKE4,2010,142
1996,UKF1,2010,118
1996,UKF2,2010,183
1996,UKF3,2010,18
1996,UKG1,2010,102
1996,UKG2,2010,76
1996,UKG3,2010,177
1996,UKH1,2010,181
1996,UKH2,2010,262
1996,UKH3,2010,54
1996,UKJ1,2010,395
1996,UKJ2,2010,262
1996,UKJ3,2010,98
1996,UKJ4,2010,84
1996,UKK1,2010,111
1996,UKK2,2010,63
1996,UKK3,2010,6
1996,UKK4,2010,34
1996,UKL1,2010,25
1996,UKL2,2010,33
1996,UKM2,2010,205
1996,UKM3,2010,130
1996,UKM5,2010,16
1996,UKM6,2010,30
1996,UKN0,2010,53
