year,nuts_id,nuts_year_spec,eurostat_gov_rd_workforce_data
2007,UKC2,2006,1246000.0
2007,UKD3,2006,4271000.0
2007,UKD4,2006,16370999.999999998
2007,UKE2,2006,54254000.0
2007,UKE3,2006,17121000.0
2007,UKF1,2006,106865000.0
2007,UKF2,2006,20339000.0
2007,UKF3,2006,4093000.0
2007,UKG1,2006,33711000.0
2007,UKG2,2006,0.0
2007,UKH1,2006,406796000.0
2007,UKH2,2006,128860999.99999999
2007,UKH3,2006,0.0
2007,UKJ1,2006,367911000.0
2007,UKJ2,2006,112197000.0
2007,UKJ3,2006,307916000.0
2007,UKJ4,2006,133989000.0
2007,UKK1,2006,327308000.0
2007,UKK2,2006,16904000.0
2007,UKK3,2006,0.0
2007,UKK4,2006,88118000.0
2007,UKL1,2006,44595000.0
2007,UKL2,2006,19817000.0
2007,UKM2,2006,338691000.0
2007,UKM3,2006,37047000.0
2007,UKM5,2006,87707000.0
2007,UKM6,2006,14769000.0
2007,UKN0,2006,27510000.0
2008,UKC1,2006,1109000.0
2008,UKC2,2006,1109000.0
2008,UKD1,2006,792000.0
2008,UKD3,2006,4437000.0
2008,UKD4,2006,15845000.0
2008,UKE1,2006,317000.0
2008,UKE2,2006,54506000.0
2008,UKE3,2006,16637000.0
2008,UKE4,2006,3644000.0
2008,UKF1,2006,98714000.0
2008,UKF2,2006,16161999.999999998
2008,UKF3,2006,3803000.0
2008,UKG1,2006,4120000.0
2008,UKG2,2006,159000.0
2008,UKG3,2006,475000.0
2008,UKH1,2006,384714000.0
2008,UKH2,2006,110439000.0
2008,UKH3,2006,2535000.0
2008,UKJ1,2006,362848000.0
2008,UKJ2,2006,125967000.0
2008,UKJ3,2006,268254000.00000003
2008,UKJ4,2006,127551000.0
2008,UKK1,2006,353816000.0
2008,UKK2,2006,17746000.0
2008,UKK3,2006,159000.0
2008,UKK4,2006,79224000.0
2008,UKL1,2006,6496000.0
2008,UKL2,2006,19806000.0
2008,UKM2,2006,243694000.0
2008,UKM3,2006,33116000.0
2008,UKM5,2006,78432000.0
2008,UKM6,2006,11091000.0
2008,UKN0,2006,24876000.0
2009,UKC1,2010,674000.0
2009,UKC2,2010,337000.0
2009,UKD1,2010,561000.0
2009,UKD3,2010,4152999.9999999995
2009,UKD4,2010,20541000.0
2009,UKD6,2010,47592000.0
2009,UKD7,2010,26266000.0
2009,UKE1,2010,112000.0
2009,UKE2,2010,53092000.0
2009,UKE3,2010,12010000.0
2009,UKE4,2010,3367000.0
2009,UKF1,2010,85532000.0
2009,UKF2,2010,14143000.0
2009,UKF3,2010,3367000.0
2009,UKG1,2010,1571000.0
2009,UKG2,2010,0.0
2009,UKG3,2010,2245000.0
2009,UKH1,2010,345381000.0
2009,UKH2,2010,79919000.0
2009,UKH3,2010,2133000.0
2009,UKJ1,2010,326636000.0
2009,UKJ2,2010,111348000.0
2009,UKJ3,2010,224155000.0
2009,UKJ4,2010,134133999.99999999
2009,UKK1,2010,358738000.0
2009,UKK2,2010,4490000.0
2009,UKK3,2010,0.0
2009,UKK4,2010,68246000.0
2009,UKL1,2010,6061000.0
2009,UKL2,2010,19531000.0
2009,UKM2,2010,219104000.0
2009,UKM3,2010,31990000.0
2009,UKM5,2010,69705000.0
2009,UKM6,2010,6847000.0
2009,UKN0,2010,20204000.0
2010,UKC1,2010,350000.0
2010,UKC2,2010,2215000.0
2010,UKD1,2010,117000.0
2010,UKD3,2010,6295000.0
2010,UKD4,2010,22849000.0
2010,UKD6,2010,48729000.0
2010,UKD7,2010,27629000.0
2010,UKE1,2010,0.0
2010,UKE2,2010,51294000.0
2010,UKE3,2010,9793000.0
2010,UKE4,2010,2215000.0
2010,UKF1,2010,94894000.0
2010,UKF2,2010,15971000.0
2010,UKF3,2010,3731000.0
2010,UKG1,2010,1049000.0
