year,nuts_id,nuts_year_spec,eurostat_berd_data
2012,UKH2,2013,1389814000.0
2012,UKJ1,2013,2084967000.0
2012,UKD6,2013,1296831000.0
2012,UKK3,2013,23801000.0
2012,UKD1,2013,90640000.0
2012,UKF1,2013,1066839000.0
2012,UKK4,2013,58824000.0
2012,UKK2,2013,231841000.0
2012,UKH1,2013,2197558000.0
2012,UKE1,2013,127759000.0
2012,UKL2,2013,260204999.99999997
2012,UKM2,2013,475644000.0
2012,UKH3,2013,666543000.0
2012,UKK1,2013,1367370000.0
2012,UKD3,2013,296584000.0
2012,UKJ3,2013,1087310000.0
2012,UKG1,2013,1015415000.0
2012,UKM6,2013,54137000.0
2012,UKI4,2013,141201000.0
2012,UKI3,2013,914169000.0
2012,UKJ4,2013,677519000.0
2012,UKD4,2013,247503000.0
2012,UKF2,2013,372672000.0
2012,UKF3,2013,43532000.0
2012,UKD7,2013,268096999.99999997
2012,UKM5,2013,105808000.0
2012,UKE2,2013,231348000.0
2012,UKN0,2013,517820000.00000006
2012,UKC2,2013,204834000.0
2012,UKI5,2013,50808000.0
2012,UKI6,2013,94340000.0
2012,UKI7,2013,621285000.0
2012,UKG2,2013,191762000.0
2012,UKM3,2013,236034000.0
2012,UKE3,2013,107782000.0
2012,UKJ2,2013,1189419000.0
2012,UKC1,2013,142804000.0
2012,UKG3,2013,594278000.0
2012,UKL1,2013,74732000.0
2012,UKE4,2013,276236000.0
2013,UKH2,2013,1972330000.0
2013,UKJ1,2013,2174026000.0
2013,UKD6,2013,1245967000.0
2013,UKK3,2013,22607000.0
2013,UKD1,2013,76180000.0
2013,UKF1,2013,1139527000.0
2013,UKK4,2013,97610000.0
2013,UKK2,2013,257742000.00000003
2013,UKH1,2013,2166490000.0
2013,UKE1,2013,0.0
2013,UKL2,2013,359473000.0
2013,UKM2,2013,487931000.0
2013,UKH3,2013,654539000.0
2013,UKK1,2013,1332274000.0
2013,UKD3,2013,243259000.0
2013,UKJ3,2013,1172731000.0
2013,UKG1,2013,987755000.0
2013,UKM6,2013,45567000.0
2013,UKI4,2013,238078000.0
2013,UKI3,2013,878017000.0
2013,UKJ4,2013,445661000.0
2013,UKD4,2013,239727000.0
2013,UKF2,2013,424350000.0
2013,UKF3,2013,48157000.0
2013,UKD7,2013,295184000.0
2013,UKM5,2013,114683000.0
2013,UKE2,2013,312846000.0
2013,UKN0,2013,521842000.0
2013,UKC2,2013,207112000.0
2013,UKI5,2013,42270000.0
2013,UKI6,2013,95137000.0
2013,UKI7,2013,296715000.0
2013,UKG2,2013,209349000.0
2013,UKM3,2013,291063000.0
2013,UKE3,2013,102320000.0
2013,UKJ2,2013,1146709000.0
2013,UKC1,2013,156246000.0
2013,UKG3,2013,801248000.0
2013,UKL1,2013,75121000.0
2013,UKE4,2013,343106000.0
2014,UKH2,2013,1874209000.0
2014,UKJ1,2013,2594715000.0
2014,UKD6,2013,1185833000.0
2014,UKK3,2013,29029000.0
2014,UKD1,2013,133978000.00000001
2014,UKF1,2013,1314353000.0
2014,UKK4,2013,123558000.0
2014,UKK2,2013,281975000.0
2014,UKH1,2013,2630815000.0
2014,UKE1,2013,158417000.0
2014,UKL2,2013,306910000.0
2014,UKM2,2013,563330000.0
2014,UKH3,2013,744076000.0
