nuts_id,nuts_year,year,value,variable,description,unit,nuts_name
UKJ4,2016,2017,0.0,spinoff_investment,Collaborative research funding,GBP,Kent
UKK1,2016,2017,65359000.0,spinoff_investment,Collaborative research funding,GBP,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2016,2017,0.0,spinoff_investment,Collaborative research funding,GBP,Dorset and Somerset
UKK3,2016,2017,17000.0,spinoff_investment,Collaborative research funding,GBP,Cornwall and Isles of Scilly
UKK4,2016,2017,8496000.0,spinoff_investment,Collaborative research funding,GBP,Devon
UKL1,2016,2017,9311000.0,spinoff_investment,Collaborative research funding,GBP,West Wales and The Valleys
UKL2,2016,2017,7376000.0,spinoff_investment,Collaborative research funding,GBP,East Wales
UKM5,2016,2017,25740000.0,spinoff_investment,Collaborative research funding,GBP,North Eastern Scotland
UKM6,2016,2017,0.0,spinoff_investment,Collaborative research funding,GBP,Highlands and Islands
UKM7,2016,2017,64713000.0,spinoff_investment,Collaborative research funding,GBP,Eastern Scotland
UKM8,2016,2017,15609000.0,spinoff_investment,Collaborative research funding,GBP,West Central Scotland
UKN0,2016,2017,113283000.0,spinoff_investment,Collaborative research funding,GBP,Northern Ireland
UKC1,2016,2018,24808000.0,spinoff_investment,Collaborative research funding,GBP,Tees Valley and Durham
UKC2,2016,2018,23631000.0,spinoff_investment,Collaborative research funding,GBP,Northumberland and Tyne and Wear
UKD1,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,Cumbria
UKD3,2016,2018,16100000.0,spinoff_investment,Collaborative research funding,GBP,Greater Manchester
UKD4,2016,2018,7365000.0,spinoff_investment,Collaborative research funding,GBP,Lancashire
UKD6,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,Cheshire
UKD7,2016,2018,398000.0,spinoff_investment,Collaborative research funding,GBP,Merseyside
UKE1,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,East Yorkshire and Northern Lincolnshire
UKE2,2016,2018,346000.0,spinoff_investment,Collaborative research funding,GBP,North Yorkshire
UKE3,2016,2018,121329000.0,spinoff_investment,Collaborative research funding,GBP,South Yorkshire
UKE4,2016,2018,41839000.0,spinoff_investment,Collaborative research funding,GBP,West Yorkshire
UKF1,2016,2018,76256000.0,spinoff_investment,Collaborative research funding,GBP,Derbyshire and Nottinghamshire
UKF2,2016,2018,2767000.0,spinoff_investment,Collaborative research funding,GBP,"Leicestershire, Rutland and Northamptonshire"
UKF3,2016,2018,80000.0,spinoff_investment,Collaborative research funding,GBP,Lincolnshire
UKG1,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2016,2018,41000.0,spinoff_investment,Collaborative research funding,GBP,Shropshire and Staffordshire
UKG3,2016,2018,40694000.0,spinoff_investment,Collaborative research funding,GBP,West Midlands
UKH1,2016,2018,162965000.0,spinoff_investment,Collaborative research funding,GBP,East Anglia
UKH2,2016,2018,2865000.0,spinoff_investment,Collaborative research funding,GBP,Bedfordshire and Hertfordshire
UKH3,2016,2018,5000000.0,spinoff_investment,Collaborative research funding,GBP,Essex
UKI3,2016,2018,832380000.0,spinoff_investment,Collaborative research funding,GBP,Inner London - West
UKI4,2016,2018,43534000.0,spinoff_investment,Collaborative research funding,GBP,Inner London - East
UKI5,2016,2018,1086000.0,spinoff_investment,Collaborative research funding,GBP,Outer London - East and North East
UKI6,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,Outer London - South
UKI7,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,Outer London - West and North West
UKJ1,2016,2018,581324000.0,spinoff_investment,Collaborative research funding,GBP,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2016,2018,4796000.0,spinoff_investment,Collaborative research funding,GBP,"Surrey, East and West Sussex"
UKJ3,2016,2018,32259000.0,spinoff_investment,Collaborative research funding,GBP,Hampshire and Isle of Wight
UKJ4,2016,2018,6726000.0,spinoff_investment,Collaborative research funding,GBP,Kent
UKK1,2016,2018,87074000.0,spinoff_investment,Collaborative research funding,GBP,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,Dorset and Somerset
UKK3,2016,2018,370000.0,spinoff_investment,Collaborative research funding,GBP,Cornwall and Isles of Scilly
UKK4,2016,2018,7322000.0,spinoff_investment,Collaborative research funding,GBP,Devon
UKL1,2016,2018,2803000.0,spinoff_investment,Collaborative research funding,GBP,West Wales and The Valleys
UKL2,2016,2018,16728000.0,spinoff_investment,Collaborative research funding,GBP,East Wales
UKM5,2016,2018,14899000.0,spinoff_investment,Collaborative research funding,GBP,North Eastern Scotland
UKM6,2016,2018,0.0,spinoff_investment,Collaborative research funding,GBP,Highlands and Islands
UKM7,2016,2018,47465000.0,spinoff_investment,Collaborative research funding,GBP,Eastern Scotland
UKM8,2016,2018,16956000.0,spinoff_investment,Collaborative research funding,GBP,West Central Scotland
UKN0,2016,2018,114894000.0,spinoff_investment,Collaborative research funding,GBP,Northern Ireland
UKC1,2013,2014,263.0,graduate_startups,Continuing professional development and education learner days,Days,Tees Valley and Durham
UKC2,2013,2014,343.0,graduate_startups,Continuing professional development and education learner days,Days,Northumberland and Tyne and Wear
UKD1,2013,2014,35.0,graduate_startups,Continuing professional development and education learner days,Days,Cumbria
UKD3,2013,2014,377.0,graduate_startups,Continuing professional development and education learner days,Days,Greater Manchester
UKD4,2013,2014,1029.0,graduate_startups,Continuing professional development and education learner days,Days,Lancashire
UKD6,2013,2014,0.0,graduate_startups,Continuing professional development and education learner days,Days,Cheshire
UKD7,2013,2014,292.0,graduate_startups,Continuing professional development and education learner days,Days,Merseyside
UKE1,2013,2014,56.0,graduate_startups,Continuing professional development and education learner days,Days,East Yorkshire and Northern Lincolnshire
UKE2,2013,2014,11.0,graduate_startups,Continuing professional development and education learner days,Days,North Yorkshire
UKE3,2013,2014,138.0,graduate_startups,Continuing professional development and education learner days,Days,South Yorkshire
UKE4,2013,2014,362.0,graduate_startups,Continuing professional development and education learner days,Days,West Yorkshire
UKF1,2013,2014,462.0,graduate_startups,Continuing professional development and education learner days,Days,Derbyshire and Nottinghamshire
UKF2,2013,2014,428.0,graduate_startups,Continuing professional development and education learner days,Days,"Leicestershire, Rutland and Northamptonshire"
UKF3,2013,2014,52.0,graduate_startups,Continuing professional development and education learner days,Days,Lincolnshire
UKG1,2013,2014,0.0,graduate_startups,Continuing professional development and education learner days,Days,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2013,2014,148.0,graduate_startups,Continuing professional development and education learner days,Days,Shropshire and Staffordshire
UKG3,2013,2014,542.0,graduate_startups,Continuing professional development and education learner days,Days,West Midlands
UKH1,2013,2014,197.0,graduate_startups,Continuing professional development and education learner days,Days,East Anglia
UKH2,2013,2014,613.0,graduate_startups,Continuing professional development and education learner days,Days,Bedfordshire and Hertfordshire
UKH3,2013,2014,17.0,graduate_startups,Continuing professional development and education learner days,Days,Essex
UKI3,2013,2014,968.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - West
UKI4,2013,2014,207.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - East
UKI5,2013,2014,13.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - East and North East
UKI6,2013,2014,950.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - South
UKI7,2013,2014,0.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - West and North West
UKJ1,2013,2014,128.0,graduate_startups,Continuing professional development and education learner days,Days,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2013,2014,255.0,graduate_startups,Continuing professional development and education learner days,Days,"Surrey, East and West Sussex"
UKJ3,2013,2014,714.0,graduate_startups,Continuing professional development and education learner days,Days,Hampshire and Isle of Wight
UKJ4,2013,2014,27.0,graduate_startups,Continuing professional development and education learner days,Days,Kent
UKK1,2013,2014,196.0,graduate_startups,Continuing professional development and education learner days,Days,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2013,2014,132.0,graduate_startups,Continuing professional development and education learner days,Days,Dorset and Somerset
UKK3,2013,2014,209.0,graduate_startups,Continuing professional development and education learner days,Days,Cornwall and Isles of Scilly
UKK4,2013,2014,71.0,graduate_startups,Continuing professional development and education learner days,Days,Devon
UKL1,2013,2014,824.0,graduate_startups,Continuing professional development and education learner days,Days,West Wales and The Valleys
UKL2,2013,2014,409.0,graduate_startups,Continuing professional development and education learner days,Days,East Wales
UKM2,2013,2014,389.0,graduate_startups,Continuing professional development and education learner days,Days,Eastern Scotland
UKM3,2013,2014,116.0,graduate_startups,Continuing professional development and education learner days,Days,South Western Scotland
UKM5,2013,2014,1.0,graduate_startups,Continuing professional development and education learner days,Days,North Eastern Scotland
UKM6,2013,2014,0.0,graduate_startups,Continuing professional development and education learner days,Days,Highlands and Islands
UKN0,2013,2014,4.0,graduate_startups,Continuing professional development and education learner days,Days,Northern Ireland
UKC1,2013,2015,281.0,graduate_startups,Continuing professional development and education learner days,Days,Tees Valley and Durham
UKC2,2013,2015,358.0,graduate_startups,Continuing professional development and education learner days,Days,Northumberland and Tyne and Wear
UKD1,2013,2015,35.0,graduate_startups,Continuing professional development and education learner days,Days,Cumbria
UKD3,2013,2015,340.0,graduate_startups,Continuing professional development and education learner days,Days,Greater Manchester
UKD4,2013,2015,1023.0,graduate_startups,Continuing professional development and education learner days,Days,Lancashire
UKD6,2013,2015,0.0,graduate_startups,Continuing professional development and education learner days,Days,Cheshire
UKD7,2013,2015,315.0,graduate_startups,Continuing professional development and education learner days,Days,Merseyside
UKE1,2013,2015,85.0,graduate_startups,Continuing professional development and education learner days,Days,East Yorkshire and Northern Lincolnshire
UKE2,2013,2015,22.0,graduate_startups,Continuing professional development and education learner days,Days,North Yorkshire
UKE3,2013,2015,169.0,graduate_startups,Continuing professional development and education learner days,Days,South Yorkshire
UKE4,2013,2015,375.0,graduate_startups,Continuing professional development and education learner days,Days,West Yorkshire
UKF1,2013,2015,460.0,graduate_startups,Continuing professional development and education learner days,Days,Derbyshire and Nottinghamshire
UKF2,2013,2015,443.0,graduate_startups,Continuing professional development and education learner days,Days,"Leicestershire, Rutland and Northamptonshire"
UKF3,2013,2015,114.0,graduate_startups,Continuing professional development and education learner days,Days,Lincolnshire
UKG1,2013,2015,4.0,graduate_startups,Continuing professional development and education learner days,Days,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2013,2015,218.0,graduate_startups,Continuing professional development and education learner days,Days,Shropshire and Staffordshire
UKG3,2013,2015,512.0,graduate_startups,Continuing professional development and education learner days,Days,West Midlands
UKH1,2013,2015,188.0,graduate_startups,Continuing professional development and education learner days,Days,East Anglia
UKH2,2013,2015,604.0,graduate_startups,Continuing professional development and education learner days,Days,Bedfordshire and Hertfordshire
UKH3,2013,2015,28.0,graduate_startups,Continuing professional development and education learner days,Days,Essex
UKI3,2013,2015,946.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - West
UKI4,2013,2015,307.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - East
UKI5,2013,2015,16.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - East and North East
UKI6,2013,2015,878.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - South
UKI7,2013,2015,0.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - West and North West
UKJ1,2013,2015,133.0,graduate_startups,Continuing professional development and education learner days,Days,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2013,2015,289.0,graduate_startups,Continuing professional development and education learner days,Days,"Surrey, East and West Sussex"
UKJ3,2013,2015,769.0,graduate_startups,Continuing professional development and education learner days,Days,Hampshire and Isle of Wight
UKJ4,2013,2015,30.0,graduate_startups,Continuing professional development and education learner days,Days,Kent
UKK1,2013,2015,142.0,graduate_startups,Continuing professional development and education learner days,Days,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2013,2015,62.0,graduate_startups,Continuing professional development and education learner days,Days,Dorset and Somerset
UKK3,2013,2015,202.0,graduate_startups,Continuing professional development and education learner days,Days,Cornwall and Isles of Scilly
UKK4,2013,2015,85.0,graduate_startups,Continuing professional development and education learner days,Days,Devon
UKL1,2013,2015,927.0,graduate_startups,Continuing professional development and education learner days,Days,West Wales and The Valleys
UKL2,2013,2015,483.0,graduate_startups,Continuing professional development and education learner days,Days,East Wales
UKM2,2013,2015,406.0,graduate_startups,Continuing professional development and education learner days,Days,Eastern Scotland
UKM3,2013,2015,141.0,graduate_startups,Continuing professional development and education learner days,Days,South Western Scotland
UKM5,2013,2015,7.0,graduate_startups,Continuing professional development and education learner days,Days,North Eastern Scotland
UKM6,2013,2015,0.0,graduate_startups,Continuing professional development and education learner days,Days,Highlands and Islands
UKN0,2013,2015,0.0,graduate_startups,Continuing professional development and education learner days,Days,Northern Ireland
UKC1,2016,2016,219.0,graduate_startups,Continuing professional development and education learner days,Days,Tees Valley and Durham
UKC2,2016,2016,393.0,graduate_startups,Continuing professional development and education learner days,Days,Northumberland and Tyne and Wear
UKD1,2016,2016,55.0,graduate_startups,Continuing professional development and education learner days,Days,Cumbria
UKD3,2016,2016,382.0,graduate_startups,Continuing professional development and education learner days,Days,Greater Manchester
UKD4,2016,2016,1041.0,graduate_startups,Continuing professional development and education learner days,Days,Lancashire
UKD6,2016,2016,0.0,graduate_startups,Continuing professional development and education learner days,Days,Cheshire
UKD7,2016,2016,325.0,graduate_startups,Continuing professional development and education learner days,Days,Merseyside
UKE1,2016,2016,75.0,graduate_startups,Continuing professional development and education learner days,Days,East Yorkshire and Northern Lincolnshire
UKE2,2016,2016,16.0,graduate_startups,Continuing professional development and education learner days,Days,North Yorkshire
UKE3,2016,2016,176.0,graduate_startups,Continuing professional development and education learner days,Days,South Yorkshire
UKE4,2016,2016,414.0,graduate_startups,Continuing professional development and education learner days,Days,West Yorkshire
UKF1,2016,2016,650.0,graduate_startups,Continuing professional development and education learner days,Days,Derbyshire and Nottinghamshire
UKF2,2016,2016,417.0,graduate_startups,Continuing professional development and education learner days,Days,"Leicestershire, Rutland and Northamptonshire"
UKF3,2016,2016,149.0,graduate_startups,Continuing professional development and education learner days,Days,Lincolnshire
UKG1,2016,2016,16.0,graduate_startups,Continuing professional development and education learner days,Days,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2016,2016,271.0,graduate_startups,Continuing professional development and education learner days,Days,Shropshire and Staffordshire
UKG3,2016,2016,346.0,graduate_startups,Continuing professional development and education learner days,Days,West Midlands
UKH1,2016,2016,251.0,graduate_startups,Continuing professional development and education learner days,Days,East Anglia
UKH2,2016,2016,598.0,graduate_startups,Continuing professional development and education learner days,Days,Bedfordshire and Hertfordshire
UKH3,2016,2016,28.0,graduate_startups,Continuing professional development and education learner days,Days,Essex
UKI3,2016,2016,1163.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - West
UKI4,2016,2016,352.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - East
UKI5,2016,2016,15.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - East and North East
UKI6,2016,2016,860.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - South
UKI7,2016,2016,0.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - West and North West
UKJ1,2016,2016,157.0,graduate_startups,Continuing professional development and education learner days,Days,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2016,2016,305.0,graduate_startups,Continuing professional development and education learner days,Days,"Surrey, East and West Sussex"
UKJ3,2016,2016,845.0,graduate_startups,Continuing professional development and education learner days,Days,Hampshire and Isle of Wight
UKJ4,2016,2016,94.0,graduate_startups,Continuing professional development and education learner days,Days,Kent
UKK1,2016,2016,247.0,graduate_startups,Continuing professional development and education learner days,Days,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2016,2016,1.0,graduate_startups,Continuing professional development and education learner days,Days,Dorset and Somerset
UKK3,2016,2016,201.0,graduate_startups,Continuing professional development and education learner days,Days,Cornwall and Isles of Scilly
UKK4,2016,2016,101.0,graduate_startups,Continuing professional development and education learner days,Days,Devon
UKL1,2016,2016,1054.0,graduate_startups,Continuing professional development and education learner days,Days,West Wales and The Valleys
UKL2,2016,2016,489.0,graduate_startups,Continuing professional development and education learner days,Days,East Wales
UKM5,2016,2016,26.0,graduate_startups,Continuing professional development and education learner days,Days,North Eastern Scotland
UKM6,2016,2016,0.0,graduate_startups,Continuing professional development and education learner days,Days,Highlands and Islands
UKM7,2016,2016,460.0,graduate_startups,Continuing professional development and education learner days,Days,Eastern Scotland
UKM8,2016,2016,175.0,graduate_startups,Continuing professional development and education learner days,Days,West Central Scotland
UKN0,2016,2016,0.0,graduate_startups,Continuing professional development and education learner days,Days,Northern Ireland
UKC1,2016,2017,225.0,graduate_startups,Continuing professional development and education learner days,Days,Tees Valley and Durham
UKC2,2016,2017,409.0,graduate_startups,Continuing professional development and education learner days,Days,Northumberland and Tyne and Wear
UKD1,2016,2017,76.0,graduate_startups,Continuing professional development and education learner days,Days,Cumbria
UKD3,2016,2017,403.0,graduate_startups,Continuing professional development and education learner days,Days,Greater Manchester
UKD4,2016,2017,1027.0,graduate_startups,Continuing professional development and education learner days,Days,Lancashire
UKD6,2016,2017,0.0,graduate_startups,Continuing professional development and education learner days,Days,Cheshire
UKD7,2016,2017,310.0,graduate_startups,Continuing professional development and education learner days,Days,Merseyside
UKE1,2016,2017,82.0,graduate_startups,Continuing professional development and education learner days,Days,East Yorkshire and Northern Lincolnshire
UKE2,2016,2017,27.0,graduate_startups,Continuing professional development and education learner days,Days,North Yorkshire
UKE3,2016,2017,270.0,graduate_startups,Continuing professional development and education learner days,Days,South Yorkshire
UKE4,2016,2017,367.0,graduate_startups,Continuing professional development and education learner days,Days,West Yorkshire
UKF1,2016,2017,629.0,graduate_startups,Continuing professional development and education learner days,Days,Derbyshire and Nottinghamshire
UKF2,2016,2017,418.0,graduate_startups,Continuing professional development and education learner days,Days,"Leicestershire, Rutland and Northamptonshire"
UKF3,2016,2017,138.0,graduate_startups,Continuing professional development and education learner days,Days,Lincolnshire
UKG1,2016,2017,17.0,graduate_startups,Continuing professional development and education learner days,Days,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2016,2017,298.0,graduate_startups,Continuing professional development and education learner days,Days,Shropshire and Staffordshire
UKG3,2016,2017,454.0,graduate_startups,Continuing professional development and education learner days,Days,West Midlands
UKH1,2016,2017,248.0,graduate_startups,Continuing professional development and education learner days,Days,East Anglia
UKH2,2016,2017,637.0,graduate_startups,Continuing professional development and education learner days,Days,Bedfordshire and Hertfordshire
UKH3,2016,2017,70.0,graduate_startups,Continuing professional development and education learner days,Days,Essex
UKI3,2016,2017,1375.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - West
UKI4,2016,2017,371.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - East
UKI5,2016,2017,11.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - East and North East
UKI6,2016,2017,770.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - South
UKI7,2016,2017,1.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - West and North West
UKJ1,2016,2017,155.0,graduate_startups,Continuing professional development and education learner days,Days,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2016,2017,283.0,graduate_startups,Continuing professional development and education learner days,Days,"Surrey, East and West Sussex"
UKJ3,2016,2017,1114.0,graduate_startups,Continuing professional development and education learner days,Days,Hampshire and Isle of Wight
UKJ4,2016,2017,91.0,graduate_startups,Continuing professional development and education learner days,Days,Kent
UKK1,2016,2017,304.0,graduate_startups,Continuing professional development and education learner days,Days,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2016,2017,3.0,graduate_startups,Continuing professional development and education learner days,Days,Dorset and Somerset
UKK3,2016,2017,197.0,graduate_startups,Continuing professional development and education learner days,Days,Cornwall and Isles of Scilly
UKK4,2016,2017,126.0,graduate_startups,Continuing professional development and education learner days,Days,Devon
UKL1,2016,2017,1146.0,graduate_startups,Continuing professional development and education learner days,Days,West Wales and The Valleys
UKL2,2016,2017,489.0,graduate_startups,Continuing professional development and education learner days,Days,East Wales
UKM5,2016,2017,36.0,graduate_startups,Continuing professional development and education learner days,Days,North Eastern Scotland
UKM6,2016,2017,0.0,graduate_startups,Continuing professional development and education learner days,Days,Highlands and Islands
UKM7,2016,2017,557.0,graduate_startups,Continuing professional development and education learner days,Days,Eastern Scotland
UKM8,2016,2017,172.0,graduate_startups,Continuing professional development and education learner days,Days,West Central Scotland
UKN0,2016,2017,3.0,graduate_startups,Continuing professional development and education learner days,Days,Northern Ireland
UKC1,2016,2018,212.0,graduate_startups,Continuing professional development and education learner days,Days,Tees Valley and Durham
UKC2,2016,2018,388.0,graduate_startups,Continuing professional development and education learner days,Days,Northumberland and Tyne and Wear
UKD1,2016,2018,38.0,graduate_startups,Continuing professional development and education learner days,Days,Cumbria
UKD3,2016,2018,444.0,graduate_startups,Continuing professional development and education learner days,Days,Greater Manchester
UKD4,2016,2018,982.0,graduate_startups,Continuing professional development and education learner days,Days,Lancashire
UKD6,2016,2018,0.0,graduate_startups,Continuing professional development and education learner days,Days,Cheshire
UKD7,2016,2018,279.0,graduate_startups,Continuing professional development and education learner days,Days,Merseyside
UKE1,2016,2018,121.0,graduate_startups,Continuing professional development and education learner days,Days,East Yorkshire and Northern Lincolnshire
UKE2,2016,2018,30.0,graduate_startups,Continuing professional development and education learner days,Days,North Yorkshire
UKE3,2016,2018,273.0,graduate_startups,Continuing professional development and education learner days,Days,South Yorkshire
UKE4,2016,2018,382.0,graduate_startups,Continuing professional development and education learner days,Days,West Yorkshire
UKF1,2016,2018,655.0,graduate_startups,Continuing professional development and education learner days,Days,Derbyshire and Nottinghamshire
UKF2,2016,2018,505.0,graduate_startups,Continuing professional development and education learner days,Days,"Leicestershire, Rutland and Northamptonshire"
UKF3,2016,2018,130.0,graduate_startups,Continuing professional development and education learner days,Days,Lincolnshire
UKG1,2016,2018,18.0,graduate_startups,Continuing professional development and education learner days,Days,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2016,2018,337.0,graduate_startups,Continuing professional development and education learner days,Days,Shropshire and Staffordshire
UKG3,2016,2018,522.0,graduate_startups,Continuing professional development and education learner days,Days,West Midlands
UKH1,2016,2018,320.0,graduate_startups,Continuing professional development and education learner days,Days,East Anglia
UKH2,2016,2018,765.0,graduate_startups,Continuing professional development and education learner days,Days,Bedfordshire and Hertfordshire
UKH3,2016,2018,85.0,graduate_startups,Continuing professional development and education learner days,Days,Essex
UKI3,2016,2018,1434.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - West
UKI4,2016,2018,408.0,graduate_startups,Continuing professional development and education learner days,Days,Inner London - East
UKI5,2016,2018,14.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - East and North East
UKI6,2016,2018,721.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - South
UKI7,2016,2018,41.0,graduate_startups,Continuing professional development and education learner days,Days,Outer London - West and North West
UKJ1,2016,2018,188.0,graduate_startups,Continuing professional development and education learner days,Days,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2016,2018,126.0,graduate_startups,Continuing professional development and education learner days,Days,"Surrey, East and West Sussex"
UKJ3,2016,2018,766.0,graduate_startups,Continuing professional development and education learner days,Days,Hampshire and Isle of Wight
UKJ4,2016,2018,77.0,graduate_startups,Continuing professional development and education learner days,Days,Kent
UKK1,2016,2018,291.0,graduate_startups,Continuing professional development and education learner days,Days,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,2016,2018,81.0,graduate_startups,Continuing professional development and education learner days,Days,Dorset and Somerset
UKK3,2016,2018,197.0,graduate_startups,Continuing professional development and education learner days,Days,Cornwall and Isles of Scilly
UKK4,2016,2018,120.0,graduate_startups,Continuing professional development and education learner days,Days,Devon
UKL1,2016,2018,1351.0,graduate_startups,Continuing professional development and education learner days,Days,West Wales and The Valleys
UKL2,2016,2018,500.0,graduate_startups,Continuing professional development and education learner days,Days,East Wales
UKM5,2016,2018,49.0,graduate_startups,Continuing professional development and education learner days,Days,North Eastern Scotland
UKM6,2016,2018,0.0,graduate_startups,Continuing professional development and education learner days,Days,Highlands and Islands
UKM7,2016,2018,570.0,graduate_startups,Continuing professional development and education learner days,Days,Eastern Scotland
UKM8,2016,2018,194.0,graduate_startups,Continuing professional development and education learner days,Days,West Central Scotland
UKN0,2016,2018,7.0,graduate_startups,Continuing professional development and education learner days,Days,Northern Ireland
UKC1,2013,2014,10695000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Tees Valley and Durham
UKC2,2013,2014,3528000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Northumberland and Tyne and Wear
UKD1,2013,2014,91000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Cumbria
UKD3,2013,2014,7730000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Greater Manchester
UKD4,2013,2014,12735000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Lancashire
UKD6,2013,2014,426000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Cheshire
UKD7,2013,2014,2911000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Merseyside
UKE1,2013,2014,4280000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,East Yorkshire and Northern Lincolnshire
UKE2,2013,2014,3699000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,North Yorkshire
UKE3,2013,2014,4916000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,South Yorkshire
UKE4,2013,2014,14621000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,West Yorkshire
UKF1,2013,2014,4258000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Derbyshire and Nottinghamshire
UKF2,2013,2014,16026000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,"Leicestershire, Rutland and Northamptonshire"
UKF3,2013,2014,500000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Lincolnshire
UKG1,2013,2014,250000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,"Herefordshire, Worcestershire and Warwickshire"
UKG2,2013,2014,7500000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Shropshire and Staffordshire
UKG3,2013,2014,20074000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,West Midlands
UKH1,2013,2014,26779000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,East Anglia
UKH2,2013,2014,4428000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Bedfordshire and Hertfordshire
UKH3,2013,2014,4576000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Essex
UKI3,2013,2014,32526000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Inner London - West
UKI4,2013,2014,19466000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Inner London - East
UKI5,2013,2014,2242000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Outer London - East and North East
UKI6,2013,2014,299000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Outer London - South
UKI7,2013,2014,952000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Outer London - West and North West
UKJ1,2013,2014,9209000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,2013,2014,7977000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,"Surrey, East and West Sussex"
UKJ3,2013,2014,26989000.0,consultancy_facilities_public_third,Total turnover of higher education spin-offs,GBP,Hampshire and Isle of Wight
