lep_id,lep_year,year,value,variable,description,unit,lep_name
E37000006,2014,2016,716000.0,collaborative_research_cash,Collaborative research funding,GBP,Coventry and Warwickshire
E37000007,2014,2016,0.0,collaborative_research_cash,Collaborative research funding,GBP,Cumbria
E37000008,2014,2016,314000.0,collaborative_research_cash,Collaborative research funding,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2014,2016,215000.0,collaborative_research_cash,Collaborative research funding,GBP,Dorset
E37000010,2014,2016,501000.0,collaborative_research_cash,Collaborative research funding,GBP,Enterprise M3
E37000011,2014,2016,0.0,collaborative_research_cash,Collaborative research funding,GBP,Gloucestershire
E37000012,2014,2016,216000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Birmingham and Solihull
E37000013,2014,2016,5191000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Cambridge and Greater Peterborough
E37000014,2014,2016,121000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Lincolnshire
E37000015,2014,2016,1471000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Manchester
E37000016,2014,2016,657000.0,collaborative_research_cash,Collaborative research funding,GBP,Heart of the South West
E37000017,2014,2016,142000.0,collaborative_research_cash,Collaborative research funding,GBP,Hertfordshire
E37000018,2014,2016,192000.0,collaborative_research_cash,Collaborative research funding,GBP,Humber
E37000019,2014,2016,373000.0,collaborative_research_cash,Collaborative research funding,GBP,Lancashire
E37000020,2014,2016,3117000.0,collaborative_research_cash,Collaborative research funding,GBP,Leeds City Region
E37000021,2014,2016,1584000.0,collaborative_research_cash,Collaborative research funding,GBP,Leicester and Leicestershire
E37000022,2014,2016,2435000.0,collaborative_research_cash,Collaborative research funding,GBP,Liverpool City Region
E37000023,2014,2016,43583000.0,collaborative_research_cash,Collaborative research funding,GBP,London
E37000024,2014,2016,222000.0,collaborative_research_cash,Collaborative research funding,GBP,New Anglia
E37000025,2014,2016,2945000.0,collaborative_research_cash,Collaborative research funding,GBP,North East
E37000026,2014,2016,55000.0,collaborative_research_cash,Collaborative research funding,GBP,Northamptonshire
E37000027,2014,2016,3094000.0,collaborative_research_cash,Collaborative research funding,GBP,Oxfordshire
E37000029,2014,2016,476000.0,collaborative_research_cash,Collaborative research funding,GBP,Solent
E37000030,2014,2016,1035000.0,collaborative_research_cash,Collaborative research funding,GBP,South East
E37000031,2014,2016,1103000.0,collaborative_research_cash,Collaborative research funding,GBP,South East Midlands
E37000032,2014,2016,161000.0,collaborative_research_cash,Collaborative research funding,GBP,Stoke-on-Trent and Staffordshire
E37000034,2014,2016,1607000.0,collaborative_research_cash,Collaborative research funding,GBP,Tees Valley
E37000035,2014,2016,897000.0,collaborative_research_cash,Collaborative research funding,GBP,Thames Valley Berkshire
E37000036,2014,2016,509000.0,collaborative_research_cash,Collaborative research funding,GBP,The Marches
E37000037,2014,2016,2110000.0,collaborative_research_cash,Collaborative research funding,GBP,West of England
E37000038,2014,2016,7000.0,collaborative_research_cash,Collaborative research funding,GBP,Worcestershire
E37000039,2014,2016,210000.0,collaborative_research_cash,Collaborative research funding,GBP,"York, North Yorkshire and East Riding"
E37000040,2014,2016,2242000.0,collaborative_research_cash,Collaborative research funding,GBP,Sheffield City Region
E37000001,2017,2017,32000.0,collaborative_research_cash,Collaborative research funding,GBP,Black Country
E37000002,2017,2017,750000.0,collaborative_research_cash,Collaborative research funding,GBP,Buckinghamshire Thames Valley
E37000003,2017,2017,0.0,collaborative_research_cash,Collaborative research funding,GBP,Cheshire and Warrington
E37000004,2017,2017,288000.0,collaborative_research_cash,Collaborative research funding,GBP,Coast to Capital
E37000005,2017,2017,280000.0,collaborative_research_cash,Collaborative research funding,GBP,Cornwall and Isles of Scilly
E37000006,2017,2017,1598000.0,collaborative_research_cash,Collaborative research funding,GBP,Coventry and Warwickshire
E37000007,2017,2017,0.0,collaborative_research_cash,Collaborative research funding,GBP,Cumbria
E37000008,2017,2017,380000.0,collaborative_research_cash,Collaborative research funding,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2017,2017,145000.0,collaborative_research_cash,Collaborative research funding,GBP,Dorset
E37000010,2017,2017,414000.0,collaborative_research_cash,Collaborative research funding,GBP,Enterprise M3
E37000011,2017,2017,0.0,collaborative_research_cash,Collaborative research funding,GBP,Gloucestershire
E37000012,2017,2017,247000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Birmingham and Solihull
E37000014,2017,2017,114000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Lincolnshire
E37000015,2017,2017,2638000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Manchester
E37000016,2017,2017,537000.0,collaborative_research_cash,Collaborative research funding,GBP,Heart of the South West
E37000017,2017,2017,171000.0,collaborative_research_cash,Collaborative research funding,GBP,Hertfordshire
E37000018,2017,2017,245000.0,collaborative_research_cash,Collaborative research funding,GBP,Humber
E37000019,2017,2017,2655000.0,collaborative_research_cash,Collaborative research funding,GBP,Lancashire
E37000020,2017,2017,3952000.0,collaborative_research_cash,Collaborative research funding,GBP,Leeds City Region
E37000021,2017,2017,1532000.0,collaborative_research_cash,Collaborative research funding,GBP,Leicester and Leicestershire
E37000022,2017,2017,4388000.0,collaborative_research_cash,Collaborative research funding,GBP,Liverpool City Region
E37000023,2017,2017,51201000.0,collaborative_research_cash,Collaborative research funding,GBP,London
E37000024,2017,2017,503000.0,collaborative_research_cash,Collaborative research funding,GBP,New Anglia
E37000025,2017,2017,2349000.0,collaborative_research_cash,Collaborative research funding,GBP,North East
E37000027,2017,2017,1660000.0,collaborative_research_cash,Collaborative research funding,GBP,Oxfordshire
E37000029,2017,2017,464000.0,collaborative_research_cash,Collaborative research funding,GBP,Solent
E37000030,2017,2017,940000.0,collaborative_research_cash,Collaborative research funding,GBP,South East
E37000032,2017,2017,116000.0,collaborative_research_cash,Collaborative research funding,GBP,Stoke-on-Trent and Staffordshire
E37000034,2017,2017,1735000.0,collaborative_research_cash,Collaborative research funding,GBP,Tees Valley
E37000035,2017,2017,776000.0,collaborative_research_cash,Collaborative research funding,GBP,Thames Valley Berkshire
E37000036,2017,2017,1568000.0,collaborative_research_cash,Collaborative research funding,GBP,The Marches
E37000037,2017,2017,2183000.0,collaborative_research_cash,Collaborative research funding,GBP,West of England
E37000038,2017,2017,3000.0,collaborative_research_cash,Collaborative research funding,GBP,Worcestershire
E37000039,2017,2017,439000.0,collaborative_research_cash,Collaborative research funding,GBP,"York, North Yorkshire and East Riding"
E37000040,2017,2017,2054000.0,collaborative_research_cash,Collaborative research funding,GBP,Sheffield City Region
E37000041,2017,2017,1523000.0,collaborative_research_cash,Collaborative research funding,GBP,South East Midlands
E37000042,2017,2017,3055000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Cambridge and Greater Peterborough
E37000001,2017,2018,163000.0,collaborative_research_cash,Collaborative research funding,GBP,Black Country
E37000002,2017,2018,173000.0,collaborative_research_cash,Collaborative research funding,GBP,Buckinghamshire Thames Valley
E37000003,2017,2018,0.0,collaborative_research_cash,Collaborative research funding,GBP,Cheshire and Warrington
E37000004,2017,2018,341000.0,collaborative_research_cash,Collaborative research funding,GBP,Coast to Capital
E37000005,2017,2018,172000.0,collaborative_research_cash,Collaborative research funding,GBP,Cornwall and Isles of Scilly
E37000006,2017,2018,3224000.0,collaborative_research_cash,Collaborative research funding,GBP,Coventry and Warwickshire
E37000007,2017,2018,0.0,collaborative_research_cash,Collaborative research funding,GBP,Cumbria
E37000008,2017,2018,530000.0,collaborative_research_cash,Collaborative research funding,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2017,2018,73000.0,collaborative_research_cash,Collaborative research funding,GBP,Dorset
E37000010,2017,2018,300000.0,collaborative_research_cash,Collaborative research funding,GBP,Enterprise M3
E37000011,2017,2018,0.0,collaborative_research_cash,Collaborative research funding,GBP,Gloucestershire
E37000012,2017,2018,256000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Birmingham and Solihull
E37000014,2017,2018,139000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Lincolnshire
E37000015,2017,2018,3886000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Manchester
E37000016,2017,2018,793000.0,collaborative_research_cash,Collaborative research funding,GBP,Heart of the South West
E37000017,2017,2018,245000.0,collaborative_research_cash,Collaborative research funding,GBP,Hertfordshire
E37000018,2017,2018,360000.0,collaborative_research_cash,Collaborative research funding,GBP,Humber
E37000019,2017,2018,2426000.0,collaborative_research_cash,Collaborative research funding,GBP,Lancashire
E37000020,2017,2018,3754000.0,collaborative_research_cash,Collaborative research funding,GBP,Leeds City Region
E37000021,2017,2018,1433000.0,collaborative_research_cash,Collaborative research funding,GBP,Leicester and Leicestershire
E37000022,2017,2018,5229000.0,collaborative_research_cash,Collaborative research funding,GBP,Liverpool City Region
E37000023,2017,2018,58046000.0,collaborative_research_cash,Collaborative research funding,GBP,London
E37000024,2017,2018,420000.0,collaborative_research_cash,Collaborative research funding,GBP,New Anglia
E37000025,2017,2018,1528000.0,collaborative_research_cash,Collaborative research funding,GBP,North East
E37000027,2017,2018,1048000.0,collaborative_research_cash,Collaborative research funding,GBP,Oxfordshire
E37000029,2017,2018,702000.0,collaborative_research_cash,Collaborative research funding,GBP,Solent
E37000030,2017,2018,1253000.0,collaborative_research_cash,Collaborative research funding,GBP,South East
E37000032,2017,2018,237000.0,collaborative_research_cash,Collaborative research funding,GBP,Stoke-on-Trent and Staffordshire
E37000034,2017,2018,2201000.0,collaborative_research_cash,Collaborative research funding,GBP,Tees Valley
E37000035,2017,2018,642000.0,collaborative_research_cash,Collaborative research funding,GBP,Thames Valley Berkshire
E37000036,2017,2018,1639000.0,collaborative_research_cash,Collaborative research funding,GBP,The Marches
E37000037,2017,2018,1604000.0,collaborative_research_cash,Collaborative research funding,GBP,West of England
E37000038,2017,2018,0.0,collaborative_research_cash,Collaborative research funding,GBP,Worcestershire
E37000039,2017,2018,428000.0,collaborative_research_cash,Collaborative research funding,GBP,"York, North Yorkshire and East Riding"
E37000040,2017,2018,2347000.0,collaborative_research_cash,Collaborative research funding,GBP,Sheffield City Region
E37000041,2017,2018,185000.0,collaborative_research_cash,Collaborative research funding,GBP,South East Midlands
E37000042,2017,2018,7110000.0,collaborative_research_cash,Collaborative research funding,GBP,Greater Cambridge and Greater Peterborough
E37000001,2014,2014,223000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Black Country
E37000002,2014,2014,74000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Buckinghamshire Thames Valley
E37000003,2014,2014,2448000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cheshire and Warrington
E37000004,2014,2014,1546000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coast to Capital
E37000005,2014,2014,1000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cornwall and Isles of Scilly
E37000006,2014,2014,6965000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coventry and Warwickshire
E37000007,2014,2014,59000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cumbria
E37000008,2014,2014,6029000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2014,2014,289000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Dorset
E37000010,2014,2014,5308000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Enterprise M3
E37000011,2014,2014,113000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Gloucestershire
E37000012,2014,2014,1247000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Birmingham and Solihull
E37000013,2014,2014,10198000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Cambridge and Greater Peterborough
E37000014,2014,2014,335000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Lincolnshire
E37000015,2014,2014,4197000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Manchester
E37000016,2014,2014,1189000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Heart of the South West
E37000017,2014,2014,226000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Hertfordshire
E37000018,2014,2014,1134000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Humber
E37000019,2014,2014,694000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Lancashire
E37000020,2014,2014,8000000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leeds City Region
E37000021,2014,2014,9457000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leicester and Leicestershire
E37000022,2014,2014,1002000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Liverpool City Region
E37000023,2014,2014,38154000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,London
E37000024,2014,2014,1043000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,New Anglia
E37000025,2014,2014,4184000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,North East
E37000026,2014,2014,49000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Northamptonshire
E37000027,2014,2014,3851000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Oxfordshire
E37000029,2014,2014,8093000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Solent
E37000030,2014,2014,9642000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East
E37000031,2014,2014,3399000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East Midlands
E37000032,2014,2014,1423000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Stoke-on-Trent and Staffordshire
E37000034,2014,2014,82000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Tees Valley
E37000035,2014,2014,2173000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Thames Valley Berkshire
E37000036,2014,2014,33000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,The Marches
E37000037,2014,2014,2733000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,West of England
E37000038,2014,2014,22000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Worcestershire
E37000039,2014,2014,3435000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"York, North Yorkshire and East Riding"
E37000040,2014,2014,2881000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Sheffield City Region
E37000001,2014,2015,1501000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Black Country
E37000002,2014,2015,140000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Buckinghamshire Thames Valley
E37000003,2014,2015,1995000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cheshire and Warrington
E37000004,2014,2015,2686000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coast to Capital
E37000005,2014,2015,0.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cornwall and Isles of Scilly
E37000006,2014,2015,6101000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coventry and Warwickshire
E37000007,2014,2015,8000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cumbria
E37000008,2014,2015,5882000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2014,2015,191000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Dorset
E37000010,2014,2015,4909000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Enterprise M3
E37000011,2014,2015,133000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Gloucestershire
E37000012,2014,2015,1867000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Birmingham and Solihull
E37000013,2014,2015,10440000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Cambridge and Greater Peterborough
E37000014,2014,2015,1117000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Lincolnshire
E37000015,2014,2015,4513000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Manchester
E37000016,2014,2015,1196000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Heart of the South West
E37000017,2014,2015,262000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Hertfordshire
E37000018,2014,2015,1204000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Humber
E37000019,2014,2015,1040000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Lancashire
E37000020,2014,2015,10193000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leeds City Region
E37000021,2014,2015,8156000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leicester and Leicestershire
E37000022,2014,2015,661000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Liverpool City Region
E37000023,2014,2015,35288000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,London
E37000024,2014,2015,2000000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,New Anglia
E37000025,2014,2015,3057000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,North East
E37000026,2014,2015,293000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Northamptonshire
E37000027,2014,2015,4222000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Oxfordshire
E37000029,2014,2015,9491000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Solent
E37000030,2014,2015,9639000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East
E37000031,2014,2015,3090000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East Midlands
E37000032,2014,2015,1320000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Stoke-on-Trent and Staffordshire
E37000034,2014,2015,56000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Tees Valley
E37000035,2014,2015,2007000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Thames Valley Berkshire
E37000036,2014,2015,253000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,The Marches
E37000037,2014,2015,2820000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,West of England
E37000038,2014,2015,9000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Worcestershire
E37000039,2014,2015,4481000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"York, North Yorkshire and East Riding"
E37000040,2014,2015,3882000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Sheffield City Region
E37000001,2014,2016,463000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Black Country
E37000002,2014,2016,18000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Buckinghamshire Thames Valley
E37000003,2014,2016,1644000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cheshire and Warrington
E37000004,2014,2016,4044000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coast to Capital
E37000005,2014,2016,1000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cornwall and Isles of Scilly
E37000006,2014,2016,6210000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coventry and Warwickshire
E37000007,2014,2016,190000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cumbria
E37000008,2014,2016,5574000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2014,2016,71000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Dorset
E37000010,2014,2016,5070000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Enterprise M3
E37000011,2014,2016,85000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Gloucestershire
E37000012,2014,2016,1951000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Birmingham and Solihull
E37000013,2014,2016,9080000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Cambridge and Greater Peterborough
E37000014,2014,2016,563000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Lincolnshire
E37000015,2014,2016,4804000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Manchester
E37000016,2014,2016,1463000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Heart of the South West
E37000017,2014,2016,239000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Hertfordshire
E37000018,2014,2016,1184000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Humber
E37000019,2014,2016,997000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Lancashire
E37000020,2014,2016,7106000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leeds City Region
E37000021,2014,2016,7081000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leicester and Leicestershire
E37000022,2014,2016,893000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Liverpool City Region
E37000023,2014,2016,40488000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,London
E37000024,2014,2016,797000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,New Anglia
E37000025,2014,2016,4022000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,North East
E37000026,2014,2016,102000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Northamptonshire
E37000027,2014,2016,4351000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Oxfordshire
E37000029,2014,2016,8478000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Solent
E37000030,2014,2016,8640000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East
E37000031,2014,2016,3530000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East Midlands
E37000032,2014,2016,1226000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Stoke-on-Trent and Staffordshire
E37000034,2014,2016,144000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Tees Valley
E37000035,2014,2016,1831000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Thames Valley Berkshire
E37000036,2014,2016,202000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,The Marches
E37000037,2014,2016,2411000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,West of England
E37000038,2014,2016,102000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Worcestershire
E37000039,2014,2016,3628000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"York, North Yorkshire and East Riding"
E37000040,2014,2016,3188000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Sheffield City Region
E37000001,2017,2017,214000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Black Country
E37000002,2017,2017,0.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Buckinghamshire Thames Valley
E37000003,2017,2017,1749000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cheshire and Warrington
E37000004,2017,2017,4278000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coast to Capital
E37000005,2017,2017,6000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cornwall and Isles of Scilly
E37000006,2017,2017,6266000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Coventry and Warwickshire
E37000007,2017,2017,94000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cumbria
E37000008,2017,2017,7599000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"Derby, Derbyshire, Nottingham and Nottinghamshire"
E37000009,2017,2017,114000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Dorset
E37000010,2017,2017,4663000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Enterprise M3
E37000011,2017,2017,16000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Gloucestershire
E37000012,2017,2017,1931000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Birmingham and Solihull
E37000014,2017,2017,686000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Lincolnshire
E37000015,2017,2017,3623000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Manchester
E37000016,2017,2017,1267000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Heart of the South West
E37000017,2017,2017,255000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Hertfordshire
E37000018,2017,2017,842000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Humber
E37000019,2017,2017,541000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Lancashire
E37000020,2017,2017,6865000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leeds City Region
E37000021,2017,2017,6968000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Leicester and Leicestershire
E37000022,2017,2017,966000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Liverpool City Region
E37000023,2017,2017,44501000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,London
E37000024,2017,2017,4704000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,New Anglia
E37000025,2017,2017,4394000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,North East
E37000027,2017,2017,4252000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Oxfordshire
E37000029,2017,2017,8057000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Solent
E37000030,2017,2017,1879000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East
E37000032,2017,2017,1426000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Stoke-on-Trent and Staffordshire
E37000034,2017,2017,142000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Tees Valley
E37000035,2017,2017,1497000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Thames Valley Berkshire
E37000036,2017,2017,74000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,The Marches
E37000037,2017,2017,2347000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,West of England
E37000038,2017,2017,156000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Worcestershire
E37000039,2017,2017,4002000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,"York, North Yorkshire and East Riding"
E37000040,2017,2017,2942000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Sheffield City Region
E37000041,2017,2017,3947000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,South East Midlands
E37000042,2017,2017,10574000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Greater Cambridge and Greater Peterborough
E37000001,2017,2018,266000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Black Country
E37000002,2017,2018,0.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Buckinghamshire Thames Valley
E37000003,2017,2018,1718000.0,consultancy_facilities_non_sme,Investment in higher education spin-offs,GBP,Cheshire and Warrington
