year,nuts_id,nuts_year_spec,net_migration_rate_international
2009,UKF21,2016,6.53
2010,UKF21,2016,9.94
2011,UKF21,2016,4.97
2012,UKF21,2016,8.12
2013,UKF21,2016,11.88
2014,UKF21,2016,15.25
2015,UKF21,2016,14.45
2016,UKF21,2016,12.09
2017,UKF21,2016,8.51
2018,UKF21,2016,8.88
2009,UKF22,2016,2.56
2010,UKF22,2016,3.44
2011,UKF22,2016,1.71
2012,UKF22,2016,1.73
2013,UKF22,2016,2.74
2014,UKF22,2016,2.62
2015,UKF22,2016,2.56
2016,UKF22,2016,2.46
2017,UKF22,2016,1.57
2018,UKF22,2016,2.53
2009,UKI44,2016,11.81
2010,UKI44,2016,14.16
2011,UKI44,2016,8.88
2012,UKI44,2016,10.38
2013,UKI44,2016,12.31
2014,UKI44,2016,13.17
2015,UKI44,2016,9.93
2016,UKI44,2016,6.32
2017,UKI44,2016,8.32
2018,UKI44,2016,3.8
2009,UKF30,2016,4.03
2010,UKF30,2016,1.82
2011,UKF30,2016,1.99
2012,UKF30,2016,2.44
2013,UKF30,2016,3.51
2014,UKF30,2016,3.87
2015,UKF30,2016,3.92
2016,UKF30,2016,2.87
2017,UKF30,2016,1.11
2018,UKF30,2016,1.99
2009,UKN14,2016,0.2
2010,UKN14,2016,-0.41
2011,UKN14,2016,-0.23
2012,UKN14,2016,-0.37
2013,UKN14,2016,0.09
2014,UKN14,2016,0.04
2015,UKN14,2016,-1.65
2016,UKN14,2016,0.15
2017,UKN14,2016,0.57
2018,UKN14,2016,0.49
2009,UKD72,2016,5.39
2010,UKD72,2016,6.9
2011,UKD72,2016,6.97
2012,UKD72,2016,5.95
2013,UKD72,2016,6.39
2014,UKD72,2016,9.44
2015,UKD72,2016,8.54
2016,UKD72,2016,3.14
2017,UKD72,2016,4.45
2018,UKD72,2016,8.33
2009,UKM63,2016,1.21
2010,UKM63,2016,1.26
2011,UKM63,2016,-1.28
2012,UKM63,2016,-1.62
2013,UKM63,2016,-1.34
2014,UKM63,2016,0.38
2015,UKM63,2016,0.99
2016,UKM63,2016,0.03
2017,UKM63,2016,-0.61
2018,UKM63,2016,-0.01
2009,UKH21,2016,21.35
2010,UKH21,2016,18.1
2011,UKH21,2016,9.03
2012,UKH21,2016,8.78
2013,UKH21,2016,11.82
2014,UKH21,2016,13.89
2015,UKH21,2016,13.49
2016,UKH21,2016,9.64
2017,UKH21,2016,9.5
2018,UKH21,2016,8.42
2009,UKD33,2016,10.09
2010,UKD33,2016,10.64
2011,UKD33,2016,8.83
2012,UKD33,2016,4.64
2013,UKD33,2016,7.24
2014,UKD33,2016,14.1
2015,UKD33,2016,13.2
2016,UKD33,2016,6.37
2017,UKD33,2016,5.96
2018,UKD33,2016,11.61
2009,UKJ41,2016,3.54
2010,UKJ41,2016,1.07
2011,UKJ41,2016,0.55
2012,UKJ41,2016,-0.09
2013,UKJ41,2016,1.73
2014,UKJ41,2016,1.75
2015,UKJ41,2016,2.63
2016,UKJ41,2016,1.37
2017,UKJ41,2016,0.98
2018,UKJ41,2016,0.92
2009,UKI63,2016,6.99
2010,UKI63,2016,8.71
2011,UKI63,2016,2.23
2012,UKI63,2016,4.3
2013,UKI63,2016,5.76
2014,UKI63,2016,6.78
2015,UKI63,2016,6.27
2016,UKI63,2016,4.07
2017,UKI63,2016,5.87
2018,UKI63,2016,4.58
2009,UKJ45,2016,4.69
2010,UKJ45,2016,1.62
2011,UKJ45,2016,1.67
2012,UKJ45,2016,1.8
2013,UKJ45,2016,3.99
2014,UKJ45,2016,4.8
2015,UKJ45,2016,5.29
2016,UKJ45,2016,3.45
2017,UKJ45,2016,2.83
2018,UKJ45,2016,1.76
2009,UKD45,2016,0.79
2010,UKD45,2016,0.93
2011,UKD45,2016,1.03
2012,UKD45,2016,0.18
2013,UKD45,2016,0.11
2014,UKD45,2016,0.56
2015,UKD45,2016,0.47
2016,UKD45,2016,0.37
2017,UKD45,2016,0.46
2018,UKD45,2016,1.09
2009,UKN11,2016,4.78
2010,UKN11,2016,3.21
2011,UKN11,2016,3.56
2012,UKN11,2016,2.11
2013,UKN11,2016,4.53
2014,UKN11,2016,4.37
2015,UKN11,2016,4.18
2016,UKN11,2016,1.78
2017,UKN11,2016,3.14
2018,UKN11,2016,3.68
2009,UKN15,2016,0.98
2010,UKN15,2016,0.65
2011,UKN15,2016,0.79
2012,UKN15,2016,1.35
2013,UKN15,2016,2.12
2014,UKN15,2016,2.53
2015,UKN15,2016,4.01
2016,UKN15,2016,-0.43
2017,UKN15,2016,3.57
2018,UKN15,2016,2.14
2009,UKJ12,2016,2.59
2010,UKJ12,2016,1.3
2011,UKJ12,2016,0.55
2012,UKJ12,2016,0.05
2013,UKJ12,2016,3.9
2014,UKJ12,2016,4.21
2015,UKJ12,2016,5.92
2016,UKJ12,2016,3.45
2017,UKJ12,2016,1.22
2018,UKJ12,2016,0.35
2009,UKL21,2016,-1.06
2010,UKL21,2016,-0.25
2011,UKL21,2016,0.03
2012,UKL21,2016,1.32
2013,UKL21,2016,1.31
2014,UKL21,2016,1.17
2015,UKL21,2016,3.21
2016,UKL21,2016,1.38
2017,UKL21,2016,1.26
2018,UKL21,2016,1.58
2009,UKM64,2016,-0.18
2010,UKM64,2016,0.11
2011,UKM64,2016,-1.34
2012,UKM64,2016,-2.15
2013,UKM64,2016,-1.76
2014,UKM64,2016,0.07
2015,UKM64,2016,0.71
2016,UKM64,2016,0.41
2017,UKM64,2016,-0.75
2018,UKM64,2016,-0.37
2009,UKN08,2016,2.26
2010,UKN08,2016,1.75
2011,UKN08,2016,0.98
2012,UKN08,2016,0.8
2013,UKN08,2016,1.98
2014,UKN08,2016,2.43
2015,UKN08,2016,2.24
2016,UKN08,2016,2.74
2017,UKN08,2016,2.6
2018,UKN08,2016,2.69
2009,UKJ37,2016,1.19
2010,UKJ37,2016,0.57
2011,UKJ37,2016,0.76
2012,UKJ37,2016,0.02
2013,UKJ37,2016,2.36
2014,UKJ37,2016,2.16
2015,UKJ37,2016,2.78
2016,UKJ37,2016,1.36
2017,UKJ37,2016,0.97
2018,UKJ37,2016,-0.16
2009,UKM84,2016,-0.07
2010,UKM84,2016,0.34
2011,UKM84,2016,-0.6
2012,UKM84,2016,-1.01
2013,UKM84,2016,-0.49
2014,UKM84,2016,0.49
2015,UKM84,2016,0.78
2016,UKM84,2016,0.15
2017,UKM84,2016,-0.44
2018,UKM84,2016,0.0
2009,UKF25,2016,0.0
2010,UKF25,2016,1.43
2011,UKF25,2016,1.58
2012,UKF25,2016,1.99
2013,UKF25,2016,3.51
2014,UKF25,2016,4.41
2015,UKF25,2016,5.22
2016,UKF25,2016,3.74
2017,UKF25,2016,1.74
2018,UKF25,2016,1.97
2009,UKF15,2016,1.6
2010,UKF15,2016,1.39
2011,UKF15,2016,1.32
2012,UKF15,2016,1.77
2013,UKF15,2016,2.49
2014,UKF15,2016,3.3
2015,UKF15,2016,3.79
2016,UKF15,2016,2.55
2017,UKF15,2016,0.41
2018,UKF15,2016,1.24
2009,UKE22,2016,0.23
2010,UKE22,2016,0.78
2011,UKE22,2016,-0.2
2012,UKE22,2016,0.8
2013,UKE22,2016,1.04
2014,UKE22,2016,1.54
2015,UKE22,2016,1.64
2016,UKE22,2016,0.96
2017,UKE22,2016,1.77
2018,UKE22,2016,-0.12
2009,UKE13,2016,2.74
2010,UKE13,2016,2.53
2011,UKE13,2016,1.57
2012,UKE13,2016,1.34
2013,UKE13,2016,1.63
2014,UKE13,2016,2.96
2015,UKE13,2016,2.61
2016,UKE13,2016,1.78
2017,UKE13,2016,2.84
2018,UKE13,2016,1.63
2009,UKC21,2016,0.11
2010,UKC21,2016,0.28
2011,UKC21,2016,-0.06
2012,UKC21,2016,0.15
2013,UKC21,2016,-0.05
2014,UKC21,2016,0.49
2015,UKC21,2016,0.73
2016,UKC21,2016,0.42
2017,UKC21,2016,0.97
2018,UKC21,2016,0.51
2009,UKH15,2016,2.02
2010,UKH15,2016,2.06
2011,UKH15,2016,1.04
2012,UKH15,2016,1.34
2013,UKH15,2016,2.26
2014,UKH15,2016,2.35
2015,UKH15,2016,1.66
2016,UKH15,2016,1.36
2017,UKH15,2016,0.94
2018,UKH15,2016,1.12
2009,UKM65,2016,0.14
2010,UKM65,2016,1.07
2011,UKM65,2016,-1.53
2012,UKM65,2016,-1.3
2013,UKM65,2016,-0.74
2014,UKM65,2016,0.14
2015,UKM65,2016,0.14
2016,UKM65,2016,0.36
2017,UKM65,2016,-0.45
2018,UKM65,2016,0.0
2009,UKJ14,2016,7.18
2010,UKJ14,2016,5.91
2011,UKJ14,2016,3.09
2012,UKJ14,2016,3.64
2013,UKJ14,2016,7.75
2014,UKJ14,2016,6.64
2015,UKJ14,2016,7.34
2016,UKJ14,2016,3.9
2017,UKJ14,2016,5.69
2018,UKJ14,2016,3.26
2009,UKM77,2016,7.86
2010,UKM77,2016,8.42
2011,UKM77,2016,3.43
2012,UKM77,2016,-0.2
2013,UKM77,2016,2.24
2014,UKM77,2016,4.03
2015,UKM77,2016,3.27
2016,UKM77,2016,0.73
2017,UKM77,2016,1.17
2018,UKM77,2016,2.33
2009,UKH11,2016,12.54
2010,UKH11,2016,9.43
2011,UKH11,2016,7.17
2012,UKH11,2016,7.73
2013,UKH11,2016,9.88
2014,UKH11,2016,10.8
2015,UKH11,2016,9.89
2016,UKH11,2016,7.09
2017,UKH11,2016,5.59
2018,UKH11,2016,4.71
2009,UKK41,2016,4.39
2010,UKK41,2016,5.54
2011,UKK41,2016,3.28
2012,UKK41,2016,2.44
2013,UKK41,2016,3.03
2014,UKK41,2016,3.59
2015,UKK41,2016,2.42
2016,UKK41,2016,2.57
2017,UKK41,2016,2.36
2018,UKK41,2016,1.31
2009,UKJ31,2016,9.1
2010,UKJ31,2016,5.99
2011,UKJ31,2016,4.0
2012,UKJ31,2016,4.1
2013,UKJ31,2016,6.61
2014,UKJ31,2016,7.88
2015,UKJ31,2016,7.57
2016,UKJ31,2016,4.65
2017,UKJ31,2016,3.97
2018,UKJ31,2016,4.87
2009,UKL24,2016,-1.84
2010,UKL24,2016,-0.27
2011,UKL24,2016,-0.41
2012,UKL24,2016,0.75
2013,UKL24,2016,0.43
2014,UKL24,2016,-0.29
2015,UKL24,2016,1.13
2016,UKL24,2016,0.98
2017,UKL24,2016,0.6
2018,UKL24,2016,1.22
2009,UKI53,2016,10.16
2010,UKI53,2016,14.34
2011,UKI53,2016,10.03
2012,UKI53,2016,11.21
2013,UKI53,2016,15.23
2014,UKI53,2016,16.64
2015,UKI53,2016,17.24
2016,UKI53,2016,13.62
2017,UKI53,2016,13.46
2018,UKI53,2016,10.01
2009,UKG37,2016,6.69
2010,UKG37,2016,3.51
2011,UKG37,2016,3.59
2012,UKG37,2016,3.08
2013,UKG37,2016,4.51
2014,UKG37,2016,6.37
2015,UKG37,2016,8.46
2016,UKG37,2016,6.8
2017,UKG37,2016,5.8
2018,UKG37,2016,5.4
2009,UKM91,2016,-0.91
2010,UKM91,2016,0.58
2011,UKM91,2016,-0.58
2012,UKM91,2016,-1.52
2013,UKM91,2016,-1.52
2014,UKM91,2016,-0.44
2015,UKM91,2016,0.03
2016,UKM91,2016,0.15
2017,UKM91,2016,-1.13
2018,UKM91,2016,-0.35
2009,UKD73,2016,1.54
2010,UKD73,2016,1.35
2011,UKD73,2016,0.73
2012,UKD73,2016,0.22
2013,UKD73,2016,0.52
2014,UKD73,2016,0.89
2015,UKD73,2016,1.06
2016,UKD73,2016,0.25
2017,UKD73,2016,0.64
2018,UKD73,2016,1.36
2009,UKE32,2016,8.82
2010,UKE32,2016,9.46
2011,UKE32,2016,6.29
2012,UKE32,2016,7.06
2013,UKE32,2016,5.49
2014,UKE32,2016,8.59
2015,UKE32,2016,6.85
2016,UKE32,2016,6.25
2017,UKE32,2016,7.27
2018,UKE32,2016,6.72
2009,UKM66,2016,1.04
2010,UKM66,2016,1.51
2011,UKM66,2016,0.09
2012,UKM66,2016,-1.38
2013,UKM66,2016,-1.68
2014,UKM66,2016,1.38
2015,UKM66,2016,1.68
2016,UKM66,2016,-0.78
2017,UKM66,2016,-0.43
2018,UKM66,2016,0.87
2009,UKG22,2016,0.44
2010,UKG22,2016,0.75
2011,UKG22,2016,0.74
2012,UKG22,2016,0.09
2013,UKG22,2016,0.73
2014,UKG22,2016,1.0
2015,UKG22,2016,1.53
2016,UKG22,2016,1.32
2017,UKG22,2016,1.41
2018,UKG22,2016,0.94
2009,UKG32,2016,-0.71
2010,UKG32,2016,0.07
2011,UKG32,2016,0.54
2012,UKG32,2016,0.54
2013,UKG32,2016,0.91
2014,UKG32,2016,1.1
2015,UKG32,2016,1.5
2016,UKG32,2016,1.37
2017,UKG32,2016,1.21
2018,UKG32,2016,0.86
2009,UKK23,2016,1.03
2010,UKK23,2016,1.65
2011,UKK23,2016,1.86
2012,UKK23,2016,1.2
2013,UKK23,2016,2.04
2014,UKK23,2016,2.3
2015,UKK23,2016,2.1
2016,UKK23,2016,1.42
2017,UKK23,2016,2.54
2018,UKK23,2016,0.65
2009,UKM94,2016,-0.23
2010,UKM94,2016,0.71
2011,UKM94,2016,-0.89
2012,UKM94,2016,-1.71
2013,UKM94,2016,-1.48
2014,UKM94,2016,0.12
2015,UKM94,2016,0.34
2016,UKM94,2016,0.04
2017,UKM94,2016,-0.44
2018,UKM94,2016,-0.44
2009,UKJ35,2016,0.77
2010,UKJ35,2016,0.74
2011,UKJ35,2016,0.24
2012,UKJ35,2016,0.36
2013,UKJ35,2016,1.06
2014,UKJ35,2016,0.92
2015,UKJ35,2016,1.11
2016,UKJ35,2016,0.69
2017,UKJ35,2016,0.47
2018,UKJ35,2016,0.63
2009,UKM95,2016,-0.18
2010,UKM95,2016,-0.0
2011,UKM95,2016,-1.02
2012,UKM95,2016,-1.35
2013,UKM95,2016,-1.18
2014,UKM95,2016,-0.51
2015,UKM95,2016,0.42
2016,UKM95,2016,-0.06
2017,UKM95,2016,-0.66
2018,UKM95,2016,0.03
2009,UKF16,2016,1.5
2010,UKF16,2016,1.2
2011,UKF16,2016,0.83
2012,UKF16,2016,0.93
2013,UKF16,2016,1.41
2014,UKF16,2016,1.46
2015,UKF16,2016,1.46
2016,UKF16,2016,1.38
2017,UKF16,2016,0.98
2018,UKF16,2016,1.86
2009,UKC12,2016,7.03
2010,UKC12,2016,8.43
2011,UKC12,2016,2.85
2012,UKC12,2016,4.39
2013,UKC12,2016,3.41
2014,UKC12,2016,5.23
2015,UKC12,2016,8.79
2016,UKC12,2016,4.81
2017,UKC12,2016,8.43
2018,UKC12,2016,8.28
2009,UKL14,2016,-0.53
2010,UKL14,2016,0.3
2011,UKL14,2016,0.63
2012,UKL14,2016,1.85
2013,UKL14,2016,1.36
2014,UKL14,2016,1.03
2015,UKL14,2016,1.75
2016,UKL14,2016,0.88
2017,UKL14,2016,1.81
2018,UKL14,2016,1.34
2009,UKF13,2016,-0.11
2010,UKF13,2016,-0.09
2011,UKF13,2016,0.16
2012,UKF13,2016,0.14
2013,UKF13,2016,0.82
2014,UKF13,2016,0.75
2015,UKF13,2016,0.68
2016,UKF13,2016,0.61
2017,UKF13,2016,-0.14
2018,UKF13,2016,0.48
2009,UKJ32,2016,11.69
2010,UKJ32,2016,8.93
2011,UKJ32,2016,5.49
2012,UKJ32,2016,7.85
2013,UKJ32,2016,12.22
2014,UKJ32,2016,13.16
2015,UKJ32,2016,12.59
2016,UKJ32,2016,7.35
2017,UKJ32,2016,8.54
2018,UKJ32,2016,8.47
2009,UKH31,2016,1.29
2010,UKH31,2016,0.34
2011,UKH31,2016,-0.14
2012,UKH31,2016,0.44
2013,UKH31,2016,1.67
2014,UKH31,2016,2.4
2015,UKH31,2016,1.78
2016,UKH31,2016,1.75
2017,UKH31,2016,1.11
2018,UKH31,2016,1.52
2009,UKG24,2016,0.77
2010,UKG24,2016,1.77
2011,UKG24,2016,1.28
2012,UKG24,2016,1.19
2013,UKG24,2016,1.76
2014,UKG24,2016,2.06
2015,UKG24,2016,2.16
2016,UKG24,2016,2.02
2017,UKG24,2016,1.46
2018,UKG24,2016,1.46
2009,UKG23,2016,4.2
2010,UKG23,2016,4.0
2011,UKG23,2016,1.67
2012,UKG23,2016,2.16
2013,UKG23,2016,2.33
2014,UKG23,2016,4.52
2015,UKG23,2016,6.43
2016,UKG23,2016,4.93
2017,UKG23,2016,4.67
2018,UKG23,2016,5.26
2009,UKH14,2016,3.59
2010,UKH14,2016,0.25
2011,UKH14,2016,1.04
2012,UKH14,2016,1.58
2013,UKH14,2016,3.31
2014,UKH14,2016,6.64
2015,UKH14,2016,5.57
2016,UKH14,2016,3.28
2017,UKH14,2016,2.7
2018,UKH14,2016,2.36
2009,UKC23,2016,4.05
2010,UKC23,2016,4.18
2011,UKC23,2016,2.53
2012,UKC23,2016,4.01
2013,UKC23,2016,3.72
2014,UKC23,2016,3.22
2015,UKC23,2016,3.14
2016,UKC23,2016,2.71
2017,UKC23,2016,3.89
2018,UKC23,2016,3.86
2009,UKL18,2016,1.51
2010,UKL18,2016,3.26
2011,UKL18,2016,1.62
2012,UKL18,2016,4.77
2013,UKL18,2016,4.48
2014,UKL18,2016,5.78
2015,UKL18,2016,7.61
2016,UKL18,2016,5.16
2017,UKL18,2016,5.79
2018,UKL18,2016,6.01
2009,UKK14,2016,0.7
2010,UKK14,2016,1.03
2011,UKK14,2016,2.48
2012,UKK14,2016,2.43
2013,UKK14,2016,2.89
2014,UKK14,2016,4.18
2015,UKK14,2016,3.97
2016,UKK14,2016,2.9
2017,UKK14,2016,3.93
2018,UKK14,2016,0.53
2009,UKG21,2016,2.19
2010,UKG21,2016,2.52
2011,UKG21,2016,1.91
2012,UKG21,2016,0.5
2013,UKG21,2016,1.86
2014,UKG21,2016,2.74
2015,UKG21,2016,3.7
2016,UKG21,2016,2.74
2017,UKG21,2016,2.84
2018,UKG21,2016,2.04
2009,UKH32,2016,2.51
2010,UKH32,2016,2.25
2011,UKH32,2016,0.98
2012,UKH32,2016,1.67
2013,UKH32,2016,3.47
2014,UKH32,2016,5.15
2015,UKH32,2016,5.05
2016,UKH32,2016,3.16
2017,UKH32,2016,2.35
2018,UKH32,2016,2.06
2009,UKI42,2016,17.48
2010,UKI42,2016,19.68
2011,UKI42,2016,21.39
2012,UKI42,2016,26.01
2013,UKI42,2016,29.26
2014,UKI42,2016,29.05
2015,UKI42,2016,22.03
2016,UKI42,2016,17.95
2017,UKI42,2016,26.51
2018,UKI42,2016,16.95
2009,UKC22,2016,7.63
2010,UKC22,2016,5.7
2011,UKC22,2016,1.99
2012,UKC22,2016,4.4
2013,UKC22,2016,2.34
2014,UKC22,2016,3.91
2015,UKC22,2016,5.69
2016,UKC22,2016,2.48
2017,UKC22,2016,6.46
2018,UKC22,2016,5.03
2009,UKE45,2016,2.83
2010,UKE45,2016,2.98
2011,UKE45,2016,2.28
2012,UKE45,2016,2.07
2013,UKE45,2016,2.31
2014,UKE45,2016,3.1
2015,UKE45,2016,2.84
2016,UKE45,2016,1.95
2017,UKE45,2016,1.98
2018,UKE45,2016,1.21
2009,UKG38,2016,1.23
2010,UKG38,2016,1.94
2011,UKG38,2016,1.18
2012,UKG38,2016,0.82
2013,UKG38,2016,1.54
2014,UKG38,2016,2.38
2015,UKG38,2016,4.29
2016,UKG38,2016,3.05
2017,UKG38,2016,2.5
2018,UKG38,2016,2.63
2009,UKI34,2016,-3.7
2010,UKI34,2016,2.3
2011,UKI34,2016,-1.32
2012,UKI34,2016,4.76
2013,UKI34,2016,4.97
2014,UKI34,2016,5.75
2015,UKI34,2016,3.92
2016,UKI34,2016,-0.25
2017,UKI34,2016,5.76
2018,UKI34,2016,1.28
2009,UKD61,2016,1.72
2010,UKD61,2016,1.42
2011,UKD61,2016,1.25
2012,UKD61,2016,0.95
2013,UKD61,2016,1.61
2014,UKD61,2016,1.4
2015,UKD61,2016,1.81
2016,UKD61,2016,-0.27
2017,UKD61,2016,0.81
2018,UKD61,2016,1.7
2009,UKG13,2016,0.87
2010,UKG13,2016,0.81
2011,UKG13,2016,1.2
2012,UKG13,2016,1.26
2013,UKG13,2016,2.19
2014,UKG13,2016,2.8
2015,UKG13,2016,3.09
2016,UKG13,2016,2.53
2017,UKG13,2016,1.86
2018,UKG13,2016,1.17
2009,UKD11,2016,0.09
2010,UKD11,2016,0.85
2011,UKD11,2016,-0.07
2012,UKD11,2016,0.16
2013,UKD11,2016,0.25
2014,UKD11,2016,0.83
2015,UKD11,2016,0.8
2016,UKD11,2016,0.37
2017,UKD11,2016,0.95
2018,UKD11,2016,0.87
2009,UKH35,2016,0.91
2010,UKH35,2016,1.75
2011,UKH35,2016,0.51
2012,UKH35,2016,1.0
2013,UKH35,2016,2.61
2014,UKH35,2016,2.98
2015,UKH35,2016,2.79
2016,UKH35,2016,2.15
2017,UKH35,2016,2.15
2018,UKH35,2016,1.81
2009,UKJ46,2016,1.72
2010,UKJ46,2016,-0.05
2011,UKJ46,2016,-0.06
2012,UKJ46,2016,0.46
2013,UKJ46,2016,2.19
2014,UKJ46,2016,2.08
2015,UKJ46,2016,2.58
2016,UKJ46,2016,1.64
2017,UKJ46,2016,1.18
2018,UKJ46,2016,0.65
2009,UKM78,2016,2.36
2010,UKM78,2016,3.11
2011,UKM78,2016,1.48
2012,UKM78,2016,-0.1
2013,UKM78,2016,0.36
2014,UKM78,2016,1.1
2015,UKM78,2016,2.08
2016,UKM78,2016,1.15
2017,UKM78,2016,1.21
2018,UKM78,2016,1.8
2009,UKF24,2016,3.84
2010,UKF24,2016,3.53
2011,UKF24,2016,2.47
2012,UKF24,2016,3.47
2013,UKF24,2016,6.62
2014,UKF24,2016,7.94
2015,UKF24,2016,8.82
2016,UKF24,2016,6.17
2017,UKF24,2016,4.21
2018,UKF24,2016,4.51
2009,UKJ25,2016,5.0
2010,UKJ25,2016,3.47
2011,UKJ25,2016,2.01
2012,UKJ25,2016,2.82
2013,UKJ25,2016,4.43
2014,UKJ25,2016,4.87
2015,UKJ25,2016,5.97
2016,UKJ25,2016,3.39
2017,UKJ25,2016,5.07
2018,UKJ25,2016,4.48
2009,UKJ28,2016,2.64
2010,UKJ28,2016,1.27
2011,UKJ28,2016,0.59
2012,UKJ28,2016,0.79
2013,UKJ28,2016,2.3
2014,UKJ28,2016,2.23
2015,UKJ28,2016,2.95
2016,UKJ28,2016,2.0
2017,UKJ28,2016,2.43
2018,UKJ28,2016,1.29
2009,UKJ27,2016,3.56
2010,UKJ27,2016,1.66
2011,UKJ27,2016,1.45
2012,UKJ27,2016,1.86
2013,UKJ27,2016,2.25
2014,UKJ27,2016,2.26
2015,UKJ27,2016,3.17
2016,UKJ27,2016,1.42
2017,UKJ27,2016,1.48
2018,UKJ27,2016,1.44
2009,UKI32,2016,7.34
2010,UKI32,2016,26.11
2011,UKI32,2016,24.48
2012,UKI32,2016,27.29
2013,UKI32,2016,30.57
2014,UKI32,2016,41.55
2015,UKI32,2016,32.26
2016,UKI32,2016,24.43
2017,UKI32,2016,49.66
2018,UKI32,2016,33.98
2009,UKK15,2016,0.13
2010,UKK15,2016,0.27
2011,UKK15,2016,0.49
2012,UKK15,2016,0.24
2013,UKK15,2016,0.86
2014,UKK15,2016,0.78
2015,UKK15,2016,1.08
2016,UKK15,2016,0.28
2017,UKK15,2016,0.95
2018,UKK15,2016,-1.55
2009,UKD74,2016,0.1
2010,UKD74,2016,0.18
2011,UKD74,2016,0.14
2012,UKD74,2016,-0.2
2013,UKD74,2016,0.26
2014,UKD74,2016,0.64
2015,UKD74,2016,0.59
2016,UKD74,2016,0.33
2017,UKD74,2016,0.69
2018,UKD74,2016,0.8
2009,UKG39,2016,4.63
2010,UKG39,2016,6.48
2011,UKG39,2016,2.54
2012,UKG39,2016,2.94
2013,UKG39,2016,4.01
2014,UKG39,2016,6.7
2015,UKG39,2016,10.6
2016,UKG39,2016,7.77
2017,UKG39,2016,6.6
2018,UKG39,2016,7.2
2009,UKG12,2016,0.56
2010,UKG12,2016,0.79
2011,UKG12,2016,1.63
2012,UKG12,2016,1.85
2013,UKG12,2016,2.18
2014,UKG12,2016,2.36
2015,UKG12,2016,2.95
2016,UKG12,2016,2.32
2017,UKG12,2016,2.07
2018,UKG12,2016,1.83
2009,UKE21,2016,7.91
2010,UKE21,2016,8.39
2011,UKE21,2016,3.77
2012,UKE21,2016,5.96
2013,UKE21,2016,4.0
2014,UKE21,2016,6.61
2015,UKE21,2016,4.68
2016,UKE21,2016,3.99
2017,UKE21,2016,7.17
2018,UKE21,2016,5.38
