year,nuts_id,nuts_year_spec,gbp_research_income
2017,UKF21,2013,82370000.0
2018,UKF21,2016,84369000.0
2015,UKF22,2013,58049000.0
2016,UKF22,2013,61355000.0
2017,UKF22,2013,60122000.0
2018,UKF22,2016,56745000.0
2015,UKF24,2013,1583000.0
2016,UKF24,2013,2180000.0
2017,UKF24,2013,2985000.0
2018,UKF24,2016,1814000.0
2015,UKF30,2013,9490000.0
2016,UKF30,2013,12243000.0
2017,UKF30,2013,12076000.0
2018,UKF30,2016,12873000.0
2015,UKG12,2013,1957000.0
2016,UKG12,2013,2267000.0
2017,UKG12,2013,1966000.0
2018,UKG12,2016,2210000.0
2015,UKG21,2013,3588000.0
2016,UKG21,2013,3680000.0
2017,UKG21,2013,3272000.0
2018,UKG21,2016,3713000.0
2015,UKG23,2013,1889000.0
2016,UKG23,2013,2190000.0
2017,UKG23,2013,2308000.0
2018,UKG23,2016,2238000.0
2015,UKG24,2013,24078000.0
2016,UKG24,2013,25438000.0
2017,UKG24,2013,24635000.0
2018,UKG24,2016,23840000.0
2015,UKG31,2013,201020000.0
2016,UKG31,2013,190140000.0
2017,UKG31,2013,202810000.0
2018,UKG31,2016,28520000.0
2015,UKG33,2013,164259000.0
2016,UKG33,2013,175562000.0
2017,UKG33,2013,176095000.0
2018,UKG33,2016,190478000.0
2015,UKG39,2013,4299000.0
2016,UKG39,2013,4474000.0
2017,UKG39,2013,6131000.0
2018,UKG39,2016,6164000.0
2015,UKH12,2013,590439000.0
2016,UKH12,2013,587941000.0
2017,UKH12,2013,646604000.0
2018,UKH12,2016,716762000.0
2015,UKH14,2013,214000.0
2016,UKH14,2013,434000.0
2017,UKH14,2013,497000.0
2018,UKH14,2016,420000.0
2015,UKH15,2013,49825000.0
2016,UKH15,2013,51417000.0
2017,UKH15,2013,61997000.0
2018,UKH15,2016,72194000.0
2015,UKH21,2013,5669000.0
2016,UKH21,2013,6135000.0
2017,UKH21,2013,5627000.0
2018,UKH21,2016,5500000.0
2015,UKH23,2013,13319000.0
2016,UKH23,2013,14985000.0
2017,UKH23,2013,14344000.0
2018,UKH23,2016,12821000.0
2015,UKH25,2013,49427000.0
2016,UKH25,2013,44818000.0
2017,UKH25,2013,46859000.0
2018,UKH25,2016,58313000.0
2015,UKH34,2013,34365000.0
2016,UKH34,2013,37842000.0
2017,UKH34,2013,38810000.0
2018,UKH34,2016,39344000.0
2015,UKH36,2013,6476000.0
2016,UKH36,2013,8867000.0
2017,UKH36,2013,7599000.0
2018,UKH36,2016,8810000.0
2015,UKI31,2013,843249000.0
2016,UKI31,2013,788980000.0
2017,UKI31,2013,835505000.0
2018,UKI31,2016,857875000.0
2015,UKI32,2013,777380000.0
2016,UKI32,2013,791380000.0
2017,UKI32,2013,796612000.0
2018,UKI32,2016,804627000.0
2015,UKI33,2013,76509000.0
2016,UKI33,2013,75434000.0
2017,UKI33,2013,80755000.0
2018,UKI33,2016,83364000.0
2015,UKI34,2013,20794000.0
2016,UKI34,2013,20864000.0
2017,UKI34,2013,21954000.0
2018,UKI34,2016,21346000.0
2015,UKI41,2013,4805000.0
2016,UKI41,2013,4927000.0
2017,UKI41,2013,4208000.0
2018,UKI41,2016,4383000.0
2015,UKI42,2013,133617000.0
2016,UKI42,2013,140639000.0
2017,UKI42,2013,138327000.0
2018,UKI42,2016,145437000.0
2015,UKI43,2013,24844000.0
2016,UKI43,2013,24382000.0
2017,UKI43,2013,23751000.0
2018,UKI43,2016,23515000.0
2015,UKI44,2013,14716000.0
2016,UKI44,2013,15387000.0
2017,UKI44,2013,15546000.0
2018,UKI44,2016,18471000.0
2015,UKI51,2013,18483000.0
2016,UKI51,2013,16536000.0
2017,UKI51,2013,17768000.0
2018,UKI51,2016,18523000.0
2015,UKI63,2013,6928000.0
2016,UKI63,2013,7020000.0
2017,UKI63,2013,7618000.0
2018,UKI63,2016,7079000.0
2015,UKI71,2013,9695000.0
2016,UKI71,2013,9994000.0
2017,UKI71,2013,10028000.0
2018,UKI71,2016,9036000.0
2015,UKI73,2013,1377000.0
2016,UKI73,2013,1079000.0
2017,UKI73,2013,1278000.0
2018,UKI73,2016,1191000.0
2015,UKI74,2013,33584000.0
2016,UKI74,2013,32423000.0
2017,UKI74,2013,34154000.0
2018,UKI74,2016,34404000.0
2015,UKI75,2013,470000.0
2016,UKI75,2013,524000.0
2017,UKI75,2013,923000.0
2018,UKI75,2016,878000.0
2015,UKJ11,2013,50166000.0
2016,UKJ11,2013,53889000.0
2017,UKJ11,2013,56186000.0
2018,UKJ11,2016,56815000.0
2015,UKJ12,2013,24158000.0
2016,UKJ12,2013,23760000.0
2017,UKJ12,2013,23359000.0
2018,UKJ12,2016,22450000.0
2015,UKJ13,2013,992000.0
2016,UKJ13,2013,865000.0
2017,UKJ13,2013,986000.0
2018,UKJ13,2016,815000.0
2015,UKJ14,2013,685563000.0
2016,UKJ14,2013,716460000.0
2017,UKJ14,2013,730884000.0
2018,UKJ14,2016,781623000.0
2015,UKJ21,2013,63475000.0
2016,UKJ21,2013,64048000.0
2017,UKJ21,2013,64469000.0
2018,UKJ21,2016,64879000.0
2015,UKJ25,2013,82874000.0
2016,UKJ25,2013,82308000.0
2017,UKJ25,2013,84690000.0
2018,UKJ25,2016,91730000.0
2015,UKJ27,2013,1449000.0
2016,UKJ27,2013,1883000.0
2017,UKJ27,2013,2012000.0
2018,UKJ27,2016,2127000.0
2015,UKJ31,2013,12079000.0
2016,UKJ31,2013,13418000.0
2017,UKJ31,2013,14307000.0
2018,UKJ31,2016,14960000.0
2015,UKJ32,2013,158465000.0
2016,UKJ32,2013,183385000.0
2017,UKJ32,2013,163523000.0
2018,UKJ32,2016,170054000.0
2015,UKJ36,2013,1191000.0
2016,UKJ36,2013,1266000.0
2017,UKJ36,2013,1432000.0
2018,UKJ36,2016,1343000.0
2015,UKJ44,2013,34206000.0
2016,UKJ44,2013,33314000.0
2017,UKJ44,2013,36435000.0
2018,UKJ44,2016,37869000.0
2015,UKK11,2013,195478000.0
2016,UKK11,2013,206572000.0
2017,UKK11,2013,215490000.0
2018,UKK11,2016,219595000.0
2015,UKK12,2013,72542000.0
2016,UKK12,2013,72272000.0
2017,UKK12,2013,76118000.0
2018,UKK12,2016,79293000.0
2015,UKK13,2013,2248000.0
2016,UKK13,2013,2229000.0
2017,UKK13,2013,2274000.0
2018,UKK13,2016,2914000.0
2015,UKK21,2013,7807000.0
2016,UKK21,2013,7317000.0
2017,UKK21,2013,8314000.0
2018,UKK21,2016,9989000.0
2015,UKK30,2013,896000.0
2016,UKK30,2013,1179000.0
2017,UKK30,2013,1303000.0
2018,UKK30,2016,1412000.0
2015,UKK41,2013,22211000.0
2016,UKK41,2013,22915000.0
2017,UKK41,2013,21814000.0
2018,UKK41,2016,21184000.0
2015,UKK43,2013,84782000.0
2016,UKK43,2013,93470000.0
2017,UKK43,2013,99669000.0
2018,UKK43,2016,111368000.0
2015,UKL12,2013,24772000.0
2016,UKL12,2013,24321000.0
2017,UKL12,2013,27217000.0
2018,UKL12,2016,28921000.0
2015,UKL14,2013,29631000.0
2016,UKL14,2013,29797000.0
2017,UKL14,2013,28109000.0
2018,UKL14,2016,27565000.0
2015,UKL15,2013,5154000.0
2016,UKL15,2013,5392000.0
2017,UKL15,2013,6756000.0
2018,UKL15,2016,9153000.0
2015,UKL18,2013,58034000.0
2016,UKL18,2013,56868000.0
2017,UKL18,2013,63110000.0
2018,UKL18,2016,108571000.0
2015,UKL22,2013,160259000.0
2016,UKL22,2013,146705000.0
2017,UKL22,2013,143002000.0
2018,UKL22,2016,162377000.0
2015,UKL23,2013,1223000.0
2016,UKL23,2013,717000.0
2017,UKL23,2013,734000.0
2018,UKL23,2016,358000.0
2015,UKM21,2013,97292000.0
2016,UKM21,2013,101288000.0
2017,UKM21,2013,98775000.0
2015,UKM22,2013,66091000.0
2016,UKM22,2013,58328000.0
2017,UKM22,2013,61096000.0
2015,UKM23,2013,2858000.0
2016,UKM23,2013,2902000.0
2017,UKM23,2013,3413000.0
2015,UKM25,2013,438713000.0
2016,UKM25,2013,421854000.0
2017,UKM25,2013,437821000.0
2015,UKM27,2013,19123000.0
2016,UKM27,2013,18528000.0
2017,UKM27,2013,20511000.0
2015,UKM34,2013,330355000.0
2016,UKM34,2013,337108000.0
2017,UKM34,2013,342264000.0
2015,UKM35,2013,6532000.0
2016,UKM35,2013,6909000.0
2017,UKM35,2013,6935000.0
2015,UKM50,2013,92576000.0
2016,UKM50,2013,88492000.0
2017,UKM50,2013,82919000.0
2018,UKM50,2016,82860000.0
2015,UKM62,2013,15683000.0
2016,UKM62,2013,17464000.0
2017,UKM62,2013,21203000.0
2018,UKM62,2016,20504000.0
2018,UKM71,2016,95815000.0
2018,UKM72,2016,60235000.0
2018,UKM73,2016,3900000.0
2018,UKM75,2016,451555000.0
2018,UKM77,2016,21659000.0
2018,UKM82,2016,367764000.0
2018,UKM83,2016,6338000.0
2015,UKN01,2013,107571000.0
2016,UKN01,2013,112365000.0
2017,UKN01,2013,125815000.0
2015,UKN04,2013,36769000.0
2016,UKN04,2013,39038000.0
2017,UKN04,2013,41185000.0
2018,UKN06,2016,127086000.0
2018,UKN12,2016,44563000.0
