NUTS_CODE,NUTS_BN_CODE
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
NO06,1552
PT11D,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO062,1552
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
NO,1553
EL5,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
NO0,1553
