,year,geo_type,geo_nm,geo_cd,SIC4,value,cluster_name
0,2013,nuts 2013 level 2,Tees Valley and Durham,UKC1,0161,0.0,manufacture_food
1,2013,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0161,0.0,manufacture_food
2,2013,nuts 2013 level 2,Cumbria,UKD1,0161,0.0,manufacture_food
3,2013,nuts 2013 level 2,Greater Manchester,UKD3,0161,0.0,manufacture_food
4,2013,nuts 2013 level 2,Lancashire,UKD4,0161,0.0,manufacture_food
5,2013,nuts 2013 level 2,Cheshire,UKD6,0161,0.0,manufacture_food
6,2013,nuts 2013 level 2,Merseyside,UKD7,0161,0.0,manufacture_food
7,2013,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0161,0.0,manufacture_food
8,2013,nuts 2013 level 2,North Yorkshire,UKE2,0161,0.0,manufacture_food
9,2013,nuts 2013 level 2,South Yorkshire,UKE3,0161,0.0,manufacture_food
10,2013,nuts 2013 level 2,West Yorkshire,UKE4,0161,0.0,manufacture_food
11,2013,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0161,0.0,manufacture_food
12,2013,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0161,0.0,manufacture_food
13,2013,nuts 2013 level 2,Lincolnshire,UKF3,0161,0.0,manufacture_food
14,2013,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0161,0.0,manufacture_food
15,2013,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0161,0.0,manufacture_food
16,2013,nuts 2013 level 2,West Midlands,UKG3,0161,0.0,manufacture_food
17,2013,nuts 2013 level 2,East Anglia,UKH1,0161,0.0,manufacture_food
18,2013,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0161,0.0,manufacture_food
19,2013,nuts 2013 level 2,Essex,UKH3,0161,0.0,manufacture_food
20,2013,nuts 2013 level 2,Inner London - West,UKI3,0161,0.0,manufacture_food
21,2013,nuts 2013 level 2,Inner London - East,UKI4,0161,0.0,manufacture_food
22,2013,nuts 2013 level 2,Outer London - East and North East,UKI5,0161,0.0,manufacture_food
23,2013,nuts 2013 level 2,Outer London - South,UKI6,0161,0.0,manufacture_food
24,2013,nuts 2013 level 2,Outer London - West and North West,UKI7,0161,0.0,manufacture_food
25,2013,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0161,0.0,manufacture_food
26,2013,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0161,0.0,manufacture_food
27,2013,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0161,0.0,manufacture_food
28,2013,nuts 2013 level 2,Kent,UKJ4,0161,0.0,manufacture_food
29,2013,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0161,0.0,manufacture_food
30,2013,nuts 2013 level 2,Dorset and Somerset,UKK2,0161,0.0,manufacture_food
31,2013,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0161,0.0,manufacture_food
32,2013,nuts 2013 level 2,Devon,UKK4,0161,0.0,manufacture_food
33,2013,nuts 2013 level 2,West Wales and The Valleys,UKL1,0161,0.0,manufacture_food
34,2013,nuts 2013 level 2,East Wales,UKL2,0161,0.0,manufacture_food
35,2013,nuts 2013 level 2,Eastern Scotland,UKM2,0161,0.0,manufacture_food
36,2013,nuts 2013 level 2,South Western Scotland,UKM3,0161,0.0,manufacture_food
37,2013,nuts 2013 level 2,North Eastern Scotland,UKM5,0161,0.0,manufacture_food
38,2013,nuts 2013 level 2,Highlands and Islands,UKM6,0161,0.0,manufacture_food
39,2013,nuts 2013 level 2,Tees Valley and Durham,UKC1,0162,0.0,manufacture_food
40,2013,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0162,0.0,manufacture_food
41,2013,nuts 2013 level 2,Cumbria,UKD1,0162,0.0,manufacture_food
42,2013,nuts 2013 level 2,Greater Manchester,UKD3,0162,0.0,manufacture_food
43,2013,nuts 2013 level 2,Lancashire,UKD4,0162,0.0,manufacture_food
44,2013,nuts 2013 level 2,Cheshire,UKD6,0162,0.0,manufacture_food
45,2013,nuts 2013 level 2,Merseyside,UKD7,0162,0.0,manufacture_food
46,2013,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0162,0.0,manufacture_food
47,2013,nuts 2013 level 2,North Yorkshire,UKE2,0162,0.0,manufacture_food
48,2013,nuts 2013 level 2,South Yorkshire,UKE3,0162,0.0,manufacture_food
49,2013,nuts 2013 level 2,West Yorkshire,UKE4,0162,0.0,manufacture_food
50,2013,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0162,0.0,manufacture_food
51,2013,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0162,0.0,manufacture_food
52,2013,nuts 2013 level 2,Lincolnshire,UKF3,0162,0.0,manufacture_food
53,2013,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0162,0.0,manufacture_food
54,2013,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0162,0.0,manufacture_food
55,2013,nuts 2013 level 2,West Midlands,UKG3,0162,0.0,manufacture_food
56,2013,nuts 2013 level 2,East Anglia,UKH1,0162,0.0,manufacture_food
57,2013,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0162,0.0,manufacture_food
58,2013,nuts 2013 level 2,Essex,UKH3,0162,0.0,manufacture_food
59,2013,nuts 2013 level 2,Inner London - West,UKI3,0162,0.0,manufacture_food
60,2013,nuts 2013 level 2,Inner London - East,UKI4,0162,0.0,manufacture_food
61,2013,nuts 2013 level 2,Outer London - East and North East,UKI5,0162,0.0,manufacture_food
62,2013,nuts 2013 level 2,Outer London - South,UKI6,0162,0.0,manufacture_food
63,2013,nuts 2013 level 2,Outer London - West and North West,UKI7,0162,0.0,manufacture_food
64,2013,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0162,0.0,manufacture_food
65,2013,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0162,0.0,manufacture_food
66,2013,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0162,0.0,manufacture_food
67,2013,nuts 2013 level 2,Kent,UKJ4,0162,0.0,manufacture_food
68,2013,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0162,0.0,manufacture_food
69,2013,nuts 2013 level 2,Dorset and Somerset,UKK2,0162,0.0,manufacture_food
70,2013,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0162,0.0,manufacture_food
71,2013,nuts 2013 level 2,Devon,UKK4,0162,0.0,manufacture_food
72,2013,nuts 2013 level 2,West Wales and The Valleys,UKL1,0162,0.0,manufacture_food
73,2013,nuts 2013 level 2,East Wales,UKL2,0162,0.0,manufacture_food
74,2013,nuts 2013 level 2,Eastern Scotland,UKM2,0162,0.0,manufacture_food
75,2013,nuts 2013 level 2,South Western Scotland,UKM3,0162,0.0,manufacture_food
76,2013,nuts 2013 level 2,North Eastern Scotland,UKM5,0162,0.0,manufacture_food
77,2013,nuts 2013 level 2,Highlands and Islands,UKM6,0162,0.0,manufacture_food
78,2013,nuts 2013 level 2,Tees Valley and Durham,UKC1,0163,0.0,manufacture_food
79,2013,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0163,0.0,manufacture_food
80,2013,nuts 2013 level 2,Cumbria,UKD1,0163,0.0,manufacture_food
81,2013,nuts 2013 level 2,Greater Manchester,UKD3,0163,0.0,manufacture_food
82,2013,nuts 2013 level 2,Lancashire,UKD4,0163,0.0,manufacture_food
83,2013,nuts 2013 level 2,Cheshire,UKD6,0163,0.0,manufacture_food
84,2013,nuts 2013 level 2,Merseyside,UKD7,0163,0.0,manufacture_food
85,2013,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0163,0.0,manufacture_food
86,2013,nuts 2013 level 2,North Yorkshire,UKE2,0163,0.0,manufacture_food
87,2013,nuts 2013 level 2,South Yorkshire,UKE3,0163,0.0,manufacture_food
88,2013,nuts 2013 level 2,West Yorkshire,UKE4,0163,0.0,manufacture_food
89,2013,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0163,0.0,manufacture_food
90,2013,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0163,0.0,manufacture_food
91,2013,nuts 2013 level 2,Lincolnshire,UKF3,0163,0.0,manufacture_food
92,2013,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0163,0.0,manufacture_food
93,2013,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0163,0.0,manufacture_food
94,2013,nuts 2013 level 2,West Midlands,UKG3,0163,0.0,manufacture_food
95,2013,nuts 2013 level 2,East Anglia,UKH1,0163,0.0,manufacture_food
96,2013,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0163,0.0,manufacture_food
97,2013,nuts 2013 level 2,Essex,UKH3,0163,0.0,manufacture_food
98,2013,nuts 2013 level 2,Inner London - West,UKI3,0163,0.0,manufacture_food
99,2013,nuts 2013 level 2,Inner London - East,UKI4,0163,0.0,manufacture_food
100,2013,nuts 2013 level 2,Outer London - East and North East,UKI5,0163,0.0,manufacture_food
101,2013,nuts 2013 level 2,Outer London - South,UKI6,0163,0.0,manufacture_food
102,2013,nuts 2013 level 2,Outer London - West and North West,UKI7,0163,0.0,manufacture_food
103,2013,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0163,0.0,manufacture_food
104,2013,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0163,0.0,manufacture_food
105,2013,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0163,0.0,manufacture_food
106,2013,nuts 2013 level 2,Kent,UKJ4,0163,0.0,manufacture_food
107,2013,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0163,0.0,manufacture_food
108,2013,nuts 2013 level 2,Dorset and Somerset,UKK2,0163,0.0,manufacture_food
109,2013,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0163,0.0,manufacture_food
110,2013,nuts 2013 level 2,Devon,UKK4,0163,0.0,manufacture_food
111,2013,nuts 2013 level 2,West Wales and The Valleys,UKL1,0163,0.0,manufacture_food
112,2013,nuts 2013 level 2,East Wales,UKL2,0163,0.0,manufacture_food
113,2013,nuts 2013 level 2,Eastern Scotland,UKM2,0163,0.0,manufacture_food
114,2013,nuts 2013 level 2,South Western Scotland,UKM3,0163,0.0,manufacture_food
115,2013,nuts 2013 level 2,North Eastern Scotland,UKM5,0163,0.0,manufacture_food
116,2013,nuts 2013 level 2,Highlands and Islands,UKM6,0163,0.0,manufacture_food
117,2013,nuts 2013 level 2,Tees Valley and Durham,UKC1,0170,0.0,manufacture_food
118,2013,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0170,0.0,manufacture_food
119,2013,nuts 2013 level 2,Cumbria,UKD1,0170,0.0,manufacture_food
120,2013,nuts 2013 level 2,Greater Manchester,UKD3,0170,0.0,manufacture_food
121,2013,nuts 2013 level 2,Lancashire,UKD4,0170,0.0,manufacture_food
122,2013,nuts 2013 level 2,Cheshire,UKD6,0170,0.0,manufacture_food
123,2013,nuts 2013 level 2,Merseyside,UKD7,0170,0.0,manufacture_food
124,2013,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0170,0.0,manufacture_food
125,2013,nuts 2013 level 2,North Yorkshire,UKE2,0170,0.0,manufacture_food
126,2013,nuts 2013 level 2,South Yorkshire,UKE3,0170,0.0,manufacture_food
127,2013,nuts 2013 level 2,West Yorkshire,UKE4,0170,0.0,manufacture_food
128,2013,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0170,0.0,manufacture_food
129,2013,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0170,0.0,manufacture_food
130,2013,nuts 2013 level 2,Lincolnshire,UKF3,0170,0.0,manufacture_food
131,2013,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0170,0.0,manufacture_food
132,2013,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0170,0.0,manufacture_food
133,2013,nuts 2013 level 2,West Midlands,UKG3,0170,0.0,manufacture_food
134,2013,nuts 2013 level 2,East Anglia,UKH1,0170,0.0,manufacture_food
135,2013,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0170,0.0,manufacture_food
136,2013,nuts 2013 level 2,Essex,UKH3,0170,0.0,manufacture_food
137,2013,nuts 2013 level 2,Inner London - West,UKI3,0170,0.0,manufacture_food
138,2013,nuts 2013 level 2,Inner London - East,UKI4,0170,0.0,manufacture_food
139,2013,nuts 2013 level 2,Outer London - East and North East,UKI5,0170,0.0,manufacture_food
140,2013,nuts 2013 level 2,Outer London - South,UKI6,0170,0.0,manufacture_food
141,2013,nuts 2013 level 2,Outer London - West and North West,UKI7,0170,0.0,manufacture_food
142,2013,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0170,0.0,manufacture_food
143,2013,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0170,0.0,manufacture_food
144,2013,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0170,0.0,manufacture_food
145,2013,nuts 2013 level 2,Kent,UKJ4,0170,0.0,manufacture_food
146,2013,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0170,0.0,manufacture_food
147,2013,nuts 2013 level 2,Dorset and Somerset,UKK2,0170,0.0,manufacture_food
148,2013,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0170,0.0,manufacture_food
149,2013,nuts 2013 level 2,Devon,UKK4,0170,0.0,manufacture_food
150,2013,nuts 2013 level 2,West Wales and The Valleys,UKL1,0170,0.0,manufacture_food
151,2013,nuts 2013 level 2,East Wales,UKL2,0170,0.0,manufacture_food
152,2013,nuts 2013 level 2,Eastern Scotland,UKM2,0170,0.0,manufacture_food
153,2013,nuts 2013 level 2,South Western Scotland,UKM3,0170,0.0,manufacture_food
154,2013,nuts 2013 level 2,North Eastern Scotland,UKM5,0170,0.0,manufacture_food
155,2013,nuts 2013 level 2,Highlands and Islands,UKM6,0170,0.0,manufacture_food
156,2013,nuts 2013 level 2,Tees Valley and Durham,UKC1,0210,0.0,primary_forestry
157,2013,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0210,0.0,primary_forestry
158,2013,nuts 2013 level 2,Cumbria,UKD1,0210,0.0,primary_forestry
159,2013,nuts 2013 level 2,Greater Manchester,UKD3,0210,0.0,primary_forestry
160,2013,nuts 2013 level 2,Lancashire,UKD4,0210,0.0,primary_forestry
161,2013,nuts 2013 level 2,Cheshire,UKD6,0210,0.0,primary_forestry
162,2013,nuts 2013 level 2,Merseyside,UKD7,0210,0.0,primary_forestry
163,2013,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0210,0.0,primary_forestry
164,2013,nuts 2013 level 2,North Yorkshire,UKE2,0210,0.0,primary_forestry
165,2013,nuts 2013 level 2,South Yorkshire,UKE3,0210,0.0,primary_forestry
166,2013,nuts 2013 level 2,West Yorkshire,UKE4,0210,0.0,primary_forestry
167,2013,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0210,0.0,primary_forestry
168,2013,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0210,0.0,primary_forestry
169,2013,nuts 2013 level 2,Lincolnshire,UKF3,0210,0.0,primary_forestry
170,2013,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0210,0.0,primary_forestry
171,2013,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0210,0.0,primary_forestry
172,2013,nuts 2013 level 2,West Midlands,UKG3,0210,0.0,primary_forestry
173,2013,nuts 2013 level 2,East Anglia,UKH1,0210,0.0,primary_forestry
174,2013,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0210,0.0,primary_forestry
175,2013,nuts 2013 level 2,Essex,UKH3,0210,0.0,primary_forestry
176,2013,nuts 2013 level 2,Inner London - West,UKI3,0210,0.0,primary_forestry
177,2013,nuts 2013 level 2,Inner London - East,UKI4,0210,0.0,primary_forestry
