,year,geo_type,geo_nm,geo_cd,SIC4,value,cluster_name
0,2011,nuts 2013 level 2,Tees Valley and Durham,UKC1,0161,0.0,manufacture_food
1,2011,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0161,0.0,manufacture_food
2,2011,nuts 2013 level 2,Cumbria,UKD1,0161,0.0,manufacture_food
3,2011,nuts 2013 level 2,Greater Manchester,UKD3,0161,0.0,manufacture_food
4,2011,nuts 2013 level 2,Lancashire,UKD4,0161,0.0,manufacture_food
5,2011,nuts 2013 level 2,Cheshire,UKD6,0161,0.0,manufacture_food
6,2011,nuts 2013 level 2,Merseyside,UKD7,0161,0.0,manufacture_food
7,2011,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0161,0.0,manufacture_food
8,2011,nuts 2013 level 2,North Yorkshire,UKE2,0161,0.0,manufacture_food
9,2011,nuts 2013 level 2,South Yorkshire,UKE3,0161,0.0,manufacture_food
10,2011,nuts 2013 level 2,West Yorkshire,UKE4,0161,0.0,manufacture_food
11,2011,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0161,0.0,manufacture_food
12,2011,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0161,0.0,manufacture_food
13,2011,nuts 2013 level 2,Lincolnshire,UKF3,0161,0.0,manufacture_food
14,2011,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0161,0.0,manufacture_food
15,2011,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0161,0.0,manufacture_food
16,2011,nuts 2013 level 2,West Midlands,UKG3,0161,0.0,manufacture_food
17,2011,nuts 2013 level 2,East Anglia,UKH1,0161,0.0,manufacture_food
18,2011,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0161,0.0,manufacture_food
19,2011,nuts 2013 level 2,Essex,UKH3,0161,0.0,manufacture_food
20,2011,nuts 2013 level 2,Inner London - West,UKI3,0161,0.0,manufacture_food
21,2011,nuts 2013 level 2,Inner London - East,UKI4,0161,0.0,manufacture_food
22,2011,nuts 2013 level 2,Outer London - East and North East,UKI5,0161,0.0,manufacture_food
23,2011,nuts 2013 level 2,Outer London - South,UKI6,0161,0.0,manufacture_food
24,2011,nuts 2013 level 2,Outer London - West and North West,UKI7,0161,0.0,manufacture_food
25,2011,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0161,0.0,manufacture_food
26,2011,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0161,0.0,manufacture_food
27,2011,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0161,0.0,manufacture_food
28,2011,nuts 2013 level 2,Kent,UKJ4,0161,0.0,manufacture_food
29,2011,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0161,0.0,manufacture_food
30,2011,nuts 2013 level 2,Dorset and Somerset,UKK2,0161,0.0,manufacture_food
31,2011,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0161,0.0,manufacture_food
32,2011,nuts 2013 level 2,Devon,UKK4,0161,0.0,manufacture_food
33,2011,nuts 2013 level 2,West Wales and The Valleys,UKL1,0161,0.0,manufacture_food
34,2011,nuts 2013 level 2,East Wales,UKL2,0161,0.0,manufacture_food
35,2011,nuts 2013 level 2,Eastern Scotland,UKM2,0161,0.0,manufacture_food
36,2011,nuts 2013 level 2,South Western Scotland,UKM3,0161,0.0,manufacture_food
37,2011,nuts 2013 level 2,North Eastern Scotland,UKM5,0161,0.0,manufacture_food
38,2011,nuts 2013 level 2,Highlands and Islands,UKM6,0161,0.0,manufacture_food
39,2011,nuts 2013 level 2,Northern Ireland,UKN0,0161,0.0,manufacture_food
40,2011,nuts 2013 level 2,Tees Valley and Durham,UKC1,0162,0.0,manufacture_food
