,year,geo_type,geo_nm,geo_cd,SIC4,value,cluster_name
0,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0161,0.0,manufacture_food
1,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0161,0.0,manufacture_food
2,2015,nuts 2013 level 2,Cumbria,UKD1,0161,0.0,manufacture_food
3,2015,nuts 2013 level 2,Greater Manchester,UKD3,0161,0.0,manufacture_food
4,2015,nuts 2013 level 2,Lancashire,UKD4,0161,0.0,manufacture_food
5,2015,nuts 2013 level 2,Cheshire,UKD6,0161,0.0,manufacture_food
6,2015,nuts 2013 level 2,Merseyside,UKD7,0161,0.0,manufacture_food
7,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0161,0.0,manufacture_food
8,2015,nuts 2013 level 2,North Yorkshire,UKE2,0161,0.0,manufacture_food
9,2015,nuts 2013 level 2,South Yorkshire,UKE3,0161,0.0,manufacture_food
10,2015,nuts 2013 level 2,West Yorkshire,UKE4,0161,0.0,manufacture_food
11,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0161,0.0,manufacture_food
12,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0161,0.0,manufacture_food
13,2015,nuts 2013 level 2,Lincolnshire,UKF3,0161,0.0,manufacture_food
14,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0161,0.0,manufacture_food
15,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0161,0.0,manufacture_food
16,2015,nuts 2013 level 2,West Midlands,UKG3,0161,0.0,manufacture_food
17,2015,nuts 2013 level 2,East Anglia,UKH1,0161,0.0,manufacture_food
18,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0161,0.0,manufacture_food
19,2015,nuts 2013 level 2,Essex,UKH3,0161,0.0,manufacture_food
20,2015,nuts 2013 level 2,Inner London - West,UKI3,0161,0.0,manufacture_food
21,2015,nuts 2013 level 2,Inner London - East,UKI4,0161,0.0,manufacture_food
22,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0161,0.0,manufacture_food
23,2015,nuts 2013 level 2,Outer London - South,UKI6,0161,0.0,manufacture_food
24,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0161,0.0,manufacture_food
