,year,geo_type,geo_nm,geo_cd,SIC4,value,cluster_name
81,2015,nuts 2013 level 2,Greater Manchester,UKD3,0163,0,manufacture_food
82,2015,nuts 2013 level 2,Lancashire,UKD4,0163,50,manufacture_food
83,2015,nuts 2013 level 2,Cheshire,UKD6,0163,0,manufacture_food
84,2015,nuts 2013 level 2,Merseyside,UKD7,0163,0,manufacture_food
85,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0163,0,manufacture_food
86,2015,nuts 2013 level 2,North Yorkshire,UKE2,0163,10,manufacture_food
87,2015,nuts 2013 level 2,South Yorkshire,UKE3,0163,0,manufacture_food
88,2015,nuts 2013 level 2,West Yorkshire,UKE4,0163,0,manufacture_food
89,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0163,0,manufacture_food
90,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0163,0,manufacture_food
91,2015,nuts 2013 level 2,Lincolnshire,UKF3,0163,50,manufacture_food
92,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0163,20,manufacture_food
93,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0163,20,manufacture_food
94,2015,nuts 2013 level 2,West Midlands,UKG3,0163,0,manufacture_food
95,2015,nuts 2013 level 2,East Anglia,UKH1,0163,300,manufacture_food
96,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0163,0,manufacture_food
97,2015,nuts 2013 level 2,Essex,UKH3,0163,0,manufacture_food
98,2015,nuts 2013 level 2,Inner London - West,UKI3,0163,0,manufacture_food
99,2015,nuts 2013 level 2,Inner London - East,UKI4,0163,0,manufacture_food
100,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0163,0,manufacture_food
101,2015,nuts 2013 level 2,Outer London - South,UKI6,0163,0,manufacture_food
102,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0163,10,manufacture_food
103,2015,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0163,20,manufacture_food
104,2015,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0163,0,manufacture_food
105,2015,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0163,40,manufacture_food
106,2015,nuts 2013 level 2,Kent,UKJ4,0163,350,manufacture_food
107,2015,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0163,0,manufacture_food
108,2015,nuts 2013 level 2,Dorset and Somerset,UKK2,0163,10,manufacture_food
109,2015,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0163,0,manufacture_food
110,2015,nuts 2013 level 2,Devon,UKK4,0163,0,manufacture_food
111,2015,nuts 2013 level 2,West Wales and The Valleys,UKL1,0163,0,manufacture_food
112,2015,nuts 2013 level 2,East Wales,UKL2,0163,0,manufacture_food
113,2015,nuts 2013 level 2,Eastern Scotland,UKM2,0163,45,manufacture_food
114,2015,nuts 2013 level 2,South Western Scotland,UKM3,0163,0,manufacture_food
115,2015,nuts 2013 level 2,North Eastern Scotland,UKM5,0163,0,manufacture_food
116,2015,nuts 2013 level 2,Highlands and Islands,UKM6,0163,35,manufacture_food
117,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0170,10,manufacture_food
118,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0170,50,manufacture_food
119,2015,nuts 2013 level 2,Cumbria,UKD1,0170,25,manufacture_food
120,2015,nuts 2013 level 2,Greater Manchester,UKD3,0170,30,manufacture_food
121,2015,nuts 2013 level 2,Lancashire,UKD4,0170,0,manufacture_food
122,2015,nuts 2013 level 2,Cheshire,UKD6,0170,0,manufacture_food
123,2015,nuts 2013 level 2,Merseyside,UKD7,0170,0,manufacture_food
124,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0170,40,manufacture_food
125,2015,nuts 2013 level 2,North Yorkshire,UKE2,0170,150,manufacture_food
126,2015,nuts 2013 level 2,South Yorkshire,UKE3,0170,10,manufacture_food
127,2015,nuts 2013 level 2,West Yorkshire,UKE4,0170,5,manufacture_food
128,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0170,50,manufacture_food
129,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0170,25,manufacture_food
130,2015,nuts 2013 level 2,Lincolnshire,UKF3,0170,5,manufacture_food
131,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0170,50,manufacture_food
132,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0170,100,manufacture_food
133,2015,nuts 2013 level 2,West Midlands,UKG3,0170,10,manufacture_food
134,2015,nuts 2013 level 2,East Anglia,UKH1,0170,25,manufacture_food
135,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0170,10,manufacture_food
136,2015,nuts 2013 level 2,Essex,UKH3,0170,10,manufacture_food
137,2015,nuts 2013 level 2,Inner London - West,UKI3,0170,35,manufacture_food
138,2015,nuts 2013 level 2,Inner London - East,UKI4,0170,0,manufacture_food
139,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0170,0,manufacture_food
140,2015,nuts 2013 level 2,Outer London - South,UKI6,0170,0,manufacture_food
141,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0170,0,manufacture_food
142,2015,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0170,100,manufacture_food
143,2015,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0170,45,manufacture_food
144,2015,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0170,150,manufacture_food
145,2015,nuts 2013 level 2,Kent,UKJ4,0170,10,manufacture_food
146,2015,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0170,250,manufacture_food
147,2015,nuts 2013 level 2,Dorset and Somerset,UKK2,0170,150,manufacture_food
148,2015,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0170,30,manufacture_food
149,2015,nuts 2013 level 2,Devon,UKK4,0170,50,manufacture_food
150,2015,nuts 2013 level 2,West Wales and The Valleys,UKL1,0170,5,manufacture_food
151,2015,nuts 2013 level 2,East Wales,UKL2,0170,20,manufacture_food
152,2015,nuts 2013 level 2,Eastern Scotland,UKM2,0170,125,manufacture_food
153,2015,nuts 2013 level 2,South Western Scotland,UKM3,0170,50,manufacture_food
154,2015,nuts 2013 level 2,North Eastern Scotland,UKM5,0170,10,manufacture_food
155,2015,nuts 2013 level 2,Highlands and Islands,UKM6,0170,150,manufacture_food
156,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0210,40,primary_forestry
157,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0210,200,primary_forestry
158,2015,nuts 2013 level 2,Cumbria,UKD1,0210,300,primary_forestry
159,2015,nuts 2013 level 2,Greater Manchester,UKD3,0210,175,primary_forestry
160,2015,nuts 2013 level 2,Lancashire,UKD4,0210,75,primary_forestry
161,2015,nuts 2013 level 2,Cheshire,UKD6,0210,175,primary_forestry
162,2015,nuts 2013 level 2,Merseyside,UKD7,0210,15,primary_forestry
163,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0210,25,primary_forestry
164,2015,nuts 2013 level 2,North Yorkshire,UKE2,0210,175,primary_forestry
165,2015,nuts 2013 level 2,South Yorkshire,UKE3,0210,5,primary_forestry
166,2015,nuts 2013 level 2,West Yorkshire,UKE4,0210,20,primary_forestry
167,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0210,350,primary_forestry
168,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0210,175,primary_forestry
169,2015,nuts 2013 level 2,Lincolnshire,UKF3,0210,125,primary_forestry
170,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0210,400,primary_forestry
171,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0210,500,primary_forestry
172,2015,nuts 2013 level 2,West Midlands,UKG3,0210,100,primary_forestry
173,2015,nuts 2013 level 2,East Anglia,UKH1,0210,300,primary_forestry
174,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0210,200,primary_forestry
175,2015,nuts 2013 level 2,Essex,UKH3,0210,75,primary_forestry
176,2015,nuts 2013 level 2,Inner London - West,UKI3,0210,45,primary_forestry
177,2015,nuts 2013 level 2,Inner London - East,UKI4,0210,150,primary_forestry
178,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0210,45,primary_forestry
179,2015,nuts 2013 level 2,Outer London - South,UKI6,0210,75,primary_forestry
180,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0210,75,primary_forestry
181,2015,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0210,450,primary_forestry
182,2015,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0210,900,primary_forestry
183,2015,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0210,700,primary_forestry
184,2015,nuts 2013 level 2,Kent,UKJ4,0210,450,primary_forestry
185,2015,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0210,800,primary_forestry
186,2015,nuts 2013 level 2,Dorset and Somerset,UKK2,0210,450,primary_forestry
187,2015,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0210,75,primary_forestry
188,2015,nuts 2013 level 2,Devon,UKK4,0210,400,primary_forestry
189,2015,nuts 2013 level 2,West Wales and The Valleys,UKL1,0210,700,primary_forestry
190,2015,nuts 2013 level 2,East Wales,UKL2,0210,450,primary_forestry
191,2015,nuts 2013 level 2,Eastern Scotland,UKM2,0210,1250,primary_forestry
192,2015,nuts 2013 level 2,South Western Scotland,UKM3,0210,600,primary_forestry
193,2015,nuts 2013 level 2,North Eastern Scotland,UKM5,0210,300,primary_forestry
194,2015,nuts 2013 level 2,Highlands and Islands,UKM6,0210,900,primary_forestry
195,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0220,0,primary_forestry
196,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0220,5,primary_forestry
197,2015,nuts 2013 level 2,Cumbria,UKD1,0220,25,primary_forestry
198,2015,nuts 2013 level 2,Greater Manchester,UKD3,0220,10,primary_forestry
199,2015,nuts 2013 level 2,Lancashire,UKD4,0220,10,primary_forestry
200,2015,nuts 2013 level 2,Cheshire,UKD6,0220,10,primary_forestry
201,2015,nuts 2013 level 2,Merseyside,UKD7,0220,10,primary_forestry
202,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0220,0,primary_forestry
203,2015,nuts 2013 level 2,North Yorkshire,UKE2,0220,5,primary_forestry
204,2015,nuts 2013 level 2,South Yorkshire,UKE3,0220,0,primary_forestry
205,2015,nuts 2013 level 2,West Yorkshire,UKE4,0220,5,primary_forestry
206,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0220,30,primary_forestry
207,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0220,35,primary_forestry
208,2015,nuts 2013 level 2,Lincolnshire,UKF3,0220,25,primary_forestry
209,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0220,75,primary_forestry
210,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0220,50,primary_forestry
211,2015,nuts 2013 level 2,West Midlands,UKG3,0220,15,primary_forestry
212,2015,nuts 2013 level 2,East Anglia,UKH1,0220,35,primary_forestry
213,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0220,75,primary_forestry
214,2015,nuts 2013 level 2,Essex,UKH3,0220,5,primary_forestry
215,2015,nuts 2013 level 2,Inner London - West,UKI3,0220,20,primary_forestry
216,2015,nuts 2013 level 2,Inner London - East,UKI4,0220,0,primary_forestry
217,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0220,5,primary_forestry
218,2015,nuts 2013 level 2,Outer London - South,UKI6,0220,10,primary_forestry
219,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0220,40,primary_forestry
220,2015,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0220,25,primary_forestry
221,2015,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0220,100,primary_forestry
222,2015,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0220,75,primary_forestry
223,2015,nuts 2013 level 2,Kent,UKJ4,0220,50,primary_forestry
224,2015,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0220,75,primary_forestry
225,2015,nuts 2013 level 2,Dorset and Somerset,UKK2,0220,45,primary_forestry
226,2015,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0220,10,primary_forestry
227,2015,nuts 2013 level 2,Devon,UKK4,0220,25,primary_forestry
228,2015,nuts 2013 level 2,West Wales and The Valleys,UKL1,0220,200,primary_forestry
229,2015,nuts 2013 level 2,East Wales,UKL2,0220,50,primary_forestry
230,2015,nuts 2013 level 2,Eastern Scotland,UKM2,0220,40,primary_forestry
231,2015,nuts 2013 level 2,South Western Scotland,UKM3,0220,100,primary_forestry
232,2015,nuts 2013 level 2,North Eastern Scotland,UKM5,0220,50,primary_forestry
233,2015,nuts 2013 level 2,Highlands and Islands,UKM6,0220,30,primary_forestry
234,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0240,20,primary_forestry
235,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0240,45,primary_forestry
236,2015,nuts 2013 level 2,Cumbria,UKD1,0240,125,primary_forestry
237,2015,nuts 2013 level 2,Greater Manchester,UKD3,0240,40,primary_forestry
238,2015,nuts 2013 level 2,Lancashire,UKD4,0240,75,primary_forestry
239,2015,nuts 2013 level 2,Cheshire,UKD6,0240,35,primary_forestry
240,2015,nuts 2013 level 2,Merseyside,UKD7,0240,10,primary_forestry
241,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0240,5,primary_forestry
242,2015,nuts 2013 level 2,North Yorkshire,UKE2,0240,5,primary_forestry
243,2015,nuts 2013 level 2,South Yorkshire,UKE3,0240,15,primary_forestry
244,2015,nuts 2013 level 2,West Yorkshire,UKE4,0240,50,primary_forestry
245,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0240,150,primary_forestry
246,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0240,75,primary_forestry
247,2015,nuts 2013 level 2,Lincolnshire,UKF3,0240,100,primary_forestry
248,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0240,250,primary_forestry
249,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0240,150,primary_forestry
250,2015,nuts 2013 level 2,West Midlands,UKG3,0240,125,primary_forestry
251,2015,nuts 2013 level 2,East Anglia,UKH1,0240,40,primary_forestry
252,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0240,75,primary_forestry
253,2015,nuts 2013 level 2,Essex,UKH3,0240,20,primary_forestry
254,2015,nuts 2013 level 2,Inner London - West,UKI3,0240,5,primary_forestry
255,2015,nuts 2013 level 2,Inner London - East,UKI4,0240,25,primary_forestry
256,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0240,15,primary_forestry
257,2015,nuts 2013 level 2,Outer London - South,UKI6,0240,20,primary_forestry
258,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0240,30,primary_forestry
259,2015,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0240,350,primary_forestry
260,2015,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0240,400,primary_forestry
261,2015,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0240,300,primary_forestry
262,2015,nuts 2013 level 2,Kent,UKJ4,0240,100,primary_forestry
263,2015,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0240,175,primary_forestry
264,2015,nuts 2013 level 2,Dorset and Somerset,UKK2,0240,125,primary_forestry
265,2015,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0240,150,primary_forestry
266,2015,nuts 2013 level 2,Devon,UKK4,0240,75,primary_forestry
267,2015,nuts 2013 level 2,West Wales and The Valleys,UKL1,0240,200,primary_forestry
268,2015,nuts 2013 level 2,East Wales,UKL2,0240,100,primary_forestry
269,2015,nuts 2013 level 2,Eastern Scotland,UKM2,0240,175,primary_forestry
270,2015,nuts 2013 level 2,South Western Scotland,UKM3,0240,75,primary_forestry
271,2015,nuts 2013 level 2,North Eastern Scotland,UKM5,0240,75,primary_forestry
272,2015,nuts 2013 level 2,Highlands and Islands,UKM6,0240,125,primary_forestry
273,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0311,35,primary_fishing
274,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0311,75,primary_fishing
275,2015,nuts 2013 level 2,Cumbria,UKD1,0311,75,primary_fishing
276,2015,nuts 2013 level 2,Greater Manchester,UKD3,0311,15,primary_fishing
277,2015,nuts 2013 level 2,Lancashire,UKD4,0311,75,primary_fishing
278,2015,nuts 2013 level 2,Cheshire,UKD6,0311,0,primary_fishing
279,2015,nuts 2013 level 2,Merseyside,UKD7,0311,20,primary_fishing
280,2015,nuts 2013 level 2,East Yorkshire and Northern Lincolnshire,UKE1,0311,75,primary_fishing
281,2015,nuts 2013 level 2,North Yorkshire,UKE2,0311,30,primary_fishing
282,2015,nuts 2013 level 2,South Yorkshire,UKE3,0311,0,primary_fishing
283,2015,nuts 2013 level 2,West Yorkshire,UKE4,0311,10,primary_fishing
284,2015,nuts 2013 level 2,Derbyshire and Nottinghamshire,UKF1,0311,0,primary_fishing
285,2015,nuts 2013 level 2,"Leicestershire, Rutland and Northamptonshire",UKF2,0311,0,primary_fishing
286,2015,nuts 2013 level 2,Lincolnshire,UKF3,0311,20,primary_fishing
287,2015,nuts 2013 level 2,"Herefordshire, Worcestershire and Warwickshire",UKG1,0311,10,primary_fishing
288,2015,nuts 2013 level 2,Shropshire and Staffordshire,UKG2,0311,15,primary_fishing
289,2015,nuts 2013 level 2,West Midlands,UKG3,0311,10,primary_fishing
290,2015,nuts 2013 level 2,East Anglia,UKH1,0311,75,primary_fishing
291,2015,nuts 2013 level 2,Bedfordshire and Hertfordshire,UKH2,0311,0,primary_fishing
292,2015,nuts 2013 level 2,Essex,UKH3,0311,35,primary_fishing
293,2015,nuts 2013 level 2,Inner London - West,UKI3,0311,10,primary_fishing
294,2015,nuts 2013 level 2,Inner London - East,UKI4,0311,10,primary_fishing
295,2015,nuts 2013 level 2,Outer London - East and North East,UKI5,0311,10,primary_fishing
296,2015,nuts 2013 level 2,Outer London - South,UKI6,0311,0,primary_fishing
297,2015,nuts 2013 level 2,Outer London - West and North West,UKI7,0311,0,primary_fishing
298,2015,nuts 2013 level 2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,0311,25,primary_fishing
299,2015,nuts 2013 level 2,"Surrey, East and West Sussex",UKJ2,0311,250,primary_fishing
300,2015,nuts 2013 level 2,Hampshire and Isle of Wight,UKJ3,0311,75,primary_fishing
301,2015,nuts 2013 level 2,Kent,UKJ4,0311,150,primary_fishing
302,2015,nuts 2013 level 2,"Gloucestershire, Wiltshire and Bath/Bristol area",UKK1,0311,25,primary_fishing
303,2015,nuts 2013 level 2,Dorset and Somerset,UKK2,0311,125,primary_fishing
304,2015,nuts 2013 level 2,Cornwall and Isles of Scilly,UKK3,0311,400,primary_fishing
305,2015,nuts 2013 level 2,Devon,UKK4,0311,500,primary_fishing
306,2015,nuts 2013 level 2,West Wales and The Valleys,UKL1,0311,200,primary_fishing
307,2015,nuts 2013 level 2,East Wales,UKL2,0311,10,primary_fishing
308,2015,nuts 2013 level 2,Eastern Scotland,UKM2,0311,125,primary_fishing
309,2015,nuts 2013 level 2,South Western Scotland,UKM3,0311,100,primary_fishing
310,2015,nuts 2013 level 2,North Eastern Scotland,UKM5,0311,1250,primary_fishing
311,2015,nuts 2013 level 2,Highlands and Islands,UKM6,0311,1000,primary_fishing
312,2015,nuts 2013 level 2,Tees Valley and Durham,UKC1,0312,0,primary_fishing
313,2015,nuts 2013 level 2,Northumberland and Tyne and Wear,UKC2,0312,20,primary_fishing
314,2015,nuts 2013 level 2,Cumbria,UKD1,0312,10,primary_fishing
315,2015,nuts 2013 level 2,Greater Manchester,UKD3,0312,40,primary_fishing
316,2015,nuts 2013 level 2,Lancashire,UKD4,0312,10,primary_fishing
317,2015,nuts 2013 level 2,Cheshire,UKD6,0312,0,primary_fishing
