year,nuts_id,nuts_year_spec,companies_founded
2013,UKL1,2013,11.0
2013,UKL2,2013,12.0
2013,UKM2,2013,40.0
2013,UKM3,2013,22.0
2013,UKM5,2013,2.0
2013,UKM6,2013,1.0
2013,UKN0,2013,14.0
2014,UKC1,2013,1.0
2014,UKC2,2013,15.0
2014,UKD1,2013,2.0
2014,UKD3,2013,33.0
2014,UKD4,2013,7.0
2014,UKD6,2013,8.0
2014,UKD7,2013,5.0
2014,UKE1,2013,4.0
2014,UKE2,2013,3.0
2014,UKE3,2013,9.0
2014,UKE4,2013,16.0
2014,UKF1,2013,14.0
2014,UKF2,2013,16.0
2014,UKF3,2013,1.0
2014,UKG1,2013,11.0
2014,UKG2,2013,5.0
2014,UKG3,2013,18.0
2014,UKH1,2013,37.0
2014,UKH2,2013,6.0
2014,UKH3,2013,2.0
2014,UKI3,2013,651.0
2014,UKI4,2013,3.0
2014,UKI5,2013,2.0
2014,UKI6,2013,2.0
2014,UKI7,2013,7.0
2014,UKJ1,2013,35.0
2014,UKJ2,2013,30.0
2014,UKJ3,2013,19.0
2014,UKJ4,2013,10.0
2014,UKK1,2013,43.0
2014,UKK2,2013,11.0
2014,UKK3,2013,1.0
2014,UKK4,2013,4.0
2014,UKL1,2013,7.0
2014,UKL2,2013,9.0
2014,UKM2,2013,25.0
2014,UKM3,2013,16.0
2014,UKM5,2013,11.0
2014,UKM6,2013,2.0
2014,UKN0,2013,16.0
2015,UKC2,2013,23.0
2015,UKD1,2013,2.0
2015,UKD3,2013,35.0
2015,UKD4,2013,3.0
2015,UKD6,2013,5.0
2015,UKD7,2013,8.0
2015,UKE1,2013,2.0
2015,UKE2,2013,4.0
2015,UKE3,2013,1.0
2015,UKE4,2013,5.0
2015,UKF1,2013,10.0
2015,UKF2,2013,11.0
2015,UKF3,2013,1.0
2015,UKG1,2013,5.0
2015,UKG2,2013,8.0
2015,UKG3,2013,15.0
2015,UKH1,2013,48.0
2015,UKH2,2013,19.0
2015,UKH3,2013,6.0
2015,UKI3,2013,718.0
2015,UKI4,2013,2.0
2015,UKI5,2013,1.0
2015,UKI6,2013,5.0
2015,UKI7,2013,8.0
2015,UKJ1,2013,37.0
2015,UKJ2,2013,23.0
2015,UKJ3,2013,14.0
2015,UKJ4,2013,9.0
2015,UKK1,2013,21.0
2015,UKK2,2013,7.0
2015,UKK3,2013,8.0
2015,UKK4,2013,5.0
2015,UKL1,2013,6.0
2015,UKL2,2013,10.0
2015,UKM2,2013,23.0
2015,UKM3,2013,17.0
2015,UKM5,2013,3.0
2015,UKM6,2013,2.0
2015,UKN0,2013,10.0
2016,UKC1,2016,6.0
2016,UKC2,2016,7.0
2016,UKD1,2016,1.0
2016,UKD3,2016,29.0
2016,UKD4,2016,5.0
2016,UKD6,2016,2.0
2016,UKD7,2016,3.0
2016,UKE1,2016,3.0
2016,UKE2,2016,5.0
2016,UKE3,2016,5.0
2016,UKE4,2016,10.0
2016,UKF1,2016,12.0
2016,UKF2,2016,10.0
2016,UKG1,2016,5.0
2016,UKG2,2016,2.0
2016,UKG3,2016,15.0
2016,UKH1,2016,32.0
2016,UKH2,2016,14.0
2016,UKH3,2016,3.0
2016,UKI3,2016,649.0
2016,UKI4,2016,4.0
2016,UKI5,2016,1.0
2016,UKI6,2016,2.0
2016,UKI7,2016,8.0
2016,UKJ1,2016,45.0
2016,UKJ2,2016,20.0
2016,UKJ3,2016,10.0
2016,UKJ4,2016,11.0
2016,UKK1,2016,30.0
2016,UKK2,2016,5.0
2016,UKK4,2016,10.0
2016,UKL1,2016,6.0
2016,UKL2,2016,9.0
2016,UKM5,2016,3.0
2016,UKM7,2016,27.0
2016,UKM8,2016,6.0
2016,UKM9,2016,1.0
2016,UKN0,2016,9.0
2017,UKC1,2016,1.0
2017,UKC2,2016,9.0
2017,UKD1,2016,1.0
2017,UKD3,2016,33.0
2017,UKD4,2016,6.0
2017,UKD6,2016,6.0
2017,UKD7,2016,4.0
2017,UKE1,2016,1.0
2017,UKE2,2016,2.0
2017,UKE3,2016,3.0
2017,UKE4,2016,9.0
2017,UKF1,2016,4.0
2017,UKF2,2016,5.0
2017,UKF3,2016,4.0
2017,UKG1,2016,7.0
2017,UKG3,2016,16.0
2017,UKH1,2016,41.0
2017,UKH2,2016,9.0
2017,UKH3,2016,4.0
2017,UKI3,2016,577.0
2017,UKI4,2016,1.0
2017,UKI6,2016,2.0
2017,UKI7,2016,6.0
2017,UKJ1,2016,43.0
2017,UKJ2,2016,13.0
2017,UKJ3,2016,14.0
2017,UKJ4,2016,5.0
2017,UKK1,2016,19.0
2017,UKK2,2016,4.0
2017,UKK4,2016,8.0
2017,UKL1,2016,8.0
2017,UKL2,2016,13.0
2017,UKM5,2016,1.0
2017,UKM7,2016,25.0
2017,UKM8,2016,9.0
2017,UKM9,2016,3.0
2017,UKN0,2016,4.0
2018,UKC1,2016,3.0
2018,UKC2,2016,8.0
2018,UKD3,2016,21.0
2018,UKD4,2016,3.0
2018,UKD7,2016,1.0
2018,UKE1,2016,1.0
2018,UKE2,2016,1.0
2018,UKE3,2016,2.0
2018,UKE4,2016,9.0
2018,UKF1,2016,4.0
2018,UKF2,2016,12.0
2018,UKG1,2016,2.0
2018,UKG2,2016,3.0
2018,UKG3,2016,9.0
2018,UKH1,2016,20.0
2018,UKH2,2016,9.0
2018,UKH3,2016,2.0
2018,UKI3,2016,455.0
2018,UKI4,2016,3.0
2018,UKI5,2016,1.0
2018,UKI6,2016,4.0
2018,UKI7,2016,3.0
2018,UKJ1,2016,28.0
2018,UKJ2,2016,14.0
2018,UKJ3,2016,3.0
2018,UKJ4,2016,5.0
2018,UKK1,2016,21.0
2018,UKK2,2016,3.0
2018,UKK4,2016,1.0
2018,UKL1,2016,3.0
2018,UKL2,2016,5.0
2018,UKM5,2016,1.0
2018,UKM7,2016,20.0
2018,UKM8,2016,10.0
2018,UKN0,2016,3.0
