year,nuts_id,nuts_year_spec,companies_founded
2006,UKC1,2006,3.0
2006,UKC2,2006,8.0
2006,UKD1,2006,2.0
2006,UKD2,2006,10.0
2006,UKD3,2006,17.0
2006,UKD4,2006,5.0
2006,UKD5,2006,8.0
2006,UKE1,2006,1.0
2006,UKE2,2006,2.0
2006,UKE3,2006,14.0
2006,UKE4,2006,8.0
2006,UKF1,2006,6.0
2006,UKF2,2006,10.0
2006,UKF3,2006,2.0
2006,UKG1,2006,14.0
2006,UKG2,2006,6.0
2006,UKG3,2006,13.0
2006,UKH1,2006,32.0
2006,UKH2,2006,9.0
2006,UKH3,2006,4.0
2006,UKI1,2006,135.0
2006,UKI2,2006,11.0
2006,UKJ1,2006,41.0
2006,UKJ2,2006,28.0
2006,UKJ3,2006,8.0
2006,UKJ4,2006,7.0
2006,UKK1,2006,18.0
2006,UKK2,2006,2.0
2006,UKK3,2006,2.0
2006,UKK4,2006,4.0
2006,UKL1,2006,7.0
2006,UKL2,2006,9.0
2006,UKM2,2006,22.0
2006,UKM3,2006,14.0
2006,UKM5,2006,6.0
2006,UKM6,2006,3.0
2006,UKN0,2006,9.0
2007,UKC1,2006,5.0
2007,UKC2,2006,11.0
2007,UKD2,2006,10.0
2007,UKD3,2006,31.0
2007,UKD4,2006,11.0
2007,UKD5,2006,3.0
2007,UKE1,2006,2.0
2007,UKE2,2006,2.0
2007,UKE3,2006,12.0
2007,UKE4,2006,17.0
2007,UKF1,2006,17.0
2007,UKF2,2006,9.0
2007,UKG1,2006,8.0
2007,UKG2,2006,7.0
2007,UKG3,2006,16.0
2007,UKH1,2006,28.0
2007,UKH2,2006,14.0
2007,UKH3,2006,6.0
2007,UKI1,2006,174.0
2007,UKI2,2006,9.0
2007,UKJ1,2006,28.0
2007,UKJ2,2006,22.0
2007,UKJ3,2006,20.0
2007,UKJ4,2006,7.0
2007,UKK1,2006,25.0
2007,UKK2,2006,3.0
2007,UKK3,2006,2.0
2007,UKK4,2006,2.0
2007,UKL1,2006,4.0
2007,UKL2,2006,7.0
2007,UKM2,2006,21.0
2007,UKM3,2006,16.0
2007,UKM5,2006,5.0
2007,UKN0,2006,8.0
2008,UKC1,2006,5.0
2008,UKC2,2006,10.0
2008,UKD1,2006,1.0
2008,UKD2,2006,8.0
2008,UKD3,2006,30.0
2008,UKD4,2006,3.0
2008,UKD5,2006,3.0
2008,UKE1,2006,2.0
2008,UKE2,2006,8.0
2008,UKE3,2006,9.0
2008,UKE4,2006,16.0
2008,UKF1,2006,10.0
2008,UKF2,2006,18.0
2008,UKG1,2006,14.0
2008,UKG2,2006,3.0
2008,UKG3,2006,24.0
2008,UKH1,2006,27.0
2008,UKH2,2006,16.0
2008,UKH3,2006,5.0
2008,UKI1,2006,212.0
2008,UKI2,2006,11.0
2008,UKJ1,2006,56.0
2008,UKJ2,2006,26.0
2008,UKJ3,2006,10.0
2008,UKJ4,2006,9.0
2008,UKK1,2006,22.0
2008,UKK2,2006,2.0
2008,UKK3,2006,3.0
2008,UKK4,2006,1.0
2008,UKL1,2006,5.0
2008,UKL2,2006,5.0
2008,UKM2,2006,24.0
2008,UKM3,2006,19.0
2008,UKM5,2006,3.0
2008,UKM6,2006,1.0
2008,UKN0,2006,10.0
2009,UKC1,2006,4.0
2009,UKC2,2006,10.0
2009,UKD1,2006,2.0
2009,UKD2,2006,17.0
2009,UKD3,2006,28.0
2009,UKD4,2006,7.0
2009,UKD5,2006,2.0
2009,UKE1,2006,2.0
2009,UKE2,2006,5.0
2009,UKE3,2006,12.0
2009,UKE4,2006,12.0
2009,UKF1,2006,11.0
2009,UKF2,2006,14.0
2009,UKF3,2006,1.0
2009,UKG1,2006,10.0
2009,UKG2,2006,6.0
2009,UKG3,2006,16.0
2009,UKH1,2006,21.0
2009,UKH2,2006,13.0
2009,UKH3,2006,3.0
2009,UKI1,2006,312.0
2009,UKI2,2006,17.0
2009,UKJ1,2006,44.0
2009,UKJ2,2006,45.0
2009,UKJ3,2006,16.0
2009,UKJ4,2006,15.0
2009,UKK1,2006,24.0
2009,UKK2,2006,13.0
2009,UKK3,2006,6.0
2009,UKK4,2006,4.0
2009,UKL1,2006,10.0
2009,UKL2,2006,15.0
2009,UKM2,2006,25.0
2009,UKM3,2006,20.0
2009,UKM5,2006,7.0
2009,UKM6,2006,4.0
2009,UKN0,2006,14.0
2010,UKC1,2010,12.0
2010,UKC2,2010,18.0
2010,UKD1,2010,1.0
2010,UKD3,2010,32.0
2010,UKD4,2010,7.0
2010,UKD6,2010,6.0
2010,UKD7,2010,13.0
2010,UKE1,2010,2.0
2010,UKE2,2010,7.0
2010,UKE3,2010,11.0
2010,UKE4,2010,10.0
2010,UKF1,2010,7.0
2010,UKF2,2010,9.0
2010,UKF3,2010,1.0
2010,UKG1,2010,10.0
2010,UKG2,2010,5.0
2010,UKG3,2010,20.0
2010,UKH1,2010,31.0
2010,UKH2,2010,12.0
2010,UKH3,2010,5.0
2010,UKI1,2010,298.0
2010,UKI2,2010,14.0
2010,UKJ1,2010,39.0
2010,UKJ2,2010,31.0
2010,UKJ3,2010,22.0
2010,UKJ4,2010,12.0
2010,UKK1,2010,20.0
2010,UKK2,2010,7.0
2010,UKK4,2010,8.0
2010,UKL1,2010,8.0
2010,UKL2,2010,8.0
2010,UKM2,2010,39.0
2010,UKM3,2010,24.0
2010,UKM5,2010,2.0
2010,UKN0,2010,10.0
2011,UKC1,2010,5.0
2011,UKC2,2010,19.0
2011,UKD3,2010,23.0
2011,UKD4,2010,8.0
2011,UKD6,2010,9.0
2011,UKD7,2010,18.0
2011,UKE1,2010,1.0
2011,UKE2,2010,4.0
2011,UKE3,2010,7.0
2011,UKE4,2010,12.0
2011,UKF1,2010,14.0
2011,UKF2,2010,8.0
2011,UKF3,2010,4.0
2011,UKG1,2010,7.0
2011,UKG2,2010,4.0
2011,UKG3,2010,16.0
2011,UKH1,2010,26.0
2011,UKH2,2010,4.0
2011,UKH3,2010,5.0
2011,UKI1,2010,396.0
2011,UKI2,2010,21.0
2011,UKJ1,2010,36.0
2011,UKJ2,2010,30.0
2011,UKJ3,2010,16.0
2011,UKJ4,2010,12.0
2011,UKK1,2010,26.0
2011,UKK2,2010,5.0
2011,UKK3,2010,3.0
2011,UKK4,2010,4.0
2011,UKL1,2010,7.0
2011,UKL2,2010,8.0
2011,UKM2,2010,31.0
2011,UKM3,2010,18.0
2011,UKM5,2010,5.0
2011,UKM6,2010,3.0
2011,UKN0,2010,17.0
2012,UKC1,2010,7.0
2012,UKC2,2010,11.0
2012,UKD1,2010,1.0
2012,UKD3,2010,38.0
2012,UKD4,2010,11.0
2012,UKD6,2010,10.0
2012,UKD7,2010,10.0
2012,UKE1,2010,3.0
2012,UKE2,2010,11.0
2012,UKE3,2010,15.0
2012,UKE4,2010,15.0
2012,UKF1,2010,8.0
2012,UKF2,2010,14.0
2012,UKF3,2010,3.0
2012,UKG1,2010,12.0
2012,UKG2,2010,6.0
2012,UKG3,2010,23.0
2012,UKH1,2010,42.0
2012,UKH2,2010,13.0
2012,UKH3,2010,10.0
2012,UKI1,2010,528.0
2012,UKI2,2010,15.0
2012,UKJ1,2010,65.0
2012,UKJ2,2010,30.0
2012,UKJ3,2010,15.0
2012,UKJ4,2010,8.0
2012,UKK1,2010,23.0
2012,UKK2,2010,6.0
2012,UKK3,2010,2.0
2012,UKK4,2010,5.0
2012,UKL1,2010,8.0
2012,UKL2,2010,10.0
2012,UKM2,2010,29.0
2012,UKM3,2010,27.0
2012,UKM5,2010,8.0
2012,UKM6,2010,1.0
2012,UKN0,2010,13.0
2013,UKC1,2013,7.0
2013,UKC2,2013,6.0
2013,UKD3,2013,47.0
2013,UKD4,2013,8.0
2013,UKD6,2013,12.0
2013,UKD7,2013,9.0
2013,UKE1,2013,1.0
2013,UKE2,2013,5.0
2013,UKE3,2013,6.0
2013,UKE4,2013,17.0
2013,UKF1,2013,9.0
2013,UKF2,2013,8.0
2013,UKG1,2013,7.0
2013,UKG2,2013,8.0
2013,UKG3,2013,20.0
2013,UKH1,2013,28.0
2013,UKH2,2013,12.0
2013,UKH3,2013,2.0
2013,UKI3,2013,566.0
2013,UKI5,2013,2.0
2013,UKI6,2013,8.0
2013,UKI7,2013,5.0
2013,UKJ1,2013,38.0
2013,UKJ2,2013,29.0
2013,UKJ3,2013,8.0
2013,UKJ4,2013,11.0
2013,UKK1,2013,43.0
2013,UKK2,2013,8.0
2013,UKK3,2013,2.0
2013,UKK4,2013,4.0
