year,nuts_id,nuts_year_spec,companies_founded
2006,UKC14,2006,3
2006,UKC21,2006,2
2006,UKC22,2006,5
2006,UKC23,2006,1
2006,UKD12,2006,2
2006,UKD21,2006,3
2006,UKD22,2006,7
2006,UKD31,2006,13
2006,UKD32,2006,4
2006,UKD43,2006,5
2006,UKD52,2006,7
2006,UKD54,2006,1
2006,UKE12,2006,1
2006,UKE21,2006,1
2006,UKE22,2006,1
2006,UKE31,2006,3
2006,UKE32,2006,11
2006,UKE41,2006,3
2006,UKE42,2006,4
2006,UKE43,2006,1
2006,UKF11,2006,1
2006,UKF12,2006,1
2006,UKF13,2006,1
2006,UKF14,2006,2
2006,UKF16,2006,1
2006,UKF21,2006,3
2006,UKF22,2006,3
2006,UKF23,2006,4
2006,UKF30,2006,2
2006,UKG11,2006,1
2006,UKG12,2006,8
2006,UKG13,2006,5
2006,UKG21,2006,1
2006,UKG22,2006,1
2006,UKG23,2006,1
2006,UKG24,2006,3
2006,UKG31,2006,6
2006,UKG32,2006,3
2006,UKG33,2006,2
2006,UKG34,2006,1
2006,UKG35,2006,1
2006,UKH11,2006,1
2006,UKH12,2006,24
2006,UKH13,2006,2
2006,UKH14,2006,5
2006,UKH21,2006,2
2006,UKH22,2006,2
2006,UKH23,2006,5
2006,UKH33,2006,4
2006,UKI11,2006,133
2006,UKI12,2006,2
2006,UKI21,2006,1
2006,UKI22,2006,5
2006,UKI23,2006,5
2006,UKJ11,2006,15
2006,UKJ12,2006,4
2006,UKJ13,2006,11
2006,UKJ14,2006,11
2006,UKJ21,2006,7
2006,UKJ22,2006,1
2006,UKJ23,2006,14
2006,UKJ24,2006,6
2006,UKJ31,2006,2
2006,UKJ33,2006,6
2006,UKJ42,2006,7
2006,UKK11,2006,11
2006,UKK12,2006,3
2006,UKK13,2006,1
2006,UKK14,2006,2
2006,UKK15,2006,1
2006,UKK21,2006,1
2006,UKK23,2006,1
2006,UKK30,2006,2
2006,UKK43,2006,4
2006,UKL12,2006,1
2006,UKL14,2006,2
2006,UKL16,2006,2
2006,UKL17,2006,2
2006,UKL21,2006,1
2006,UKL22,2006,6
2006,UKL24,2006,2
2006,UKM21,2006,3
2006,UKM22,2006,1
2006,UKM23,2006,2
2006,UKM25,2006,13
2006,UKM27,2006,1
2006,UKM28,2006,2
2006,UKM32,2006,1
2006,UKM34,2006,8
2006,UKM36,2006,1
2006,UKM37,2006,3
2006,UKM38,2006,1
2006,UKM50,2006,6
2006,UKM62,2006,2
2006,UKM64,2006,1
2006,UKN01,2006,3
2006,UKN02,2006,1
2006,UKN03,2006,2
2006,UKN04,2006,2
2006,UKN05,2006,1
2007,UKC11,2006,1
2007,UKC12,2006,2
2007,UKC14,2006,2
2007,UKC21,2006,1
2007,UKC22,2006,10
2007,UKD21,2006,2
2007,UKD22,2006,8
2007,UKD31,2006,28
2007,UKD32,2006,3
2007,UKD43,2006,11
2007,UKD52,2006,3
2007,UKE11,2006,1
2007,UKE12,2006,1
2007,UKE21,2006,1
2007,UKE22,2006,1
2007,UKE31,2006,5
2007,UKE32,2006,7
2007,UKE41,2006,2
2007,UKE42,2006,12
2007,UKE43,2006,3
2007,UKF11,2006,3
2007,UKF12,2006,1
2007,UKF13,2006,2
2007,UKF14,2006,11
2007,UKF21,2006,3
2007,UKF22,2006,2
2007,UKF23,2006,4
2007,UKG11,2006,1
2007,UKG12,2006,3
2007,UKG13,2006,4
2007,UKG21,2006,1
2007,UKG22,2006,2
2007,UKG23,2006,1
2007,UKG24,2006,3
2007,UKG31,2006,11
2007,UKG33,2006,3
2007,UKG35,2006,2
2007,UKH11,2006,2
2007,UKH12,2006,16
2007,UKH13,2006,7
2007,UKH14,2006,3
2007,UKH21,2006,2
2007,UKH22,2006,5
2007,UKH23,2006,7
2007,UKH33,2006,6
2007,UKI11,2006,174
2007,UKI22,2006,2
2007,UKI23,2006,7
2007,UKJ11,2006,13
2007,UKJ12,2006,2
2007,UKJ13,2006,3
2007,UKJ14,2006,10
2007,UKJ21,2006,5
2007,UKJ23,2006,12
2007,UKJ24,2006,5
2007,UKJ31,2006,2
2007,UKJ32,2006,2
2007,UKJ33,2006,16
2007,UKJ41,2006,2
2007,UKJ42,2006,5
2007,UKK11,2006,8
2007,UKK12,2006,6
2007,UKK13,2006,4
2007,UKK14,2006,4
2007,UKK15,2006,3
2007,UKK22,2006,2
2007,UKK23,2006,1
2007,UKK30,2006,2
2007,UKK41,2006,1
2007,UKK43,2006,1
2007,UKL11,2006,1
2007,UKL15,2006,1
2007,UKL16,2006,1
2007,UKL18,2006,1
2007,UKL21,2006,4
2007,UKL22,2006,1
2007,UKL23,2006,2
2007,UKM21,2006,2
2007,UKM24,2006,2
2007,UKM25,2006,12
2007,UKM27,2006,3
2007,UKM28,2006,2
2007,UKM33,2006,1
2007,UKM34,2006,9
2007,UKM36,2006,5
2007,UKM38,2006,1
2007,UKM50,2006,5
2007,UKN01,2006,5
2007,UKN05,2006,3
2008,UKC11,2006,3
2008,UKC12,2006,2
2008,UKC21,2006,2
2008,UKC22,2006,7
2008,UKC23,2006,1
2008,UKD12,2006,1
2008,UKD21,2006,5
2008,UKD22,2006,3
2008,UKD31,2006,25
2008,UKD32,2006,5
2008,UKD43,2006,3
2008,UKD52,2006,2
2008,UKD54,2006,1
2008,UKE11,2006,2
2008,UKE21,2006,4
2008,UKE22,2006,4
2008,UKE31,2006,2
2008,UKE32,2006,7
2008,UKE41,2006,4
2008,UKE42,2006,11
2008,UKE43,2006,1
2008,UKF11,2006,1
2008,UKF12,2006,2
2008,UKF13,2006,2
2008,UKF14,2006,4
2008,UKF15,2006,1
2008,UKF21,2006,1
2008,UKF22,2006,10
2008,UKF23,2006,7
2008,UKG12,2006,8
2008,UKG13,2006,6
2008,UKG23,2006,1
2008,UKG24,2006,2
2008,UKG31,2006,15
2008,UKG32,2006,2
2008,UKG33,2006,2
2008,UKG34,2006,2
2008,UKG35,2006,3
2008,UKH12,2006,17
2008,UKH13,2006,5
2008,UKH14,2006,5
2008,UKH21,2006,2
2008,UKH22,2006,4
2008,UKH23,2006,10
2008,UKH33,2006,5
2008,UKI11,2006,212
2008,UKI22,2006,5
2008,UKI23,2006,6
2008,UKJ11,2006,30
2008,UKJ12,2006,1
2008,UKJ13,2006,6
2008,UKJ14,2006,19
2008,UKJ21,2006,4
2008,UKJ22,2006,1
2008,UKJ23,2006,18
2008,UKJ24,2006,3
2008,UKJ31,2006,1
2008,UKJ32,2006,1
2008,UKJ33,2006,8
2008,UKJ42,2006,9
2008,UKK11,2006,10
2008,UKK12,2006,4
2008,UKK13,2006,5
2008,UKK14,2006,1
2008,UKK15,2006,2
2008,UKK22,2006,2
2008,UKK30,2006,3
2008,UKK43,2006,1
2008,UKL13,2006,1
2008,UKL14,2006,1
2008,UKL18,2006,3
2008,UKL21,2006,1
2008,UKL22,2006,2
2008,UKL23,2006,1
2008,UKL24,2006,1
2008,UKM22,2006,1
2008,UKM24,2006,1
2008,UKM25,2006,21
2008,UKM27,2006,1
2008,UKM31,2006,1
2008,UKM32,2006,1
2008,UKM34,2006,13
2008,UKM35,2006,2
2008,UKM36,2006,2
2008,UKM50,2006,3
2008,UKM62,2006,1
2008,UKN01,2006,3
2008,UKN02,2006,1
2008,UKN03,2006,4
2008,UKN05,2006,2
2009,UKC12,2006,3
2009,UKC14,2006,1
2009,UKC22,2006,8
2009,UKC23,2006,2
2009,UKD11,2006,1
2009,UKD12,2006,1
2009,UKD21,2006,7
2009,UKD22,2006,10
2009,UKD31,2006,23
2009,UKD32,2006,5
2009,UKD43,2006,7
2009,UKD52,2006,2
2009,UKE11,2006,2
2009,UKE21,2006,3
2009,UKE22,2006,2
2009,UKE31,2006,6
2009,UKE32,2006,6
2009,UKE41,2006,1
2009,UKE42,2006,6
2009,UKE43,2006,5
2009,UKF11,2006,2
2009,UKF12,2006,2
2009,UKF13,2006,2
2009,UKF14,2006,3
2009,UKF15,2006,2
2009,UKF21,2006,5
2009,UKF22,2006,3
2009,UKF23,2006,6
2009,UKF30,2006,1
2009,UKG11,2006,2
2009,UKG12,2006,3
2009,UKG13,2006,5
2009,UKG22,2006,3
2009,UKG23,2006,1
2009,UKG24,2006,2
2009,UKG31,2006,8
2009,UKG32,2006,1
2009,UKG33,2006,3
2009,UKG34,2006,2
2009,UKG35,2006,2
2009,UKH11,2006,3
2009,UKH12,2006,16
2009,UKH13,2006,1
2009,UKH14,2006,1
2009,UKH21,2006,2
2009,UKH22,2006,2
2009,UKH23,2006,9
2009,UKH33,2006,3
2009,UKI11,2006,309
2009,UKI12,2006,3
2009,UKI21,2006,2
2009,UKI22,2006,7
2009,UKI23,2006,8
2009,UKJ11,2006,24
2009,UKJ12,2006,2
2009,UKJ13,2006,8
2009,UKJ14,2006,10
2009,UKJ21,2006,8
2009,UKJ22,2006,4
2009,UKJ23,2006,25
2009,UKJ24,2006,8
2009,UKJ31,2006,1
2009,UKJ32,2006,1
2009,UKJ33,2006,14
2009,UKJ42,2006,15
2009,UKK11,2006,10
2009,UKK12,2006,5
2009,UKK13,2006,5
2009,UKK14,2006,1
2009,UKK15,2006,3
2009,UKK21,2006,8
2009,UKK22,2006,1
2009,UKK23,2006,4
2009,UKK30,2006,6
2009,UKK41,2006,1
2009,UKK43,2006,3
2009,UKL11,2006,1
2009,UKL14,2006,3
2009,UKL15,2006,1
2009,UKL16,2006,3
2009,UKL17,2006,1
2009,UKL18,2006,1
2009,UKL21,2006,1
2009,UKL22,2006,13
2009,UKL23,2006,1
2009,UKM21,2006,3
2009,UKM22,2006,3
2009,UKM25,2006,18
2009,UKM27,2006,1
2009,UKM31,2006,2
2009,UKM34,2006,16
2009,UKM36,2006,2
2009,UKM50,2006,7
2009,UKM62,2006,1
2009,UKM63,2006,3
2009,UKN01,2006,10
2009,UKN03,2006,4
2010,UKC11,2010,1
2010,UKC12,2010,4
2010,UKC13,2010,1
2010,UKC14,2010,6
2010,UKC21,2010,1
2010,UKC22,2010,15
2010,UKC23,2010,2
2010,UKD12,2010,1
2010,UKD31,2010,26
2010,UKD32,2010,6
2010,UKD42,2010,1
2010,UKD43,2010,6
2010,UKD61,2010,1
2010,UKD62,2010,5
2010,UKD71,2010,3
2010,UKD72,2010,9
2010,UKD74,2010,1
2010,UKE11,2010,1
2010,UKE13,2010,1
2010,UKE21,2010,2
2010,UKE22,2010,5
2010,UKE31,2010,2
2010,UKE32,2010,9
2010,UKE41,2010,1
2010,UKE42,2010,6
2010,UKE44,2010,3
2010,UKF14,2010,6
2010,UKF15,2010,1
2010,UKF21,2010,1
2010,UKF22,2010,4
2010,UKF24,2010,2
2010,UKF25,2010,2
2010,UKF30,2010,1
2010,UKG11,2010,1
2010,UKG12,2010,1
2010,UKG13,2010,8
2010,UKG21,2010,1
2010,UKG22,2010,2
2010,UKG23,2010,1
2010,UKG24,2010,1
2010,UKG31,2010,10
2010,UKG32,2010,3
2010,UKG33,2010,4
2010,UKG36,2010,1
2010,UKG39,2010,2
2010,UKH12,2010,27
2010,UKH13,2010,2
2010,UKH14,2010,2
2010,UKH23,2010,10
2010,UKH25,2010,2
2010,UKH32,2010,1
2010,UKH33,2010,4
2010,UKI11,2010,298
2010,UKI21,2010,7
2010,UKI22,2010,3
2010,UKI23,2010,4
2010,UKJ11,2010,18
2010,UKJ12,2010,4
2010,UKJ13,2010,3
2010,UKJ14,2010,14
2010,UKJ21,2010,11
2010,UKJ22,2010,1
2010,UKJ23,2010,11
2010,UKJ24,2010,8
2010,UKJ31,2010,1
2010,UKJ32,2010,6
2010,UKJ33,2010,15
2010,UKJ41,2010,1
2010,UKJ42,2010,11
2010,UKK11,2010,6
2010,UKK12,2010,5
2010,UKK13,2010,5
2010,UKK14,2010,1
2010,UKK15,2010,3
