year,nuts_id,nuts_year_spec,companies_founded
2010,UKK21,2010,3
2010,UKK22,2010,2
2010,UKK23,2010,2
2010,UKK41,2010,1
2010,UKK42,2010,1
2010,UKK43,2010,6
2010,UKL12,2010,1
2010,UKL13,2010,1
2010,UKL14,2010,4
2010,UKL16,2010,1
2010,UKL17,2010,1
2010,UKL21,2010,1
2010,UKL22,2010,7
2010,UKM21,2010,3
2010,UKM22,2010,1
2010,UKM25,2010,30
2010,UKM26,2010,1
2010,UKM27,2010,3
2010,UKM28,2010,1
2010,UKM34,2010,19
2010,UKM36,2010,2
2010,UKM37,2010,1
2010,UKM38,2010,2
2010,UKM50,2010,2
2010,UKN01,2010,5
2010,UKN02,2010,3
2010,UKN03,2010,2
2011,UKC12,2010,2
2011,UKC14,2010,3
2011,UKC21,2010,1
2011,UKC22,2010,16
2011,UKC23,2010,2
2011,UKD31,2010,22
2011,UKD32,2010,1
2011,UKD41,2010,1
2011,UKD42,2010,1
2011,UKD43,2010,6
2011,UKD61,2010,1
2011,UKD62,2010,3
2011,UKD63,2010,5
2011,UKD71,2010,2
2011,UKD72,2010,14
2011,UKD73,2010,1
2011,UKD74,2010,1
2011,UKE11,2010,1
2011,UKE21,2010,3
2011,UKE22,2010,1
2011,UKE31,2010,3
2011,UKE32,2010,4
2011,UKE42,2010,8
2011,UKE44,2010,4
2011,UKF13,2010,1
2011,UKF14,2010,7
2011,UKF15,2010,6
2011,UKF21,2010,3
2011,UKF22,2010,5
2011,UKF30,2010,4
2011,UKG12,2010,5
2011,UKG13,2010,2
2011,UKG21,2010,1
2011,UKG22,2010,1
2011,UKG23,2010,2
2011,UKG31,2010,9
2011,UKG32,2010,2
2011,UKG33,2010,4
2011,UKG39,2010,1
2011,UKH11,2010,1
2011,UKH12,2010,15
2011,UKH13,2010,6
2011,UKH14,2010,4
2011,UKH23,2010,3
2011,UKH25,2010,1
2011,UKH31,2010,1
2011,UKH33,2010,4
2011,UKI11,2010,393
2011,UKI12,2010,3
2011,UKI21,2010,2
2011,UKI22,2010,9
2011,UKI23,2010,10
2011,UKJ11,2010,14
2011,UKJ12,2010,2
2011,UKJ13,2010,3
2011,UKJ14,2010,17
2011,UKJ21,2010,12
2011,UKJ22,2010,1
2011,UKJ23,2010,15
2011,UKJ24,2010,2
2011,UKJ31,2010,2
2011,UKJ32,2010,2
2011,UKJ33,2010,11
2011,UKJ34,2010,1
2011,UKJ42,2010,12
2011,UKK11,2010,13
2011,UKK12,2010,8
2011,UKK13,2010,4
2011,UKK15,2010,1
2011,UKK21,2010,2
2011,UKK22,2010,1
2011,UKK23,2010,2
2011,UKK30,2010,3
2011,UKK41,2010,1
2011,UKK43,2010,3
2011,UKL12,2010,2
2011,UKL13,2010,2
2011,UKL15,2010,1
2011,UKL16,2010,1
2011,UKL17,2010,1
2011,UKL21,2010,2
2011,UKL22,2010,5
2011,UKL23,2010,1
2011,UKM21,2010,3
2011,UKM22,2010,1
2011,UKM23,2010,2
2011,UKM24,2010,1
2011,UKM25,2010,21
2011,UKM27,2010,1
2011,UKM28,2010,2
2011,UKM31,2010,1
2011,UKM34,2010,15
2011,UKM35,2010,1
2011,UKM36,2010,1
2011,UKM50,2010,5
2011,UKM62,2010,2
2011,UKM63,2010,1
2011,UKN01,2010,11
2011,UKN02,2010,1
2011,UKN03,2010,2
2011,UKN05,2010,3
2012,UKC12,2010,3
2012,UKC14,2010,4
2012,UKC21,2010,1
2012,UKC22,2010,10
2012,UKD11,2010,1
2012,UKD31,2010,36
2012,UKD32,2010,2
2012,UKD42,2010,1
2012,UKD43,2010,10
2012,UKD61,2010,2
2012,UKD62,2010,2
2012,UKD63,2010,6
2012,UKD71,2010,3
2012,UKD72,2010,7
2012,UKE11,2010,1
2012,UKE12,2010,2
2012,UKE21,2010,8
2012,UKE22,2010,3
2012,UKE31,2010,3
2012,UKE32,2010,12
2012,UKE41,2010,1
2012,UKE42,2010,10
2012,UKE44,2010,2
2012,UKE45,2010,2
2012,UKF11,2010,1
2012,UKF12,2010,1
2012,UKF13,2010,1
2012,UKF14,2010,4
2012,UKF15,2010,1
2012,UKF21,2010,4
2012,UKF22,2010,6
2012,UKF24,2010,3
2012,UKF25,2010,1
2012,UKF30,2010,3
2012,UKG11,2010,2
2012,UKG12,2010,4
2012,UKG13,2010,6
2012,UKG21,2010,1
2012,UKG22,2010,2
2012,UKG24,2010,3
2012,UKG31,2010,18
2012,UKG32,2010,1
2012,UKG33,2010,3
2012,UKG39,2010,1
2012,UKH11,2010,2
2012,UKH12,2010,28
2012,UKH13,2010,4
2012,UKH14,2010,8
2012,UKH21,2010,1
2012,UKH23,2010,9
2012,UKH24,2010,2
2012,UKH25,2010,1
2012,UKH33,2010,10
2012,UKI11,2010,526
2012,UKI12,2010,2
2012,UKI22,2010,4
2012,UKI23,2010,11
2012,UKJ11,2010,24
2012,UKJ12,2010,9
2012,UKJ13,2010,7
2012,UKJ14,2010,25
2012,UKJ21,2010,7
2012,UKJ22,2010,1
2012,UKJ23,2010,19
2012,UKJ24,2010,3
2012,UKJ31,2010,1
2012,UKJ32,2010,2
2012,UKJ33,2010,11
2012,UKJ34,2010,1
2012,UKJ41,2010,1
2012,UKJ42,2010,7
2012,UKK11,2010,10
2012,UKK12,2010,7
2012,UKK13,2010,1
2012,UKK14,2010,2
2012,UKK15,2010,3
2012,UKK21,2010,3
2012,UKK23,2010,3
2012,UKK30,2010,2
2012,UKK43,2010,5
2012,UKL12,2010,1
2012,UKL14,2010,3
2012,UKL18,2010,4
2012,UKL21,2010,3
2012,UKL22,2010,6
2012,UKL23,2010,1
2012,UKM21,2010,2
2012,UKM22,2010,1
2012,UKM23,2010,1
2012,UKM25,2010,22
2012,UKM27,2010,1
2012,UKM28,2010,2
2012,UKM31,2010,1
2012,UKM32,2010,1
2012,UKM34,2010,20
2012,UKM35,2010,1
2012,UKM36,2010,3
2012,UKM37,2010,1
2012,UKM50,2010,8
2012,UKM62,2010,1
2012,UKN01,2010,8
2012,UKN02,2010,1
2012,UKN03,2010,2
2012,UKN05,2010,2
2013,UKC11,2013,2
2013,UKC12,2013,4
2013,UKC14,2013,1
2013,UKC21,2013,1
2013,UKC22,2013,5
2013,UKD33,2013,40
2013,UKD34,2013,3
2013,UKD35,2013,2
2013,UKD36,2013,1
2013,UKD37,2013,1
2013,UKD42,2013,1
2013,UKD44,2013,1
2013,UKD45,2013,2
2013,UKD46,2013,3
2013,UKD47,2013,1
2013,UKD61,2013,5
2013,UKD62,2013,4
2013,UKD63,2013,3
2013,UKD72,2013,8
2013,UKD73,2013,1
2013,UKE11,2013,1
2013,UKE21,2013,2
2013,UKE22,2013,3
2013,UKE31,2013,2
2013,UKE32,2013,4
2013,UKE41,2013,3
2013,UKE42,2013,9
2013,UKE44,2013,3
2013,UKE45,2013,2
2013,UKF11,2013,3
2013,UKF12,2013,1
2013,UKF14,2013,2
2013,UKF15,2013,3
2013,UKF21,2013,2
2013,UKF22,2013,2
2013,UKF24,2013,3
2013,UKF25,2013,1
2013,UKG11,2013,3
2013,UKG13,2013,4
2013,UKG21,2013,1
2013,UKG22,2013,1
2013,UKG23,2013,3
2013,UKG24,2013,3
2013,UKG31,2013,14
2013,UKG32,2013,1
2013,UKG33,2013,3
2013,UKG38,2013,2
2013,UKH11,2013,1
2013,UKH12,2013,18
2013,UKH14,2013,2
2013,UKH15,2013,4
2013,UKH16,2013,1
2013,UKH17,2013,2
2013,UKH21,2013,1
2013,UKH23,2013,9
2013,UKH24,2013,2
2013,UKH34,2013,2
2013,UKI31,2013,3
2013,UKI32,2013,563
2013,UKI53,2013,1
2013,UKI54,2013,1
2013,UKI61,2013,1
2013,UKI62,2013,1
2013,UKI63,2013,6
2013,UKI73,2013,1
2013,UKI74,2013,3
2013,UKI75,2013,1
2013,UKJ11,2013,12
2013,UKJ12,2013,5
2013,UKJ13,2013,4
2013,UKJ14,2013,17
2013,UKJ21,2013,7
2013,UKJ22,2013,1
2013,UKJ25,2013,11
2013,UKJ26,2013,3
2013,UKJ27,2013,2
2013,UKJ28,2013,5
2013,UKJ31,2013,2
2013,UKJ32,2013,1
2013,UKJ34,2013,1
2013,UKJ35,2013,1
2013,UKJ36,2013,2
2013,UKJ37,2013,1
2013,UKJ43,2013,1
2013,UKJ44,2013,4
2013,UKJ45,2013,6
2013,UKK11,2013,23
2013,UKK12,2013,5
2013,UKK13,2013,12
2013,UKK15,2013,3
2013,UKK21,2013,5
2013,UKK22,2013,1
2013,UKK23,2013,2
2013,UKK30,2013,2
2013,UKK41,2013,2
2013,UKK43,2013,2
2013,UKL14,2013,5
2013,UKL16,2013,2
2013,UKL17,2013,2
2013,UKL18,2013,2
2013,UKL21,2013,2
2013,UKL22,2013,8
2013,UKL23,2013,2
2013,UKM21,2013,8
2013,UKM24,2013,1
2013,UKM25,2013,26
2013,UKM27,2013,2
2013,UKM28,2013,3
2013,UKM34,2013,20
2013,UKM36,2013,1
2013,UKM38,2013,1
2013,UKM50,2013,2
2013,UKM63,2013,1
2013,UKN01,2013,11
2013,UKN03,2013,2
2013,UKN05,2013,1
2014,UKC14,2013,1
2014,UKC22,2013,13
2014,UKC23,2013,2
2014,UKD12,2013,2
2014,UKD33,2013,26
2014,UKD34,2013,3
2014,UKD35,2013,2
2014,UKD36,2013,1
2014,UKD37,2013,1
2014,UKD41,2013,1
2014,UKD42,2013,1
2014,UKD45,2013,4
2014,UKD47,2013,1
2014,UKD61,2013,2
2014,UKD62,2013,4
2014,UKD63,2013,2
2014,UKD71,2013,2
2014,UKD72,2013,3
2014,UKE11,2013,4
2014,UKE21,2013,2
2014,UKE22,2013,1
2014,UKE31,2013,4
2014,UKE32,2013,5
2014,UKE41,2013,1
2014,UKE42,2013,13
2014,UKE44,2013,2
2014,UKF11,2013,3
2014,UKF12,2013,1
2014,UKF13,2013,1
2014,UKF14,2013,7
2014,UKF16,2013,2
2014,UKF21,2013,4
2014,UKF22,2013,5
2014,UKF24,2013,6
2014,UKF25,2013,1
2014,UKF30,2013,1
2014,UKG11,2013,1
2014,UKG12,2013,4
2014,UKG13,2013,6
2014,UKG21,2013,2
2014,UKG24,2013,3
2014,UKG31,2013,15
2014,UKG33,2013,1
2014,UKG38,2013,1
2014,UKG39,2013,1
2014,UKH11,2013,1
2014,UKH12,2013,26
2014,UKH14,2013,5
2014,UKH15,2013,5
2014,UKH21,2013,1
2014,UKH23,2013,4
2014,UKH24,2013,1
2014,UKH31,2013,1
2014,UKH34,2013,1
2014,UKI32,2013,650
2014,UKI33,2013,1
2014,UKI42,2013,1
2014,UKI43,2013,2
2014,UKI52,2013,1
2014,UKI53,2013,1
2014,UKI62,2013,1
2014,UKI63,2013,1
2014,UKI74,2013,5
2014,UKI75,2013,2
2014,UKJ11,2013,13
2014,UKJ12,2013,3
2014,UKJ13,2013,4
2014,UKJ14,2013,15
2014,UKJ21,2013,8
2014,UKJ22,2013,2
2014,UKJ25,2013,10
2014,UKJ26,2013,3
2014,UKJ27,2013,3
2014,UKJ28,2013,4
2014,UKJ31,2013,1
2014,UKJ32,2013,6
2014,UKJ34,2013,1
2014,UKJ35,2013,3
2014,UKJ36,2013,3
2014,UKJ37,2013,5
2014,UKJ41,2013,1
2014,UKJ45,2013,6
2014,UKJ46,2013,3
2014,UKK11,2013,23
2014,UKK12,2013,5
2014,UKK13,2013,8
2014,UKK14,2013,2
2014,UKK15,2013,5
2014,UKK21,2013,7
2014,UKK22,2013,1
2014,UKK23,2013,3
2014,UKK30,2013,1
2014,UKK42,2013,1
2014,UKK43,2013,3
2014,UKL11,2013,1
2014,UKL14,2013,2
2014,UKL17,2013,3
2014,UKL18,2013,1
2014,UKL21,2013,2
2014,UKL22,2013,6
2014,UKL24,2013,1
2014,UKM21,2013,1
2014,UKM22,2013,4
2014,UKM25,2013,20
2014,UKM34,2013,12
2014,UKM36,2013,2
2014,UKM38,2013,2
2014,UKM50,2013,11
2014,UKM62,2013,2
2014,UKN01,2013,13
2014,UKN05,2013,3
2015,UKC21,2013,3
2015,UKC22,2013,19
2015,UKC23,2013,1
2015,UKD12,2013,2
2015,UKD33,2013,31
2015,UKD34,2013,1
2015,UKD35,2013,2
2015,UKD37,2013,1
2015,UKD45,2013,1
2015,UKD46,2013,1
2015,UKD47,2013,1
2015,UKD61,2013,2
2015,UKD62,2013,2
2015,UKD63,2013,1
2015,UKD71,2013,1
2015,UKD72,2013,7
2015,UKE11,2013,1
2015,UKE12,2013,1
2015,UKE22,2013,4
2015,UKE31,2013,1
2015,UKE42,2013,5
2015,UKF11,2013,2
2015,UKF13,2013,1
2015,UKF14,2013,7
2015,UKF21,2013,4
2015,UKF22,2013,2
2015,UKF24,2013,5
2015,UKF30,2013,1
2015,UKG12,2013,1
2015,UKG13,2013,4
2015,UKG21,2013,1
2015,UKG22,2013,1
2015,UKG24,2013,6
2015,UKG31,2013,13
2015,UKG32,2013,1
2015,UKG33,2013,1
2015,UKH11,2013,2
2015,UKH12,2013,39
2015,UKH14,2013,3
2015,UKH15,2013,2
2015,UKH16,2013,2
2015,UKH23,2013,14
2015,UKH24,2013,4
2015,UKH25,2013,1
2015,UKH32,2013,1
2015,UKH35,2013,3
2015,UKH37,2013,2
2015,UKI31,2013,4
2015,UKI32,2013,714
2015,UKI41,2013,2
2015,UKI52,2013,1
2015,UKI61,2013,1
2015,UKI62,2013,2
2015,UKI63,2013,2
2015,UKI71,2013,1
2015,UKI74,2013,5
2015,UKI75,2013,2
2015,UKJ11,2013,11
2015,UKJ12,2013,7
2015,UKJ13,2013,2
2015,UKJ14,2013,17
2015,UKJ21,2013,9
2015,UKJ25,2013,10
2015,UKJ26,2013,1
2015,UKJ27,2013,1
2015,UKJ28,2013,2
2015,UKJ32,2013,5
2015,UKJ34,2013,1
2015,UKJ36,2013,2
2015,UKJ37,2013,6
2015,UKJ43,2013,3
2015,UKJ44,2013,1
2015,UKJ45,2013,3
2015,UKJ46,2013,2
2015,UKK11,2013,10
2015,UKK12,2013,4
2015,UKK13,2013,5
2015,UKK14,2013,1
2015,UKK15,2013,1
2015,UKK21,2013,4
2015,UKK23,2013,3
2015,UKK30,2013,8
2015,UKK41,2013,1
2015,UKK42,2013,1
2015,UKK43,2013,3
2015,UKL14,2013,1
2015,UKL15,2013,1
2015,UKL16,2013,2
2015,UKL17,2013,1
2015,UKL18,2013,1
2015,UKL21,2013,3
2015,UKL22,2013,7
2015,UKM21,2013,3
2015,UKM23,2013,1
2015,UKM25,2013,16
2015,UKM27,2013,1
2015,UKM28,2013,2
2015,UKM34,2013,16
2015,UKM36,2013,1
2015,UKM50,2013,3
2015,UKM62,2013,1
2015,UKM63,2013,1
2015,UKN01,2013,9
2015,UKN03,2013,1
2016,UKC11,2016,1
2016,UKC12,2016,1
2016,UKC13,2016,1
2016,UKC14,2016,3
2016,UKC21,2016,1
2016,UKC22,2016,6
2016,UKD12,2016,1
2016,UKD33,2016,25
2016,UKD34,2016,2
2016,UKD36,2016,2
2016,UKD44,2016,1
2016,UKD45,2016,2
2016,UKD46,2016,1
2016,UKD47,2016,1
2016,UKD62,2016,1
2016,UKD63,2016,1
2016,UKD72,2016,3
2016,UKE13,2016,3
2016,UKE21,2016,2
2016,UKE22,2016,3
2016,UKE32,2016,5
2016,UKE42,2016,8
2016,UKE44,2016,2
2016,UKF11,2016,2
2016,UKF13,2016,1
2016,UKF14,2016,8
2016,UKF16,2016,1
2016,UKF21,2016,4
2016,UKF22,2016,3
2016,UKF24,2016,2
2016,UKF25,2016,1
2016,UKG11,2016,1
2016,UKG12,2016,2
2016,UKG13,2016,2
2016,UKG22,2016,2
2016,UKG31,2016,12
2016,UKG32,2016,1
2016,UKG33,2016,1
2016,UKG38,2016,1
2016,UKH12,2016,26
2016,UKH15,2016,2
2016,UKH16,2016,2
2016,UKH17,2016,2
2016,UKH23,2016,11
2016,UKH24,2016,3
2016,UKH35,2016,1
2016,UKH36,2016,1
2016,UKH37,2016,1
2016,UKI32,2016,649
