year,nuts_id,nuts_year_spec,total_ukri_funding
2006,UKC12,2006,150000.0
2006,UKC22,2006,313111.92
2006,UKC23,2006,149467.61
2006,UKD12,2006,289353.0
2006,UKD22,2006,438752.62
2006,UKD31,2006,345771.3
2006,UKD32,2006,378315.87
2006,UKD41,2006,224226.0
2006,UKD43,2006,210469.92
2006,UKD51,2006,620288.0
2006,UKD52,2006,366184.72
2006,UKE11,2006,142546.01
2006,UKE13,2006,422401.0
2006,UKE21,2006,250819.67
2006,UKE32,2006,335123.98
2006,UKE41,2006,180107.31
2006,UKE42,2006,885923.14
2006,UKE43,2006,75719.93
2006,UKF11,2006,15080.5
2006,UKF12,2006,428522.0
2006,UKF14,2006,395138.71
2006,UKF21,2006,210299.89
2006,UKF22,2006,576166.05
2006,UKF23,2006,12814.5
2006,UKF30,2006,163137.71
2006,UKG12,2006,980725.34
2006,UKG13,2006,557592.12
2006,UKG21,2006,559808.0
2006,UKG22,2006,411393.0
2006,UKG23,2006,393418.82
2006,UKG24,2006,239340.67
2006,UKG31,2006,269365.18
2006,UKG32,2006,395850.2
2006,UKG33,2006,391236.73
2006,UKG35,2006,238522.0
2006,UKH11,2006,213430.0
2006,UKH12,2006,472708.82
2006,UKH13,2006,288713.23
2006,UKH22,2006,323293.21
2006,UKH23,2006,453525.53
2006,UKH33,2006,287439.41
2006,UKI11,2006,451708.92
2006,UKI12,2006,276134.2
2006,UKI21,2006,132334.38
2006,UKI22,2006,193554.92
2006,UKI23,2006,234360.9
2006,UKJ11,2006,205557.99
2006,UKJ12,2006,130257.49
2006,UKJ13,2006,356116.15
2006,UKJ14,2006,568584.99
2006,UKJ21,2006,440944.25
2006,UKJ23,2006,361987.08
2006,UKJ24,2006,470172.44
2006,UKJ31,2006,143145.97
2006,UKJ32,2006,351468.35
2006,UKJ33,2006,461509.51
2006,UKJ42,2006,225484.51
2006,UKK11,2006,295190.49
2006,UKK12,2006,411162.98
2006,UKK13,2006,2187412.92
2006,UKK14,2006,636738.89
2006,UKK15,2006,408330.48
2006,UKK21,2006,29352.32
2006,UKK22,2006,349872.63
2006,UKK23,2006,274347.42
2006,UKK30,2006,11090.25
2006,UKK41,2006,400238.01
2006,UKK42,2006,255806.0
2006,UKK43,2006,155887.08
2006,UKL12,2006,179650.13
2006,UKL14,2006,140640.8
2006,UKL15,2006,84828.39
2006,UKL18,2006,191831.44
2006,UKL21,2006,470034.0
2006,UKL22,2006,461837.0
2006,UKL23,2006,209168.0
2006,UKM21,2006,332400.38
2006,UKM22,2006,371889.33
2006,UKM23,2006,70228.0
2006,UKM25,2006,347894.97
2006,UKM27,2006,124330.25
2006,UKM31,2006,521794.0
2006,UKM33,2006,674865.0
2006,UKM34,2006,366277.06
2006,UKM35,2006,320108.8
2006,UKM38,2006,508300.45
2006,UKM50,2006,235259.13
2006,UKM65,2006,153048.0
2006,UKN01,2006,254559.11
2006,UKN04,2006,164570.15
2006,UKN05,2006,199677.0
2007,UKC12,2006,463976.72
2007,UKC14,2006,833602.0
2007,UKC22,2006,234101.54
2007,UKC23,2006,150766.69
2007,UKD11,2006,166519.0
2007,UKD22,2006,398861.35
2007,UKD31,2006,358956.42
2007,UKD32,2006,491195.0
2007,UKD43,2006,164048.88
2007,UKD52,2006,268760.4
2007,UKD54,2006,830908.0
2007,UKE11,2006,196626.78
2007,UKE21,2006,216312.23
2007,UKE22,2006,87061.8
2007,UKE32,2006,322979.39
2007,UKE41,2006,237178.4
2007,UKE42,2006,338621.86
2007,UKE43,2006,212088.95
2007,UKF11,2006,44620.11
2007,UKF12,2006,277999.0
2007,UKF13,2006,206330.0
2007,UKF14,2006,322696.78
2007,UKF16,2006,147398.0
2007,UKF21,2006,427275.45
2007,UKF22,2006,397051.05
2007,UKF23,2006,162130.29
2007,UKF30,2006,84389.81
2007,UKG12,2006,421320.0
2007,UKG13,2006,688293.41
2007,UKG23,2006,191386.45
2007,UKG24,2006,340221.93
2007,UKG31,2006,328683.07
