year,lep_id,lep_year_spec,total_ukri_funding
2010,E37000037,-2014,347006.39
2010,E37000038,-2014,92296.36
2010,E37000039,-2014,188288.55
2010,E37000040,-2014,393173.81
2011,E37000001,-2014,57291.37
2011,E37000002,-2014,116865.13
2011,E37000003,-2014,118434.8
2011,E37000004,-2014,447526.5
2011,E37000005,-2014,525311.0
2011,E37000006,-2014,452889.09
2011,E37000007,-2014,198391.3
2011,E37000008,-2014,360356.81
2011,E37000009,-2014,141261.32
2011,E37000010,-2014,331820.38
2011,E37000011,-2014,134202.14
2011,E37000012,-2014,1566321.64
2011,E37000013,-2014,452487.28
2011,E37000014,-2014,216159.85
2011,E37000015,-2014,336566.15
2011,E37000016,-2014,166289.98
2011,E37000017,-2014,236090.25
2011,E37000018,-2014,220658.51
2011,E37000019,-2014,240861.09
2011,E37000020,-2014,328623.42
2011,E37000021,-2014,322360.12
2011,E37000022,-2014,607087.89
2011,E37000023,-2014,487323.4
2011,E37000024,-2014,253087.6
2011,E37000025,-2014,328324.28
2011,E37000026,-2014,154941.09
2011,E37000027,-2014,527627.65
2011,E37000029,-2014,434069.34
2011,E37000030,-2014,266212.41
2011,E37000031,-2014,371967.96
2011,E37000032,-2014,198920.41
2011,E37000033,-2014,62118.67
2011,E37000034,-2014,189474.89
2011,E37000035,-2014,233479.98
2011,E37000036,-2014,159907.42
2011,E37000037,-2014,441733.24
2011,E37000038,-2014,178589.86
2011,E37000039,-2014,293527.41
2011,E37000040,-2014,490990.14
2012,E37000001,-2014,27232.15
2012,E37000002,-2014,132835.03
2012,E37000003,-2014,176065.92
2012,E37000004,-2014,238798.28
2012,E37000005,-2014,64115.15
2012,E37000006,-2014,615219.7
2012,E37000007,-2014,343074.93
2012,E37000008,-2014,359315.29
2012,E37000009,-2014,118017.54
2012,E37000010,-2014,250976.46
2012,E37000011,-2014,277458.84
2012,E37000012,-2014,313421.81
2012,E37000013,-2014,430728.31
2012,E37000014,-2014,65259.55
2012,E37000015,-2014,602078.42
2012,E37000016,-2014,256054.29
2012,E37000017,-2014,206326.54
2012,E37000018,-2014,126495.07
2012,E37000019,-2014,259131.79
2012,E37000020,-2014,314364.18
2012,E37000021,-2014,331583.62
2012,E37000022,-2014,441315.01
2012,E37000023,-2014,555755.87
2012,E37000024,-2014,270563.66
2012,E37000025,-2014,269462.76
2012,E37000026,-2014,134838.26
2012,E37000027,-2014,455263.06
2012,E37000029,-2014,438849.0
2012,E37000030,-2014,357427.09
2012,E37000031,-2014,285422.02
2012,E37000032,-2014,132519.56
2012,E37000033,-2014,294203.26
2012,E37000034,-2014,3670711.96
2012,E37000035,-2014,237667.51
2012,E37000036,-2014,284073.75
2012,E37000037,-2014,548904.57
2012,E37000038,-2014,144037.97
2012,E37000039,-2014,254396.91
2012,E37000040,-2014,311639.17
2013,E37000001,-2014,198039.39
2013,E37000002,-2014,200095.64
2013,E37000003,-2014,104885.39
2013,E37000004,-2014,211912.54
2013,E37000005,-2014,78957.72
2013,E37000006,-2014,546458.84
2013,E37000007,-2014,77018.31
2013,E37000008,-2014,338377.94
2013,E37000009,-2014,59160.4
2013,E37000010,-2014,290048.35
2013,E37000011,-2014,349495.58
2013,E37000012,-2014,748413.23
2013,E37000013,-2014,450371.09
2013,E37000014,-2014,77201.16
2013,E37000015,-2014,385002.42
2013,E37000016,-2014,312832.63
2013,E37000017,-2014,174355.96
2013,E37000018,-2014,154567.22
2013,E37000019,-2014,242531.56
2013,E37000020,-2014,297636.17
2013,E37000021,-2014,367243.86
2013,E37000022,-2014,263594.62
2013,E37000023,-2014,494803.6
2013,E37000024,-2014,235692.8
2013,E37000025,-2014,352461.54
2013,E37000026,-2014,55773.14
2013,E37000027,-2014,517594.33
2013,E37000029,-2014,437698.04
2013,E37000030,-2014,370368.36
2013,E37000031,-2014,541980.94
2013,E37000032,-2014,149473.44
2013,E37000033,-2014,206177.31
2013,E37000034,-2014,167595.61
2013,E37000035,-2014,205269.49
2013,E37000036,-2014,77630.7
2013,E37000037,-2014,459080.6
2013,E37000038,-2014,35073.52
2013,E37000039,-2014,308322.67
2013,E37000040,-2014,325070.08
2014,E37000001,2014,64404.09
2014,E37000002,2014,356759.77
2014,E37000003,2014,109146.58
2014,E37000004,2014,204155.92
2014,E37000005,2014,62363.26
2014,E37000006,2014,675663.26
2014,E37000007,2014,83816.06
2014,E37000008,2014,443679.78
2014,E37000009,2014,158137.66
2014,E37000010,2014,312127.77
2014,E37000011,2014,401931.17
2014,E37000012,2014,1058610.08
2014,E37000013,2014,523595.74
2014,E37000014,2014,256804.32
2014,E37000015,2014,497830.4
2014,E37000016,2014,302358.82
2014,E37000017,2014,214500.19
2014,E37000018,2014,206887.63
2014,E37000019,2014,199274.73
2014,E37000020,2014,547630.49
2014,E37000021,2014,324245.58
2014,E37000022,2014,318853.99
2014,E37000023,2014,668255.85
2014,E37000024,2014,277185.46
2014,E37000025,2014,349895.96
2014,E37000026,2014,73044.04
2014,E37000027,2014,926471.96
2014,E37000029,2014,599709.02
2014,E37000030,2014,419120.91
2014,E37000031,2014,281331.49
2014,E37000032,2014,225475.71
2014,E37000033,2014,258666.79
2014,E37000034,2014,103183.41
2014,E37000035,2014,528893.28
2014,E37000036,2014,301382.96
2014,E37000037,2014,872901.81
2014,E37000038,2014,86936.58
2014,E37000039,2014,643550.72
2014,E37000040,2014,361850.08
2015,E37000001,2014,68702.47
2015,E37000002,2014,75198.3
2015,E37000003,2014,110424.17
2015,E37000004,2014,159367.54
2015,E37000005,2014,46019.67
2015,E37000006,2014,540209.81
2015,E37000007,2014,129218.54
2015,E37000008,2014,282546.8
2015,E37000009,2014,164175.8
2015,E37000010,2014,217845.43
2015,E37000011,2014,2208457.51
2015,E37000012,2014,375183.56
2015,E37000013,2014,453076.79
2015,E37000014,2014,72499.84
2015,E37000015,2014,378800.53
2015,E37000016,2014,233906.77
2015,E37000017,2014,333266.74
2015,E37000018,2014,178837.02
2015,E37000019,2014,245454.89
2015,E37000020,2014,312108.08
2015,E37000021,2014,248418.46
2015,E37000022,2014,346996.51
2015,E37000023,2014,618181.57
2015,E37000024,2014,220567.28
2015,E37000025,2014,267650.67
2015,E37000026,2014,95237.26
2015,E37000027,2014,515439.16
2015,E37000029,2014,401618.43
2015,E37000030,2014,204805.57
2015,E37000031,2014,555646.64
2015,E37000032,2014,164571.92
2015,E37000033,2014,184346.36
2015,E37000034,2014,93458.98
2015,E37000035,2014,257515.47
2015,E37000036,2014,155138.56
2015,E37000037,2014,395145.3
2015,E37000038,2014,99923.09
2015,E37000039,2014,280176.5
2015,E37000040,2014,303782.71
2016,E37000001,2014,1053619.2
2016,E37000002,2014,147482.27
2016,E37000003,2014,1480324.18
2016,E37000004,2014,243538.29
2016,E37000005,2014,310456.05
2016,E37000006,2014,349638.8
2016,E37000007,2014,5000.0
2016,E37000008,2014,459274.53
2016,E37000009,2014,173221.58
2016,E37000010,2014,486725.12
2016,E37000011,2014,1983000.68
2016,E37000012,2014,1650743.29
2016,E37000013,2014,416561.48
2016,E37000014,2014,222557.87
2016,E37000015,2014,915351.1
2016,E37000016,2014,277988.51
2016,E37000017,2014,353091.48
2016,E37000018,2014,205396.22
2016,E37000019,2014,242569.62
2016,E37000020,2014,375401.83
2016,E37000021,2014,280571.4
2016,E37000022,2014,203313.68
2016,E37000023,2014,439919.81
2016,E37000024,2014,172640.36
2016,E37000025,2014,669268.53
2016,E37000026,2014,307518.72
2016,E37000027,2014,391131.4
2016,E37000029,2014,490044.8
2016,E37000030,2014,625244.07
2016,E37000031,2014,422281.4
2016,E37000032,2014,243532.76
2016,E37000033,2014,313434.45
2016,E37000034,2014,119466.98
2016,E37000035,2014,286554.43
2016,E37000036,2014,635295.52
2016,E37000037,2014,370574.55
2016,E37000038,2014,71024.25
2016,E37000039,2014,562622.1
2016,E37000040,2014,544545.54
2017,E37000001,2017,1318177.77
2017,E37000002,2017,1225224.62
2017,E37000003,2017,219825.01
2017,E37000004,2017,162297.21
2017,E37000005,2017,111811.14
2017,E37000006,2017,747180.16
2017,E37000007,2017,317682.68
2017,E37000008,2017,264370.63
2017,E37000009,2017,778260.6
2017,E37000010,2017,341865.83
2017,E37000011,2017,911291.8
2017,E37000012,2017,299055.4
2017,E37000014,2017,186276.48
2017,E37000015,2017,280663.09
2017,E37000016,2017,306849.44
2017,E37000017,2017,317201.64
2017,E37000018,2017,193698.46
2017,E37000019,2017,255989.87
2017,E37000020,2017,306968.75
2017,E37000021,2017,202067.47
2017,E37000022,2017,314949.88
2017,E37000023,2017,332447.32
2017,E37000024,2017,222926.06
2017,E37000025,2017,261464.91
2017,E37000027,2017,311537.15
2017,E37000029,2017,354316.62
2017,E37000030,2017,725280.5
2017,E37000032,2017,422248.77
2017,E37000033,2017,313167.32
2017,E37000034,2017,224476.0
2017,E37000035,2017,305865.22
2017,E37000036,2017,140816.52
2017,E37000037,2017,428527.72
2017,E37000038,2017,189494.87
2017,E37000039,2017,216625.76
2017,E37000040,2017,286532.29
2017,E37000041,2017,405982.67
2017,E37000042,2017,285415.64
2018,E37000001,2017,1381920.19
2018,E37000002,2017,713867.84
2018,E37000003,2017,2399172.11
2018,E37000004,2017,287761.77
2018,E37000006,2017,868094.07
2018,E37000007,2017,832756.9
2018,E37000008,2017,208394.17
2018,E37000009,2017,148954.92
2018,E37000010,2017,299451.04
2018,E37000011,2017,158441.43
2018,E37000012,2017,2011227.67
2018,E37000014,2017,531689.04
2018,E37000015,2017,265772.13
2018,E37000016,2017,296722.53
2018,E37000017,2017,504965.2
2018,E37000018,2017,234173.84
2018,E37000019,2017,209960.61
2018,E37000020,2017,369890.34
2018,E37000021,2017,298318.22
2018,E37000022,2017,228894.14
2018,E37000023,2017,500648.75
2018,E37000024,2017,174915.31
2018,E37000025,2017,326454.31
2018,E37000027,2017,642171.82
2018,E37000029,2017,431983.11
2018,E37000030,2017,434438.16
2018,E37000032,2017,274122.85
2018,E37000033,2017,306679.72
2018,E37000034,2017,1547547.89
2018,E37000035,2017,373889.49
2018,E37000036,2017,388743.67
2018,E37000037,2017,373892.24
2018,E37000038,2017,714355.88
2018,E37000039,2017,299228.02
2018,E37000040,2017,251058.01
2018,E37000041,2017,755919.72
2018,E37000042,2017,498460.49
2019,E37000001,2017,3823009.0
2019,E37000002,2017,393077.11
2019,E37000003,2017,396879.26
2019,E37000004,2017,330814.84
2019,E37000005,2017,51239.2
2019,E37000006,2017,491392.19
2019,E37000007,2017,1422773.75
2019,E37000008,2017,236384.19
2019,E37000009,2017,66757.96
2019,E37000010,2017,369490.13
2019,E37000011,2017,231820.66
2019,E37000012,2017,350540.43
2019,E37000014,2017,602408.95
2019,E37000015,2017,294352.44
2019,E37000016,2017,227175.2
2019,E37000017,2017,698015.89
2019,E37000018,2017,386924.14
2019,E37000019,2017,227534.96
2019,E37000020,2017,362357.12
2019,E37000021,2017,226823.44
2019,E37000022,2017,293490.09
2019,E37000023,2017,433399.61
2019,E37000024,2017,252561.3
2019,E37000025,2017,392736.79
2019,E37000027,2017,494473.29
2019,E37000029,2017,255153.36
2019,E37000030,2017,254847.46
2019,E37000032,2017,234851.38
2019,E37000033,2017,454197.63
2019,E37000034,2017,196301.87
2019,E37000035,2017,371478.32
2019,E37000036,2017,280241.32
2019,E37000037,2017,376612.64
2019,E37000038,2017,160275.9
2019,E37000039,2017,399511.03
2019,E37000040,2017,294571.0
2019,E37000041,2017,301919.73
2019,E37000042,2017,427661.13
