year,lep_id,lep_year_spec,economic_complexity_index
2019,E37000001,2017,-0.103
2019,E37000002,2017,0.3317
2019,E37000003,2017,0.066
2019,E37000004,2017,0.2941
2019,E37000005,2017,-0.0939
2019,E37000006,2017,-0.0351
2019,E37000007,2017,-0.0753
2019,E37000008,2017,-0.1037
2019,E37000009,2017,-0.0647
2019,E37000010,2017,0.3218
2019,E37000011,2017,0.0113
2019,E37000012,2017,-0.0153
2019,E37000014,2017,-0.1167
2019,E37000015,2017,0.0419
2019,E37000016,2017,-0.0869
2019,E37000017,2017,0.3564
2019,E37000018,2017,-0.1294
2019,E37000019,2017,-0.1206
2019,E37000020,2017,-0.1021
2019,E37000021,2017,-0.0813
2019,E37000022,2017,-0.0174
2019,E37000023,2017,0.4218
2019,E37000024,2017,-0.0945
2019,E37000025,2017,-0.0945
2019,E37000027,2017,0.2062
2019,E37000029,2017,-0.0328
2019,E37000030,2017,-0.0033
2019,E37000032,2017,-0.0987
2019,E37000033,2017,0.0485
2019,E37000034,2017,-0.1124
2019,E37000035,2017,0.2469
2019,E37000036,2017,-0.1316
2019,E37000037,2017,0.269
2019,E37000038,2017,-0.0405
2019,E37000039,2017,-0.097
2019,E37000040,2017,-0.1387
2019,E37000041,2017,0.1005
2019,E37000042,2017,-0.0185
2018,E37000001,2017,-0.1289
2018,E37000002,2017,0.3425
2018,E37000003,2017,0.0847
2018,E37000004,2017,0.2994
2018,E37000005,2017,-0.1106
2018,E37000006,2017,-0.0033
2018,E37000007,2017,-0.1004
2018,E37000008,2017,-0.1016
2018,E37000009,2017,-0.0431
2018,E37000010,2017,0.3663
2018,E37000011,2017,-0.0055
2018,E37000012,2017,-0.0315
2018,E37000014,2017,-0.117
2018,E37000015,2017,0.0333
2018,E37000016,2017,-0.0885
2018,E37000017,2017,0.3466
2018,E37000018,2017,-0.1169
2018,E37000019,2017,-0.1053
2018,E37000020,2017,-0.0833
2018,E37000021,2017,-0.063
2018,E37000022,2017,-0.029
2018,E37000023,2017,0.3946
2018,E37000024,2017,-0.0935
2018,E37000025,2017,-0.0947
2018,E37000027,2017,0.1977
2018,E37000029,2017,-0.0297
2018,E37000030,2017,-0.0181
2018,E37000032,2017,-0.1037
2018,E37000033,2017,0.0801
2018,E37000034,2017,-0.123
2018,E37000035,2017,0.2781
2018,E37000036,2017,-0.1444
2018,E37000037,2017,0.2032
2018,E37000038,2017,-0.0395
2018,E37000039,2017,-0.0798
2018,E37000040,2017,-0.141
2018,E37000041,2017,0.0835
2018,E37000042,2017,-0.0073
2017,E37000001,2017,-0.1052
2017,E37000002,2017,0.3713
2017,E37000003,2017,0.0881
2017,E37000004,2017,0.3047
2017,E37000005,2017,-0.0956
2017,E37000006,2017,0.0051
2017,E37000007,2017,-0.0931
2017,E37000008,2017,-0.1076
2017,E37000009,2017,-0.038
2017,E37000010,2017,0.3559
2017,E37000011,2017,-0.0098
2017,E37000012,2017,-0.039
2017,E37000014,2017,-0.1145
2017,E37000015,2017,-0.03
2017,E37000016,2017,-0.057
2017,E37000017,2017,0.3573
2017,E37000018,2017,-0.1175
2017,E37000019,2017,-0.1045
2017,E37000020,2017,-0.1025
2017,E37000021,2017,-0.0754
2017,E37000022,2017,-0.0733
2017,E37000023,2017,0.3422
2017,E37000024,2017,-0.0734
2017,E37000025,2017,-0.113
2017,E37000027,2017,0.2224
2017,E37000029,2017,-0.0247
2017,E37000030,2017,0.0009
2017,E37000032,2017,-0.097
2017,E37000033,2017,0.1199
2017,E37000034,2017,-0.1427
2017,E37000035,2017,0.2845
2017,E37000036,2017,-0.1112
2017,E37000037,2017,0.1882
2017,E37000038,2017,-0.0835
2017,E37000039,2017,-0.0794
2017,E37000040,2017,-0.1299
2017,E37000041,2017,0.1063
2017,E37000042,2017,-0.0189
2016,E37000001,2017,-0.1332
2016,E37000002,2017,0.3625
2016,E37000003,2017,0.0869
2016,E37000004,2017,0.2858
2016,E37000005,2017,-0.0791
2016,E37000006,2017,0.0718
2016,E37000007,2017,-0.107
2016,E37000008,2017,-0.1272
2016,E37000009,2017,-0.0436
2016,E37000010,2017,0.3628
2016,E37000011,2017,-0.0002
2016,E37000012,2017,-0.049
2016,E37000014,2017,-0.1016
2016,E37000015,2017,-0.0112
2016,E37000016,2017,-0.0527
2016,E37000017,2017,0.3923
2016,E37000018,2017,-0.1099
2016,E37000019,2017,-0.1173
2016,E37000020,2017,-0.0858
2016,E37000021,2017,-0.0396
2016,E37000022,2017,-0.1155
2016,E37000023,2017,0.3615
2016,E37000024,2017,-0.0746
2016,E37000025,2017,-0.124
2016,E37000027,2017,0.2005
2016,E37000029,2017,-0.0208
2016,E37000030,2017,0.029
2016,E37000032,2017,-0.0873
2016,E37000033,2017,0.0581
2016,E37000034,2017,-0.1107
2016,E37000035,2017,0.2428
2016,E37000036,2017,-0.1171
2016,E37000037,2017,0.2289
2016,E37000038,2017,-0.0517
2016,E37000039,2017,-0.0714
2016,E37000040,2017,-0.1378
2016,E37000041,2017,0.0567
2016,E37000042,2017,0.0112
