year,nuts_id,nuts_year_spec,broadband_download_speed_data
2014,UKC11,2013,28.34
2014,UKC12,2013,27.2
2014,UKC13,2013,24.49
2014,UKC14,2013,12.92
2014,UKC21,2013,11.16
2014,UKC22,2013,23.11
2014,UKC23,2013,22.36
2014,UKD11,2013,10.81
2014,UKD12,2013,9.41
2014,UKD33,2013,21.63
2014,UKD34,2013,25.83
2014,UKD35,2013,24.97
2014,UKD36,2013,24.94
2014,UKD37,2013,21.8
2014,UKD41,2013,17.65
2014,UKD42,2013,22.77
2014,UKD44,2013,13.66
2014,UKD45,2013,19.93
2014,UKD46,2013,18.89
2014,UKD47,2013,15.99
2014,UKD61,2013,21.62
2014,UKD62,2013,17.55
2014,UKD63,2013,15.69
2014,UKD71,2013,23.14
2014,UKD72,2013,25.17
2014,UKD73,2013,24.6
2014,UKD74,2013,21.29
2014,UKE11,2013,12.51
2014,UKE12,2013,11.74
2014,UKE13,2013,23.98
2014,UKE21,2013,19.65
2014,UKE22,2013,13.34
2014,UKE31,2013,18.54
2014,UKE32,2013,18.74
2014,UKE41,2013,21.48
2014,UKE42,2013,22.17
2014,UKE44,2013,17.96
2014,UKE45,2013,17.58
2014,UKF11,2013,28.23
2014,UKF12,2013,14.81
2014,UKF13,2013,15.26
2014,UKF14,2013,28.41
2014,UKF15,2013,19.92
2014,UKF16,2013,26.5
2014,UKF21,2013,27.51
2014,UKF22,2013,19.74
2014,UKF24,2013,18.27
2014,UKF25,2013,21.79
2014,UKF30,2013,14.91
2014,UKG11,2013,9.93
2014,UKG12,2013,16.07
2014,UKG13,2013,19.14
2014,UKG21,2013,24.57
2014,UKG22,2013,10.97
2014,UKG23,2013,23.66
2014,UKG24,2013,17.06
2014,UKG31,2013,26.14
2014,UKG32,2013,27.74
2014,UKG33,2013,23.61
2014,UKG36,2013,26.54
2014,UKG37,2013,22.18
2014,UKG38,2013,24.01
2014,UKG39,2013,28.47
2014,UKH11,2013,23.4
2014,UKH12,2013,19.46
2014,UKH14,2013,14.5
2014,UKH15,2013,19.9
2014,UKH16,2013,9.63
2014,UKH17,2013,10.6
2014,UKH21,2013,30.06
2014,UKH23,2013,25.1
2014,UKH24,2013,22.39
2014,UKH25,2013,21.96
2014,UKH31,2013,27.65
2014,UKH32,2013,25.63
2014,UKH34,2013,16.61
2014,UKH35,2013,19.52
2014,UKH36,2013,16.94
2014,UKH37,2013,21.76
2014,UKI31,2013,20.01
2014,UKI32,2013,10.48
2014,UKI33,2013,21.7
2014,UKI34,2013,24.24
2014,UKI41,2013,22.02
2014,UKI42,2013,16.82
2014,UKI43,2013,26.18
2014,UKI44,2013,21.61
2014,UKI45,2013,22.84
2014,UKI51,2013,24.31
2014,UKI52,2013,26.83
2014,UKI53,2013,27.59
2014,UKI54,2013,28.75
2014,UKI61,2013,27.67
2014,UKI62,2013,27.73
2014,UKI63,2013,29.89
2014,UKI71,2013,22.02
2014,UKI72,2013,22.94
2014,UKI73,2013,24.99
2014,UKI74,2013,26.65
2014,UKI75,2013,28.93
2014,UKJ11,2013,21.9
2014,UKJ12,2013,19.78
2014,UKJ13,2013,18.39
2014,UKJ14,2013,17.63
2014,UKJ21,2013,30.74
2014,UKJ22,2013,14.18
2014,UKJ25,2013,24.85
2014,UKJ26,2013,23.16
2014,UKJ27,2013,18.86
2014,UKJ28,2013,19.95
2014,UKJ31,2013,29.26
2014,UKJ32,2013,25.99
2014,UKJ34,2013,14.16
2014,UKJ35,2013,27.34
2014,UKJ36,2013,16.19
2014,UKJ37,2013,23.3
2014,UKJ41,2013,27.89
2014,UKJ43,2013,19.43
2014,UKJ44,2013,15.22
2014,UKJ45,2013,18.05
2014,UKJ46,2013,16.89
2014,UKK11,2013,30.62
2014,UKK12,2013,19.5
2014,UKK13,2013,17.15
2014,UKK14,2013,25.22
2014,UKK15,2013,14.61
2014,UKK21,2013,27.25
2014,UKK22,2013,12.83
2014,UKK23,2013,11.2
2014,UKK30,2013,14.97
2014,UKK41,2013,28.15
2014,UKK42,2013,18.2
2014,UKK43,2013,11.59
2014,UKL11,2013,9.55
2014,UKL12,2013,11.15
2014,UKL13,2013,10.09
2014,UKL14,2013,7.0
2014,UKL15,2013,12.79
2014,UKL16,2013,13.64
2014,UKL17,2013,18.14
2014,UKL18,2013,23.78
2014,UKL21,2013,17.6
2014,UKL22,2013,26.43
2014,UKL23,2013,13.03
2014,UKL24,2013,6.86
2014,UKM21,2013,22.65
2014,UKM22,2013,16.86
2014,UKM23,2013,12.17
2014,UKM24,2013,10.53
2014,UKM25,2013,27.54
2014,UKM26,2013,26.87
2014,UKM27,2013,13.04
2014,UKM28,2013,18.41
2014,UKM31,2013,24.35
2014,UKM32,2013,8.47
2014,UKM33,2013,12.03
2014,UKM34,2013,20.66
2014,UKM35,2013,24.85
2014,UKM36,2013,24.25
2014,UKM37,2013,11.11
2014,UKM38,2013,21.37
2014,UKM50,2013,10.92
2014,UKM61,2013,8.45
2014,UKM62,2013,10.73
2014,UKM63,2013,6.63
2014,UKM64,2013,5.26
2014,UKM65,2013,8.49
2014,UKM66,2013,7.66
2014,UKN01,2013,29.01
2014,UKN02,2013,23.78
2014,UKN03,2013,17.47
2014,UKN04,2013,20.19
2014,UKN05,2013,14.45
2015,UKC11,2013,35.1
2015,UKC12,2013,34.33
2015,UKC13,2013,31.46
2015,UKC14,2013,14.48
2015,UKC21,2013,13.34
2015,UKC22,2013,29.27
2015,UKC23,2013,26.6
2015,UKD11,2013,13.08
2015,UKD12,2013,11.66
2015,UKD33,2013,25.12
2015,UKD34,2013,30.52
2015,UKD35,2013,29.6
2015,UKD36,2013,31.48
2015,UKD37,2013,25.18
2015,UKD41,2013,22.29
2015,UKD42,2013,28.14
2015,UKD44,2013,16.91
2015,UKD45,2013,24.45
2015,UKD46,2013,22.96
2015,UKD47,2013,19.77
2015,UKD61,2013,27.08
2015,UKD62,2013,20.73
2015,UKD63,2013,18.84
2015,UKD71,2013,30.92
2015,UKD72,2013,32.23
2015,UKD73,2013,31.68
2015,UKD74,2013,26.75
2015,UKE11,2013,14.13
2015,UKE12,2013,13.88
2015,UKE13,2013,30.6
2015,UKE21,2013,23.14
2015,UKE22,2013,15.75
2015,UKE31,2013,21.58
2015,UKE32,2013,22.46
2015,UKE41,2013,25.52
2015,UKE42,2013,27.02
2015,UKE44,2013,21.2
2015,UKE45,2013,20.46
2015,UKF11,2013,35.69
2015,UKF12,2013,17.45
2015,UKF13,2013,18.03
2015,UKF14,2013,35.74
2015,UKF15,2013,25.14
2015,UKF16,2013,34.73
2015,UKF21,2013,34.11
2015,UKF22,2013,24.99
2015,UKF24,2013,23.7
2015,UKF25,2013,26.97
2015,UKF30,2013,18.38
2015,UKG11,2013,11.06
2015,UKG12,2013,18.96
2015,UKG13,2013,23.41
2015,UKG21,2013,30.31
2015,UKG22,2013,13.09
2015,UKG23,2013,30.49
2015,UKG24,2013,20.81
2015,UKG31,2013,33.04
2015,UKG32,2013,36.11
2015,UKG33,2013,29.08
2015,UKG36,2013,33.4
2015,UKG37,2013,27.62
2015,UKG38,2013,29.21
2015,UKG39,2013,34.08
2015,UKH11,2013,28.63
2015,UKH12,2013,24.89
2015,UKH14,2013,17.24
2015,UKH15,2013,24.68
2015,UKH16,2013,12.04
2015,UKH17,2013,13.2
2015,UKH21,2013,37.64
2015,UKH23,2013,31.1
2015,UKH24,2013,28.3
2015,UKH25,2013,26.83
2015,UKH31,2013,32.0
2015,UKH32,2013,32.23
2015,UKH34,2013,18.83
2015,UKH35,2013,23.84
2015,UKH36,2013,19.5
2015,UKH37,2013,26.09
2015,UKI31,2013,24.76
2015,UKI32,2013,12.61
2015,UKI33,2013,26.54
2015,UKI34,2013,28.51
2015,UKI41,2013,26.17
2015,UKI42,2013,18.2
2015,UKI43,2013,30.76
2015,UKI44,2013,24.75
2015,UKI45,2013,27.09
2015,UKI51,2013,29.04
2015,UKI52,2013,33.31
2015,UKI53,2013,33.5
2015,UKI54,2013,34.9
2015,UKI61,2013,34.46
2015,UKI62,2013,33.28
2015,UKI63,2013,36.82
2015,UKI71,2013,25.12
2015,UKI72,2013,27.4
2015,UKI73,2013,29.12
2015,UKI74,2013,32.69
2015,UKI75,2013,35.85
2015,UKJ11,2013,26.47
2015,UKJ12,2013,21.65
2015,UKJ13,2013,21.48
2015,UKJ14,2013,21.42
2015,UKJ21,2013,38.22
2015,UKJ22,2013,16.02
2015,UKJ25,2013,30.15
2015,UKJ26,2013,28.41
2015,UKJ27,2013,22.06
2015,UKJ28,2013,23.83
2015,UKJ31,2013,36.57
2015,UKJ32,2013,31.82
2015,UKJ34,2013,15.13
2015,UKJ35,2013,33.31
2015,UKJ36,2013,18.94
2015,UKJ37,2013,28.81
2015,UKJ41,2013,34.83
2015,UKJ43,2013,23.26
2015,UKJ44,2013,17.29
2015,UKJ45,2013,21.82
2015,UKJ46,2013,20.28
2015,UKK11,2013,38.58
2015,UKK12,2013,23.93
2015,UKK13,2013,20.77
2015,UKK14,2013,31.64
2015,UKK15,2013,17.99
2015,UKK21,2013,32.86
2015,UKK22,2013,14.9
2015,UKK23,2013,12.96
2015,UKK30,2013,15.93
2015,UKK41,2013,35.86
2015,UKK42,2013,21.51
2015,UKK43,2013,13.88
2015,UKL11,2013,12.5
2015,UKL12,2013,12.46
2015,UKL13,2013,11.81
2015,UKL14,2013,9.04
2015,UKL15,2013,15.93
2015,UKL16,2013,15.93
2015,UKL17,2013,22.33
2015,UKL18,2013,31.14
2015,UKL21,2013,21.46
2015,UKL22,2013,32.4
2015,UKL23,2013,14.8
2015,UKL24,2013,8.11
2015,UKM21,2013,27.63
2015,UKM22,2013,20.55
2015,UKM23,2013,13.62
2015,UKM24,2013,12.71
2015,UKM25,2013,35.7
2015,UKM26,2013,34.68
2015,UKM27,2013,16.02
2015,UKM28,2013,21.53
2015,UKM31,2013,31.14
2015,UKM32,2013,10.6
2015,UKM33,2013,15.98
2015,UKM34,2013,25.02
2015,UKM35,2013,31.48
2015,UKM36,2013,32.0
2015,UKM37,2013,15.11
2015,UKM38,2013,28.52
2015,UKM50,2013,13.32
2015,UKM61,2013,10.2
2015,UKM62,2013,13.61
2015,UKM63,2013,7.41
2015,UKM64,2013,5.14
2015,UKM65,2013,9.04
2015,UKM66,2013,11.47
2015,UKN01,2013,38.96
2015,UKN02,2013,27.72
2015,UKN03,2013,17.81
2015,UKN04,2013,20.28
2015,UKN05,2013,13.96
2016,UKC11,2016,50.8
2016,UKC12,2016,50.58
2016,UKC13,2016,47.16
2016,UKC14,2016,21.21
2016,UKC21,2016,20.6
2016,UKC22,2016,39.85
2016,UKC23,2016,37.84
2016,UKD11,2016,20.76
2016,UKD12,2016,20.46
2016,UKD33,2016,33.0
2016,UKD34,2016,41.26
2016,UKD35,2016,41.07
2016,UKD36,2016,44.27
2016,UKD37,2016,34.5
2016,UKD41,2016,33.74
2016,UKD42,2016,39.48
2016,UKD44,2016,49.98
2016,UKD45,2016,34.35
2016,UKD46,2016,34.84
2016,UKD47,2016,27.51
2016,UKD61,2016,41.78
2016,UKD62,2016,29.42
2016,UKD63,2016,27.12
2016,UKD71,2016,43.56
2016,UKD72,2016,41.87
2016,UKD73,2016,42.11
2016,UKD74,2016,36.35
2016,UKE11,2016,25.37
2016,UKE12,2016,24.15
2016,UKE13,2016,45.89
2016,UKE21,2016,38.6
2016,UKE22,2016,25.45
2016,UKE31,2016,29.09
2016,UKE32,2016,28.79
2016,UKE41,2016,36.3
2016,UKE42,2016,38.4
2016,UKE44,2016,31.74
2016,UKE45,2016,27.75
2016,UKF11,2016,46.64
2016,UKF12,2016,24.46
2016,UKF13,2016,25.93
2016,UKF14,2016,48.98
2016,UKF15,2016,37.34
2016,UKF16,2016,49.32
2016,UKF21,2016,45.56
2016,UKF22,2016,39.02
2016,UKF24,2016,39.3
2016,UKF25,2016,43.59
2016,UKF30,2016,28.76
2016,UKG11,2016,16.85
2016,UKG12,2016,27.48
2016,UKG13,2016,34.05
2016,UKG21,2016,41.28
2016,UKG22,2016,20.11
2016,UKG23,2016,45.39
2016,UKG24,2016,30.65
2016,UKG31,2016,44.54
2016,UKG32,2016,47.46
2016,UKG33,2016,38.95
2016,UKG36,2016,45.22
2016,UKG37,2016,36.82
2016,UKG38,2016,38.28
2016,UKG39,2016,44.94
2016,UKH11,2016,49.52
2016,UKH12,2016,35.56
2016,UKH14,2016,25.39
2016,UKH15,2016,37.23
2016,UKH16,2016,19.12
2016,UKH17,2016,19.28
2016,UKH21,2016,50.99
2016,UKH23,2016,44.59
2016,UKH24,2016,41.72
2016,UKH25,2016,37.57
2016,UKH31,2016,41.66
2016,UKH32,2016,46.1
2016,UKH34,2016,26.02
2016,UKH35,2016,36.45
2016,UKH36,2016,26.58
2016,UKH37,2016,35.44
2016,UKI31,2016,35.5
2016,UKI32,2016,16.66
2016,UKI33,2016,34.84
2016,UKI34,2016,35.22
2016,UKI41,2016,33.74
2016,UKI42,2016,21.48
2016,UKI43,2016,39.81
2016,UKI44,2016,30.92
2016,UKI45,2016,33.68
2016,UKI51,2016,37.78
2016,UKI52,2016,43.27
2016,UKI53,2016,42.34
2016,UKI54,2016,44.94
2016,UKI61,2016,45.13
2016,UKI62,2016,42.03
2016,UKI63,2016,46.88
2016,UKI71,2016,32.72
2016,UKI72,2016,35.9
2016,UKI73,2016,36.75
2016,UKI74,2016,44.61
2016,UKI75,2016,47.81
2016,UKJ11,2016,38.39
2016,UKJ12,2016,25.9
2016,UKJ13,2016,33.68
2016,UKJ14,2016,47.15
2016,UKJ21,2016,51.8
2016,UKJ22,2016,22.56
2016,UKJ25,2016,42.59
2016,UKJ26,2016,38.62
2016,UKJ27,2016,32.2
2016,UKJ28,2016,31.89
2016,UKJ31,2016,49.54
2016,UKJ32,2016,44.71
2016,UKJ34,2016,22.29
2016,UKJ35,2016,46.23
2016,UKJ36,2016,28.94
2016,UKJ37,2016,41.71
2016,UKJ41,2016,49.77
2016,UKJ43,2016,34.68
2016,UKJ44,2016,25.08
2016,UKJ45,2016,32.55
2016,UKJ46,2016,34.11
2016,UKK11,2016,51.2
2016,UKK12,2016,35.9
2016,UKK13,2016,32.66
2016,UKK14,2016,46.53
2016,UKK15,2016,29.96
2016,UKK21,2016,45.39
2016,UKK22,2016,22.56
2016,UKK23,2016,20.69
2016,UKK30,2016,20.25
2016,UKK41,2016,51.59
2016,UKK42,2016,30.35
2016,UKK43,2016,22.86
2016,UKL11,2016,19.13
2016,UKL12,2016,19.25
2016,UKL13,2016,18.79
2016,UKL14,2016,15.83
2016,UKL15,2016,22.32
2016,UKL16,2016,22.8
2016,UKL17,2016,32.32
2016,UKL18,2016,44.33
2016,UKL21,2016,31.13
2016,UKL22,2016,43.75
2016,UKL23,2016,21.07
2016,UKL24,2016,13.98
2016,UKM50,2016,19.11
2016,UKM61,2016,16.04
2016,UKM62,2016,19.05
2016,UKM63,2016,13.54
2016,UKM64,2016,14.33
2016,UKM65,2016,14.02
2016,UKM66,2016,16.56
2016,UKM71,2016,39.3
2016,UKM72,2016,29.8
2016,UKM73,2016,18.52
2016,UKM75,2016,47.01
2016,UKM76,2016,51.64
2016,UKM77,2016,23.48
2016,UKM78,2016,30.32
2016,UKM81,2016,48.11
2016,UKM82,2016,34.79
2016,UKM83,2016,46.99
2016,UKM84,2016,46.81
2016,UKM91,2016,17.94
2016,UKM92,2016,16.72
2016,UKM93,2016,22.17
2016,UKM94,2016,21.93
2016,UKM95,2016,41.73
2016,UKN06,2016,50.75
2016,UKN07,2016,22.87
2016,UKN08,2016,22.82
2016,UKN09,2016,29.05
2016,UKN10,2016,31.39
2016,UKN11,2016,23.11
2016,UKN12,2016,25.88
2016,UKN13,2016,35.41
2016,UKN14,2016,33.87
2016,UKN15,2016,23.46
2016,UKN16,2016,15.99
2017,UKC11,2016,64.48
2017,UKC12,2016,63.06
2017,UKC13,2016,59.0
2017,UKC14,2016,26.66
2017,UKC21,2016,25.33
2017,UKC22,2016,50.09
2017,UKC23,2016,45.8
2017,UKD11,2016,26.68
2017,UKD12,2016,28.54
2017,UKD33,2016,41.8
2017,UKD34,2016,50.61
2017,UKD35,2016,49.66
2017,UKD36,2016,55.33
2017,UKD37,2016,42.88
2017,UKD41,2016,41.88
2017,UKD42,2016,46.75
2017,UKD44,2016,48.87
2017,UKD45,2016,40.61
2017,UKD46,2016,42.19
2017,UKD47,2016,33.32
2017,UKD61,2016,50.75
2017,UKD62,2016,34.31
2017,UKD63,2016,32.15
2017,UKD71,2016,55.11
2017,UKD72,2016,52.25
2017,UKD73,2016,51.25
2017,UKD74,2016,43.38
2017,UKE11,2016,38.61
2017,UKE12,2016,37.78
2017,UKE13,2016,55.72
2017,UKE21,2016,90.07
2017,UKE22,2016,30.96
2017,UKE31,2016,36.4
2017,UKE32,2016,37.13
2017,UKE41,2016,46.57
2017,UKE42,2016,48.02
2017,UKE44,2016,39.53
2017,UKE45,2016,34.28
2017,UKF11,2016,58.16
2017,UKF12,2016,30.07
2017,UKF13,2016,31.39
2017,UKF14,2016,61.15
2017,UKF15,2016,46.05
2017,UKF16,2016,59.51
2017,UKF21,2016,56.61
2017,UKF22,2016,45.41
2017,UKF24,2016,48.57
2017,UKF25,2016,48.29
2017,UKF30,2016,34.78
2017,UKG11,2016,22.2
2017,UKG12,2016,33.19
2017,UKG13,2016,41.35
2017,UKG21,2016,51.58
2017,UKG22,2016,25.11
2017,UKG23,2016,55.75
2017,UKG24,2016,38.07
2017,UKG31,2016,54.35
2017,UKG32,2016,57.44
2017,UKG33,2016,46.86
2017,UKG36,2016,55.89
2017,UKG37,2016,46.91
2017,UKG38,2016,46.71
2017,UKG39,2016,56.61
2017,UKH11,2016,57.26
2017,UKH12,2016,43.68
2017,UKH14,2016,31.13
2017,UKH15,2016,44.39
2017,UKH16,2016,23.65
2017,UKH17,2016,23.83
2017,UKH21,2016,62.03
2017,UKH23,2016,54.54
2017,UKH24,2016,51.38
2017,UKH25,2016,45.22
2017,UKH31,2016,48.14
2017,UKH32,2016,53.46
2017,UKH34,2016,31.3
2017,UKH35,2016,48.23
2017,UKH36,2016,31.5
2017,UKH37,2016,41.47
2017,UKI31,2016,46.24
2017,UKI32,2016,23.18
2017,UKI33,2016,43.66
2017,UKI34,2016,41.06
2017,UKI41,2016,42.87
2017,UKI42,2016,27.05
2017,UKI43,2016,51.28
2017,UKI44,2016,37.51
2017,UKI45,2016,40.79
2017,UKI51,2016,45.59
2017,UKI52,2016,53.75
2017,UKI53,2016,53.64
2017,UKI54,2016,55.7
2017,UKI61,2016,54.44
2017,UKI62,2016,51.47
2017,UKI63,2016,58.61
2017,UKI71,2016,38.5
2017,UKI72,2016,43.74
2017,UKI73,2016,46.3
2017,UKI74,2016,53.47
2017,UKI75,2016,57.93
2017,UKJ11,2016,46.7
2017,UKJ12,2016,28.53
2017,UKJ13,2016,39.08
2017,UKJ14,2016,45.42
2017,UKJ21,2016,62.36
2017,UKJ22,2016,26.49
2017,UKJ25,2016,49.94
2017,UKJ26,2016,45.98
2017,UKJ27,2016,37.99
2017,UKJ28,2016,37.64
2017,UKJ31,2016,60.9
2017,UKJ32,2016,53.09
2017,UKJ34,2016,26.92
2017,UKJ35,2016,54.84
2017,UKJ36,2016,32.76
2017,UKJ37,2016,49.13
2017,UKJ41,2016,59.62
2017,UKJ43,2016,40.23
2017,UKJ44,2016,29.96
2017,UKJ45,2016,39.05
2017,UKJ46,2016,37.62
2017,UKK11,2016,64.06
2017,UKK12,2016,42.72
2017,UKK13,2016,44.88
2017,UKK14,2016,52.82
2017,UKK15,2016,35.97
2017,UKK21,2016,57.99
2017,UKK22,2016,27.57
2017,UKK23,2016,24.58
2017,UKK30,2016,23.06
2017,UKK41,2016,63.83
2017,UKK42,2016,36.65
2017,UKK43,2016,28.01
2017,UKL11,2016,21.84
2017,UKL12,2016,20.3
2017,UKL13,2016,23.1
2017,UKL14,2016,21.92
2017,UKL15,2016,27.98
2017,UKL16,2016,28.38
2017,UKL17,2016,39.48
2017,UKL18,2016,54.26
2017,UKL21,2016,38.35
2017,UKL22,2016,52.56
2017,UKL23,2016,25.47
2017,UKL24,2016,18.45
2017,UKM50,2016,23.46
2017,UKM61,2016,21.06
2017,UKM62,2016,23.76
2017,UKM63,2016,20.06
2017,UKM64,2016,22.78
2017,UKM65,2016,18.36
2017,UKM66,2016,22.6
2017,UKM71,2016,47.64
2017,UKM72,2016,36.23
2017,UKM73,2016,23.41
2017,UKM75,2016,60.89
2017,UKM76,2016,62.16
2017,UKM77,2016,29.42
2017,UKM78,2016,37.59
2017,UKM81,2016,58.54
2017,UKM82,2016,41.6
2017,UKM83,2016,57.07
2017,UKM84,2016,56.88
2017,UKM91,2016,22.11
2017,UKM92,2016,21.27
2017,UKM93,2016,29.89
2017,UKM94,2016,30.96
2017,UKM95,2016,50.39
2017,UKN06,2016,59.82
2017,UKN07,2016,26.44
2017,UKN08,2016,25.98
2017,UKN09,2016,32.83
2017,UKN10,2016,37.8
2017,UKN11,2016,26.56
2017,UKN12,2016,28.7
2017,UKN13,2016,41.0
2017,UKN14,2016,40.4
2017,UKN15,2016,26.82
2017,UKN16,2016,23.37
2018,UKC11,2016,67.43
2018,UKC12,2016,66.02
2018,UKC13,2016,62.27
2018,UKC14,2016,30.66
2018,UKC21,2016,29.52
2018,UKC22,2016,53.04
2018,UKC23,2016,49.05
2018,UKD11,2016,30.57
2018,UKD12,2016,37.6
2018,UKD33,2016,46.43
2018,UKD34,2016,54.41
2018,UKD35,2016,53.21
2018,UKD36,2016,58.66
2018,UKD37,2016,47.16
2018,UKD41,2016,46.51
2018,UKD42,2016,51.05
2018,UKD44,2016,57.47
2018,UKD45,2016,44.54
2018,UKD46,2016,45.53
2018,UKD47,2016,37.1
2018,UKD61,2016,54.96
2018,UKD62,2016,38.15
2018,UKD63,2016,35.89
2018,UKD71,2016,58.94
2018,UKD72,2016,55.66
2018,UKD73,2016,54.5
2018,UKD74,2016,46.93
2018,UKE11,2016,71.43
2018,UKE12,2016,48.51
2018,UKE13,2016,58.89
2018,UKE21,2016,42.63
2018,UKE22,2016,36.06
2018,UKE31,2016,40.53
2018,UKE32,2016,40.99
2018,UKE41,2016,49.89
2018,UKE42,2016,51.29
2018,UKE44,2016,43.36
2018,UKE45,2016,37.76
2018,UKF11,2016,61.42
2018,UKF12,2016,33.92
2018,UKF13,2016,35.49
2018,UKF14,2016,64.62
2018,UKF15,2016,49.53
2018,UKF16,2016,62.82
2018,UKF21,2016,60.3
2018,UKF22,2016,48.66
2018,UKF24,2016,53.4
2018,UKF25,2016,53.5
2018,UKF30,2016,39.06
2018,UKG11,2016,26.63
2018,UKG12,2016,37.8
2018,UKG13,2016,45.86
2018,UKG21,2016,55.78
2018,UKG22,2016,28.68
2018,UKG23,2016,58.34
2018,UKG24,2016,42.05
2018,UKG31,2016,58.17
2018,UKG32,2016,60.86
2018,UKG33,2016,50.22
2018,UKG36,2016,59.2
