year,nuts_id,nuts_year_spec,regeneration_development
2015,UKF24,2013,234000.0
2015,UKF30,2013,710000.0
2015,UKG12,2013,244000.0
2015,UKG21,2013,0.0
2015,UKG23,2013,32000.0
2015,UKG24,2013,570000.0
2015,UKG31,2013,29354000.0
2015,UKG33,2013,1804000.0
2015,UKG39,2013,8335000.0
2015,UKH12,2013,152000.0
2015,UKH14,2013,0.0
2015,UKH15,2013,1179000.0
2015,UKH21,2013,71000.0
2015,UKH23,2013,7515000.0
2015,UKH25,2013,409000.0
2015,UKH34,2013,1258000.0
2015,UKH36,2013,2655000.0
2015,UKI31,2013,746000.0
2015,UKI32,2013,629000.0
2015,UKI33,2013,0.0
2015,UKI34,2013,586000.0
2015,UKI41,2013,123000.0
2015,UKI42,2013,170000.0
2015,UKI43,2013,102000.0
2015,UKI44,2013,215000.0
2015,UKI51,2013,1914000.0
2015,UKI63,2013,70000.0
2015,UKI71,2013,139000.0
2015,UKI73,2013,265000.0
2015,UKI74,2013,67000.0
2015,UKI75,2013,0.0
2015,UKJ11,2013,0.0
2015,UKJ12,2013,0.0
2015,UKJ13,2013,0.0
2015,UKJ14,2013,5000.0
2015,UKJ21,2013,3000.0
2015,UKJ25,2013,660000.0
2015,UKJ27,2013,53000.0
2015,UKJ31,2013,317000.0
2015,UKJ32,2013,733000.0
2015,UKJ36,2013,130000.0
2015,UKJ44,2013,66000.0
2015,UKK11,2013,0.0
2015,UKK12,2013,10769000.0
2015,UKK13,2013,1746000.0
2015,UKK21,2013,119000.0
2015,UKK30,2013,166000.0
2015,UKK41,2013,4268000.0
2015,UKK43,2013,4081000.0
2015,UKL12,2013,986000.0
2015,UKL14,2013,2752000.0
2015,UKL15,2013,2380000.0
2015,UKL18,2013,8097000.0
2015,UKL22,2013,3797000.0
2015,UKL23,2013,257000.0
2015,UKM21,2013,188000.0
2015,UKM22,2013,319000.0
2015,UKM23,2013,50000.0
2015,UKM25,2013,623000.0
2015,UKM27,2013,21000.0
2015,UKM34,2013,2585000.0
2015,UKM35,2013,0.0
2015,UKM50,2013,1189000.0
2015,UKM62,2013,819000.0
2015,UKN01,2013,4331000.0
2015,UKN04,2013,4749000.0
2016,UKC12,2016,1157000.0
2016,UKC14,2016,2156000.0
2016,UKC22,2016,309000.0
2016,UKC23,2016,3931000.0
2016,UKD12,2016,136000.0
2016,UKD33,2016,1556000.0
2016,UKD34,2016,252000.0
2016,UKD36,2016,0.0
2016,UKD44,2016,3116000.0
2016,UKD45,2016,1211000.0
2016,UKD47,2016,59000.0
2016,UKD63,2016,387000.0
2016,UKD72,2016,2102000.0
2016,UKE11,2016,532000.0
2016,UKE21,2016,1047000.0
2016,UKE32,2016,1574000.0
2016,UKE41,2016,204000.0
2016,UKE42,2016,44000.0
2016,UKE44,2016,0.0
2016,UKF11,2016,11932000.0
2016,UKF14,2016,3630000.0
2016,UKF21,2016,5519000.0
2016,UKF22,2016,2065000.0
2016,UKF24,2016,808000.0
2016,UKF30,2016,1186000.0
2016,UKG12,2016,197000.0
2016,UKG21,2016,180000.0
2016,UKG23,2016,138000.0
2016,UKG24,2016,1234000.0
2016,UKG31,2016,33734000.0
2016,UKG33,2016,3852000.0
2016,UKG39,2016,12956000.0
2016,UKH12,2016,0.0
2016,UKH14,2016,17000.0
2016,UKH15,2016,560000.0
2016,UKH21,2016,93000.0
2016,UKH23,2016,8527000.0
2016,UKH25,2016,375000.0
2016,UKH34,2016,2239000.0
2016,UKH36,2016,2396000.0
2016,UKI31,2016,1086000.0
2016,UKI32,2016,890000.0
2016,UKI33,2016,0.0
2016,UKI34,2016,506000.0
2016,UKI41,2016,0.0
2016,UKI42,2016,86000.0
2016,UKI43,2016,6000.0
2016,UKI44,2016,168000.0
2016,UKI51,2016,1493000.0
2016,UKI63,2016,0.0
2016,UKI71,2016,202000.0
2016,UKI73,2016,1470000.0
2016,UKI74,2016,132000.0
2016,UKI75,2016,0.0
2016,UKJ11,2016,0.0
2016,UKJ12,2016,2000.0
2016,UKJ13,2016,0.0
2016,UKJ14,2016,0.0
2016,UKJ21,2016,0.0
2016,UKJ25,2016,510000.0
2016,UKJ27,2016,87000.0
2016,UKJ31,2016,142000.0
2016,UKJ32,2016,2622000.0
2016,UKJ36,2016,74000.0
2016,UKJ44,2016,336000.0
2016,UKK11,2016,0.0
2016,UKK12,2016,4657000.0
2016,UKK13,2016,1458000.0
2016,UKK21,2016,94000.0
2016,UKK30,2016,436000.0
2016,UKK41,2016,7113000.0
2016,UKK43,2016,2680000.0
2016,UKL12,2016,2288000.0
2016,UKL14,2016,4391000.0
2016,UKL15,2016,1144000.0
2016,UKL18,2016,11944000.0
2016,UKL22,2016,3891000.0
2016,UKL23,2016,274000.0
2016,UKM50,2016,1266000.0
2016,UKM62,2016,691000.0
2016,UKM71,2016,100000.0
2016,UKM72,2016,463000.0
2016,UKM73,2016,0.0
2016,UKM75,2016,384000.0
2016,UKM77,2016,14000.0
2016,UKM82,2016,4372000.0
2016,UKM83,2016,38000.0
2016,UKN06,2016,3379000.0
2016,UKN12,2016,5462000.0
2017,UKC12,2016,1619000.0
2017,UKC14,2016,461000.0
2017,UKC22,2016,885000.0
2017,UKC23,2016,2303000.0
2017,UKD12,2016,506000.0
2017,UKD33,2016,3978000.0
2017,UKD34,2016,396000.0
2017,UKD36,2016,0.0
2017,UKD44,2016,3490000.0
2017,UKD45,2016,2519000.0
2017,UKD47,2016,78000.0
2017,UKD63,2016,582000.0
2017,UKD72,2016,3131000.0
2017,UKE11,2016,678000.0
2017,UKE21,2016,1740000.0
2017,UKE32,2016,1212000.0
2017,UKE41,2016,134000.0
2017,UKE42,2016,806000.0
2017,UKE44,2016,2925000.0
2017,UKF11,2016,5985000.0
2017,UKF14,2016,7574000.0
2017,UKF21,2016,8012000.0
2017,UKF22,2016,2745000.0
2017,UKF24,2016,611000.0
2017,UKF30,2016,1983000.0
2017,UKG12,2016,194000.0
2017,UKG21,2016,548000.0
2017,UKG23,2016,421000.0
2017,UKG24,2016,7405000.0
2017,UKG31,2016,40060000.0
2017,UKG33,2016,2856000.0
2017,UKG39,2016,3127000.0
2017,UKH12,2016,0.0
2017,UKH14,2016,26000.0
2017,UKH15,2016,320000.0
2017,UKH21,2016,171000.0
2017,UKH23,2016,10067000.0
2017,UKH25,2016,357000.0
2017,UKH34,2016,1686000.0
2017,UKH36,2016,1944000.0
2017,UKI31,2016,3232000.0
2017,UKI32,2016,969000.0
2017,UKI33,2016,0.0
2017,UKI34,2016,570000.0
2017,UKI41,2016,0.0
2017,UKI42,2016,117000.0
2017,UKI43,2016,63000.0
2017,UKI44,2016,1805000.0
2017,UKI51,2016,1571000.0
2017,UKI63,2016,0.0
2017,UKI71,2016,159000.0
2017,UKI73,2016,1771000.0
2017,UKI74,2016,367000.0
2017,UKI75,2016,0.0
2017,UKJ11,2016,7995000.0
2017,UKJ12,2016,170000.0
2017,UKJ13,2016,0.0
2017,UKJ14,2016,0.0
2017,UKJ21,2016,506000.0
2017,UKJ25,2016,657000.0
2017,UKJ27,2016,249000.0
2017,UKJ31,2016,562000.0
2017,UKJ32,2016,3965000.0
2017,UKJ36,2016,145000.0
2017,UKJ44,2016,955000.0
2017,UKK11,2016,46000.0
2017,UKK12,2016,3392000.0
2017,UKK13,2016,544000.0
2017,UKK21,2016,547000.0
2017,UKK30,2016,1403000.0
2017,UKK41,2016,4679000.0
2017,UKK43,2016,4791000.0
2017,UKL12,2016,5894000.0
2017,UKL14,2016,8127000.0
2017,UKL15,2016,1146000.0
2017,UKL18,2016,15547000.0
2017,UKL22,2016,8833000.0
2017,UKL23,2016,375000.0
2017,UKM50,2016,1538000.0
2017,UKM62,2016,1155000.0
2017,UKM71,2016,45000.0
2017,UKM72,2016,512000.0
2017,UKM73,2016,0.0
2017,UKM75,2016,225000.0
2017,UKM77,2016,5000.0
2017,UKM82,2016,2503000.0
2017,UKM83,2016,261000.0
2017,UKN06,2016,2105000.0
2017,UKN12,2016,9746000.0
2018,UKC12,2016,2020000.0
2018,UKC14,2016,1781000.0
2018,UKC22,2016,711000.0
2018,UKC23,2016,2067000.0
2018,UKD12,2016,563000.0
2018,UKD33,2016,6315000.0
2018,UKD34,2016,430000.0
2018,UKD36,2016,0.0
2018,UKD44,2016,4992000.0
2018,UKD45,2016,2655000.0
2018,UKD47,2016,306000.0
2018,UKD63,2016,1646000.0
2018,UKD72,2016,3309000.0
2018,UKE11,2016,1237000.0
2018,UKE21,2016,3147000.0
2018,UKE32,2016,2883000.0
2018,UKE41,2016,91000.0
2018,UKE42,2016,164000.0
2018,UKE44,2016,0.0
2018,UKF11,2016,6667000.0
2018,UKF14,2016,4552000.0
2018,UKF21,2016,9892000.0
2018,UKF22,2016,4454000.0
2018,UKF24,2016,442000.0
2018,UKF30,2016,2365000.0
2018,UKG12,2016,182000.0
2018,UKG21,2016,699000.0
2018,UKG23,2016,196000.0
2018,UKG24,2016,8180000.0
2018,UKG31,2016,46212000.0
2018,UKG33,2016,4113000.0
2018,UKG39,2016,3775000.0
2018,UKH12,2016,0.0
2018,UKH14,2016,41000.0
2018,UKH15,2016,486000.0
2018,UKH21,2016,169000.0
2018,UKH23,2016,6451000.0
2018,UKH25,2016,346000.0
2018,UKH34,2016,1980000.0
2018,UKH36,2016,2430000.0
2018,UKI31,2016,2770000.0
2018,UKI32,2016,1300000.0
2018,UKI33,2016,0.0
2018,UKI34,2016,294000.0
2018,UKI41,2016,0.0
2018,UKI42,2016,734000.0
2018,UKI43,2016,54000.0
2018,UKI44,2016,3953000.0
2018,UKI51,2016,1768000.0
2018,UKI63,2016,0.0
2018,UKI71,2016,4003000.0
2018,UKI73,2016,2422000.0
2018,UKI74,2016,84000.0
2018,UKI75,2016,0.0
2018,UKJ11,2016,0.0
2018,UKJ12,2016,89000.0
2018,UKJ13,2016,237000.0
2018,UKJ14,2016,44000.0
2018,UKJ21,2016,911000.0
2018,UKJ25,2016,865000.0
2018,UKJ27,2016,97000.0
2018,UKJ31,2016,1672000.0
2018,UKJ32,2016,7151000.0
2018,UKJ36,2016,163000.0
2018,UKJ44,2016,1888000.0
2018,UKK11,2016,50000.0
2018,UKK12,2016,6941000.0
2018,UKK13,2016,684000.0
2018,UKK21,2016,429000.0
2018,UKK30,2016,2714000.0
2018,UKK41,2016,4674000.0
2018,UKK43,2016,7165000.0
2018,UKL12,2016,4275000.0
2018,UKL14,2016,8063000.0
2018,UKL15,2016,1209000.0
2018,UKL18,2016,13641000.0
2018,UKL22,2016,13040000.0
2018,UKL23,2016,182000.0
2018,UKM50,2016,1106000.0
2018,UKM62,2016,1870000.0
2018,UKM71,2016,0.0
2018,UKM72,2016,216000.0
2018,UKM73,2016,0.0
2018,UKM75,2016,147000.0
2018,UKM77,2016,41000.0
2018,UKM82,2016,1711000.0
2018,UKM83,2016,146000.0
2018,UKN06,2016,3921000.0
2018,UKN12,2016,17289000.0
