year,nuts_id,nuts_year_spec,spinoff_revenue
2014,UKK11,2013,24137000.0
2014,UKK12,2013,151105000.0
2014,UKK13,2013,445000.0
2014,UKK21,2013,6942000.0
2014,UKK30,2013,0.0
2014,UKK41,2013,21033000.0
2014,UKK43,2013,21402000.0
2014,UKL12,2013,17449000.0
2014,UKL14,2013,11761000.0
2014,UKL15,2013,11460000.0
2014,UKL18,2013,36518000.0
2014,UKL22,2013,34870000.0
2014,UKL23,2013,0.0
2014,UKM21,2013,32062000.0
2014,UKM22,2013,10400000.0
2014,UKM23,2013,0.0
2014,UKM25,2013,212917000.0
2014,UKM27,2013,4700000.0
2014,UKM34,2013,573898000.0
2014,UKM35,2013,300000.0
2014,UKM50,2013,2594000.0
2014,UKM62,2013,0.0
2014,UKN01,2013,191248000.0
2014,UKN04,2013,27992000.0
2015,UKC12,2013,5534000.0
2015,UKC14,2013,66143000.0
2015,UKC22,2013,91054000.0
2015,UKC23,2013,770000.0
2015,UKD12,2013,322000.0
2015,UKD33,2013,36406000.0
2015,UKD34,2013,6665000.0
2015,UKD36,2013,10000.0
2015,UKD44,2013,34690000.0
2015,UKD45,2013,37357000.0
2015,UKD47,2013,0.0
2015,UKD63,2013,0.0
2015,UKD72,2013,31407000.0
2015,UKE11,2013,5962000.0
2015,UKE21,2013,3458000.0
2015,UKE32,2013,0.0
2015,UKE41,2013,2529000.0
2015,UKE42,2013,60379000.0
2015,UKE44,2013,300000.0
2015,UKF11,2013,3350000.0
2015,UKF14,2013,44183000.0
2015,UKF21,2013,10592000.0
2015,UKF22,2013,116000000.0
2015,UKF24,2013,30985000.0
2015,UKF30,2013,1875000.0
2015,UKG12,2013,0.0
2015,UKG21,2013,0.0
2015,UKG23,2013,656000.0
2015,UKG24,2013,430000.0
2015,UKG31,2013,30559000.0
2015,UKG33,2013,113536000.0
2015,UKG39,2013,3101000.0
2015,UKH12,2013,18254000.0
2015,UKH14,2013,0.0
2015,UKH15,2013,7056000.0
2015,UKH21,2013,13416000.0
2015,UKH23,2013,2051000.0
2015,UKH25,2013,5817000.0
2015,UKH34,2013,313000.0
2015,UKH36,2013,0.0
2015,UKI31,2013,73189000.0
2015,UKI32,2013,99047000.0
2015,UKI33,2013,3514000.0
2015,UKI34,2013,621000.0
2015,UKI41,2013,3302000.0
2015,UKI42,2013,12988000.0
2015,UKI43,2013,30562000.0
2015,UKI44,2013,1165000.0
2015,UKI51,2013,323000.0
2015,UKI63,2013,29336000.0
2015,UKI71,2013,10734000.0
2015,UKI73,2013,0.0
2015,UKI74,2013,0.0
2015,UKI75,2013,0.0
2015,UKJ11,2013,950000.0
2015,UKJ12,2013,2096000.0
2015,UKJ13,2013,0.0
2015,UKJ14,2013,152495000.0
2015,UKJ21,2013,16932000.0
2015,UKJ25,2013,125209000.0
2015,UKJ27,2013,0.0
2015,UKJ31,2013,9840000.0
2015,UKJ32,2013,95303000.0
2015,UKJ36,2013,605000.0
2015,UKJ44,2013,3536000.0
2015,UKK11,2013,14673000.0
2015,UKK12,2013,119854000.0
2015,UKK13,2013,1255000.0
2015,UKK21,2013,6517000.0
2015,UKK30,2013,34000.0
2015,UKK41,2013,29531000.0
2015,UKK43,2013,23500000.0
2015,UKL12,2013,24295000.0
2015,UKL14,2013,14418000.0
2015,UKL15,2013,11876000.0
2015,UKL18,2013,22304000.0
2015,UKL22,2013,39167000.0
2015,UKL23,2013,0.0
2015,UKM21,2013,30975000.0
2015,UKM22,2013,11660000.0
2015,UKM23,2013,25000.0
2015,UKM25,2013,218127000.0
2015,UKM27,2013,11000000.0
2015,UKM34,2013,198772000.0
2015,UKM35,2013,400000.0
2015,UKM50,2013,2853000.0
2015,UKM62,2013,0.0
2015,UKN01,2013,218444000.0
2015,UKN04,2013,21186000.0
2016,UKC12,2016,21240000.0
2016,UKC14,2016,50106000.0
2016,UKC22,2016,108380000.0
2016,UKC23,2016,1062000.0
2016,UKD12,2016,616000.0
2016,UKD33,2016,35316000.0
2016,UKD34,2016,6037000.0
2016,UKD36,2016,10000.0
2016,UKD44,2016,34816000.0
2016,UKD45,2016,37793000.0
2016,UKD47,2016,0.0
2016,UKD63,2016,0.0
2016,UKD72,2016,35811000.0
2016,UKE11,2016,7600000.0
2016,UKE21,2016,3479000.0
2016,UKE32,2016,0.0
2016,UKE41,2016,4413000.0
2016,UKE42,2016,72483000.0
2016,UKE44,2016,0.0
2016,UKF11,2016,5450000.0
2016,UKF14,2016,53249000.0
2016,UKF21,2016,11952000.0
2016,UKF22,2016,9561000.0
2016,UKF24,2016,37890000.0
2016,UKF30,2016,2445000.0
2016,UKG12,2016,0.0
2016,UKG21,2016,0.0
2016,UKG23,2016,6776000.0
2016,UKG24,2016,504000.0
2016,UKG31,2016,49768000.0
2016,UKG33,2016,73319000.0
2016,UKG39,2016,3296000.0
2016,UKH12,2016,10786000.0
2016,UKH14,2016,0.0
2016,UKH15,2016,5309000.0
2016,UKH21,2016,12724000.0
2016,UKH23,2016,2120000.0
2016,UKH25,2016,7421000.0
2016,UKH34,2016,1021000.0
2016,UKH36,2016,0.0
2016,UKI31,2016,97327000.0
2016,UKI32,2016,143098000.0
2016,UKI33,2016,4339000.0
2016,UKI34,2016,701000.0
2016,UKI41,2016,315000.0
2016,UKI42,2016,25713000.0
2016,UKI43,2016,36072000.0
2016,UKI44,2016,890000.0
2016,UKI51,2016,2875000.0
2016,UKI63,2016,29064000.0
2016,UKI71,2016,12402000.0
2016,UKI73,2016,0.0
2016,UKI74,2016,15000.0
2016,UKI75,2016,0.0
2016,UKJ11,2016,1800000.0
2016,UKJ12,2016,288000.0
2016,UKJ13,2016,0.0
2016,UKJ14,2016,194276000.0
2016,UKJ21,2016,14470000.0
2016,UKJ25,2016,100267000.0
2016,UKJ27,2016,0.0
2016,UKJ31,2016,9820000.0
2016,UKJ32,2016,127600000.0
2016,UKJ36,2016,605000.0
2016,UKJ44,2016,2805000.0
2016,UKK11,2016,23381000.0
2016,UKK12,2016,100692000.0
2016,UKK13,2016,1381000.0
2016,UKK21,2016,2326000.0
2016,UKK30,2016,70000.0
2016,UKK41,2016,26157000.0
2016,UKK43,2016,25946000.0
2016,UKL12,2016,19059000.0
2016,UKL14,2016,16079000.0
2016,UKL15,2016,13163000.0
2016,UKL18,2016,24917000.0
2016,UKL22,2016,51562000.0
2016,UKL23,2016,0.0
2016,UKM50,2016,1495000.0
2016,UKM62,2016,0.0
2016,UKM71,2016,40629000.0
2016,UKM72,2016,15610000.0
2016,UKM73,2016,25000.0
2016,UKM75,2016,197136000.0
2016,UKM77,2016,11500000.0
2016,UKM82,2016,226176000.0
2016,UKM83,2016,0.0
2016,UKN06,2016,217689000.0
2016,UKN12,2016,39802000.0
2017,UKC12,2016,22095000.0
2017,UKC14,2016,58918000.0
2017,UKC22,2016,123527000.0
2017,UKC23,2016,1916000.0
2017,UKD12,2016,1459000.0
2017,UKD33,2016,40700000.0
2017,UKD34,2016,6966000.0
2017,UKD36,2016,5000.0
2017,UKD44,2016,26028000.0
2017,UKD45,2016,39093000.0
2017,UKD47,2016,0.0
2017,UKD63,2016,0.0
2017,UKD72,2016,37128000.0
2017,UKE11,2016,8269000.0
2017,UKE21,2016,1648000.0
2017,UKE32,2016,17592000.0
2017,UKE41,2016,3636000.0
2017,UKE42,2016,94441000.0
2017,UKE44,2016,544000.0
2017,UKF11,2016,4300000.0
2017,UKF14,2016,47517000.0
2017,UKF21,2016,32927000.0
2017,UKF22,2016,10313000.0
2017,UKF24,2016,1577000.0
2017,UKF30,2016,2277000.0
2017,UKG12,2016,0.0
2017,UKG21,2016,0.0
2017,UKG23,2016,6936000.0
2017,UKG24,2016,441000.0
2017,UKG31,2016,72297000.0
2017,UKG33,2016,64626000.0
2017,UKG39,2016,0.0
2017,UKH12,2016,442000.0
2017,UKH14,2016,0.0
2017,UKH15,2016,9303000.0
2017,UKH21,2016,12452000.0
2017,UKH23,2016,2234000.0
2017,UKH25,2016,8423000.0
2017,UKH34,2016,2439000.0
2017,UKH36,2016,0.0
2017,UKI31,2016,102986000.0
2017,UKI32,2016,230931000.0
2017,UKI33,2016,6081000.0
2017,UKI34,2016,1020000.0
2017,UKI41,2016,809000.0
2017,UKI42,2016,19744000.0
2017,UKI43,2016,29974000.0
2017,UKI44,2016,1077000.0
2017,UKI51,2016,1398000.0
2017,UKI63,2016,25598000.0
2017,UKI71,2016,13501000.0
2017,UKI73,2016,0.0
2017,UKI74,2016,0.0
2017,UKI75,2016,346000.0
2017,UKJ11,2016,2550000.0
2017,UKJ12,2016,0.0
2017,UKJ13,2016,0.0
2017,UKJ14,2016,372433000.0
2017,UKJ21,2016,16866000.0
2017,UKJ25,2016,84168000.0
2017,UKJ27,2016,0.0
2017,UKJ31,2016,15600000.0
2017,UKJ32,2016,140701000.0
2017,UKJ36,2016,804000.0
2017,UKJ44,2016,4074000.0
2017,UKK11,2016,23756000.0
2017,UKK12,2016,169077000.0
2017,UKK13,2016,1400000.0
2017,UKK21,2016,3024000.0
2017,UKK30,2016,313000.0
2017,UKK41,2016,21169000.0
2017,UKK43,2016,28976000.0
2017,UKL12,2016,21204000.0
2017,UKL14,2016,17339000.0
2017,UKL15,2016,11857000.0
2017,UKL18,2016,55219000.0
2017,UKL22,2016,53265000.0
2017,UKL23,2016,0.0
2017,UKM50,2016,1563000.0
2017,UKM62,2016,0.0
2017,UKM71,2016,97560000.0
2017,UKM72,2016,15650000.0
2017,UKM73,2016,0.0
2017,UKM75,2016,206128000.0
2017,UKM77,2016,11750000.0
2017,UKM82,2016,281513000.0
2017,UKM83,2016,0.0
2017,UKN06,2016,247789000.0
2017,UKN12,2016,52489000.0
2018,UKC12,2016,40697000.0
2018,UKC14,2016,58940000.0
2018,UKC22,2016,149561000.0
2018,UKC23,2016,2958000.0
2018,UKD12,2016,795000.0
2018,UKD33,2016,64831000.0
2018,UKD34,2016,13440000.0
2018,UKD36,2016,16000.0
2018,UKD44,2016,27524000.0
2018,UKD45,2016,35948000.0
2018,UKD47,2016,0.0
2018,UKD63,2016,0.0
2018,UKD72,2016,37864000.0
2018,UKE11,2016,9395000.0
2018,UKE21,2016,1521000.0
2018,UKE32,2016,21157000.0
2018,UKE41,2016,3397000.0
2018,UKE42,2016,107000000.0
2018,UKE44,2016,1025000.0
2018,UKF11,2016,4200000.0
2018,UKF14,2016,112743000.0
2018,UKF21,2016,34435000.0
2018,UKF22,2016,10791000.0
2018,UKF24,2016,2637000.0
2018,UKF30,2016,2145000.0
2018,UKG12,2016,0.0
2018,UKG21,2016,0.0
2018,UKG23,2016,6936000.0
2018,UKG24,2016,495000.0
2018,UKG31,2016,19846000.0
2018,UKG33,2016,66223000.0
2018,UKG39,2016,114000.0
2018,UKH12,2016,13041000.0
2018,UKH14,2016,0.0
2018,UKH15,2016,6954000.0
2018,UKH21,2016,12386000.0
2018,UKH23,2016,2281000.0
2018,UKH25,2016,8507000.0
2018,UKH34,2016,1966000.0
2018,UKH36,2016,0.0
2018,UKI31,2016,120845000.0
2018,UKI32,2016,189988000.0
2018,UKI33,2016,6800000.0
2018,UKI34,2016,1062000.0
2018,UKI41,2016,3291000.0
2018,UKI42,2016,23116000.0
2018,UKI43,2016,52887000.0
2018,UKI44,2016,1105000.0
2018,UKI51,2016,1817000.0
2018,UKI63,2016,28542000.0
2018,UKI71,2016,16178000.0
2018,UKI73,2016,0.0
2018,UKI74,2016,64000.0
2018,UKI75,2016,0.0
2018,UKJ11,2016,900000.0
2018,UKJ12,2016,94000.0
2018,UKJ13,2016,0.0
2018,UKJ14,2016,479669000.0
2018,UKJ21,2016,19086000.0
2018,UKJ25,2016,73020000.0
2018,UKJ27,2016,0.0
2018,UKJ31,2016,121470000.0
2018,UKJ32,2016,119412000.0
2018,UKJ36,2016,901000.0
2018,UKJ44,2016,6282000.0
2018,UKK11,2016,32949000.0
2018,UKK12,2016,201848000.0
2018,UKK13,2016,1505000.0
2018,UKK21,2016,1117000.0
2018,UKK30,2016,350000.0
2018,UKK41,2016,22180000.0
2018,UKK43,2016,29982000.0
2018,UKL12,2016,17538000.0
2018,UKL14,2016,18362000.0
2018,UKL15,2016,6610000.0
2018,UKL18,2016,50823000.0
2018,UKL22,2016,55139000.0
2018,UKL23,2016,0.0
2018,UKM50,2016,2154000.0
2018,UKM62,2016,0.0
2018,UKM71,2016,67788000.0
2018,UKM72,2016,8500000.0
2018,UKM73,2016,0.0
2018,UKM75,2016,228115000.0
2018,UKM77,2016,11750000.0
2018,UKM82,2016,248045000.0
2018,UKM83,2016,0.0
2018,UKN06,2016,296055000.0
2018,UKN12,2016,51880000.0
