year,lep_id,lep_year_spec,ce_cpd_learner_days
2014,E37000001,2014,2613000.0
2014,E37000002,2014,18778000.0
2014,E37000003,2014,29620000.0
2014,E37000004,2014,81735000.0
2014,E37000005,2014,463000.0
2014,E37000006,2014,40749000.0
2014,E37000007,2014,114020000.0
2014,E37000008,2014,32839000.0
2014,E37000009,2014,11186000.0
2014,E37000010,2014,24863000.0
2014,E37000011,2014,3443000.0
2014,E37000012,2014,100016000.0
2014,E37000013,2014,60243000.0
2014,E37000014,2014,45798000.0
2014,E37000015,2014,174022000.0
2014,E37000016,2014,11100000.0
2014,E37000017,2014,9514000.0
2014,E37000018,2014,20827000.0
2014,E37000019,2014,106049000.0
2014,E37000020,2014,53932000.0
2014,E37000021,2014,95034000.0
2014,E37000022,2014,30487000.0
2014,E37000023,2014,1275783000.0
2014,E37000024,2014,23127000.0
2014,E37000025,2014,145637000.0
2014,E37000026,2014,37177000.0
2014,E37000027,2014,58880000.0
2014,E37000029,2014,155965000.0
2014,E37000030,2014,438003000.0
2014,E37000031,2014,75206000.0
2014,E37000032,2014,27656000.0
2014,E37000034,2014,282093000.0
2014,E37000035,2014,24501000.0
2014,E37000036,2014,5778000.0
2014,E37000037,2014,74401000.0
2014,E37000038,2014,722000.0
2014,E37000039,2014,17493000.0
2014,E37000040,2014,15969000.0
2015,E37000001,2014,58876000.0
2015,E37000002,2014,15380000.0
2015,E37000003,2014,24836000.0
2015,E37000004,2014,78072000.0
2015,E37000005,2014,578000.0
2015,E37000006,2014,205332000.0
2015,E37000007,2014,30281000.0
2015,E37000008,2014,24867000.0
2015,E37000009,2014,22192000.0
2015,E37000010,2014,20603000.0
2015,E37000011,2014,3282000.0
2015,E37000012,2014,103022000.0
2015,E37000013,2014,58928000.0
2015,E37000014,2014,45527000.0
2015,E37000015,2014,171783000.0
2015,E37000016,2014,7099000.0
2015,E37000017,2014,11812000.0
2015,E37000018,2014,14537000.0
2015,E37000019,2014,108512000.0
2015,E37000020,2014,57527000.0
2015,E37000021,2014,92392000.0
2015,E37000022,2014,35775000.0
2015,E37000023,2014,1165243000.0
2015,E37000024,2014,26448000.0
2015,E37000025,2014,80607000.0
2015,E37000026,2014,5956000.0
2015,E37000027,2014,43054000.0
2015,E37000029,2014,163390000.0
2015,E37000030,2014,443164000.0
2015,E37000031,2014,47428000.0
2015,E37000032,2014,23569000.0
2015,E37000034,2014,241544000.0
2015,E37000035,2014,22566000.0
2015,E37000036,2014,4737000.0
2015,E37000037,2014,66375000.0
2015,E37000038,2014,452000.0
2015,E37000039,2014,17365000.0
2015,E37000040,2014,10533000.0
2016,E37000001,2014,8379000.0
2016,E37000002,2014,16119000.0
2016,E37000003,2014,24110000.0
2016,E37000004,2014,103675000.0
2016,E37000005,2014,691000.0
2016,E37000006,2014,215368000.0
2016,E37000007,2014,20899000.0
2016,E37000008,2014,29217000.0
2016,E37000009,2014,24006000.0
2016,E37000010,2014,16805000.0
2016,E37000011,2014,3330000.0
2016,E37000012,2014,92673000.0
2016,E37000013,2014,53358000.0
2016,E37000014,2014,45485000.0
2016,E37000015,2014,180135000.0
2016,E37000016,2014,7156000.0
2016,E37000017,2014,12464000.0
2016,E37000018,2014,9510000.0
2016,E37000019,2014,90740000.0
2016,E37000020,2014,49370000.0
2016,E37000021,2014,79157000.0
2016,E37000022,2014,39951000.0
2016,E37000023,2014,1202319000.0
2016,E37000024,2014,25410000.0
2016,E37000025,2014,79187000.0
2016,E37000026,2014,5100000.0
2016,E37000027,2014,37475000.0
2016,E37000029,2014,141554000.0
2016,E37000030,2014,358150000.0
2016,E37000031,2014,63095000.0
2016,E37000032,2014,35171000.0
2016,E37000034,2014,184307000.0
2016,E37000035,2014,25399000.0
2016,E37000036,2014,4947000.0
2016,E37000037,2014,69044000.0
2016,E37000038,2014,3446000.0
2016,E37000039,2014,14226000.0
2016,E37000040,2014,10726000.0
2017,E37000001,2017,3327000.0
2017,E37000002,2017,12085000.0
2017,E37000003,2017,16242000.0
2017,E37000004,2017,81951000.0
2017,E37000005,2017,691000.0
2017,E37000006,2017,212003000.0
2017,E37000007,2017,18343000.0
2017,E37000008,2017,33053000.0
2017,E37000009,2017,23172000.0
2017,E37000010,2017,14455000.0
2017,E37000011,2017,5748000.0
2017,E37000012,2017,69756000.0
2017,E37000014,2017,45247000.0
2017,E37000015,2017,306013000.0
2017,E37000016,2017,10431000.0
2017,E37000017,2017,11820000.0
2017,E37000018,2017,5559000.0
2017,E37000019,2017,77520000.0
2017,E37000020,2017,63320000.0
2017,E37000021,2017,83231000.0
2017,E37000022,2017,52979000.0
2017,E37000023,2017,1088632000.0
2017,E37000024,2017,20136000.0
2017,E37000025,2017,60830000.0
2017,E37000027,2017,121925000.0
2017,E37000029,2017,84286000.0
2017,E37000030,2017,287199000.0
2017,E37000032,2017,28621000.0
2017,E37000034,2017,184546000.0
2017,E37000035,2017,24844000.0
2017,E37000036,2017,3989000.0
2017,E37000037,2017,70311000.0
2017,E37000038,2017,3326000.0
2017,E37000039,2017,12773000.0
2017,E37000040,2017,35221000.0
2017,E37000041,2017,81335000.0
2017,E37000042,2017,48854000.0
2018,E37000001,2017,1072000.0
2018,E37000002,2017,6936000.0
2018,E37000003,2017,9770000.0
2018,E37000004,2017,78067000.0
2018,E37000005,2017,132000.0
2018,E37000006,2017,221484000.0
2018,E37000007,2017,33958000.0
2018,E37000008,2017,60817000.0
2018,E37000009,2017,19964000.0
2018,E37000010,2017,18567000.0
2018,E37000011,2017,5882000.0
2018,E37000012,2017,61264000.0
2018,E37000014,2017,50145000.0
2018,E37000015,2017,321429000.0
2018,E37000016,2017,2788000.0
2018,E37000017,2017,15571000.0
2018,E37000018,2017,5904000.0
2018,E37000019,2017,91541000.0
2018,E37000020,2017,96496000.0
2018,E37000021,2017,91449000.0
2018,E37000022,2017,43111000.0
2018,E37000023,2017,1063253000.0
2018,E37000024,2017,26591000.0
2018,E37000025,2017,69053000.0
2018,E37000027,2017,106679000.0
2018,E37000029,2017,144559000.0
2018,E37000030,2017,242483000.0
2018,E37000032,2017,31889000.0
2018,E37000034,2017,153898000.0
2018,E37000035,2017,24955000.0
2018,E37000036,2017,4734000.0
2018,E37000037,2017,82485000.0
2018,E37000038,2017,2076000.0
2018,E37000039,2017,35846000.0
2018,E37000040,2017,52049000.0
2018,E37000041,2017,417658000.0
2018,E37000042,2017,56956000.0
