year,nuts_id,nuts_year_spec,consultancy_facilities_public_third
2014,UKC12,2013,4849000
2014,UKC14,2013,5846000
2014,UKC22,2013,3461000
2014,UKC23,2013,67000
2014,UKD12,2013,91000
2014,UKD33,2013,5282000
2014,UKD34,2013,2447000
2014,UKD36,2013,1000
2014,UKD44,2013,2843000
2014,UKD45,2013,6256000
2014,UKD47,2013,3636000
2014,UKD63,2013,426000
2014,UKD72,2013,2911000
2014,UKE11,2013,4280000
2014,UKE21,2013,3699000
2014,UKE32,2013,4916000
2014,UKE41,2013,228000
2014,UKE42,2013,14300000
2014,UKE44,2013,93000
2014,UKF11,2013,500000
2014,UKF14,2013,3758000
2014,UKF21,2013,10162000
2014,UKF22,2013,5432000
2014,UKF24,2013,432000
2014,UKF30,2013,500000
2014,UKG12,2013,250000
2014,UKG21,2013,3000
2014,UKG23,2013,5051000
2014,UKG24,2013,2446000
2014,UKG31,2013,6377000
2014,UKG33,2013,4607000
2014,UKG39,2013,9090000
2014,UKH12,2013,15959000
2014,UKH14,2013,25000
2014,UKH15,2013,10795000
2014,UKH21,2013,518000
2014,UKH23,2013,3298000
2014,UKH25,2013,612000
2014,UKH34,2013,3030000
2014,UKH36,2013,1546000
2014,UKI31,2013,10103000
2014,UKI32,2013,21813000
2014,UKI33,2013,13000
2014,UKI34,2013,597000
2014,UKI41,2013,117000
2014,UKI42,2013,15123000
2014,UKI43,2013,2420000
2014,UKI44,2013,1806000
2014,UKI51,2013,2242000
2014,UKI63,2013,299000
2014,UKI71,2013,9000
2014,UKI73,2013,5000
2014,UKI74,2013,137000
2014,UKI75,2013,801000
2014,UKJ11,2013,1006000
2014,UKJ12,2013,1420000
2014,UKJ13,2013,1312000
2014,UKJ14,2013,5471000
2014,UKJ21,2013,5620000
2014,UKJ25,2013,2193000
2014,UKJ27,2013,164000
2014,UKJ31,2013,2351000
2014,UKJ32,2013,24536000
2014,UKJ36,2013,102000
2014,UKJ44,2013,5077000
2014,UKK11,2013,4426000
2014,UKK12,2013,2684000
2014,UKK13,2013,263000
2014,UKK21,2013,405000
2014,UKK30,2013,7000
2014,UKK41,2013,2404000
2014,UKK43,2013,768000
2014,UKL12,2013,593000
2014,UKL14,2013,343000
2014,UKL15,2013,731000
2014,UKL18,2013,2319000
2014,UKL22,2013,5744000
2014,UKL23,2013,5000
2014,UKM21,2013,5718000
2014,UKM22,2013,960000
2014,UKM23,2013,688000
2014,UKM25,2013,8729000
2014,UKM27,2013,1203000
2014,UKM34,2013,9725000
2014,UKM35,2013,37000
2014,UKM50,2013,4849000
2014,UKM62,2013,683000
2014,UKN01,2013,5042000
2014,UKN04,2013,3820000
2015,UKC12,2013,5232000
2015,UKC14,2013,6298000
2015,UKC22,2013,3926000
2015,UKC23,2013,54000
2015,UKD12,2013,87000
2015,UKD33,2013,4405000
2015,UKD34,2013,2053000
2015,UKD36,2013,0
2015,UKD44,2013,1432000
2015,UKD45,2013,8453000
2015,UKD47,2013,1825000
2015,UKD63,2013,587000
2015,UKD72,2013,2417000
2015,UKE11,2013,3394000
2015,UKE21,2013,3454000
2015,UKE32,2013,5785000
2015,UKE41,2013,164000
2015,UKE42,2013,31206000
2015,UKE44,2013,92000
2015,UKF11,2013,728000
2015,UKF14,2013,2742000
2015,UKF21,2013,9330000
2015,UKF22,2013,5223000
2015,UKF24,2013,965000
2015,UKF30,2013,385000
2015,UKG12,2013,934000
2015,UKG21,2013,230000
2015,UKG23,2013,6068000
2015,UKG24,2013,1797000
2015,UKG31,2013,6056000
2015,UKG33,2013,6766000
2015,UKG39,2013,6687000
2015,UKH12,2013,12990000
2015,UKH14,2013,236000
2015,UKH15,2013,10105000
2015,UKH21,2013,517000
2015,UKH23,2013,3423000
2015,UKH25,2013,452000
2015,UKH34,2013,3829000
2015,UKH36,2013,1565000
2015,UKI31,2013,10933000
2015,UKI32,2013,20812000
2015,UKI33,2013,8000
2015,UKI34,2013,721000
2015,UKI41,2013,261000
2015,UKI42,2013,16045000
2015,UKI43,2013,2088000
2015,UKI44,2013,933000
2015,UKI51,2013,1700000
2015,UKI63,2013,131000
2015,UKI71,2013,64000
2015,UKI73,2013,300000
2015,UKI74,2013,418000
2015,UKI75,2013,714000
2015,UKJ11,2013,770000
2015,UKJ12,2013,919000
2015,UKJ13,2013,1400000
2015,UKJ14,2013,5794000
2015,UKJ21,2013,6236000
2015,UKJ25,2013,1451000
2015,UKJ27,2013,69000
2015,UKJ31,2013,2243000
2015,UKJ32,2013,26655000
2015,UKJ36,2013,104000
2015,UKJ44,2013,6540000
2015,UKK11,2013,3539000
2015,UKK12,2013,2981000
2015,UKK13,2013,194000
2015,UKK21,2013,315000
2015,UKK30,2013,5000
2015,UKK41,2013,1119000
2015,UKK43,2013,815000
2015,UKL12,2013,717000
2015,UKL14,2013,413000
2015,UKL15,2013,723000
2015,UKL18,2013,2588000
2015,UKL22,2013,4745000
2015,UKL23,2013,18000
2015,UKM21,2013,6251000
2015,UKM22,2013,1008000
2015,UKM23,2013,27000
2015,UKM25,2013,9566000
2015,UKM27,2013,1106000
2015,UKM34,2013,13366000
2015,UKM35,2013,85000
2015,UKM50,2013,4849000
2015,UKM62,2013,482000
2015,UKN01,2013,3968000
2015,UKN04,2013,3582000
2016,UKC12,2016,5018000
2016,UKC14,2016,6293000
2016,UKC22,2016,4267000
2016,UKC23,2016,150000
2016,UKD12,2016,126000
2016,UKD33,2016,4258000
2016,UKD34,2016,1026000
2016,UKD36,2016,6000
2016,UKD44,2016,1564000
2016,UKD45,2016,15749000
2016,UKD47,2016,1454000
2016,UKD63,2016,377000
2016,UKD72,2016,3100000
2016,UKE11,2016,3427000
2016,UKE21,2016,2606000
2016,UKE32,2016,6242000
2016,UKE41,2016,365000
2016,UKE42,2016,29166000
2016,UKE44,2016,120000
2016,UKF11,2016,663000
2016,UKF14,2016,3101000
2016,UKF21,2016,11023000
2016,UKF22,2016,6174000
2016,UKF24,2016,2958000
2016,UKF30,2016,291000
2016,UKG12,2016,831000
2016,UKG21,2016,360000
2016,UKG23,2016,6909000
2016,UKG24,2016,1638000
2016,UKG31,2016,6204000
2016,UKG33,2016,4765000
2016,UKG39,2016,5844000
2016,UKH12,2016,12112000
2016,UKH14,2016,256000
2016,UKH15,2016,9776000
2016,UKH21,2016,309000
2016,UKH23,2016,1943000
2016,UKH25,2016,477000
2016,UKH34,2016,4532000
2016,UKH36,2016,1537000
2016,UKI31,2016,10161000
2016,UKI32,2016,22211000
2016,UKI33,2016,0
2016,UKI34,2016,873000
2016,UKI41,2016,359000
2016,UKI42,2016,14981000
2016,UKI43,2016,2345000
2016,UKI44,2016,1563000
2016,UKI51,2016,2691000
2016,UKI63,2016,51000
2016,UKI71,2016,4000
2016,UKI73,2016,692000
2016,UKI74,2016,336000
2016,UKI75,2016,753000
2016,UKJ11,2016,799000
2016,UKJ12,2016,1385000
2016,UKJ13,2016,404000
2016,UKJ14,2016,5349000
2016,UKJ21,2016,5602000
2016,UKJ25,2016,1477000
2016,UKJ27,2016,91000
2016,UKJ31,2016,2074000
2016,UKJ32,2016,29036000
2016,UKJ36,2016,131000
2016,UKJ44,2016,6765000
2016,UKK11,2016,3174000
2016,UKK12,2016,2985000
2016,UKK13,2016,420000
2016,UKK21,2016,303000
2016,UKK30,2016,6000
2016,UKK41,2016,1652000
2016,UKK43,2016,633000
2016,UKL12,2016,712000
2016,UKL14,2016,346000
2016,UKL15,2016,785000
2016,UKL18,2016,1881000
2016,UKL22,2016,4853000
2016,UKL23,2016,2000
2016,UKM50,2016,5137000
2016,UKM62,2016,1127000
2016,UKM71,2016,6442000
2016,UKM72,2016,781000
2016,UKM73,2016,251000
2016,UKM75,2016,8626000
2016,UKM77,2016,1038000
2016,UKM82,2016,13828000
2016,UKM83,2016,452000
2016,UKN06,2016,4372000
2016,UKN12,2016,2909000
2017,UKC12,2016,3895000
2017,UKC14,2016,6312000
2017,UKC22,2016,4201000
2017,UKC23,2016,387000
2017,UKD12,2016,163000
2017,UKD33,2016,4845000
2017,UKD34,2016,1117000
2017,UKD36,2016,0
2017,UKD44,2016,1245000
2017,UKD45,2016,18715000
2017,UKD47,2016,1024000
2017,UKD63,2016,660000
2017,UKD72,2016,3078000
2017,UKE11,2016,3107000
2017,UKE21,2016,2975000
2017,UKE32,2016,5876000
2017,UKE41,2016,410000
2017,UKE42,2016,30393000
2017,UKE44,2016,247000
2017,UKF11,2016,596000
2017,UKF14,2016,3913000
2017,UKF21,2016,12350000
2017,UKF22,2016,6019000
2017,UKF24,2016,2704000
2017,UKF30,2016,274000
2017,UKG12,2016,367000
2017,UKG21,2016,196000
2017,UKG23,2016,3739000
2017,UKG24,2016,1374000
2017,UKG31,2016,7144000
2017,UKG33,2016,4435000
2017,UKG39,2016,948000
2017,UKH12,2016,15599000
2017,UKH14,2016,318000
2017,UKH15,2016,10127000
2017,UKH21,2016,251000
2017,UKH23,2016,1576000
2017,UKH25,2016,512000
2017,UKH34,2016,3711000
2017,UKH36,2016,1516000
2017,UKI31,2016,11268000
2017,UKI32,2016,21976000
2017,UKI33,2016,28000
2017,UKI34,2016,1212000
2017,UKI41,2016,265000
2017,UKI42,2016,15013000
2017,UKI43,2016,2064000
2017,UKI44,2016,1968000
2017,UKI51,2016,3764000
2017,UKI63,2016,15000
2017,UKI71,2016,21000
2017,UKI73,2016,1046000
2017,UKI74,2016,97000
2017,UKI75,2016,1101000
2017,UKJ11,2016,1489000
2017,UKJ12,2016,1328000
2017,UKJ13,2016,219000
2017,UKJ14,2016,5469000
2017,UKJ21,2016,5799000
2017,UKJ25,2016,1524000
2017,UKJ27,2016,150000
2017,UKJ31,2016,1905000
2017,UKJ32,2016,31310000
2017,UKJ36,2016,133000
2017,UKJ44,2016,7000000
2017,UKK11,2016,2041000
2017,UKK12,2016,2711000
2017,UKK13,2016,344000
2017,UKK21,2016,400000
2017,UKK30,2016,2000
2017,UKK41,2016,1095000
2017,UKK43,2016,1073000
2017,UKL12,2016,558000
2017,UKL14,2016,352000
2017,UKL15,2016,533000
2017,UKL18,2016,2206000
2017,UKL22,2016,5677000
2017,UKL23,2016,52000
2017,UKM50,2016,4641000
2017,UKM62,2016,1564000
2017,UKM71,2016,4648000
2017,UKM72,2016,999000
2017,UKM73,2016,144000
2017,UKM75,2016,9893000
2017,UKM77,2016,645000
2017,UKM82,2016,19369000
2017,UKM83,2016,455000
2017,UKN06,2016,4324000
2017,UKN12,2016,4164000
2018,UKC12,2016,3438000
2018,UKC14,2016,4811000
2018,UKC22,2016,4071000
2018,UKC23,2016,251000
2018,UKD12,2016,288000
2018,UKD33,2016,5454000
2018,UKD34,2016,748000
2018,UKD36,2016,45000
2018,UKD44,2016,5227000
2018,UKD45,2016,12732000
2018,UKD47,2016,419000
2018,UKD63,2016,1306000
2018,UKD72,2016,2853000
2018,UKE11,2016,3420000
2018,UKE21,2016,2437000
2018,UKE32,2016,5576000
2018,UKE41,2016,291000
2018,UKE42,2016,29870000
2018,UKE44,2016,203000
2018,UKF11,2016,850000
2018,UKF14,2016,3828000
2018,UKF21,2016,12215000
2018,UKF22,2016,6461000
2018,UKF24,2016,1897000
2018,UKF30,2016,525000
2018,UKG12,2016,477000
2018,UKG21,2016,77000
2018,UKG23,2016,4243000
2018,UKG24,2016,1373000
2018,UKG31,2016,7346000
2018,UKG33,2016,4664000
2018,UKG39,2016,747000
2018,UKH12,2016,13734000
2018,UKH14,2016,304000
2018,UKH15,2016,9953000
2018,UKH21,2016,244000
2018,UKH23,2016,5934000
2018,UKH25,2016,503000
2018,UKH34,2016,3975000
2018,UKH36,2016,1172000
2018,UKI31,2016,12975000
2018,UKI32,2016,21392000
2018,UKI33,2016,40000
2018,UKI34,2016,1565000
2018,UKI41,2016,455000
2018,UKI42,2016,15465000
2018,UKI43,2016,2203000
2018,UKI44,2016,1689000
2018,UKI51,2016,4610000
2018,UKI63,2016,44000
2018,UKI71,2016,11000
2018,UKI73,2016,1449000
2018,UKI74,2016,128000
2018,UKI75,2016,1332000
2018,UKJ11,2016,830000
2018,UKJ12,2016,872000
2018,UKJ13,2016,189000
2018,UKJ14,2016,8811000
2018,UKJ21,2016,6243000
2018,UKJ25,2016,1231000
2018,UKJ27,2016,47000
2018,UKJ31,2016,1976000
2018,UKJ32,2016,30342000
2018,UKJ36,2016,173000
2018,UKJ44,2016,8055000
2018,UKK11,2016,2750000
2018,UKK12,2016,4566000
2018,UKK13,2016,254000
2018,UKK21,2016,192000
2018,UKK30,2016,28000
2018,UKK41,2016,1903000
2018,UKK43,2016,1291000
