year,nuts_id,nuts_year_spec,contract_research_non_sme
2014,UKC12,2013,11000.0
2014,UKC14,2013,3629000.0
2014,UKC22,2013,6938000.0
2014,UKC23,2013,91000.0
2014,UKD12,2013,6000.0
2014,UKD33,2013,25954000.0
2014,UKD34,2013,120000.0
2014,UKD36,2013,0.0
2014,UKD44,2013,989000.0
2014,UKD45,2013,309000.0
2014,UKD47,2013,13000.0
2014,UKD63,2013,476000.0
2014,UKD72,2013,7369000.0
2014,UKE11,2013,1949000.0
2014,UKE21,2013,2462000.0
2014,UKE32,2013,15155000.0
2014,UKE41,2013,1158000.0
2014,UKE42,2013,12241000.0
2014,UKE44,2013,646000.0
2014,UKF11,2013,444000.0
2014,UKF14,2013,14884000.0
2014,UKF21,2013,3218000.0
2014,UKF22,2013,7836000.0
2014,UKF24,2013,82000.0
2014,UKF30,2013,438000.0
2014,UKG12,2013,128000.0
2014,UKG21,2013,670000.0
2014,UKG23,2013,89000.0
2014,UKG24,2013,1144000.0
2014,UKG31,2013,9397000.0
2014,UKG33,2013,12156000.0
2014,UKG39,2013,28000.0
2014,UKH12,2013,24958000.0
2014,UKH14,2013,9000.0
2014,UKH15,2013,40000.0
2014,UKH21,2013,8000.0
2014,UKH23,2013,32000.0
2014,UKH25,2013,10091000.0
2014,UKH34,2013,262000.0
2014,UKH36,2013,90000.0
2014,UKI31,2013,23955000.0
2014,UKI32,2013,75715000.0
2014,UKI33,2013,4931000.0
2014,UKI34,2013,675000.0
2014,UKI41,2013,1000.0
2014,UKI42,2013,6354000.0
2014,UKI43,2013,636000.0
2014,UKI44,2013,843000.0
2014,UKI51,2013,856000.0
2014,UKI63,2013,165000.0
2014,UKI71,2013,312000.0
2014,UKI73,2013,0.0
2014,UKI74,2013,368000.0
2014,UKI75,2013,0.0
2014,UKJ11,2013,4173000.0
2014,UKJ12,2013,207000.0
2014,UKJ13,2013,4000.0
2014,UKJ14,2013,51588000.0
2014,UKJ21,2013,1789000.0
2014,UKJ25,2013,5262000.0
2014,UKJ27,2013,14000.0
2014,UKJ31,2013,365000.0
2014,UKJ32,2013,7490000.0
2014,UKJ36,2013,22000.0
2014,UKJ44,2013,105000.0
2014,UKK11,2013,11222000.0
2014,UKK12,2013,2726000.0
2014,UKK13,2013,32000.0
2014,UKK21,2013,215000.0
2014,UKK30,2013,16000.0
2014,UKK41,2013,181000.0
2014,UKK43,2013,2602000.0
2014,UKL12,2013,582000.0
2014,UKL14,2013,362000.0
2014,UKL15,2013,273000.0
2014,UKL18,2013,3088000.0
2014,UKL22,2013,4605000.0
2014,UKL23,2013,196000.0
2014,UKM21,2013,7923000.0
2014,UKM22,2013,740000.0
2014,UKM23,2013,15000.0
2014,UKM25,2013,14140000.0
2014,UKM27,2013,847000.0
2014,UKM34,2013,24002000.0
2014,UKM35,2013,54000.0
2014,UKM50,2013,4016000.0
2014,UKM62,2013,135000.0
2014,UKN01,2013,3787000.0
2014,UKN04,2013,1235000.0
2015,UKC12,2013,13000.0
2015,UKC14,2013,3404000.0
2015,UKC22,2013,7157000.0
2015,UKC23,2013,135000.0
2015,UKD12,2013,3000.0
2015,UKD33,2013,30879000.0
2015,UKD34,2013,161000.0
2015,UKD36,2013,0.0
2015,UKD44,2013,1254000.0
2015,UKD45,2013,244000.0
2015,UKD47,2013,3000.0
2015,UKD63,2013,1087000.0
2015,UKD72,2013,7701000.0
2015,UKE11,2013,1805000.0
2015,UKE21,2013,2573000.0
2015,UKE32,2013,13953000.0
2015,UKE41,2013,980000.0
2015,UKE42,2013,10845000.0
2015,UKE44,2013,763000.0
2015,UKF11,2013,309000.0
2015,UKF14,2013,13801000.0
2015,UKF21,2013,3234000.0
2015,UKF22,2013,6661000.0
2015,UKF24,2013,99000.0
2015,UKF30,2013,541000.0
2015,UKG12,2013,15000.0
2015,UKG21,2013,961000.0
2015,UKG23,2013,68000.0
2015,UKG24,2013,930000.0
2015,UKG31,2013,11974000.0
2015,UKG33,2013,11680000.0
2015,UKG39,2013,64000.0
2015,UKH12,2013,24336000.0
2015,UKH14,2013,0.0
2015,UKH15,2013,248000.0
2015,UKH21,2013,3000.0
2015,UKH23,2013,208000.0
2015,UKH25,2013,8202000.0
2015,UKH34,2013,256000.0
2015,UKH36,2013,341000.0
2015,UKI31,2013,23716000.0
2015,UKI32,2013,77011000.0
2015,UKI33,2013,5885000.0
2015,UKI34,2013,451000.0
2015,UKI41,2013,0.0
2015,UKI42,2013,8129000.0
2015,UKI43,2013,471000.0
2015,UKI44,2013,635000.0
2015,UKI51,2013,661000.0
2015,UKI63,2013,151000.0
2015,UKI71,2013,303000.0
2015,UKI73,2013,0.0
2015,UKI74,2013,622000.0
2015,UKI75,2013,0.0
2015,UKJ11,2013,4645000.0
2015,UKJ12,2013,281000.0
2015,UKJ13,2013,212000.0
2015,UKJ14,2013,63547000.0
2015,UKJ21,2013,1910000.0
2015,UKJ25,2013,5254000.0
2015,UKJ27,2013,560000.0
2015,UKJ31,2013,444000.0
2015,UKJ32,2013,8700000.0
2015,UKJ36,2013,3000.0
2015,UKJ44,2013,104000.0
2015,UKK11,2013,12279000.0
2015,UKK12,2013,3072000.0
2015,UKK13,2013,57000.0
2015,UKK21,2013,107000.0
2015,UKK30,2013,0.0
2015,UKK41,2013,31000.0
2015,UKK43,2013,2228000.0
2015,UKL12,2013,649000.0
2015,UKL14,2013,288000.0
2015,UKL15,2013,339000.0
2015,UKL18,2013,2514000.0
2015,UKL22,2013,4566000.0
2015,UKL23,2013,83000.0
2015,UKM21,2013,9734000.0
2015,UKM22,2013,433000.0
2015,UKM23,2013,5000.0
2015,UKM25,2013,12863000.0
2015,UKM27,2013,621000.0
2015,UKM34,2013,24956000.0
2015,UKM35,2013,41000.0
2015,UKM50,2013,4389000.0
2015,UKM62,2013,78000.0
2015,UKN01,2013,3291000.0
2015,UKN04,2013,1035000.0
2016,UKC12,2016,53000.0
2016,UKC14,2016,3893000.0
2016,UKC22,2016,6398000.0
2016,UKC23,2016,60000.0
2016,UKD12,2016,4000.0
2016,UKD33,2016,30488000.0
2016,UKD34,2016,49000.0
2016,UKD36,2016,0.0
2016,UKD44,2016,1611000.0
2016,UKD45,2016,219000.0
2016,UKD47,2016,15000.0
2016,UKD63,2016,245000.0
2016,UKD72,2016,6686000.0
2016,UKE11,2016,1790000.0
2016,UKE21,2016,2146000.0
2016,UKE32,2016,18598000.0
2016,UKE41,2016,938000.0
2016,UKE42,2016,10986000.0
2016,UKE44,2016,803000.0
2016,UKF11,2016,174000.0
2016,UKF14,2016,14936000.0
2016,UKF21,2016,2961000.0
2016,UKF22,2016,8356000.0
2016,UKF24,2016,226000.0
2016,UKF30,2016,1776000.0
2016,UKG12,2016,30000.0
2016,UKG21,2016,1273000.0
2016,UKG23,2016,32000.0
2016,UKG24,2016,662000.0
2016,UKG31,2016,12468000.0
2016,UKG33,2016,14852000.0
2016,UKG39,2016,111000.0
2016,UKH12,2016,27291000.0
2016,UKH14,2016,0.0
2016,UKH15,2016,476000.0
2016,UKH21,2016,491000.0
2016,UKH23,2016,242000.0
2016,UKH25,2016,7823000.0
2016,UKH34,2016,293000.0
2016,UKH36,2016,338000.0
2016,UKI31,2016,25072000.0
2016,UKI32,2016,69427000.0
2016,UKI33,2016,7819000.0
2016,UKI34,2016,216000.0
2016,UKI41,2016,3000.0
2016,UKI42,2016,9249000.0
2016,UKI43,2016,512000.0
2016,UKI44,2016,463000.0
2016,UKI51,2016,743000.0
2016,UKI63,2016,87000.0
2016,UKI71,2016,254000.0
2016,UKI73,2016,0.0
2016,UKI74,2016,887000.0
2016,UKI75,2016,16000.0
2016,UKJ11,2016,5546000.0
2016,UKJ12,2016,468000.0
2016,UKJ13,2016,89000.0
2016,UKJ14,2016,56935000.0
2016,UKJ21,2016,1990000.0
2016,UKJ25,2016,7193000.0
2016,UKJ27,2016,1018000.0
2016,UKJ31,2016,599000.0
2016,UKJ32,2016,7630000.0
2016,UKJ36,2016,0.0
2016,UKJ44,2016,57000.0
2016,UKK11,2016,12177000.0
2016,UKK12,2016,2288000.0
2016,UKK13,2016,47000.0
2016,UKK21,2016,215000.0
2016,UKK30,2016,0.0
2016,UKK41,2016,21000.0
2016,UKK43,2016,3161000.0
2016,UKL12,2016,634000.0
2016,UKL14,2016,387000.0
2016,UKL15,2016,450000.0
2016,UKL18,2016,2619000.0
2016,UKL22,2016,4757000.0
2016,UKL23,2016,58000.0
2016,UKM50,2016,4303000.0
2016,UKM62,2016,83000.0
2016,UKM71,2016,9143000.0
2016,UKM72,2016,612000.0
2016,UKM73,2016,41000.0
2016,UKM75,2016,10111000.0
2016,UKM77,2016,386000.0
2016,UKM82,2016,18596000.0
2016,UKM83,2016,34000.0
2016,UKN06,2016,3634000.0
2016,UKN12,2016,1145000.0
2017,UKC12,2016,106000.0
2017,UKC14,2016,4117000.0
2017,UKC22,2016,6462000.0
2017,UKC23,2016,82000.0
2017,UKD12,2016,0.0
2017,UKD33,2016,42372000.0
2017,UKD34,2016,174000.0
2017,UKD36,2016,0.0
2017,UKD44,2016,1601000.0
2017,UKD45,2016,157000.0
2017,UKD47,2016,1000.0
2017,UKD63,2016,2185000.0
2017,UKD72,2016,6911000.0
2017,UKE11,2016,1525000.0
2017,UKE21,2016,2246000.0
2017,UKE32,2016,21151000.0
2017,UKE41,2016,884000.0
2017,UKE42,2016,11035000.0
2017,UKE44,2016,993000.0
2017,UKF11,2016,334000.0
2017,UKF14,2016,18679000.0
2017,UKF21,2016,3381000.0
2017,UKF22,2016,9400000.0
2017,UKF24,2016,106000.0
2017,UKF30,2016,329000.0
2017,UKG12,2016,33000.0
2017,UKG21,2016,550000.0
2017,UKG23,2016,47000.0
2017,UKG24,2016,387000.0
2017,UKG31,2016,19446000.0
2017,UKG33,2016,13898000.0
2017,UKG39,2016,346000.0
2017,UKH12,2016,26098000.0
2017,UKH14,2016,0.0
2017,UKH15,2016,505000.0
2017,UKH21,2016,163000.0
2017,UKH23,2016,84000.0
2017,UKH25,2016,7824000.0
2017,UKH34,2016,508000.0
2017,UKH36,2016,238000.0
2017,UKI31,2016,26757000.0
2017,UKI32,2016,65321000.0
2017,UKI33,2016,8932000.0
2017,UKI34,2016,630000.0
2017,UKI41,2016,1000.0
