year,nuts_id,nuts_year_spec,consultancy_facilities_sme
2016,UKL2,2016,1786000.0
2016,UKM5,2016,508000.0
2016,UKM6,2016,1468000.0
2016,UKM7,2016,20383000.0
2016,UKM8,2016,831000.0
2016,UKN0,2016,3419000.0
2017,UKC1,2016,715000.0
2017,UKC2,2016,1380000.0
2017,UKD1,2016,31000.0
2017,UKD3,2016,2939000.0
2017,UKD4,2016,3238000.0
2017,UKD6,2016,917000.0
2017,UKD7,2016,11203000.0
2017,UKE1,2016,98000.0
2017,UKE2,2016,2259000.0
2017,UKE3,2016,1380000.0
2017,UKE4,2016,3384000.0
2017,UKF1,2016,9141000.0
2017,UKF2,2016,2531000.0
2017,UKF3,2016,298000.0
2017,UKG1,2016,16000.0
2017,UKG2,2016,2084000.0
2017,UKG3,2016,7982000.0
2017,UKH1,2016,4147000.0
2017,UKH2,2016,4231000.0
2017,UKH3,2016,798000.0
2017,UKI3,2016,19913000.0
2017,UKI4,2016,2972000.0
2017,UKI5,2016,766000.0
2017,UKI6,2016,5000.0
2017,UKI7,2016,2300000.0
2017,UKJ1,2016,10331000.0
2017,UKJ2,2016,9091000.0
2017,UKJ3,2016,10352000.0
2017,UKJ4,2016,337000.0
2017,UKK1,2016,3964000.0
2017,UKK2,2016,112000.0
2017,UKK3,2016,28000.0
2017,UKK4,2016,3653000.0
2017,UKL1,2016,788000.0
2017,UKL2,2016,1333000.0
2017,UKM5,2016,702000.0
2017,UKM6,2016,1282000.0
2017,UKM7,2016,18023000.0
2017,UKM8,2016,978000.0
2017,UKN0,2016,3337000.0
2018,UKC1,2016,815000.0
2018,UKC2,2016,1025000.0
2018,UKD1,2016,35000.0
2018,UKD3,2016,2572000.0
2018,UKD4,2016,3516000.0
2018,UKD6,2016,582000.0
2018,UKD7,2016,11916000.0
2018,UKE1,2016,73000.0
2018,UKE2,2016,2470000.0
2018,UKE3,2016,1196000.0
2018,UKE4,2016,3149000.0
2018,UKF1,2016,10339000.0
2018,UKF2,2016,2451000.0
2018,UKF3,2016,582000.0
2018,UKG1,2016,21000.0
2018,UKG2,2016,1868000.0
2018,UKG3,2016,7881000.0
2018,UKH1,2016,4000000.0
2018,UKH2,2016,3227000.0
2018,UKH3,2016,748000.0
2018,UKI3,2016,28207000.0
2018,UKI4,2016,2644000.0
2018,UKI5,2016,784000.0
2018,UKI6,2016,40000.0
2018,UKI7,2016,3542000.0
2018,UKJ1,2016,13128000.0
2018,UKJ2,2016,8954000.0
2018,UKJ3,2016,10034000.0
2018,UKJ4,2016,471000.0
2018,UKK1,2016,3840000.0
2018,UKK2,2016,232000.0
2018,UKK3,2016,44000.0
2018,UKK4,2016,3453000.0
2018,UKL1,2016,2274000.0
2018,UKL2,2016,1154000.0
2018,UKM5,2016,631000.0
2018,UKM6,2016,1024000.0
2018,UKM7,2016,23355000.0
2018,UKM8,2016,1289000.0
2018,UKN0,2016,3955000.0
