year,nuts_id,nuts_year_spec,ip_revenue
2014,UKC12,2013,0.0
2014,UKC14,2013,170000.0
2014,UKC22,2013,696000.0
2014,UKC23,2013,83000.0
2014,UKD12,2013,7000.0
2014,UKD33,2013,1708000.0
2014,UKD34,2013,71000.0
2014,UKD36,2013,1000.0
2014,UKD44,2013,229000.0
2014,UKD45,2013,35000.0
2014,UKD47,2013,0.0
2014,UKD63,2013,0.0
2014,UKD72,2013,362000.0
2014,UKE11,2013,423000.0
2014,UKE21,2013,1106000.0
2014,UKE32,2013,1507000.0
2014,UKE41,2013,108000.0
2014,UKE42,2013,3665000.0
2014,UKE44,2013,25000.0
2014,UKF11,2013,0.0
2014,UKF14,2013,1142000.0
2014,UKF21,2013,666000.0
2014,UKF22,2013,3101000.0
2014,UKF24,2013,25000.0
2014,UKF30,2013,52000.0
2014,UKG12,2013,0.0
2014,UKG21,2013,0.0
2014,UKG23,2013,11000.0
2014,UKG24,2013,106000.0
2014,UKG31,2013,895000.0
2014,UKG33,2013,425000.0
2014,UKG39,2013,32000.0
2014,UKH12,2013,25968000.0
2014,UKH14,2013,0.0
2014,UKH15,2013,375000.0
2014,UKH21,2013,0.0
2014,UKH23,2013,23000.0
2014,UKH25,2013,322000.0
2014,UKH34,2013,49000.0
2014,UKH36,2013,0.0
2014,UKI31,2013,5988000.0
2014,UKI32,2013,5090000.0
2014,UKI33,2013,25235000.0
2014,UKI34,2013,369000.0
2014,UKI41,2013,0.0
2014,UKI42,2013,411000.0
2014,UKI43,2013,463000.0
2014,UKI44,2013,7000.0
2014,UKI51,2013,290000.0
2014,UKI63,2013,2000.0
2014,UKI71,2013,0.0
2014,UKI73,2013,0.0
2014,UKI74,2013,20000.0
2014,UKI75,2013,0.0
2014,UKJ11,2013,54000.0
2014,UKJ12,2013,3705000.0
2014,UKJ13,2013,0.0
2014,UKJ14,2013,17471000.0
2014,UKJ21,2013,227000.0
2014,UKJ25,2013,681000.0
2014,UKJ27,2013,0.0
2014,UKJ31,2013,94000.0
2014,UKJ32,2013,1704000.0
2014,UKJ36,2013,0.0
2014,UKJ44,2013,110000.0
2014,UKK11,2013,2225000.0
2014,UKK12,2013,383000.0
2014,UKK13,2013,0.0
2014,UKK21,2013,59000.0
2014,UKK30,2013,0.0
2014,UKK41,2013,88000.0
2014,UKK43,2013,117000.0
2014,UKL12,2013,24000.0
2014,UKL14,2013,104000.0
2014,UKL15,2013,204000.0
2014,UKL18,2013,59000.0
2014,UKL22,2013,1441000.0
2014,UKL23,2013,0.0
2014,UKM21,2013,1164000.0
2014,UKM22,2013,1052000.0
2014,UKM23,2013,8000.0
2014,UKM25,2013,2546000.0
2014,UKM27,2013,0.0
2014,UKM34,2013,1958000.0
2014,UKM35,2013,0.0
2014,UKM50,2013,4064000.0
2014,UKM62,2013,1000.0
2014,UKN01,2013,34586000.0
2014,UKN04,2013,228000.0
2015,UKC12,2013,0.0
2015,UKC14,2013,58000.0
2015,UKC22,2013,642000.0
2015,UKC23,2013,9000.0
2015,UKD12,2013,17000.0
2015,UKD33,2013,3888000.0
2015,UKD34,2013,67000.0
2015,UKD36,2013,1000.0
2015,UKD44,2013,237000.0
2015,UKD45,2013,70000.0
2015,UKD47,2013,0.0
2015,UKD63,2013,1000.0
2015,UKD72,2013,525000.0
2015,UKE11,2013,538000.0
2015,UKE21,2013,1259000.0
2015,UKE32,2013,2110000.0
2015,UKE41,2013,368000.0
2015,UKE42,2013,3565000.0
2015,UKE44,2013,17000.0
2015,UKF11,2013,0.0
2015,UKF14,2013,737000.0
2015,UKF21,2013,1549000.0
2015,UKF22,2013,1577000.0
2015,UKF24,2013,2000.0
2015,UKF30,2013,0.0
2015,UKG12,2013,0.0
2015,UKG21,2013,588000.0
2015,UKG23,2013,12000.0
2015,UKG24,2013,25000.0
2015,UKG31,2013,1050000.0
2015,UKG33,2013,674000.0
2015,UKG39,2013,2000.0
2015,UKH12,2013,18905000.0
2015,UKH14,2013,0.0
2015,UKH15,2013,1538000.0
2015,UKH21,2013,0.0
2015,UKH23,2013,38000.0
2015,UKH25,2013,474000.0
2015,UKH34,2013,4000.0
2015,UKH36,2013,0.0
2015,UKI31,2013,6558000.0
2015,UKI32,2013,5180000.0
2015,UKI33,2013,64127000.0
2015,UKI34,2013,340000.0
2015,UKI41,2013,0.0
2015,UKI42,2013,542000.0
2015,UKI43,2013,367000.0
2015,UKI44,2013,1000.0
2015,UKI51,2013,352000.0
2015,UKI63,2013,0.0
2015,UKI71,2013,0.0
2015,UKI73,2013,0.0
2015,UKI74,2013,12000.0
2015,UKI75,2013,0.0
2015,UKJ11,2013,62000.0
2015,UKJ12,2013,3230000.0
2015,UKJ13,2013,0.0
2015,UKJ14,2013,14338000.0
2015,UKJ21,2013,163000.0
2015,UKJ25,2013,631000.0
2015,UKJ27,2013,0.0
2015,UKJ31,2013,290000.0
2015,UKJ32,2013,877000.0
2015,UKJ36,2013,0.0
2015,UKJ44,2013,146000.0
2015,UKK11,2013,796000.0
2015,UKK12,2013,193000.0
2015,UKK13,2013,2000.0
2015,UKK21,2013,62000.0
2015,UKK30,2013,0.0
2015,UKK41,2013,219000.0
2015,UKK43,2013,1024000.0
2015,UKL12,2013,37000.0
2015,UKL14,2013,166000.0
2015,UKL15,2013,43000.0
2015,UKL18,2013,44000.0
2015,UKL22,2013,13445000.0
2015,UKL23,2013,0.0
2015,UKM21,2013,4291000.0
2015,UKM22,2013,837000.0
2015,UKM23,2013,5000.0
2015,UKM25,2013,3668000.0
2015,UKM27,2013,0.0
2015,UKM34,2013,1850000.0
2015,UKM35,2013,0.0
2015,UKM50,2013,1766000.0
2015,UKM62,2013,1000.0
2015,UKN01,2013,8651000.0
2015,UKN04,2013,631000.0
2016,UKC12,2016,0.0
2016,UKC14,2016,123000.0
2016,UKC22,2016,1123000.0
2016,UKC23,2016,9000.0
2016,UKD12,2016,5000.0
2016,UKD33,2016,1446000.0
2016,UKD34,2016,80000.0
2016,UKD36,2016,1000.0
2016,UKD44,2016,106000.0
2016,UKD45,2016,107000.0
2016,UKD47,2016,0.0
2016,UKD63,2016,1000.0
2016,UKD72,2016,684000.0
2016,UKE11,2016,525000.0
2016,UKE21,2016,5794000.0
2016,UKE32,2016,4830000.0
2016,UKE41,2016,58000.0
2016,UKE42,2016,1938000.0
2016,UKE44,2016,14000.0
2016,UKF11,2016,0.0
2016,UKF14,2016,3937000.0
2016,UKF21,2016,756000.0
2016,UKF22,2016,1443000.0
2016,UKF24,2016,5000.0
2016,UKF30,2016,0.0
2016,UKG12,2016,0.0
2016,UKG21,2016,542000.0
2016,UKG23,2016,2000.0
2016,UKG24,2016,61000.0
2016,UKG31,2016,1011000.0
2016,UKG33,2016,1455000.0
2016,UKG39,2016,2000.0
2016,UKH12,2016,19087000.0
2016,UKH14,2016,0.0
2016,UKH15,2016,1605000.0
2016,UKH21,2016,0.0
2016,UKH23,2016,74000.0
2016,UKH25,2016,512000.0
2016,UKH34,2016,2000.0
2016,UKH36,2016,0.0
2016,UKI31,2016,7046000.0
2016,UKI32,2016,11392000.0
2016,UKI33,2016,24056000.0
2016,UKI34,2016,171000.0
2016,UKI41,2016,0.0
2016,UKI42,2016,490000.0
2016,UKI43,2016,366000.0
2016,UKI44,2016,0.0
2016,UKI51,2016,392000.0
2016,UKI63,2016,0.0
2016,UKI71,2016,0.0
2016,UKI73,2016,1821000.0
2016,UKI74,2016,46000.0
2016,UKI75,2016,138000.0
2016,UKJ11,2016,74000.0
2016,UKJ12,2016,3856000.0
2016,UKJ13,2016,0.0
2016,UKJ14,2016,16889000.0
2016,UKJ21,2016,188000.0
2016,UKJ25,2016,1055000.0
2016,UKJ27,2016,0.0
2016,UKJ31,2016,115000.0
2016,UKJ32,2016,1153000.0
2016,UKJ36,2016,0.0
2016,UKJ44,2016,64000.0
2016,UKK11,2016,885000.0
2016,UKK12,2016,228000.0
2016,UKK13,2016,0.0
2016,UKK21,2016,12000.0
2016,UKK30,2016,0.0
2016,UKK41,2016,107000.0
2016,UKK43,2016,108000.0
2016,UKL12,2016,81000.0
2016,UKL14,2016,222000.0
2016,UKL15,2016,33000.0
2016,UKL18,2016,48000.0
