year,nuts_id,nuts_year_spec,air_pollution_mean_pm10
2009,UKK11,2006,16.6
2009,UKK12,2006,15.18
2009,UKK13,2006,15.05
2009,UKK14,2006,17.04
2009,UKK15,2006,15.22
2009,UKK21,2006,15.52
2009,UKK22,2006,14.55
2009,UKK23,2006,13.74
2009,UKK30,2006,14.26
2009,UKK41,2006,15.17
2009,UKK42,2006,13.38
2009,UKK43,2006,12.65
2009,UKL11,2006,9.88
2009,UKL12,2006,9.77
2009,UKL13,2006,10.11
2009,UKL14,2006,11.21
2009,UKL15,2006,13.19
2009,UKL16,2006,13.88
2009,UKL17,2006,12.81
2009,UKL18,2006,12.14
2009,UKL21,2006,13.83
2009,UKL22,2006,14.12
2009,UKL23,2006,12.72
2009,UKL24,2006,11.21
2009,UKM21,2006,9.89
2009,UKM22,2006,10.89
2009,UKM23,2006,10.14
2009,UKM24,2006,8.68
2009,UKM25,2006,11.74
2009,UKM26,2006,11.22
2009,UKM27,2006,8.14
2009,UKM28,2006,10.86
2009,UKM31,2006,8.99
2009,UKM32,2006,8.37
2009,UKM33,2006,8.99
2009,UKM34,2006,12.18
2009,UKM35,2006,9.41
2009,UKM36,2006,10.85
2009,UKM37,2006,8.91
2009,UKM38,2006,8.89
2009,UKM50,2006,10.0
2009,UKM61,2006,6.73
2009,UKM62,2006,7.02
2009,UKM63,2006,7.8
2009,UKM64,2006,7.4
2009,UKM65,2006,9.07
2009,UKM66,2006,11.32
2009,UKN01,2006,13.98
2009,UKN02,2006,11.64
2009,UKN03,2006,10.38
2009,UKN04,2006,8.94
2009,UKN05,2006,8.53
2010,UKC11,2010,14.6
2010,UKC12,2010,13.89
2010,UKC13,2010,14.29
2010,UKC14,2010,11.45
2010,UKC21,2010,10.51
2010,UKC22,2010,13.98
2010,UKC23,2010,15.17
2010,UKD11,2010,9.87
2010,UKD12,2010,9.91
2010,UKD31,2010,15.9
2010,UKD32,2010,14.86
2010,UKD41,2010,13.35
2010,UKD42,2010,12.34
2010,UKD43,2010,12.51
2010,UKD61,2010,15.72
2010,UKD62,2010,13.7
2010,UKD63,2010,13.58
2010,UKD71,2010,15.8
2010,UKD72,2010,15.09
2010,UKD73,2010,12.98
2010,UKD74,2010,13.12
2010,UKE11,2010,18.12
2010,UKE12,2010,16.74
2010,UKE13,2010,18.08
2010,UKE21,2010,15.55
2010,UKE22,2010,12.93
2010,UKE31,2010,16.9
2010,UKE32,2010,14.1
2010,UKE41,2010,13.22
2010,UKE42,2010,15.65
2010,UKE44,2010,13.74
2010,UKE45,2010,17.2
2010,UKF11,2010,17.39
2010,UKF12,2010,16.39
2010,UKF13,2010,14.18
2010,UKF14,2010,18.23
2010,UKF15,2010,17.92
2010,UKF16,2010,17.81
2010,UKF21,2010,18.37
2010,UKF22,2010,16.57
2010,UKF24,2010,16.33
2010,UKF25,2010,16.69
2010,UKF30,2010,17.54
2010,UKG11,2010,13.15
2010,UKG12,2010,14.8
2010,UKG13,2010,15.87
2010,UKG21,2010,14.64
2010,UKG22,2010,12.71
2010,UKG23,2010,15.76
2010,UKG24,2010,14.35
2010,UKG31,2010,17.64
2010,UKG32,2010,16.42
2010,UKG33,2010,17.37
2010,UKG36,2010,16.64
2010,UKG37,2010,19.13
2010,UKG38,2010,17.5
2010,UKG39,2010,16.33
2010,UKH11,2010,17.35
2010,UKH12,2010,17.18
2010,UKH13,2010,16.26
2010,UKH14,2010,16.69
2010,UKH21,2010,17.95
2010,UKH23,2010,16.68
2010,UKH24,2010,16.55
2010,UKH25,2010,16.8
2010,UKH31,2010,17.05
2010,UKH32,2010,18.36
2010,UKH33,2010,17.23
2010,UKI11,2010,21.81
2010,UKI12,2010,21.03
2010,UKI21,2010,18.78
2010,UKI22,2010,17.53
2010,UKI23,2010,18.62
2010,UKJ11,2010,16.13
2010,UKJ12,2010,16.74
2010,UKJ13,2010,15.75
2010,UKJ14,2010,15.96
2010,UKJ21,2010,14.72
2010,UKJ22,2010,13.88
2010,UKJ23,2010,15.31
2010,UKJ24,2010,14.47
2010,UKJ31,2010,16.78
2010,UKJ32,2010,17.53
2010,UKJ33,2010,14.87
2010,UKJ34,2010,13.64
2010,UKJ41,2010,16.97
2010,UKJ42,2010,15.94
2010,UKK11,2010,16.17
2010,UKK12,2010,14.41
2010,UKK13,2010,14.45
2010,UKK14,2010,16.26
2010,UKK15,2010,14.46
2010,UKK21,2010,14.63
2010,UKK22,2010,13.63
2010,UKK23,2010,13.06
2010,UKK30,2010,13.6
2010,UKK41,2010,14.6
2010,UKK42,2010,12.74
2010,UKK43,2010,12.14
2010,UKL11,2010,9.96
2010,UKL12,2010,9.24
2010,UKL13,2010,9.8
2010,UKL14,2010,11.11
2010,UKL15,2010,12.57
2010,UKL16,2010,13.08
2010,UKL17,2010,12.34
2010,UKL18,2010,12.26
2010,UKL21,2010,12.93
2010,UKL22,2010,13.61
2010,UKL23,2010,12.41
2010,UKL24,2010,10.12
2010,UKM21,2010,10.62
2010,UKM22,2010,12.34
2010,UKM23,2010,12.03
2010,UKM24,2010,10.28
2010,UKM25,2010,13.94
2010,UKM26,2010,12.59
2010,UKM27,2010,9.06
2010,UKM28,2010,12.55
2010,UKM31,2010,9.89
2010,UKM32,2010,9.51
2010,UKM33,2010,10.07
2010,UKM34,2010,13.81
2010,UKM35,2010,10.61
2010,UKM36,2010,12.14
2010,UKM37,2010,9.92
2010,UKM38,2010,10.39
2010,UKM50,2010,10.39
2010,UKM61,2010,7.75
2010,UKM62,2010,7.36
2010,UKM63,2010,8.48
2010,UKM64,2010,8.41
2010,UKM65,2010,9.77
2010,UKM66,2010,11.75
2010,UKN01,2010,15.07
2010,UKN02,2010,12.25
2010,UKN03,2010,11.04
2010,UKN04,2010,9.53
2010,UKN05,2010,9.16
2011,UKC11,2010,14.9
2011,UKC12,2010,14.14
2011,UKC13,2010,14.6
2011,UKC14,2010,11.81
2011,UKC21,2010,10.75
2011,UKC22,2010,14.29
2011,UKC23,2010,15.28
2011,UKD11,2010,10.01
2011,UKD12,2010,10.24
2011,UKD31,2010,16.59
2011,UKD32,2010,15.83
2011,UKD41,2010,14.04
2011,UKD42,2010,12.74
2011,UKD43,2010,13.21
2011,UKD61,2010,16.45
2011,UKD62,2010,14.62
2011,UKD63,2010,14.58
2011,UKD71,2010,16.62
2011,UKD72,2010,15.71
2011,UKD73,2010,13.92
2011,UKD74,2010,13.94
2011,UKE11,2010,18.93
2011,UKE12,2010,17.55
2011,UKE13,2010,18.84
2011,UKE21,2010,16.18
2011,UKE22,2010,13.55
2011,UKE31,2010,17.76
2011,UKE32,2010,14.75
2011,UKE41,2010,14.03
2011,UKE42,2010,16.56
2011,UKE44,2010,14.48
2011,UKE45,2010,17.98
2011,UKF11,2010,18.24
2011,UKF12,2010,17.07
2011,UKF13,2010,14.93
2011,UKF14,2010,18.87
2011,UKF15,2010,18.75
2011,UKF16,2010,18.55
2011,UKF21,2010,19.29
2011,UKF22,2010,17.55
2011,UKF24,2010,17.6
2011,UKF25,2010,18.01
2011,UKF30,2010,18.47
2011,UKG11,2010,14.15
2011,UKG12,2010,15.7
2011,UKG13,2010,16.93
2011,UKG21,2010,15.73
2011,UKG22,2010,13.82
2011,UKG23,2010,16.71
2011,UKG24,2010,15.38
2011,UKG31,2010,18.74
2011,UKG32,2010,17.41
2011,UKG33,2010,18.25
2011,UKG36,2010,17.42
2011,UKG37,2010,19.91
2011,UKG38,2010,18.82
2011,UKG39,2010,17.57
2011,UKH11,2010,18.68
2011,UKH12,2010,18.68
2011,UKH13,2010,17.36
2011,UKH14,2010,17.92
2011,UKH21,2010,20.13
2011,UKH23,2010,19.04
2011,UKH24,2010,18.34
2011,UKH25,2010,18.9
2011,UKH31,2010,17.83
2011,UKH32,2010,19.67
2011,UKH33,2010,18.71
2011,UKI11,2010,23.89
2011,UKI12,2010,23.04
2011,UKI21,2010,20.76
2011,UKI22,2010,19.17
2011,UKI23,2010,21.12
2011,UKJ11,2010,17.87
2011,UKJ12,2010,18.45
2011,UKJ13,2010,17.66
2011,UKJ14,2010,17.31
2011,UKJ21,2010,17.34
2011,UKJ22,2010,16.2
2011,UKJ23,2010,17.5
2011,UKJ24,2010,16.87
2011,UKJ31,2010,18.93
2011,UKJ32,2010,19.54
2011,UKJ33,2010,16.72
2011,UKJ34,2010,15.32
2011,UKJ41,2010,18.0
2011,UKJ42,2010,17.18
2011,UKK11,2010,17.18
2011,UKK12,2010,15.54
2011,UKK13,2010,15.5
2011,UKK14,2010,17.42
2011,UKK15,2010,15.81
2011,UKK21,2010,15.96
2011,UKK22,2010,15.16
2011,UKK23,2010,14.32
2011,UKK30,2010,15.21
2011,UKK41,2010,16.21
2011,UKK42,2010,14.11
2011,UKK43,2010,13.47
2011,UKL11,2010,10.97
2011,UKL12,2010,10.63
2011,UKL13,2010,11.1
2011,UKL14,2010,11.82
2011,UKL15,2010,13.52
2011,UKL16,2010,14.12
2011,UKL17,2010,13.26
2011,UKL18,2010,12.84
2011,UKL21,2010,14.05
2011,UKL22,2010,14.28
2011,UKL23,2010,13.57
2011,UKL24,2010,11.47
2011,UKM21,2010,11.07
2011,UKM22,2010,12.22
2011,UKM23,2010,11.61
2011,UKM24,2010,10.26
2011,UKM25,2010,13.26
2011,UKM26,2010,12.34
2011,UKM27,2010,9.11
2011,UKM28,2010,12.13
2011,UKM31,2010,10.08
2011,UKM32,2010,9.65
2011,UKM33,2010,10.23
2011,UKM34,2010,13.76
2011,UKM35,2010,10.59
2011,UKM36,2010,12.05
2011,UKM37,2010,10.05
2011,UKM38,2010,10.3
2011,UKM50,2010,11.11
2011,UKM61,2010,8.0
2011,UKM62,2010,7.65
2011,UKM63,2010,8.78
2011,UKM64,2010,8.54
2011,UKM65,2010,10.38
2011,UKM66,2010,13.74
2011,UKN01,2010,15.28
2011,UKN02,2010,12.03
2011,UKN03,2010,10.94
2011,UKN04,2010,9.66
2011,UKN05,2010,9.29
2012,UKC11,2010,13.13
2012,UKC12,2010,12.55
2012,UKC13,2010,13.11
2012,UKC14,2010,10.43
2012,UKC21,2010,9.55
2012,UKC22,2010,12.29
2012,UKC23,2010,13.31
2012,UKD11,2010,8.72
2012,UKD12,2010,8.9
2012,UKD31,2010,14.14
2012,UKD32,2010,13.6
2012,UKD41,2010,12.1
2012,UKD42,2010,10.97
2012,UKD43,2010,11.56
2012,UKD61,2010,14.4
2012,UKD62,2010,12.88
2012,UKD63,2010,13.01
2012,UKD71,2010,14.63
2012,UKD72,2010,13.54
2012,UKD73,2010,12.19
2012,UKD74,2010,12.27
2012,UKE11,2010,15.91
2012,UKE12,2010,15.62
2012,UKE13,2010,16.52
2012,UKE21,2010,14.38
2012,UKE22,2010,12.04
2012,UKE31,2010,15.57
2012,UKE32,2010,12.61
2012,UKE41,2010,12.03
2012,UKE42,2010,14.27
2012,UKE44,2010,12.5
2012,UKE45,2010,15.92
2012,UKF11,2010,15.7
2012,UKF12,2010,14.82
2012,UKF13,2010,12.91
2012,UKF14,2010,16.13
2012,UKF15,2010,16.51
2012,UKF16,2010,16.28
2012,UKF21,2010,16.37
2012,UKF22,2010,15.33
2012,UKF24,2010,15.17
2012,UKF25,2010,15.58
2012,UKF30,2010,16.23
2012,UKG11,2010,12.4
2012,UKG12,2010,13.77
2012,UKG13,2010,14.7
2012,UKG21,2010,13.87
2012,UKG22,2010,12.22
2012,UKG23,2010,14.27
2012,UKG24,2010,13.43
2012,UKG31,2010,15.85
2012,UKG32,2010,15.0
2012,UKG33,2010,15.44
2012,UKG36,2010,14.78
2012,UKG37,2010,16.79
2012,UKG38,2010,15.93
2012,UKG39,2010,14.94
2012,UKH11,2010,16.21
2012,UKH12,2010,16.25
2012,UKH13,2010,15.17
2012,UKH14,2010,15.63
2012,UKH21,2010,16.72
2012,UKH23,2010,16.11
2012,UKH24,2010,15.74
2012,UKH25,2010,16.04
2012,UKH31,2010,15.12
2012,UKH32,2010,16.9
2012,UKH33,2010,16.18
2012,UKI11,2010,20.05
2012,UKI12,2010,19.45
2012,UKI21,2010,17.7
2012,UKI22,2010,16.33
2012,UKI23,2010,17.71
2012,UKJ11,2010,15.3
2012,UKJ12,2010,15.69
2012,UKJ13,2010,14.96
2012,UKJ14,2010,14.92
2012,UKJ21,2010,14.88
2012,UKJ22,2010,14.09
2012,UKJ23,2010,14.91
2012,UKJ24,2010,14.59
2012,UKJ31,2010,15.85
2012,UKJ32,2010,16.07
2012,UKJ33,2010,14.39
2012,UKJ34,2010,13.18
2012,UKJ41,2010,15.48
2012,UKJ42,2010,15.01
2012,UKK11,2010,14.63
2012,UKK12,2010,13.41
2012,UKK13,2010,13.43
2012,UKK14,2010,15.02
2012,UKK15,2010,13.73
2012,UKK21,2010,13.47
2012,UKK22,2010,13.13
2012,UKK23,2010,12.52
2012,UKK30,2010,12.93
2012,UKK41,2010,13.51
2012,UKK42,2010,12.12
2012,UKK43,2010,11.7
2012,UKL11,2010,10.12
2012,UKL12,2010,9.55
2012,UKL13,2010,10.09
2012,UKL14,2010,10.62
2012,UKL15,2010,11.73
2012,UKL16,2010,12.15
2012,UKL17,2010,11.64
2012,UKL18,2010,11.5
2012,UKL21,2010,12.13
2012,UKL22,2010,12.34
2012,UKL23,2010,12.09
2012,UKL24,2010,9.8
2012,UKM21,2010,10.2
2012,UKM22,2010,11.04
2012,UKM23,2010,10.56
2012,UKM24,2010,9.15
2012,UKM25,2010,11.65
2012,UKM26,2010,10.96
2012,UKM27,2010,8.09
2012,UKM28,2010,10.72
2012,UKM31,2010,8.65
2012,UKM32,2010,8.33
2012,UKM33,2010,8.8
2012,UKM34,2010,11.68
2012,UKM35,2010,9.04
2012,UKM36,2010,10.44
2012,UKM37,2010,8.6
2012,UKM38,2010,9.08
2012,UKM50,2010,10.3
2012,UKM61,2010,7.44
2012,UKM62,2010,6.87
2012,UKM63,2010,7.76
2012,UKM64,2010,7.85
2012,UKM65,2010,9.51
2012,UKM66,2010,11.76
2012,UKN01,2010,13.67
2012,UKN02,2010,10.68
2012,UKN03,2010,9.66
2012,UKN04,2010,8.39
2012,UKN05,2010,8.23
2013,UKC11,2013,13.57
2013,UKC12,2013,13.1
2013,UKC13,2013,13.4
2013,UKC14,2013,11.1
2013,UKC21,2013,10.25
2013,UKC22,2013,13.11
2013,UKC23,2013,14.2
2013,UKD11,2013,9.7
2013,UKD12,2013,9.73
2013,UKD33,2013,15.5
2013,UKD34,2013,15.16
2013,UKD35,2013,14.17
2013,UKD36,2013,14.56
2013,UKD37,2013,13.87
2013,UKD41,2013,12.77
2013,UKD42,2013,12.0
2013,UKD44,2013,11.1
2013,UKD45,2013,11.84
2013,UKD46,2013,12.19
2013,UKD47,2013,14.26
2013,UKD61,2013,14.87
2013,UKD62,2013,13.38
2013,UKD63,2013,13.42
2013,UKD71,2013,14.95
2013,UKD72,2013,14.14
2013,UKD73,2013,12.69
2013,UKD74,2013,12.76
2013,UKE11,2013,17.55
2013,UKE12,2013,16.56
2013,UKE13,2013,17.88
2013,UKE21,2013,15.01
2013,UKE22,2013,12.46
2013,UKE31,2013,16.55
2013,UKE32,2013,13.38
2013,UKE41,2013,12.5
2013,UKE42,2013,15.0
2013,UKE44,2013,13.0
2013,UKE45,2013,17.14
2013,UKF11,2013,16.73
2013,UKF12,2013,16.63
2013,UKF13,2013,13.7
2013,UKF14,2013,17.38
2013,UKF15,2013,18.07
2013,UKF16,2013,17.35
2013,UKF21,2013,17.3
2013,UKF22,2013,16.23
2013,UKF24,2013,15.76
2013,UKF25,2013,16.26
2013,UKF30,2013,17.7
2013,UKG11,2013,13.49
2013,UKG12,2013,14.6
2013,UKG13,2013,15.48
2013,UKG21,2013,14.63
2013,UKG22,2013,12.88
2013,UKG23,2013,15.16
2013,UKG24,2013,14.16
2013,UKG31,2013,17.0
2013,UKG32,2013,15.89
2013,UKG33,2013,16.46
2013,UKG36,2013,16.07
2013,UKG37,2013,18.04
2013,UKG38,2013,16.95
2013,UKG39,2013,16.08
2013,UKH11,2013,17.18
2013,UKH12,2013,16.99
2013,UKH14,2013,16.86
2013,UKH15,2013,16.57
2013,UKH16,2013,16.63
2013,UKH17,2013,16.63
2013,UKH21,2013,16.94
2013,UKH23,2013,16.31
2013,UKH24,2013,16.29
2013,UKH25,2013,16.39
2013,UKH31,2013,16.22
2013,UKH32,2013,17.71
2013,UKH34,2013,16.89
2013,UKH35,2013,17.22
2013,UKH36,2013,17.14
2013,UKH37,2013,16.57
2013,UKI31,2013,20.88
2013,UKI32,2013,22.39
2013,UKI33,2013,21.55
2013,UKI34,2013,19.54
2013,UKI41,2013,20.69
2013,UKI42,2013,21.71
2013,UKI43,2013,20.19
2013,UKI44,2013,19.61
2013,UKI45,2013,20.19
2013,UKI51,2013,18.22
2013,UKI52,2013,18.01
2013,UKI53,2013,19.23
2013,UKI54,2013,18.02
2013,UKI61,2013,16.55
2013,UKI62,2013,16.89
2013,UKI63,2013,17.6
2013,UKI71,2013,18.32
2013,UKI72,2013,19.69
2013,UKI73,2013,19.71
2013,UKI74,2013,17.55
2013,UKI75,2013,18.27
2013,UKJ11,2013,15.62
2013,UKJ12,2013,16.13
2013,UKJ13,2013,15.2
2013,UKJ14,2013,15.43
2013,UKJ21,2013,15.04
2013,UKJ22,2013,14.4
2013,UKJ25,2013,15.06
