year,nuts_id,nuts_year_spec,air_pollution_mean_pm10
2007,UKC11,2006,12.79
2007,UKC12,2006,12.87
2007,UKC13,2006,11.83
2007,UKC14,2006,10.49
2007,UKC21,2006,9.49
2007,UKC22,2006,13.0
2007,UKC23,2006,13.62
2007,UKD11,2006,9.75
2007,UKD12,2006,9.7
2007,UKD21,2006,15.86
2007,UKD22,2006,13.78
2007,UKD31,2006,16.29
2007,UKD32,2006,15.22
2007,UKD41,2006,13.86
2007,UKD42,2006,13.44
2007,UKD43,2006,12.46
2007,UKD51,2006,15.98
2007,UKD52,2006,15.94
2007,UKD53,2006,13.48
2007,UKD54,2006,14.22
2007,UKE11,2006,17.48
2007,UKE12,2006,13.71
2007,UKE13,2006,15.2
2007,UKE21,2006,13.6
2007,UKE22,2006,11.86
2007,UKE31,2006,15.44
2007,UKE32,2006,14.57
2007,UKE41,2006,13.64
2007,UKE42,2006,15.25
2007,UKE43,2006,14.5
2007,UKF11,2006,17.91
2007,UKF12,2006,15.56
2007,UKF13,2006,14.56
2007,UKF14,2006,18.95
2007,UKF15,2006,15.37
2007,UKF16,2006,16.53
2007,UKF21,2006,19.82
2007,UKF22,2006,16.33
2007,UKF23,2006,16.65
2007,UKF30,2006,15.16
2007,UKG11,2006,14.25
2007,UKG12,2006,15.53
2007,UKG13,2006,16.4
2007,UKG21,2006,14.72
2007,UKG22,2006,13.45
2007,UKG23,2006,16.93
2007,UKG24,2006,14.92
2007,UKG31,2006,19.42
2007,UKG32,2006,18.02
2007,UKG33,2006,18.91
2007,UKG34,2006,20.04
2007,UKG35,2006,19.32
2007,UKH11,2006,16.84
2007,UKH12,2006,16.58
2007,UKH13,2006,15.79
2007,UKH14,2006,16.23
2007,UKH21,2006,20.42
2007,UKH22,2006,17.33
2007,UKH23,2006,18.23
2007,UKH31,2006,18.7
2007,UKH32,2006,19.61
2007,UKH33,2006,16.96
2007,UKI11,2006,25.98
2007,UKI12,2006,24.75
2007,UKI21,2006,21.95
2007,UKI22,2006,20.87
2007,UKI23,2006,22.27
2007,UKJ11,2006,17.61
2007,UKJ12,2006,17.5
2007,UKJ13,2006,17.35
2007,UKJ14,2006,16.51
2007,UKJ21,2006,18.99
2007,UKJ22,2006,17.04
2007,UKJ23,2006,18.32
2007,UKJ24,2006,17.3
2007,UKJ31,2006,20.5
2007,UKJ32,2006,19.86
2007,UKJ33,2006,16.84
2007,UKJ34,2006,16.3
2007,UKJ41,2006,17.79
2007,UKJ42,2006,16.78
2007,UKK11,2006,18.28
2007,UKK12,2006,16.26
2007,UKK13,2006,15.49
2007,UKK14,2006,17.04
2007,UKK15,2006,15.61
2007,UKK21,2006,18.2
2007,UKK22,2006,15.24
2007,UKK23,2006,14.93
2007,UKK30,2006,15.86
2007,UKK41,2006,17.71
2007,UKK42,2006,15.55
2007,UKK43,2006,14.52
2007,UKL11,2006,11.79
2007,UKL12,2006,11.72
2007,UKL13,2006,11.94
2007,UKL14,2006,13.73
2007,UKL15,2006,15.39
2007,UKL16,2006,15.82
2007,UKL17,2006,15.31
2007,UKL18,2006,15.2
2007,UKL21,2006,15.27
2007,UKL22,2006,16.04
2007,UKL23,2006,13.56
2007,UKL24,2006,12.75
2007,UKM21,2006,8.4
2007,UKM22,2006,9.97
2007,UKM23,2006,10.05
2007,UKM24,2006,9.28
2007,UKM25,2006,12.28
2007,UKM26,2006,11.11
2007,UKM27,2006,8.34
2007,UKM28,2006,11.04
2007,UKM31,2006,9.57
2007,UKM32,2006,9.34
2007,UKM33,2006,9.5
2007,UKM34,2006,12.99
2007,UKM35,2006,10.03
2007,UKM36,2006,11.22
2007,UKM37,2006,9.48
2007,UKM38,2006,9.66
2007,UKM50,2006,8.21
2007,UKM61,2006,8.03
2007,UKM62,2006,7.33
2007,UKM63,2006,8.52
2007,UKM64,2006,8.89
2007,UKM65,2006,9.98
2007,UKM66,2006,13.56
2007,UKN01,2006,17.63
2007,UKN02,2006,13.34
2007,UKN03,2006,11.71
2007,UKN04,2006,10.26
2007,UKN05,2006,10.58
2008,UKC11,2006,13.91
2008,UKC12,2006,13.61
2008,UKC13,2006,13.39
2008,UKC14,2006,10.4
2008,UKC21,2006,9.24
2008,UKC22,2006,12.65
2008,UKC23,2006,14.03
2008,UKD11,2006,8.89
2008,UKD12,2006,8.81
2008,UKD21,2006,15.17
2008,UKD22,2006,13.15
2008,UKD31,2006,14.68
2008,UKD32,2006,14.09
2008,UKD41,2006,12.46
2008,UKD42,2006,11.64
2008,UKD43,2006,11.76
2008,UKD51,2006,15.38
2008,UKD52,2006,14.27
2008,UKD53,2006,12.72
2008,UKD54,2006,12.86
2008,UKE11,2006,18.16
2008,UKE12,2006,16.95
2008,UKE13,2006,18.34
2008,UKE21,2006,15.49
2008,UKE22,2006,12.58
2008,UKE31,2006,16.81
2008,UKE32,2006,13.41
2008,UKE41,2006,12.51
2008,UKE42,2006,15.27
2008,UKE43,2006,14.05
2008,UKF11,2006,17.56
2008,UKF12,2006,16.09
2008,UKF13,2006,13.95
2008,UKF14,2006,18.13
2008,UKF15,2006,18.02
2008,UKF16,2006,18.11
2008,UKF21,2006,18.67
2008,UKF22,2006,17.2
2008,UKF23,2006,17.04
2008,UKF30,2006,18.15
2008,UKG11,2006,13.94
2008,UKG12,2006,15.08
2008,UKG13,2006,16.13
2008,UKG21,2006,15.18
2008,UKG22,2006,13.24
2008,UKG23,2006,15.32
2008,UKG24,2006,14.41
2008,UKG31,2006,17.64
2008,UKG32,2006,16.66
2008,UKG33,2006,17.59
2008,UKG34,2006,18.1
2008,UKG35,2006,17.64
2008,UKH11,2006,18.29
2008,UKH12,2006,18.29
2008,UKH13,2006,17.55
2008,UKH14,2006,18.1
2008,UKH21,2006,18.89
2008,UKH22,2006,17.58
2008,UKH23,2006,17.76
2008,UKH31,2006,18.2
2008,UKH32,2006,19.64
2008,UKH33,2006,18.54
2008,UKI11,2006,21.4
2008,UKI12,2006,21.01
2008,UKI21,2006,19.84
2008,UKI22,2006,18.32
2008,UKI23,2006,19.11
2008,UKJ11,2006,15.89
2008,UKJ12,2006,17.28
2008,UKJ13,2006,16.0
2008,UKJ14,2006,15.65
2008,UKJ21,2006,16.65
2008,UKJ22,2006,15.94
2008,UKJ23,2006,16.27
2008,UKJ24,2006,15.79
2008,UKJ31,2006,17.68
2008,UKJ32,2006,17.71
2008,UKJ33,2006,15.26
2008,UKJ34,2006,14.63
2008,UKJ41,2006,18.4
2008,UKJ42,2006,17.58
2008,UKK11,2006,16.44
2008,UKK12,2006,14.8
2008,UKK13,2006,14.66
2008,UKK14,2006,15.98
2008,UKK15,2006,14.58
2008,UKK21,2006,15.31
2008,UKK22,2006,14.36
2008,UKK23,2006,13.77
2008,UKK30,2006,14.8
2008,UKK41,2006,15.85
2008,UKK42,2006,13.92
2008,UKK43,2006,13.2
2008,UKL11,2006,10.28
2008,UKL12,2006,10.08
2008,UKL13,2006,10.28
2008,UKL14,2006,12.03
2008,UKL15,2006,13.7
2008,UKL16,2006,13.98
2008,UKL17,2006,13.59
2008,UKL18,2006,13.14
2008,UKL21,2006,13.83
2008,UKL22,2006,14.41
2008,UKL23,2006,12.42
2008,UKL24,2006,11.24
2008,UKM21,2006,9.09
2008,UKM22,2006,10.47
2008,UKM23,2006,10.1
2008,UKM24,2006,8.78
2008,UKM25,2006,11.42
2008,UKM26,2006,10.71
2008,UKM27,2006,7.58
2008,UKM28,2006,10.38
2008,UKM31,2006,8.37
2008,UKM32,2006,8.34
2008,UKM33,2006,8.54
2008,UKM34,2006,11.62
2008,UKM35,2006,8.77
2008,UKM36,2006,10.38
2008,UKM37,2006,8.57
2008,UKM38,2006,8.77
2008,UKM50,2006,8.92
2008,UKM61,2006,6.88
2008,UKM62,2006,6.44
2008,UKM63,2006,7.49
2008,UKM64,2006,7.64
2008,UKM65,2006,8.15
2008,UKM66,2006,9.46
2008,UKN01,2006,14.4
2008,UKN02,2006,12.28
2008,UKN03,2006,11.06
2008,UKN04,2006,9.42
2008,UKN05,2006,9.53
2009,UKC11,2006,13.88
2009,UKC12,2006,13.46
2009,UKC13,2006,13.44
2009,UKC14,2006,10.5
2009,UKC21,2006,9.27
2009,UKC22,2006,12.83
2009,UKC23,2006,14.15
2009,UKD11,2006,8.97
2009,UKD12,2006,8.99
2009,UKD21,2006,15.54
2009,UKD22,2006,13.61
2009,UKD31,2006,15.24
2009,UKD32,2006,14.66
2009,UKD41,2006,12.97
2009,UKD42,2006,11.8
2009,UKD43,2006,12.14
2009,UKD51,2006,15.99
2009,UKD52,2006,14.61
2009,UKD53,2006,13.08
2009,UKD54,2006,13.12
2009,UKE11,2006,18.57
2009,UKE12,2006,17.03
2009,UKE13,2006,18.58
2009,UKE21,2006,15.35
2009,UKE22,2006,12.55
2009,UKE31,2006,16.77
2009,UKE32,2006,13.68
2009,UKE41,2006,12.76
2009,UKE42,2006,15.45
2009,UKE43,2006,14.37
2009,UKF11,2006,17.46
2009,UKF12,2006,16.21
2009,UKF13,2006,14.06
2009,UKF14,2006,17.78
2009,UKF15,2006,18.1
2009,UKF16,2006,17.7
2009,UKF21,2006,18.1
2009,UKF22,2006,16.67
2009,UKF23,2006,16.68
2009,UKF30,2006,18.3
2009,UKG11,2006,14.17
2009,UKG12,2006,15.33
2009,UKG13,2006,16.06
2009,UKG21,2006,15.25
2009,UKG22,2006,13.45
2009,UKG23,2006,15.71
2009,UKG24,2006,14.46
2009,UKG31,2006,17.42
2009,UKG32,2006,16.62
2009,UKG33,2006,17.13
2009,UKG34,2006,18.21
2009,UKG35,2006,17.64
2009,UKH11,2006,18.06
2009,UKH12,2006,18.03
2009,UKH13,2006,17.87
2009,UKH14,2006,18.28
2009,UKH21,2006,17.98
2009,UKH22,2006,17.03
2009,UKH23,2006,17.17
2009,UKH31,2006,18.21
2009,UKH32,2006,19.59
2009,UKH33,2006,18.39
2009,UKI11,2006,21.43
2009,UKI12,2006,21.07
2009,UKI21,2006,19.79
2009,UKI22,2006,18.41
2009,UKI23,2006,19.23
2009,UKJ11,2006,16.6
2009,UKJ12,2006,16.88
2009,UKJ13,2006,16.05
2009,UKJ14,2006,16.31
2009,UKJ21,2006,16.66
2009,UKJ22,2006,15.98
2009,UKJ23,2006,16.38
2009,UKJ24,2006,16.03
2009,UKJ31,2006,18.02
2009,UKJ32,2006,18.22
2009,UKJ33,2006,15.9
2009,UKJ34,2006,15.0
2009,UKJ41,2006,18.35
2009,UKJ42,2006,17.66
